xq2_bin,z_bin_phi,pt2_bin_phi,phi_content_sum,phi_bin_count,z_bin0,pt2_bin0,z_bin_spec,pt2_bin_spec,spec_content,error,_merge,diff(phiSum - spec),ratio(phiSum/spec)
2,8,4,51.008300000000006,8,7,3,7.0,3.0,55.4997,19.528,both,-4.491399999999992,0.9190734364329899
2,8,5,23.27396,8,7,4,7.0,4.0,0.0,0.0,both,23.27396,
2,8,6,0.0,8,7,5,7.0,5.0,0.0,0.0,both,0.0,
2,8,7,0.0,8,7,6,7.0,6.0,0.0,0.0,both,0.0,
2,8,8,0.0,8,7,7,7.0,7.0,0.0,0.0,both,0.0,
2,8,9,0.0,8,7,8,7.0,8.0,0.0,0.0,both,0.0,
2,8,10,0.0,8,7,9,7.0,9.0,0.0,0.0,both,0.0,
2,8,11,0.0,8,7,10,7.0,10.0,0.0,0.0,both,0.0,
3,1,1,282.37019999999995,8,0,0,0.0,0.0,271.837,117.475,both,10.533199999999965,1.038748220440926
3,1,2,241.6722,8,0,1,0.0,1.0,203.228,79.1433,both,38.444199999999995,1.1891678312043616
3,1,3,0.0,8,0,2,0.0,2.0,55.1551,61.8078,both,-55.1551,0.0
3,1,4,42.4317,8,0,3,0.0,3.0,62.634,32.4188,both,-20.2023,0.6774547370437781
3,1,5,0.0,8,0,4,0.0,4.0,0.0,0.0,both,0.0,
3,1,6,0.0,8,0,5,0.0,5.0,0.0,0.0,both,0.0,
3,1,7,0.0,8,0,6,0.0,6.0,0.0,0.0,both,0.0,
3,1,8,0.0,8,0,7,0.0,7.0,0.0,0.0,both,0.0,
3,1,9,0.0,8,0,8,0.0,8.0,0.0,0.0,both,0.0,
3,1,10,0.0,8,0,9,0.0,9.0,0.0,0.0,both,0.0,
3,1,11,0.0,8,0,10,0.0,10.0,0.0,0.0,both,0.0,
3,2,1,15878.611,8,1,0,1.0,0.0,13605.8,2681.93,both,2272.8110000000015,1.1670472151582414
3,2,2,10552.72,8,1,1,1.0,1.0,9310.2,1322.57,both,1242.5199999999986,1.1334579278640629
3,2,3,8595.238,8,1,2,1.0,2.0,7753.27,867.911,both,841.9679999999989,1.1085952120847073
3,2,4,5547.422,8,1,3,1.0,3.0,5083.91,496.747,both,463.5119999999997,1.091172345694554
3,2,5,4908.1410000000005,8,1,4,1.0,4.0,4325.03,364.144,both,583.1110000000008,1.134822417416758
3,2,6,1428.656,8,1,5,1.0,5.0,1262.99,94.9011,both,165.66599999999994,1.1311696846372497
3,2,7,191.2663,8,1,6,1.0,6.0,182.291,33.7612,both,8.975300000000004,1.049236111492065
3,2,8,0.0,8,1,7,1.0,7.0,0.0,0.0,both,0.0,
3,2,9,0.0,8,1,8,1.0,8.0,0.0,0.0,both,0.0,
3,2,10,0.0,8,1,9,1.0,9.0,0.0,0.0,both,0.0,
3,2,11,0.0,8,1,10,1.0,10.0,0.0,0.0,both,0.0,
3,3,1,19233.382,8,2,0,2.0,0.0,16232.1,1231.66,both,3001.282000000001,1.1848979491254983
3,3,2,14816.598,8,2,1,2.0,1.0,12309.4,729.853,both,2507.1980000000003,1.2036815766812354
3,3,3,11452.632000000001,8,2,2,2.0,2.0,9837.66,525.497,both,1614.9720000000016,1.1641622093058717
3,3,4,9849.606,8,2,3,2.0,3.0,8624.57,329.653,both,1225.036,1.14204024084679
3,3,5,12877.776,8,2,4,2.0,4.0,11037.2,345.534,both,1840.575999999999,1.1667611350704887
3,3,6,5760.45,8,2,5,2.0,5.0,4988.81,248.635,both,771.6399999999994,1.1546741607718072
3,3,7,2528.8116,8,2,6,2.0,6.0,2152.16,135.618,both,376.65160000000014,1.1750109657274552
3,3,8,1258.3799999999999,8,2,7,2.0,7.0,1089.4,52.0189,both,168.9799999999998,1.1551129061868917
3,3,9,223.9885,8,2,8,2.0,8.0,221.145,29.7539,both,2.8434999999999775,1.0128580795405728
3,3,10,0.0,8,2,9,2.0,9.0,0.0,0.0,both,0.0,
3,3,11,0.0,8,2,10,2.0,10.0,0.0,0.0,both,0.0,
3,4,1,14028.563,8,3,0,3.0,0.0,11531.1,639.367,both,2497.4629999999997,1.2165849745470942
3,4,2,10394.846,8,3,1,3.0,1.0,8562.42,440.814,both,1832.4259999999995,1.2140079556947685
3,4,3,8044.3738,8,3,2,3.0,2.0,6671.89,276.395,both,1372.4838,1.205711395121922
3,4,4,7021.4457999999995,8,3,3,3.0,3.0,5915.45,258.367,both,1105.9957999999997,1.1869673144054975
3,4,5,11858.216,8,3,4,3.0,4.0,10046.4,307.049,both,1811.8160000000007,1.1803448001274088
3,4,6,7344.780000000001,8,3,5,3.0,5.0,6261.69,299.355,both,1083.090000000001,1.172970875274886
3,4,7,3866.922,8,3,6,3.0,6.0,3262.24,128.359,both,604.6820000000002,1.1853579135808525
3,4,8,2568.8802,8,3,7,3.0,7.0,2179.48,82.361,both,389.40020000000004,1.1786665626663242
3,4,9,926.0329,8,3,8,3.0,8.0,811.52,46.1124,both,114.51290000000006,1.1411091531940063
3,4,10,272.0086,8,3,9,3.0,9.0,227.786,43.4515,both,44.2226,1.194140991983704
3,4,11,0.0,8,3,10,3.0,10.0,0.0,0.0,both,0.0,
3,5,1,10397.689,8,4,0,4.0,0.0,8638.57,375.207,both,1759.1190000000006,1.2036354396618885
3,5,2,6020.54,8,4,1,4.0,1.0,5138.62,280.863,both,881.9200000000001,1.171625845071245
3,5,3,4797.19,8,4,2,4.0,2.0,4148.42,187.581,both,648.7699999999995,1.1563896616061053
3,5,4,4245.107,8,4,3,4.0,3.0,3655.89,202.574,both,589.2170000000001,1.1611692364923452
3,5,5,7614.0075,8,4,4,4.0,4.0,6384.74,237.098,both,1229.2675,1.192532115638225
3,5,6,5917.0528,8,4,5,4.0,5.0,5048.92,169.374,both,868.1328000000003,1.171944257385738
3,5,7,4061.3139,8,4,6,4.0,6.0,3391.31,153.87,both,670.0039000000002,1.1975649232892305
3,5,8,3111.3693,8,4,7,4.0,7.0,2660.15,92.2146,both,451.21929999999975,1.1696217506531585
3,5,9,1092.0908,8,4,8,4.0,8.0,947.974,77.7261,both,144.1167999999999,1.1520261104207499
3,5,10,289.2768,8,4,9,4.0,9.0,280.992,33.4448,both,8.284799999999962,1.0294841134267165
3,5,11,0.0,8,4,10,4.0,10.0,0.0,0.0,both,0.0,
3,6,1,8048.301,8,5,0,5.0,0.0,6767.3,224.877,both,1281.0010000000002,1.1892927755530271
3,6,2,4518.142400000001,8,5,1,5.0,1.0,3797.59,147.642,both,720.5524000000005,1.189739387348292
3,6,3,3185.102,8,5,2,5.0,2.0,2764.36,119.227,both,420.74199999999973,1.1522023180772403
3,6,4,2532.473,8,5,3,5.0,3.0,2124.7,96.4059,both,407.77300000000014,1.1919202710970962
3,6,5,4432.4999,8,5,4,5.0,4.0,3800.28,134.789,both,632.2198999999996,1.166361399686339
3,6,6,3516.825,8,5,5,5.0,5.0,3054.0,144.135,both,462.8249999999998,1.1515471512770137
3,6,7,2291.2865,8,5,6,5.0,6.0,1949.95,110.058,both,341.3365000000001,1.1750488474063439
3,6,8,1483.0828,8,5,7,5.0,7.0,1250.06,66.6546,both,233.02279999999996,1.186409292353967
3,6,9,379.1877,8,5,8,5.0,8.0,342.038,35.413,both,37.149699999999996,1.1086127857138681
3,6,10,14.9082,8,5,9,5.0,9.0,40.578,5.99378,both,-25.669800000000002,0.36739612597959487
3,6,11,0.0,8,5,10,5.0,10.0,0.0,0.0,both,0.0,
3,7,1,4664.949,8,6,0,6.0,0.0,3959.79,191.49,both,705.1589999999997,1.1780798981764184
3,7,2,2449.9441,8,6,1,6.0,1.0,2046.75,115.404,both,403.19410000000016,1.1969923537315257
3,7,3,1411.3442,8,6,2,6.0,2.0,1170.9,85.8401,both,240.4441999999999,1.2053499017849516
3,7,4,860.7655,8,6,3,6.0,3.0,703.522,65.1433,both,157.24349999999993,1.2235090018506882
3,7,5,1071.9918,8,6,4,6.0,4.0,906.204,70.6317,both,165.78780000000006,1.1829475482341725
3,7,6,463.14419999999996,8,6,5,6.0,5.0,392.385,28.2231,both,70.75919999999996,1.1803310524102602
3,7,7,101.37469999999999,8,6,6,6.0,6.0,125.79,30.701,both,-24.415300000000016,0.8059042849193099
3,7,8,0.0,8,6,7,6.0,7.0,0.0,0.0,both,0.0,
3,7,9,0.0,8,6,8,6.0,8.0,0.0,0.0,both,0.0,
3,7,10,0.0,8,6,9,6.0,9.0,0.0,0.0,both,0.0,
3,7,11,0.0,8,6,10,6.0,10.0,0.0,0.0,both,0.0,
3,8,1,43.5488,8,7,0,7.0,0.0,83.9914,14.5341,both,-40.4426,0.5184911788587879
3,8,2,0.0,8,7,1,7.0,1.0,0.0,0.0,both,0.0,
3,8,3,0.0,8,7,2,7.0,2.0,0.0,0.0,both,0.0,
3,8,4,0.0,8,7,3,7.0,3.0,0.0,0.0,both,0.0,
3,8,5,0.0,8,7,4,7.0,4.0,0.0,0.0,both,0.0,
3,8,6,0.0,8,7,5,7.0,5.0,0.0,0.0,both,0.0,
3,8,7,0.0,8,7,6,7.0,6.0,0.0,0.0,both,0.0,
3,8,8,0.0,8,7,7,7.0,7.0,0.0,0.0,both,0.0,
3,8,9,0.0,8,7,8,7.0,8.0,0.0,0.0,both,0.0,
3,8,10,0.0,8,7,9,7.0,9.0,0.0,0.0,both,0.0,
3,8,11,0.0,8,7,10,7.0,10.0,0.0,0.0,both,0.0,
4,1,1,0.0,8,0,0,0.0,0.0,0.0,0.0,both,0.0,
4,1,2,0.0,8,0,1,0.0,1.0,0.0,0.0,both,0.0,
4,1,3,0.0,8,0,2,0.0,2.0,0.0,0.0,both,0.0,
4,1,4,0.0,8,0,3,0.0,3.0,0.0,0.0,both,0.0,
4,1,5,0.0,8,0,4,0.0,4.0,0.0,0.0,both,0.0,
4,1,6,0.0,8,0,5,0.0,5.0,0.0,0.0,both,0.0,
4,1,7,0.0,8,0,6,0.0,6.0,0.0,0.0,both,0.0,
4,1,8,0.0,8,0,7,0.0,7.0,0.0,0.0,both,0.0,
4,1,9,0.0,8,0,8,0.0,8.0,0.0,0.0,both,0.0,
4,1,10,0.0,8,0,9,0.0,9.0,0.0,0.0,both,0.0,
4,1,11,0.0,8,0,10,0.0,10.0,0.0,0.0,both,0.0,
4,2,1,6644.8060000000005,8,1,0,1.0,0.0,6199.35,1164.71,both,445.45600000000013,1.071855275149814
4,2,2,3046.5101,8,1,1,1.0,1.0,2667.86,469.671,both,378.65009999999984,1.141930273702518
4,2,3,2443.943,8,1,2,1.0,2.0,2144.06,298.878,both,299.88300000000027,1.139866888053506
4,2,4,1541.906,8,1,3,1.0,3.0,1487.07,159.558,both,54.83600000000001,1.0368751975360946
4,2,5,1263.1312,8,1,4,1.0,4.0,1090.56,109.546,both,172.5712000000001,1.1582409037558687
4,2,6,237.427,8,1,5,1.0,5.0,200.709,51.7506,both,36.71799999999999,1.1829414724800582
4,2,7,0.0,8,1,6,1.0,6.0,0.0,0.0,both,0.0,
4,2,8,0.0,8,1,7,1.0,7.0,0.0,0.0,both,0.0,
4,2,9,0.0,8,1,8,1.0,8.0,0.0,0.0,both,0.0,
4,2,10,0.0,8,1,9,1.0,9.0,0.0,0.0,both,0.0,
4,2,11,0.0,8,1,10,1.0,10.0,0.0,0.0,both,0.0,
4,3,1,17562.571,8,2,0,2.0,0.0,15305.0,1820.39,both,2257.571,1.1475054557334206
4,3,2,10059.958,8,2,1,2.0,1.0,8539.04,640.09,both,1520.9179999999997,1.1781134647454514
4,3,3,6520.106,8,2,2,2.0,2.0,5594.5,464.307,both,925.6059999999998,1.1654492805433907
4,3,4,5648.2919999999995,8,2,3,2.0,3.0,4888.67,325.762,both,759.6219999999994,1.155384184246431
4,3,5,6931.3141,8,2,4,2.0,4.0,5967.48,343.839,both,963.8341,1.16151442484935
4,3,6,2730.591,8,2,5,2.0,5.0,2337.77,156.762,both,392.8209999999999,1.168032355620955
4,3,7,856.5781999999999,8,2,6,2.0,6.0,746.134,60.7986,both,110.44419999999991,1.1480219370783262
4,3,8,284.8115,8,2,7,2.0,7.0,262.453,32.0941,both,22.35850000000005,1.085190491249862
4,3,9,0.0,8,2,8,2.0,8.0,0.0,0.0,both,0.0,
4,3,10,0.0,8,2,9,2.0,9.0,0.0,0.0,both,0.0,
4,3,11,0.0,8,2,10,2.0,10.0,0.0,0.0,both,0.0,
4,4,1,17134.354,8,3,0,3.0,0.0,14666.1,510.447,both,2468.253999999999,1.1682965478211658
4,4,2,10536.241,8,3,1,3.0,1.0,8944.76,321.45,both,1591.4809999999998,1.1779232757502716
4,4,3,6709.45,8,3,2,3.0,2.0,5709.97,320.841,both,999.4799999999996,1.175041199866199
4,4,4,5120.18,8,3,3,3.0,3.0,4344.85,203.504,both,775.3299999999999,1.1784480476886428
4,4,5,7559.85,8,3,4,3.0,4.0,6559.72,209.803,both,1000.1300000000001,1.1524653491307555
4,4,6,4422.5343,8,3,5,3.0,5.0,3776.0,152.073,both,646.5343000000003,1.1712220074152544
4,4,7,1872.2252,8,3,6,3.0,6.0,1631.21,77.6062,both,241.01520000000005,1.1477524046566658
4,4,8,841.5423,8,3,7,3.0,7.0,703.381,39.7808,both,138.16129999999998,1.1964245551130894
4,4,9,37.3303,8,3,8,3.0,8.0,101.869,35.9724,both,-64.5387,0.3664539752034476
4,4,10,0.0,8,3,9,3.0,9.0,0.0,0.0,both,0.0,
4,4,11,0.0,8,3,10,3.0,10.0,0.0,0.0,both,0.0,
4,5,1,14016.646999999999,8,4,0,4.0,0.0,11994.6,386.157,both,2022.0469999999987,1.1685797775665716
4,5,2,7597.429999999999,8,4,1,4.0,1.0,6477.2,255.116,both,1120.2299999999996,1.1729497313654047
4,5,3,5376.6140000000005,8,4,2,4.0,2.0,4476.89,193.321,both,899.7240000000002,1.2009707631860511
4,5,4,3809.2584,8,4,3,4.0,3.0,3178.54,138.042,both,630.7184000000002,1.1984302226808536
4,5,5,5562.137,8,4,4,4.0,4.0,4688.92,171.568,both,873.2169999999996,1.1862298780955955
4,5,6,3524.7855,8,4,5,4.0,5.0,3031.76,100.32,both,493.02549999999974,1.1626202271947648
4,5,7,1581.8849,8,4,6,4.0,6.0,1340.57,63.887,both,241.31490000000008,1.1800091752015933
4,5,8,601.9571,8,4,7,4.0,7.0,560.177,61.2907,both,41.78009999999995,1.0745837476369076
4,5,9,39.992999999999995,8,4,8,4.0,8.0,63.9325,16.938,both,-23.939500000000002,0.6255503851718609
4,5,10,0.0,8,4,9,4.0,9.0,0.0,0.0,both,0.0,
4,5,11,0.0,8,4,10,4.0,10.0,0.0,0.0,both,0.0,
4,6,1,10169.14,8,5,0,5.0,0.0,8818.16,394.746,both,1350.9799999999996,1.1532042965879503
4,6,2,5051.8951,8,5,1,5.0,1.0,4247.31,141.631,both,804.5850999999993,1.1894340417817393
4,6,3,3053.1305,8,5,2,5.0,2.0,2568.18,128.641,both,484.9505000000004,1.1888304168710917
4,6,4,2060.5234,8,5,3,5.0,3.0,1761.24,78.2009,both,299.28340000000003,1.169927664599941
4,6,5,2436.9078,8,5,4,5.0,4.0,2045.86,83.9407,both,391.04780000000005,1.1911410360435222
4,6,6,1088.2093,8,5,5,5.0,5.0,971.096,46.9264,both,117.11329999999998,1.1205990962788437
4,6,7,356.2892,8,5,6,5.0,6.0,311.785,52.9946,both,44.50419999999997,1.1427400291867793
4,6,8,0.0,8,5,7,5.0,7.0,68.5408,21.9234,both,-68.5408,0.0
4,6,9,0.0,8,5,8,5.0,8.0,0.0,0.0,both,0.0,
4,6,10,0.0,8,5,9,5.0,9.0,0.0,0.0,both,0.0,
4,6,11,0.0,8,5,10,5.0,10.0,0.0,0.0,both,0.0,
4,7,1,1934.686,8,6,0,6.0,0.0,1659.65,102.968,both,275.03599999999983,1.165719278161058
4,7,2,757.082,8,6,1,6.0,1.0,647.01,53.0708,both,110.072,1.1701241093646157
4,7,3,256.7875,8,6,2,6.0,2.0,278.845,46.7434,both,-22.057500000000005,0.9208969140561961
4,7,4,117.90280000000001,8,6,3,6.0,3.0,110.831,25.6035,both,7.07180000000001,1.06380705759219
4,7,5,25.6242,8,6,4,6.0,4.0,49.536,17.6044,both,-23.911800000000003,0.5172843992248062
4,7,6,0.0,8,6,5,6.0,5.0,0.0,0.0,both,0.0,
4,7,7,0.0,8,6,6,6.0,6.0,0.0,0.0,both,0.0,
4,7,8,0.0,8,6,7,6.0,7.0,0.0,0.0,both,0.0,
4,7,9,0.0,8,6,8,6.0,8.0,0.0,0.0,both,0.0,
4,7,10,0.0,8,6,9,6.0,9.0,0.0,0.0,both,0.0,
4,7,11,0.0,8,6,10,6.0,10.0,0.0,0.0,both,0.0,
4,8,1,0.0,8,7,0,7.0,0.0,0.0,0.0,both,0.0,
4,8,2,0.0,8,7,1,7.0,1.0,0.0,0.0,both,0.0,
4,8,3,0.0,8,7,2,7.0,2.0,0.0,0.0,both,0.0,
4,8,4,0.0,8,7,3,7.0,3.0,0.0,0.0,both,0.0,
4,8,5,0.0,8,7,4,7.0,4.0,0.0,0.0,both,0.0,
4,8,6,0.0,8,7,5,7.0,5.0,0.0,0.0,both,0.0,
4,8,7,0.0,8,7,6,7.0,6.0,0.0,0.0,both,0.0,
4,8,8,0.0,8,7,7,7.0,7.0,0.0,0.0,both,0.0,
4,8,9,0.0,8,7,8,7.0,8.0,0.0,0.0,both,0.0,
4,8,10,0.0,8,7,9,7.0,9.0,0.0,0.0,both,0.0,
4,8,11,0.0,8,7,10,7.0,10.0,0.0,0.0,both,0.0,
5,1,1,0.0,8,0,0,0.0,0.0,0.0,0.0,both,0.0,
5,1,2,0.0,8,0,1,0.0,1.0,0.0,0.0,both,0.0,
5,1,3,0.0,8,0,2,0.0,2.0,0.0,0.0,both,0.0,
5,1,4,0.0,8,0,3,0.0,3.0,0.0,0.0,both,0.0,
5,1,5,0.0,8,0,4,0.0,4.0,0.0,0.0,both,0.0,
5,1,6,0.0,8,0,5,0.0,5.0,0.0,0.0,both,0.0,
5,1,7,0.0,8,0,6,0.0,6.0,0.0,0.0,both,0.0,
5,1,8,0.0,8,0,7,0.0,7.0,0.0,0.0,both,0.0,
5,1,9,0.0,8,0,8,0.0,8.0,0.0,0.0,both,0.0,
5,1,10,0.0,8,0,9,0.0,9.0,0.0,0.0,both,0.0,
5,1,11,0.0,8,0,10,0.0,10.0,0.0,0.0,both,0.0,
5,2,1,353.8403,8,1,0,1.0,0.0,498.054,137.298,both,-144.21369999999996,0.7104456544872645
5,2,2,132.06380000000001,8,1,1,1.0,1.0,168.462,52.8072,both,-36.398199999999974,0.7839382175208653
5,2,3,107.42769999999999,8,1,2,1.0,2.0,118.481,48.8389,both,-11.053300000000007,0.906708248579941
5,2,4,19.29,8,1,3,1.0,3.0,65.2509,22.4688,both,-45.9609,0.29562810627899383
5,2,5,15.3005,8,1,4,1.0,4.0,50.8801,17.3266,both,-35.5796,0.300716783182423
5,2,6,0.0,8,1,5,1.0,5.0,0.0,0.0,both,0.0,
5,2,7,0.0,8,1,6,1.0,6.0,0.0,0.0,both,0.0,
5,2,8,0.0,8,1,7,1.0,7.0,0.0,0.0,both,0.0,
5,2,9,0.0,8,1,8,1.0,8.0,0.0,0.0,both,0.0,
5,2,10,0.0,8,1,9,1.0,9.0,0.0,0.0,both,0.0,
5,2,11,0.0,8,1,10,1.0,10.0,0.0,0.0,both,0.0,
5,3,1,5394.722,8,2,0,2.0,0.0,5037.82,781.223,both,356.90200000000004,1.0708445319602526
5,3,2,2608.9447,8,2,1,2.0,1.0,2241.26,193.334,both,367.6846999999998,1.1640526757270462
5,3,3,1510.5240000000001,8,2,2,2.0,2.0,1250.26,133.198,both,260.2640000000001,1.2081679010765762
5,3,4,1312.637,8,2,3,2.0,3.0,1160.05,111.122,both,152.587,1.1315348476358777
5,3,5,1577.8187,8,2,4,2.0,4.0,1341.13,102.181,both,236.68869999999993,1.176484531700879
5,3,6,397.4008,8,2,5,2.0,5.0,348.634,54.5558,both,48.76679999999999,1.1398796445556085
5,3,7,23.6691,8,2,6,2.0,6.0,50.4859,24.9666,both,-26.8168,0.4688259494235024
5,3,8,0.0,8,2,7,2.0,7.0,0.0,0.0,both,0.0,
5,3,9,0.0,8,2,8,2.0,8.0,0.0,0.0,both,0.0,
5,3,10,0.0,8,2,9,2.0,9.0,0.0,0.0,both,0.0,
5,3,11,0.0,8,2,10,2.0,10.0,0.0,0.0,both,0.0,
5,4,1,8447.127,8,3,0,3.0,0.0,7352.81,490.185,both,1094.317,1.1488297671230454
5,4,2,3736.016,8,3,1,3.0,1.0,3073.42,191.387,both,662.596,1.2155891482452772
5,4,3,2048.46,8,3,2,3.0,2.0,1759.44,154.203,both,289.02,1.164268176237894
5,4,4,1510.3301,8,3,3,3.0,3.0,1268.4,116.793,both,241.9300999999998,1.190736439608956
5,4,5,2208.062,8,3,4,3.0,4.0,1944.34,145.405,both,263.722,1.1356357427198946
5,4,6,804.7462,8,3,5,3.0,5.0,691.999,75.9929,both,112.74720000000002,1.1629297152163516
5,4,7,44.9749,8,3,6,3.0,6.0,80.9959,20.3302,both,-36.02100000000001,0.5552737854632147
5,4,8,0.0,8,3,7,3.0,7.0,0.0,0.0,both,0.0,
5,4,9,0.0,8,3,8,3.0,8.0,0.0,0.0,both,0.0,
5,4,10,0.0,8,3,9,3.0,9.0,0.0,0.0,both,0.0,
5,4,11,0.0,8,3,10,3.0,10.0,0.0,0.0,both,0.0,
5,5,1,8168.909,8,4,0,4.0,0.0,7021.94,237.792,both,1146.969,1.16334075768235
5,5,2,3337.849,8,4,1,4.0,1.0,2825.64,178.311,both,512.2090000000003,1.1812718534562083
5,5,3,1585.457,8,4,2,4.0,2.0,1333.08,93.7129,both,252.37700000000018,1.189318720556906
5,5,4,840.5773,8,4,3,4.0,3.0,682.068,75.1939,both,158.50930000000005,1.2323951570811122
5,5,5,732.6105,8,4,4,4.0,4.0,639.901,46.0182,both,92.70950000000005,1.1448810050304656
5,5,6,138.1044,8,4,5,4.0,5.0,132.89,23.4957,both,5.214400000000012,1.039238467905787
5,5,7,0.0,8,4,6,4.0,6.0,0.0,0.0,both,0.0,
5,5,8,0.0,8,4,7,4.0,7.0,0.0,0.0,both,0.0,
5,5,9,0.0,8,4,8,4.0,8.0,0.0,0.0,both,0.0,
5,5,10,0.0,8,4,9,4.0,9.0,0.0,0.0,both,0.0,
5,5,11,0.0,8,4,10,4.0,10.0,0.0,0.0,both,0.0,
5,6,1,3053.7490000000003,8,5,0,5.0,0.0,2617.12,132.011,both,436.62900000000036,1.1668356819710217
5,6,2,989.4516,8,5,1,5.0,1.0,813.758,93.4134,both,175.69359999999995,1.2159039911128369
5,6,3,259.3517,8,5,2,5.0,2.0,260.022,40.5652,both,-0.6702999999999975,0.9974221412034366
5,6,4,61.2603,8,5,3,5.0,3.0,85.0753,16.9838,both,-23.814999999999998,0.7200715131183787
5,6,5,0.0,8,5,4,5.0,4.0,0.0,0.0,both,0.0,
5,6,6,0.0,8,5,5,5.0,5.0,0.0,0.0,both,0.0,
5,6,7,0.0,8,5,6,5.0,6.0,0.0,0.0,both,0.0,
5,6,8,0.0,8,5,7,5.0,7.0,0.0,0.0,both,0.0,
5,6,9,0.0,8,5,8,5.0,8.0,0.0,0.0,both,0.0,
5,6,10,0.0,8,5,9,5.0,9.0,0.0,0.0,both,0.0,
5,6,11,0.0,8,5,10,5.0,10.0,0.0,0.0,both,0.0,
5,7,1,0.0,8,6,0,6.0,0.0,0.0,0.0,both,0.0,
5,7,2,0.0,8,6,1,6.0,1.0,0.0,0.0,both,0.0,
5,7,3,0.0,8,6,2,6.0,2.0,0.0,0.0,both,0.0,
5,7,4,0.0,8,6,3,6.0,3.0,0.0,0.0,both,0.0,
5,7,5,0.0,8,6,4,6.0,4.0,0.0,0.0,both,0.0,
5,7,6,0.0,8,6,5,6.0,5.0,0.0,0.0,both,0.0,
5,7,7,0.0,8,6,6,6.0,6.0,0.0,0.0,both,0.0,
5,7,8,0.0,8,6,7,6.0,7.0,0.0,0.0,both,0.0,
5,7,9,0.0,8,6,8,6.0,8.0,0.0,0.0,both,0.0,
5,7,10,0.0,8,6,9,6.0,9.0,0.0,0.0,both,0.0,
5,7,11,0.0,8,6,10,6.0,10.0,0.0,0.0,both,0.0,
5,8,1,0.0,8,7,0,7.0,0.0,0.0,0.0,both,0.0,
5,8,2,0.0,8,7,1,7.0,1.0,0.0,0.0,both,0.0,
5,8,3,0.0,8,7,2,7.0,2.0,0.0,0.0,both,0.0,
5,8,4,0.0,8,7,3,7.0,3.0,0.0,0.0,both,0.0,
5,8,5,0.0,8,7,4,7.0,4.0,0.0,0.0,both,0.0,
5,8,6,0.0,8,7,5,7.0,5.0,0.0,0.0,both,0.0,
5,8,7,0.0,8,7,6,7.0,6.0,0.0,0.0,both,0.0,
5,8,8,0.0,8,7,7,7.0,7.0,0.0,0.0,both,0.0,
5,8,9,0.0,8,7,8,7.0,8.0,0.0,0.0,both,0.0,
5,8,10,0.0,8,7,9,7.0,9.0,0.0,0.0,both,0.0,
5,8,11,0.0,8,7,10,7.0,10.0,0.0,0.0,both,0.0,
6,1,1,0.0,8,0,0,0.0,0.0,0.0,0.0,both,0.0,
6,1,2,0.0,8,0,1,0.0,1.0,0.0,0.0,both,0.0,
6,1,3,0.0,8,0,2,0.0,2.0,0.0,0.0,both,0.0,
6,1,4,0.0,8,0,3,0.0,3.0,0.0,0.0,both,0.0,
6,1,5,0.0,8,0,4,0.0,4.0,0.0,0.0,both,0.0,
6,1,6,0.0,8,0,5,0.0,5.0,0.0,0.0,both,0.0,
6,1,7,0.0,8,0,6,0.0,6.0,0.0,0.0,both,0.0,
6,1,8,0.0,8,0,7,0.0,7.0,0.0,0.0,both,0.0,
6,1,9,0.0,8,0,8,0.0,8.0,0.0,0.0,both,0.0,
6,1,10,0.0,8,0,9,0.0,9.0,0.0,0.0,both,0.0,
6,1,11,0.0,8,0,10,0.0,10.0,0.0,0.0,both,0.0,
6,2,1,0.0,8,1,0,1.0,0.0,0.0,0.0,both,0.0,
6,2,2,0.0,8,1,1,1.0,1.0,0.0,0.0,both,0.0,
6,2,3,0.0,8,1,2,1.0,2.0,0.0,0.0,both,0.0,
6,2,4,0.0,8,1,3,1.0,3.0,0.0,0.0,both,0.0,
6,2,5,0.0,8,1,4,1.0,4.0,0.0,0.0,both,0.0,
6,2,6,0.0,8,1,5,1.0,5.0,0.0,0.0,both,0.0,
6,2,7,0.0,8,1,6,1.0,6.0,0.0,0.0,both,0.0,
6,2,8,0.0,8,1,7,1.0,7.0,0.0,0.0,both,0.0,
6,2,9,0.0,8,1,8,1.0,8.0,0.0,0.0,both,0.0,
6,2,10,0.0,8,1,9,1.0,9.0,0.0,0.0,both,0.0,
6,2,11,0.0,8,1,10,1.0,10.0,0.0,0.0,both,0.0,
6,3,1,1213.6363000000001,8,2,0,2.0,0.0,1142.71,227.695,both,70.92630000000008,1.062068503819867
6,3,2,755.1091,8,2,1,2.0,1.0,614.486,84.1775,both,140.62310000000002,1.2288467109096057
6,3,3,322.9441,8,2,2,2.0,2.0,278.112,64.8168,both,44.83209999999997,1.161201602232194
6,3,4,275.0755,8,2,3,2.0,3.0,241.875,64.776,both,33.20049999999998,1.137263049095607
6,3,5,218.1414,8,2,4,2.0,4.0,176.543,47.2935,both,41.5984,1.235627580816005
6,3,6,0.0,8,2,5,2.0,5.0,0.0,0.0,both,0.0,
6,3,7,0.0,8,2,6,2.0,6.0,0.0,0.0,both,0.0,
6,3,8,0.0,8,2,7,2.0,7.0,0.0,0.0,both,0.0,
6,3,9,0.0,8,2,8,2.0,8.0,0.0,0.0,both,0.0,
6,3,10,0.0,8,2,9,2.0,9.0,0.0,0.0,both,0.0,
6,3,11,0.0,8,2,10,2.0,10.0,0.0,0.0,both,0.0,
