xq2_bin,z_bin,pt2_bin,rec_A,phi_bin_count_x_A,recerr_A,gen_A,phi_bin_count_y_A,generr_A,eff_A,efferr_A,rec_B,phi_bin_count_x_B,recerr_B,gen_B,phi_bin_count_y_B,generr_B,eff_B,efferr_B,acceptance_scale,eff_B_scaled,efferr_B_scaled,eff_ratio_A_over_Bscaled,eff_ratio_err,z_plot,pt2_plot
4,6,4,16282.447699999999,8,131.79280601432689,566499.0,8,133.01893299042058,0.02874223555557909,0.00023274224679437338,16282.447699999999,8,131.79280601432689,269260.0,8,133.01893299042058,0.060471097452276606,0.0004903737994826701,0.5515843854596052,0.03335491312628189,0.00027048253083314025,0.8617092014828768,0.009875133961756613,6,4
4,6,5,25029.9421,8,164.88386477493788,777819.0,8,165.14518664963416,0.03217964860719525,0.00021209238195835778,25029.9421,8,164.88386477493788,371623.0,8,165.14518664963416,0.06735304892323672,0.000444694267114985,0.5515843854596052,0.03715089009915425,0.00024528641404402855,0.86618782272266,0.008080745444837455,6,5
4,6,6,17800.9502,8,136.57617434985357,439323.0,8,132.83281248456646,0.04051904908233805,0.0003111200336202541,17800.9502,8,136.57617434985357,212844.0,8,132.83281248456646,0.08363378906617053,0.0006437919485379592,0.5515843854596052,0.04613109214572192,0.000355105586298152,0.8783457576582799,0.009549869704956858,6,6
4,6,7,10678.1734,8,105.839930229626,220232.0,8,100.11812781024874,0.04848602110501653,0.00048108900265509313,10678.1734,8,105.839930229626,109535.0,8,100.11812781024874,0.09748640525859315,0.0009703656349484218,0.5515843854596052,0.05377197893522712,0.0005352385324241449,0.9016967957125406,0.012672921410723287,6,7
4,6,8,6192.59887,8,80.44675540681924,117907.0,8,76.71936721584974,0.05252104514575046,0.0006831452172239616,6192.59887,8,80.44675540681924,60959.0,8,76.71936721584974,0.10158629357436966,0.0013258648477204608,0.5515843854596052,0.05603341331233773,0.0007313263472323834,0.9373165409894119,0.017271277191110285,6,8
4,6,9,1193.5412000000001,8,35.730656032460416,23438.0,8,33.522227930435946,0.05092333816878574,0.0015262143114201294,1193.5412000000001,8,35.730656032460416,12716.0,8,33.522227930435946,0.09386137150047186,0.0028207711842645916,0.5515843854596052,0.051772466917483474,0.0015558933401947474,0.9835988354572499,0.041746841009322654,6,9
4,6,10,66.5945,8,8.758119599428863,3113.0,8,9.75662495585948,0.021392386765178285,0.0028142005308219383,66.5945,8,8.758119599428863,1803.0,8,9.75662495585948,0.03693538546866334,0.0048616363345835014,0.5515843854596052,0.0203729818954463,0.0026816026899393283,1.0500370969239334,0.1954058182434537,6,10
4,6,11,0.0,8,0.0,21.0,8,0.0,0.0,,0.0,8,0.0,13.0,8,0.0,0.0,,0.5515843854596052,0.0,,,,6,11
4,7,1,23522.6,8,161.66825516625087,335702.0,8,164.34824810027638,0.0700698834084992,0.00048280284882593055,23522.6,8,161.66825516625087,162962.0,8,164.34824810027638,0.14434408021501943,0.0010026845710658038,0.5515843854596052,0.07961794078013346,0.0005530651529411592,0.8800765596537921,0.008610819869126927,7,1
4,7,2,11211.7983,8,109.94585217200738,246553.0,8,110.34797010384423,0.04547419135033847,0.0004463961269575356,11211.7983,8,109.94585217200738,119751.0,8,110.34797010384423,0.09362592629706641,0.0009221651519072373,0.5515843854596052,0.051642599019653665,0.000508651898607017,0.880555824330846,0.012244952931757046,7,2
4,7,3,6163.7656,8,80.89549068427733,173378.0,8,80.82626493276551,0.03555102492819158,0.00046687877384092173,6163.7656,8,80.89549068427733,85373.0,8,80.82626493276551,0.07219806730465135,0.0009500157336867182,0.5515843854596052,0.03982332658560733,0.0005240138446425444,0.892718614347004,0.0165961985628319,7,3
4,7,4,3661.8665,8,62.084719114163676,116781.0,8,63.99727992485696,0.0313566975792295,0.0005319113750587405,3661.8665,8,62.084719114163676,58407.0,8,63.99727992485696,0.0626956786001678,0.0010651846063529863,0.5515843854596052,0.03458195735164647,0.0005875391964962434,0.90673576571676,0.021769283068241833,7,4
4,7,5,4147.492200000001,8,65.89801364889537,121048.0,8,66.03988109725819,0.03426320302689843,0.00054471655856659,4147.492200000001,8,65.89801364889537,62021.0,8,66.03988109725819,0.06687238515986521,0.0010648946027736156,0.5515843854596052,0.03688576347262228,0.0005873792350501351,0.928900470023607,0.020901896434678876,7,5
4,7,6,1593.1729,8,41.19652402065495,41551.0,8,40.50007493711586,0.038342588626025846,0.0009921730167353983,1593.1729,8,41.19652402065495,22130.0,8,40.50007493711586,0.07199154541346589,0.001866225595090388,0.5515843854596052,0.03970941233517384,0.0010293808979969176,0.9655793518773057,0.035366951635489904,7,6
4,7,7,351.11990000000003,8,19.455678276066347,11099.0,8,20.299686324002646,0.03163527344805839,0.0017538763777651784,351.11990000000003,8,19.455678276066347,6165.0,8,20.299686324002646,0.05695375506893756,0.0031613949077690198,0.5515843854596052,0.0314148019893168,0.0017437760673969,1.0070180757089147,0.07900313242509838,7,7
4,7,8,13.8427,8,3.94578,2349.0,8,5.467991846830059,0.005893018305661984,0.0016798261265680663,13.8427,8,3.94578,1338.0,8,5.467991846830059,0.010345814648729447,0.0029493165235168657,0.5515843854596052,0.005706589815098413,0.0016267969421499095,1.0326689838597338,0.41631086705923753,7,8
4,7,9,0.0,8,0.0,32.0,8,0.0,0.0,,0.0,8,0.0,20.0,8,0.0,0.0,,0.5515843854596052,0.0,,,,7,9
4,7,10,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.5515843854596052,,,,,7,10
4,7,11,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.5515843854596052,,,,,7,11
4,8,1,78.4462,8,9.249068732677902,3430.0,8,16.783815372941874,0.02287061224489796,0.002698842778689778,78.4462,8,9.249068732677902,1939.0,8,16.783815372941874,0.040457039711191335,0.004782857455206067,0.5515843854596052,0.022315471386612315,0.0026381494901707297,1.0248769496582846,0.17119207310230775,8,1
4,8,2,0.0,8,0.0,1090.0,8,0.0,0.0,,0.0,8,0.0,625.0,8,0.0,0.0,,0.5515843854596052,0.0,,,,8,2
4,8,3,0.0,8,0.0,241.0,8,0.0,0.0,,0.0,8,0.0,143.0,8,0.0,0.0,,0.5515843854596052,0.0,,,,8,3
4,8,4,0.0,8,0.0,15.0,8,0.0,0.0,,0.0,8,0.0,6.0,8,0.0,0.0,,0.5515843854596052,0.0,,,,8,4
4,8,5,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.5515843854596052,,,,,8,5
4,8,6,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.5515843854596052,,,,,8,6
4,8,7,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.5515843854596052,,,,,8,7
4,8,8,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.5515843854596052,,,,,8,8
4,8,9,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.5515843854596052,,,,,8,9
4,8,10,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.5515843854596052,,,,,8,10
4,8,11,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.5515843854596052,,,,,8,11
5,1,1,0.0,8,0.0,110018600.0,8,0.0,0.0,,0.0,8,0.0,48398040.0,8,0.0,0.0,,0.529418895771262,0.0,,,,1,1
5,1,2,0.0,8,0.0,39054820.0,8,0.0,0.0,,0.0,8,0.0,17360930.0,8,0.0,0.0,,0.529418895771262,0.0,,,,1,2
5,1,3,0.0,8,0.0,17891070.0,8,0.0,0.0,,0.0,8,0.0,7996965.0,8,0.0,0.0,,0.529418895771262,0.0,,,,1,3
5,1,4,0.0,8,0.0,8854850.0,8,0.0,0.0,,0.0,8,0.0,3995715.0,8,0.0,0.0,,0.529418895771262,0.0,,,,1,4
5,1,5,0.0,8,0.0,6271525.0,8,0.0,0.0,,0.0,8,0.0,2895490.0,8,0.0,0.0,,0.529418895771262,0.0,,,,1,5
5,1,6,0.0,8,0.0,1060928.0,8,0.0,0.0,,0.0,8,0.0,518401.0,8,0.0,0.0,,0.529418895771262,0.0,,,,1,6
5,1,7,0.0,8,0.0,99506.0,8,0.0,0.0,,0.0,8,0.0,51549.0,8,0.0,0.0,,0.529418895771262,0.0,,,,1,7
5,1,8,0.0,8,0.0,3413.0,8,0.0,0.0,,0.0,8,0.0,1891.0,8,0.0,0.0,,0.529418895771262,0.0,,,,1,8
5,1,9,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,1,9
5,1,10,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,1,10
5,1,11,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,1,11
5,2,1,33573.43,8,389.9486964383007,15228630.0,8,396.0034436771731,0.0022046257608202445,2.5606352885471778e-05,33573.43,8,389.9486964383007,6642133.0,8,396.0034436771731,0.005054615738649015,5.870912758386266e-05,0.529418895771262,0.0026760090829036037,3.108172149714271e-05,0.8238483848597835,0.013532481980272263,2,1
5,2,2,15492.457,8,179.28115921897648,11096430.0,8,178.18027415452025,0.0013961658839825061,1.6156667668255897e-05,15492.457,8,179.28115921897648,4849291.0,8,178.18027415452025,0.003194788062832278,3.697077839764812e-05,0.529418895771262,0.0016913811684478738,1.9573028675086896e-05,0.8254590449672103,0.013509092779349311,2,2
5,2,3,10902.238,8,120.18462318454054,7973886.0,8,119.77949537166201,0.0013672427722192166,1.507229157303844e-05,10902.238,8,120.18462318454054,3493168.0,8,119.77949537166201,0.0031210173687609643,3.4405789984245236e-05,0.529418895771262,0.0016523255690523593,1.8215075341597057e-05,0.8274657233582343,0.012900291093357658,2,3
5,2,4,7208.732,8,93.4702621210618,5746442.0,8,92.50717150464607,0.0012544687651941844,1.626577526753611e-05,7208.732,8,93.4702621210618,2519203.0,8,92.50717150464607,0.002861512946753398,3.710325724212717e-05,0.529418895771262,0.001514939024505354,1.9643165478644047e-05,0.828065516104705,0.015184318888745028,2,4
5,2,5,6298.539,8,84.7875043557127,7072736.0,8,84.0661785173443,0.000890537834297788,1.198794036802384e-05,6298.539,8,84.7875043557127,3128937.0,8,84.0661785173443,0.002012996426581935,2.7097916394958575e-05,0.529418895771262,0.0010657183453525044,1.4346148975520946e-05,0.8356221305388409,0.01590806943180201,2,5
5,2,6,935.3340000000001,8,31.969327822774126,3179903.0,8,35.52000607879452,0.0002941391608486171,1.0053554944911605e-05,935.3340000000001,8,31.969327822774126,1447679.0,8,35.52000607879452,0.0006460921240136799,2.208316626808733e-05,0.529418895771262,0.00034205337886183165,1.1691245500783975e-05,0.8599218105295521,0.04156624691879295,2,6
5,2,7,0.0,8,0.0,1045169.0,8,5.28969,0.0,,0.0,8,0.0,498828.0,8,5.28969,0.0,,0.529418895771262,0.0,,,,2,7
5,2,8,0.0,8,0.0,261204.0,8,0.0,0.0,,0.0,8,0.0,131887.0,8,0.0,0.0,,0.529418895771262,0.0,,,,2,8
5,2,9,0.0,8,0.0,12046.0,8,0.0,0.0,,0.0,8,0.0,6391.0,8,0.0,0.0,,0.529418895771262,0.0,,,,2,9
5,2,10,0.0,8,0.0,28.0,8,0.0,0.0,,0.0,8,0.0,20.0,8,0.0,0.0,,0.529418895771262,0.0,,,,2,10
5,2,11,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,2,11
5,3,1,118423.13,8,613.5014036194212,8065500.0,8,624.6632406168943,0.014682676833426323,7.607339378606023e-05,118423.13,8,613.5014036194212,3509271.0,8,624.6632406168943,0.03374579221724398,0.000174926201021658,0.529418895771262,0.01786566005257976,9.260923618634798e-05,0.821837916439375,0.006023273595013343,3,1
5,3,2,70036.22,8,356.19201769267653,6317190.0,8,350.59643729486186,0.011086609710963261,5.6387923268741686e-05,70036.22,8,356.19201769267653,2751743.0,8,350.59643729486186,0.025451584686505973,0.00012948293917923638,0.529418895771262,0.013474549860358754,6.855071468148881e-05,0.822781452876533,0.005918913991343404,3,2
5,3,3,40618.283,8,238.7388068880508,4865972.0,8,235.87252516603118,0.008347414041839946,4.906459096093276e-05,40618.283,8,238.7388068880508,2122373.0,8,235.87252516603118,0.01913814536841545,0.00011250684060363127,0.529418895771262,0.0101320957880564,5.956324731908785e-05,0.8238585793552982,0.006848813218931693,3,3
5,3,4,32896.159999999996,8,194.54999227789756,3678600.0,8,198.04326958223044,0.008942575979992387,5.28891570227829e-05,32896.159999999996,8,194.54999227789756,1612778.0,8,198.04326958223044,0.020397202838828406,0.00012065636127991472,0.529418895771262,0.010798664603754985,6.38777575565909e-05,0.8281186894982194,0.006927067107611732,3,4
5,3,5,40735.993,8,215.27997877889155,4707375.0,8,216.04851695538204,0.008653653681722828,4.573421428703156e-05,40735.993,8,215.27997877889155,2079849.0,8,216.04851695538204,0.019586033889960282,0.00010352749751522184,0.529418895771262,0.010369216434561287,5.480941341647081e-05,0.8345523247908709,0.006237980816162152,3,5
5,3,6,15695.089,8,131.24233820695972,2393162.0,8,128.73721185268423,0.006558306123864577,5.4841692252867285e-05,15695.089,8,131.24233820695972,1072528.0,8,128.73721185268423,0.014633733571524473,0.00012237989002483095,0.529418895771262,0.007747375068447333,6.479022624155448e-05,0.8465197652008012,0.010011269214505686,3,6
5,3,7,5137.515,8,73.89733301067096,1067239.0,8,72.12671345319986,0.004813837387876568,6.924236153258864e-05,5137.515,8,73.89733301067096,491975.0,8,72.12671345319986,0.010442634280197165,0.00015021326559546135,0.529418895771262,0.005528527909565111,7.952574120174445e-05,0.8707267950204194,0.01771276026428854,3,7
5,3,8,1633.351,8,41.642067271690536,464011.0,8,40.161667086414624,0.0035200695673162923,8.97442242634695e-05,1633.351,8,41.642067271690536,224272.0,8,40.161667086414624,0.007282902011842763,0.00018568120182081696,0.529418895771262,0.003855705941120098,9.830313683345776e-05,0.9129507335545661,0.032917110571429806,3,8
5,3,9,31.9036,8,5.9269713879940396,59125.0,8,11.076079855273708,0.0005395957716701903,0.00010024481017033852,31.9036,8,5.9269713879940396,30419.0,8,11.076079855273708,0.0010488050231763043,0.00019484476058012818,0.529418895771262,0.0005552571972493519,0.00010315449799314738,0.9717942862213302,0.25531892411858687,3,9
5,3,10,0.0,8,0.0,2566.0,8,0.0,0.0,,0.0,8,0.0,1412.0,8,0.0,0.0,,0.529418895771262,0.0,,,,3,10
5,3,11,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,3,11
5,4,1,140476.41,8,515.8971899148124,5099966.0,8,526.2763505649859,0.02754457774816538,0.00010119691194479966,140476.41,8,515.8971899148124,2227758.0,8,526.2763505649859,0.0630573024538572,0.0002320554720558085,0.529418895771262,0.033383727435435565,0.0001228545517734651,0.8250899424408747,0.0042905244116940465,4,1
5,4,2,85953.04000000001,8,345.0517712479969,4076950.0,8,343.02041700955647,0.0210826819068176,8.465336756774853e-05,85953.04000000001,8,345.0517712479969,1781312.0,8,343.02041700955647,0.04825265871447563,0.00019392926266732793,0.529418895771262,0.025545869294645248,0.00010266981609907177,0.825287316068622,0.004688571062700677,4,2
5,4,3,52372.090000000004,8,251.26060295710906,3182031.0,8,252.04854783265466,0.016458698862456086,7.897309807521913e-05,52372.090000000004,8,251.26060295710906,1396003.0,8,252.04854783265466,0.037515743161010404,0.00018011312776502832,0.529418895771262,0.0198615433183404,9.535529321526953e-05,0.8286716998098489,0.005624776699359049,4,3
5,4,4,36348.473,8,203.42970594566566,2421344.0,8,208.8063130674693,0.015011693092761706,8.402517514406015e-05,36348.473,8,203.42970594566566,1068826.0,8,208.8063130674693,0.034007848798588355,0.00019044597088720234,0.529418895771262,0.018004397758504685,0.00010082569561118858,0.8337792407230437,0.006601646884370683,4,4
5,4,5,53429.03,8,244.36404244548746,3116812.0,8,246.526269017685,0.01714220491964225,7.841364244208913e-05,53429.03,8,244.36404244548746,1388985.0,8,246.526269017685,0.03846623973621025,0.00017606235743603972,0.529418895771262,0.02036475416561707,9.321073886067339e-05,0.8417585000158937,0.005447012977902535,4,5
5,4,6,28049.758,8,173.7392043499106,1582892.0,8,171.6043248660709,0.017720576008975978,0.00010977742936853517,28049.758,8,173.7392043499106,713924.0,8,171.6043248660709,0.03928955743188351,0.0002435412981955664,0.529418895771262,0.020800634110929347,0.0001289353651653964,0.8519247977957074,0.0074658910461107,4,6
5,4,7,11518.7231,8,110.42266077415451,714243.0,8,105.67707871847519,0.01612717674516936,0.00015461938295386232,11518.7231,8,110.42266077415451,330524.0,8,105.67707871847519,0.03484988412339195,0.0003342693992965528,0.529418895771262,0.0184501871703626,0.00017696853626570405,0.874092853164937,0.011854221126264164,4,7
5,4,8,5189.548,8,73.94122805593642,324553.0,8,70.17163461492115,0.015989832169168054,0.0002278510468103208,5189.548,8,73.94122805593642,156778.0,8,70.17163461492115,0.03310125145109645,0.0004718627770747566,0.529418895771262,0.017524427991886367,0.0002498130703944788,0.9124310463412092,0.018390955006748977,4,8
5,4,9,647.7769,8,26.442195706652274,48484.0,8,25.46537650479568,0.013360632373566536,0.0005454249756639312,647.7769,8,26.442195706652274,24953.0,8,25.46537650479568,0.025959880575481903,0.0010600111482757585,0.529418895771262,0.013743651308625463,0.0005611899316253795,0.9721312097885847,0.056130351820060785,4,9
5,4,10,0.0,8,0.0,2973.0,8,6.104426856798269,0.0,,0.0,8,0.0,1632.0,8,6.104426856798269,0.0,,0.529418895771262,0.0,,,,4,10
5,4,11,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,4,11
5,5,1,123784.38,8,416.26668866730137,2970616.0,8,423.9187971003409,0.04166959984057179,0.00014025418380466843,123784.38,8,416.26668866730137,1318607.0,8,423.9187971003409,0.09387511214486197,0.0003171260269883639,0.529418895771262,0.04969925821213621,0.00016789251102850705,0.8384350459057026,0.003998294905628843,5,1
5,5,2,62189.04,8,273.42640626131924,2297290.0,8,279.14344953290595,0.027070609283111842,0.00011906672886843543,62189.04,8,273.42640626131924,1020989.0,8,279.14344953290595,0.06091058767528348,0.0002683227227228611,0.529418895771262,0.03224721606782722,0.00014205511957427562,0.8394712035349918,0.005225761539004565,5,2
5,5,3,41000.83,8,215.4556833530738,1747535.0,8,217.06693672379035,0.023462093749195296,0.00012332563647575093,41000.83,8,215.4556833530738,779294.0,8,217.06693672379035,0.05261278798502234,0.0002768636097134622,0.529418895771262,0.02785420411847805,0.00014657682653374681,0.8423178651739291,0.006265009403529372,5,3
5,5,4,27858.881999999998,8,174.31943872488804,1311283.0,8,175.12961588280837,0.02124551450754719,0.0001329683540405632,27858.881999999998,8,174.31943872488804,586703.0,8,175.12961588280837,0.047483789924374,0.00029745489094604985,0.529418895771262,0.02513881562879666,0.00015747823990641888,0.8451279018574896,0.007483692206236126,5,4
5,5,5,38094.17,8,203.87195167150875,1643788.0,8,204.48966779771538,0.023174624708295715,0.00012405919896798462,38094.17,8,203.87195167150875,742468.0,8,204.48966779771538,0.05130749069320159,0.000274950225423548,0.529418895771262,0.02716315506758909,0.00014556384473579434,0.8531639513389052,0.006462378619033217,5,5
5,5,6,20953.292999999998,8,149.72973368880344,772670.0,8,145.65400374390674,0.027118036160327173,0.00019384966789859676,20953.292999999998,8,149.72973368880344,357599.0,8,145.65400374390674,0.05859438365319813,0.0004193881061505544,0.529418895771262,0.03102097389207384,0.00022203198805782734,0.8741839071421319,0.008843037240384499,5,6
5,5,7,8825.493999999999,8,96.42347593895379,303865.0,8,93.07799008342413,0.029044128149013537,0.00031744809336462816,8825.493999999999,8,96.42347593895379,144722.0,8,93.07799008342413,0.06098239383093102,0.0006674202834054115,0.529418895771262,0.032285231603459724,0.0003533449094558357,0.8996103390474403,0.01391471403951148,5,7
5,5,8,3238.2104,8,58.54897769243627,112955.0,8,58.387632530186565,0.028668145721747598,0.0005185507502221331,3238.2104,8,58.54897769243627,56615.0,8,58.387632530186565,0.057197039653802,0.0010358411156920016,0.529418895771262,0.030281193574900937,0.0005483938596641315,0.946731034588731,0.024232454216141962,5,8
5,5,9,179.5872,8,14.002543567441595,11430.0,8,15.391833261522164,0.015711916010498688,0.0012252521221246169,179.5872,8,14.002543567441595,6025.0,8,15.391833261522164,0.02980700414937759,0.0023253207372046225,0.529418895771262,0.015780391223012908,0.0012310687370048882,0.9956607405008844,0.1098264188554871,5,9
5,5,10,0.0,8,0.0,235.0,8,0.0,0.0,,0.0,8,0.0,124.0,8,0.0,0.0,,0.529418895771262,0.0,,,,5,10
5,5,11,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,5,11
5,6,1,72157.96,8,290.96713538990963,1219979.0,8,296.6838035472951,0.05914688695461152,0.0002389350993407629,72157.96,8,290.96713538990963,547397.0,8,296.6838035472951,0.13182015977435024,0.0005363268077371083,0.529418895771262,0.06978808342812784,0.0002839415463247058,0.8475212966053826,0.00485924743737339,6,1
5,6,2,33210.266,8,193.78660019598877,898001.0,8,195.91643242571564,0.0369824376587554,0.00021594853781481735,33210.266,8,193.78660019598877,406009.0,8,195.91643242571564,0.08179687149792247,0.00047892555678148154,0.529418895771262,0.04330480938597393,0.0002535522394278888,0.8540030122089326,0.007061845697287079,6,2
5,6,3,18781.205,8,143.9838918631178,632025.0,8,144.31781212958433,0.029715921047426923,0.0002279146305726131,18781.205,8,143.9838918631178,288665.0,8,144.31781212958433,0.06506228673375714,0.0004998518399858706,0.529418895771262,0.03444520399893893,0.0002646310091745532,0.8627012645459237,0.009365333101976219,6,3
5,6,4,11744.877,8,112.04462159041817,423316.0,8,109.90790955076892,0.027744939950297177,0.0002647811794026754,11744.877,8,112.04462159041817,196056.0,8,109.90790955076892,0.059905725915044686,0.0005724788173899583,0.529418895771262,0.03171522326431883,0.0003030811033550297,0.8748145872746097,0.011814855589245698,6,4
5,6,5,12910.371,8,117.4882913550112,429627.0,8,117.21233158499152,0.030050185393376113,0.00027358866495619537,12910.371,8,117.4882913550112,204140.0,8,117.21233158499152,0.06324273047908298,0.0005766724416885285,0.529418895771262,0.03348189653579565,0.00030530128730045823,0.897505473181584,0.011564773331931741,6,5
5,6,6,5186.5154,8,74.2747170668465,139228.0,8,71.49380371874824,0.037251956503002275,0.0005338182743087198,5186.5154,8,74.2747170668465,69243.0,8,71.49380371874824,0.07490310067443641,0.001075451885112337,0.529418895771262,0.03965511684890379,0.0005693645494712955,0.9393984802753658,0.019056056569302482,6,6
5,6,7,1414.5341,8,38.98920185512907,35054.0,8,40.04455903131535,0.040353001084041766,0.00111321599737874,1414.5341,8,38.98920185512907,18076.0,8,40.04455903131535,0.07825481854392566,0.002163915179131591,0.529418895771262,0.0414295796223056,0.0011456175846785194,0.9740142538717868,0.0380449736665992,6,7
5,6,8,221.3803,8,15.747201393380983,6834.0,8,17.254970257801084,0.032393956687152475,0.00230569483910441,221.3803,8,15.747201393380983,3748.0,8,17.254970257801084,0.059066248665955175,0.004210285135140064,0.529418895771262,0.031270788146080766,0.0022290045071280116,1.0359175002505487,0.10435070177831672,6,8
5,6,9,0.0,8,0.0,72.0,8,0.0,0.0,,0.0,8,0.0,44.0,8,0.0,0.0,,0.529418895771262,0.0,,,,6,9
5,6,10,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,6,10
5,6,11,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,6,11
5,7,1,10590.53,8,107.40682238196044,140751.0,8,117.08329554163566,0.07524301781159637,0.000765660709257963,10590.53,8,107.40682238196044,68294.0,8,117.08329554163566,0.15507262717076173,0.0015950248063445508,0.529418895771262,0.08209837904109328,0.0008444362717027031,0.9164982145863617,0.01326051402644516,7,1
5,7,2,3499.3442999999997,8,60.98112192779336,73118.0,8,65.94751469685875,0.04785886238682677,0.0008351260104381487,3499.3442999999997,8,60.98112192779336,36511.0,8,65.94751469685875,0.09584356221412724,0.0016791600270644011,0.529418895771262,0.05074139287418749,0.0008889790473516776,0.9431917351084959,0.02332255446350142,7,2
5,7,3,1160.4374,8,35.496820033379045,35465.0,8,38.9348594198772,0.03272063724799098,0.0010015416324640279,1160.4374,8,35.496820033379045,17985.0,8,38.9348594198772,0.06452251320544898,0.0019786268897539704,0.529418895771262,0.03415943769361547,0.0010475224631168736,0.9578798556776768,0.04150270028252799,7,3
5,7,4,366.7835,8,19.88219251512267,15925.0,8,22.377303989580604,0.02303193092621664,0.0012489087270163392,366.7835,8,19.88219251512267,8267.0,8,22.377303989580604,0.04436718277488811,0.002408003541803443,0.529418895771262,0.02348882491316302,0.0012748425761148667,0.9805484527797583,0.07522842269465659,7,4
5,7,5,207.383,8,15.453139549916708,8229.0,8,18.50226984915094,0.025201482561672137,0.0018787425944483459,207.383,8,15.453139549916708,4394.0,8,18.50226984915094,0.04719685935366409,0.0035224836850599635,0.529418895771262,0.024986909162888402,0.0018648694229167317,1.0085874326186142,0.10639402324380798,7,5
5,7,6,0.0,8,0.0,435.0,8,0.0,0.0,,0.0,8,0.0,240.0,8,0.0,0.0,,0.529418895771262,0.0,,,,7,6
5,7,7,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,7,7
5,7,8,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,7,8
5,7,9,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,7,9
5,7,10,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,7,10
5,7,11,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,7,11
5,8,1,0.0,8,0.0,45.650999999999996,8,7.212612791305243,0.0,,0.0,8,0.0,45.650999999999996,8,7.212612791305243,0.0,,0.529418895771262,0.0,,,,8,1
5,8,2,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,8,2
5,8,3,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,8,3
5,8,4,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,8,4
5,8,5,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,8,5
5,8,6,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,8,6
5,8,7,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,8,7
5,8,8,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,8,8
5,8,9,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,8,9
5,8,10,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,8,10
5,8,11,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.529418895771262,,,,,8,11
6,1,1,0.0,8,0.0,55163940.0,8,0.0,0.0,,0.0,8,0.0,23240800.0,8,0.0,0.0,,0.5261460155360248,0.0,,,,1,1
