# ix,iz,iPt,ratio_corr
14,4,1,0.0487286
14,4,2,0.0594521
14,4,3,0.0695323
14,4,4,0.078026
14,4,5,0.09448
14,4,6,0.110744
14,4,7,0.123325
14,4,8,0.134892
14,4,9,0.143489
14,4,10,0.149977
14,4,11,0.157135
14,5,1,0.0623246
14,5,2,0.0652239
14,5,3,0.0725112
14,5,4,0.0766926
14,5,5,0.0902785
14,5,6,0.10612
14,5,7,0.119324
14,5,8,0.130267
14,5,9,0.140101
14,5,10,0.154771
14,5,11,0.176685
14,6,1,0.0758297
14,6,2,0.0732008
14,6,3,0.0764028
14,6,4,0.0786947
14,6,5,0.0861479
14,6,6,0.098091
14,6,7,0.112041
14,6,8,0.128419
14,6,9,0.140181
14,6,10,0.146568
14,6,11,0.159086
14,7,1,0.0897341
14,7,2,0.0842857
14,7,3,0.0818629
14,7,4,0.0829455
14,7,5,0.0942671
14,7,6,0.100411
14,7,7,0.107576
14,7,8,0.119279
14,7,9,0.115026
14,7,10,0.106062
14,7,11,0
14,8,1,0.0841164
14,8,2,0.0704389
14,8,3,0.0686834
14,8,4,0.0544381
14,8,5,0.0669259
14,8,6,0.0434224
14,8,7,0
14,8,8,0
14,8,9,0
14,8,10,0
14,8,11,0
15,1,1,0.00111716
15,1,2,0.00224975
15,1,3,0.00334061
15,1,4,0.00317562
15,1,5,0.00111355
15,1,6,0
15,1,7,0
15,1,8,0
15,1,9,0
15,1,10,0
15,1,11,0
15,2,1,0.0379471
15,2,2,0.0441996
15,2,3,0.0495476
15,2,4,0.0517783
15,2,5,0.0487735
15,2,6,0.0330637
15,2,7,0.0165243
15,2,8,0.00465957
15,2,9,0
15,2,10,0
15,2,11,0
15,3,1,0.0618108
15,3,2,0.0686762
15,3,3,0.074263
15,3,4,0.081444
15,3,5,0.0905503
15,3,6,0.0919622
15,3,7,0.0879143
15,3,8,0.0773969
15,3,9,0.0537643
15,3,10,0.0284614
15,3,11,0.00364919
15,4,1,0.0855208
15,4,2,0.0786834
15,4,3,0.0823984
15,4,4,0.0876096
15,4,5,0.101311
15,4,6,0.111389
15,4,7,0.115126
15,4,8,0.115803
15,4,9,0.112841
15,4,10,0.119718
