# ix,iz,iPt,ratio_corr
16,8,10,0
16,8,11,0
17,1,1,0.00142412
17,1,2,0.00329242
17,1,3,0.0045741
17,1,4,0.00374214
17,1,5,0.00129066
17,1,6,0
17,1,7,0
17,1,8,0
17,1,9,0
17,1,10,0
17,1,11,0
17,2,1,0.0301818
17,2,2,0.0388138
17,2,3,0.0441209
17,2,4,0.0466128
17,2,5,0.045211
17,2,6,0.0319399
17,2,7,0.0180546
17,2,8,0.00583785
17,2,9,0
17,2,10,0
17,2,11,0
17,3,1,0.0555281
17,3,2,0.0589123
17,3,3,0.0641352
17,3,4,0.0671501
17,3,5,0.0760346
17,3,6,0.0823925
17,3,7,0.0853803
17,3,8,0.0820863
17,3,9,0.064604
17,3,10,0.038278
17,3,11,0.00598761
17,4,1,0.0764731
17,4,2,0.071214
17,4,3,0.0726317
17,4,4,0.0770041
17,4,5,0.08453
17,4,6,0.094313
17,4,7,0.1044
17,4,8,0.111278
17,4,9,0.117694
17,4,10,0.125143
17,4,11,0.127026
17,5,1,0.0949874
17,5,2,0.0847859
17,5,3,0.0826273
17,5,4,0.0824005
17,5,5,0.0889623
17,5,6,0.0980146
17,5,7,0.106647
17,5,8,0.116978
17,5,9,0.117432
17,5,10,0.126581
17,5,11,0.131759
17,6,1,0.106452
17,6,2,0.0948266
17,6,3,0.0909151
17,6,4,0.0873108
17,6,5,0.0914217
17,6,6,0.0945793
17,6,7,0.102706
17,6,8,0.110726
17,6,9,0.115666
17,6,10,0.106971
17,6,11,0
17,7,1,0.111007
17,7,2,0.0925837
17,7,3,0.0863014
17,7,4,0.0853749
17,7,5,0.0895181
17,7,6,0.0885277
17,7,7,0.080181
17,7,8,0.0736855
17,7,9,0.0114098
17,7,10,0
17,7,11,0
17,8,1,0.0364035
17,8,2,0.0115469
17,8,3,0
17,8,4,0
17,8,5,0
17,8,6,0
17,8,7,0
17,8,8,0
17,8,9,0
17,8,10,0
17,8,11,0
