# ix,iz,iPt,ratio_corr
16,8,7,0
16,8,8,0
16,8,9,0
16,8,10,0
16,8,11,0
17,1,1,0.00142976
17,1,2,0.00327484
17,1,3,0.00451251
17,1,4,0.00358001
17,1,5,0.00120826
17,1,6,0
17,1,7,0
17,1,8,0
17,1,9,0
17,1,10,0
17,1,11,0
17,2,1,0.0107393
17,2,2,0.0347687
17,2,3,0.042987
17,2,4,0.0464138
17,2,5,0.0449612
17,2,6,0.0315895
17,2,7,0.0174034
17,2,8,0.00524939
17,2,9,0
17,2,10,0
17,2,11,0
17,3,1,0.0327363
17,3,2,0.0348999
17,3,3,0.0611103
17,3,4,0.0674808
17,3,5,0.0759364
17,3,6,0.0817852
17,3,7,0.0842658
17,3,8,0.08081
17,3,9,0.0635487
17,3,10,0.0374923
17,3,11,0.00500274
17,4,1,0.0389049
17,4,2,0.0501413
17,4,3,0.0739786
17,4,4,0.0766084
17,4,5,0.0851153
17,4,6,0.0939815
17,4,7,0.103343
17,4,8,0.109672
17,4,9,0.115298
17,4,10,0.12344
17,4,11,0.115232
17,5,1,0.0426076
17,5,2,0.0717222
17,5,3,0.083222
17,5,4,0.0825057
17,5,5,0.0889789
17,5,6,0.0978087
17,5,7,0.10488
17,5,8,0.115644
17,5,9,0.116322
17,5,10,0.127012
17,5,11,0.114267
17,6,1,0.0690063
17,6,2,0.0965671
17,6,3,0.0913981
17,6,4,0.0883034
17,6,5,0.091838
17,6,6,0.0931524
17,6,7,0.102706
17,6,8,0.108666
17,6,9,0.115424
17,6,10,0.0894818
17,6,11,0
17,7,1,0.110646
17,7,2,0.0938937
17,7,3,0.0853508
17,7,4,0.0837486
17,7,5,0.0891767
17,7,6,0.0878008
17,7,7,0.0642477
17,7,8,0.0628514
17,7,9,0.0114098
17,7,10,0
17,7,11,0
17,8,1,0.0392392
17,8,2,0.00716308
17,8,3,0
17,8,4,0
17,8,5,0
17,8,6,0
17,8,7,0
17,8,8,0
17,8,9,0
17,8,10,0
17,8,11,0
