xq2_bin,z_bin,pt2_bin,phi_nonzero_mean,phi_nonzero_count,phi_nonzero_sum,z_bin0,pt2_bin0
10,7,2,3777.4500000000003,8,30219.600000000002,6,1
10,7,3,3020.0285714285715,7,21140.2,6,2
10,7,4,2299.0750000000003,6,13794.45,6,3
10,7,5,2669.891666666667,6,16019.35,6,4
10,7,6,1320.9866666666667,6,7925.92,6,5
10,7,7,561.6106,5,2808.053,6,6
10,7,8,325.22575,4,1300.903,6,7
10,8,1,307.41016666666667,6,1844.461,7,0
10,8,2,165.806,1,165.806,7,1
11,2,1,93744.6125,8,749956.9,1,0
11,2,2,71313.45,8,570507.6,1,1
11,2,3,59753.125,8,478025.0,1,2
11,2,4,56327.262500000004,8,450618.10000000003,1,3
11,2,5,55267.11666666667,6,331602.7,1,4
11,2,6,27872.640000000003,5,139363.2,1,5
11,3,1,39437.125,8,315497.0,2,0
11,3,2,32300.399999999998,8,258403.19999999998,2,1
11,3,3,26205.5625,8,209644.5,2,2
11,3,4,23070.325,8,184562.6,2,3
11,3,5,29914.6875,8,239317.5,2,4
11,3,6,17277.928571428572,7,120945.5,2,5
11,3,7,8211.406666666668,6,49268.44,2,6
11,3,8,4374.718333333333,6,26248.309999999998,2,7
11,4,1,21007.8625,8,168062.9,3,0
11,4,2,16665.95,8,133327.6,3,1
11,4,3,14680.0875,8,117440.7,3,2
11,4,4,11791.50375,8,94332.03,3,3
11,4,5,16481.65,8,131853.2,3,4
11,4,6,9864.96375,8,78919.71,3,5
11,4,7,5738.425,8,45907.4,3,6
11,4,8,2795.58,6,16773.48,3,7
11,4,9,500.5353333333333,3,1501.606,3,8
11,5,1,12183.125,8,97465.0,4,0
11,5,2,9595.30125,8,76762.41,4,1
11,5,3,8185.81125,8,65486.49,4,2
11,5,4,6206.7475,8,49653.98,4,3
11,5,5,9416.02,8,75328.16,4,4
11,5,6,5434.58875,8,43476.71,4,5
11,5,7,2814.16,8,22513.28,4,6
11,5,8,1352.905,6,8117.43,4,7
11,5,9,290.15070000000003,5,1450.7535,4,8
11,6,1,6409.5475,8,51276.38,5,0
11,6,2,5141.925,8,41135.4,5,1
11,6,3,4047.865,8,32382.92,5,2
11,6,4,2985.37,7,20897.59,5,3
11,6,5,3607.782857142857,7,25254.48,5,4
11,6,6,1575.3985714285716,7,11027.79,5,5
11,6,7,502.776,6,3016.656,5,6
11,6,8,239.83900000000003,3,719.517,5,7
11,7,1,1274.5475,8,10196.38,6,0
11,7,2,848.195875,8,6785.567,6,1
11,7,3,537.5756,5,2687.878,6,2
11,7,4,239.482,4,957.928,6,3
11,7,5,204.255,2,408.51,6,4
12,2,1,123144.0125,8,985152.1,1,0
12,2,2,100942.625,8,807541.0,1,1
12,2,3,72298.93333333333,6,433793.60000000003,1,2
12,2,4,54074.880000000005,5,270374.4,1,3
12,2,5,45111.475,4,180445.9,1,4
12,3,1,57993.1375,8,463945.1,2,0
12,3,2,42068.1625,8,336545.3,2,1
12,3,3,33064.1375,8,264513.1,2,2
12,3,4,31537.0,8,252296.0,2,3
12,3,5,30075.88333333333,6,180455.3,2,4
12,3,6,10376.248333333335,6,62257.490000000005,2,5
12,3,7,2979.853333333333,3,8939.56,2,6
12,4,1,30420.375,8,243363.0,3,0
12,4,2,22987.7875,8,183902.3,3,1
12,4,3,17540.287500000002,8,140322.30000000002,3,2
12,4,4,12099.6,8,96796.8,3,3
12,4,5,14044.6875,8,112357.5,3,4
12,4,6,4794.196666666667,6,28765.18,3,5
12,4,7,1312.752,5,6563.76,3,6
12,4,8,227.84,1,227.84,3,7
12,5,1,15863.9875,8,126911.9,4,0
12,5,2,10361.04125,8,82888.33,4,1
12,5,3,7097.43,8,56779.44,4,2
12,5,4,4213.4037499999995,8,33707.229999999996,4,3
12,5,5,4243.54625,8,33948.37,4,4
12,5,6,1505.1333333333332,6,9030.8,4,5
12,5,7,366.6406666666667,3,1099.922,4,6
12,6,1,3523.83125,8,28190.65,5,0
12,6,2,2143.63,8,17149.04,5,1
12,6,3,1336.7148750000001,8,10693.719000000001,5,2
12,6,4,651.6934,5,3258.467,5,3
12,6,5,460.66279999999995,5,2303.314,5,4
12,7,1,262.489,2,524.978,6,0
13,1,1,1151656.6666666667,6,6909940.0,0,0
13,1,2,487996.75,8,3903974.0,0,1
13,1,3,276599.5,8,2212796.0,0,2
13,1,4,146389.125,8,1171113.0,0,3
13,1,5,152431.375,8,1219451.0,0,4
13,1,6,68122.26666666666,3,204366.8,0,5
13,2,1,167635.1875,8,1341081.5,1,0
13,2,2,78825.7125,8,630605.7,1,1
13,2,3,59253.45,8,474027.6,1,2
13,2,4,45103.575,8,360828.6,1,3
13,2,5,55455.4375,8,443643.5,1,4
13,2,6,30027.8,8,240222.4,1,5
13,2,7,16286.7125,8,130293.7,1,6
13,2,8,13629.837500000001,8,109038.70000000001,1,7
13,2,9,6566.254285714285,7,45963.78,1,8
13,3,1,43318.4,8,346547.2,2,0
13,3,2,35999.7125,8,287997.7,2,1
13,3,3,27645.35,8,221162.8,2,2
13,3,4,23572.0875,8,188576.7,2,3
13,3,5,31853.2,8,254825.6,2,4
13,3,6,19009.2375,8,152073.9,2,5
13,3,7,10762.64875,8,86101.19,2,6
13,3,8,8496.2325,8,67969.86,2,7
13,3,9,4184.875,8,33479.0,2,8
13,3,10,2224.0025,8,17792.02,2,9
13,3,11,1325.298,6,7951.7880000000005,2,10
13,4,1,18599.05,8,148792.4,3,0
13,4,2,17182.212499999998,8,137457.69999999998,3,1
13,4,3,12921.1275,8,103369.02,3,2
13,4,4,12405.933333333334,6,74435.6,3,3
13,4,5,16300.408571428572,7,114102.86,3,4
13,4,6,11723.16,8,93785.28,3,5
13,4,7,7656.64,8,61253.12,3,6
13,4,8,6579.3675,8,52634.94,3,7
13,4,9,3437.3025,8,27498.42,3,8
13,4,10,2000.9275,8,16007.42,3,9
13,4,11,1072.44025,8,8579.522,3,10
13,5,1,11210.5625,8,89684.5,4,0
13,5,2,9610.563333333334,6,57663.380000000005,4,1
13,5,3,8305.843333333332,6,49835.06,4,2
13,5,4,7133.681666666666,6,42802.09,4,3
13,5,5,10730.881666666666,6,64385.29,4,4
13,5,6,7691.265,6,46147.590000000004,4,5
13,5,7,5544.44,6,33266.64,4,6
13,5,8,5143.633333333333,6,30861.8,4,7
13,5,9,2784.4542857142856,7,19491.18,4,8
13,5,10,1835.9242857142858,7,12851.470000000001,4,9
13,5,11,968.48825,8,7747.906,4,10
13,6,1,6402.7275,8,51221.82,5,0
13,6,2,5401.092857142858,7,37807.65,5,1
13,6,3,4670.973333333333,6,28025.84,5,2
13,6,4,4313.345,6,25880.07,5,3
13,6,5,6739.463333333333,6,40436.78,5,4
13,6,6,5050.49,6,30302.94,5,5
13,6,7,3768.751666666667,6,22612.510000000002,5,6
13,6,8,3587.851666666667,6,21527.11,5,7
13,6,9,2015.7749999999999,6,12094.65,5,8
13,6,10,1365.9166666666667,6,8195.5,5,9
13,6,11,572.7701666666667,6,3436.621,5,10
13,7,1,3850.01,8,30800.08,6,0
13,7,2,3639.0142857142855,7,25473.1,6,1
13,7,3,2895.6157142857146,7,20269.31,6,2
13,7,4,2659.895,6,15959.369999999999,6,3
13,7,5,3815.9383333333335,6,22895.63,6,4
13,7,6,2564.455,6,15386.73,6,5
13,7,7,1782.9316666666666,6,10697.59,6,6
13,7,8,1490.76,6,8944.56,6,7
13,7,9,697.0931666666667,6,4182.559,6,8
13,7,10,319.45099999999996,5,1597.2549999999999,6,9
13,8,1,1121.6858571428572,7,7851.801,7,0
13,8,2,861.7698,5,4308.849,7,1
13,8,3,653.2645,4,2613.058,7,2
13,8,4,599.5133333333333,3,1798.54,7,3
13,8,5,594.13,4,2376.52,7,4
14,1,1,820558.8333333334,6,4923353.0,0,0
14,1,2,347950.5714285714,7,2435654.0,0,1
14,1,3,177089.875,8,1416719.0,0,2
14,1,4,93051.25,8,744410.0,0,3
14,1,5,102997.87142857142,7,720985.1,0,4
14,2,1,75065.275,8,600522.2,1,0
14,2,2,58807.899999999994,8,470463.19999999995,1,1
14,2,3,43642.45,8,349139.6,1,2
14,2,4,33316.35,8,266530.8,1,3
14,2,5,39328.575,8,314628.6,1,4
14,2,6,22098.2375,8,176785.9,1,5
14,2,7,12878.783749999999,8,103030.26999999999,1,6
14,2,8,10893.28,6,65359.68,1,7
14,3,1,31050.5625,8,248404.5,2,0
14,3,2,25616.5875,8,204932.7,2,1
14,3,3,21015.0125,8,168120.1,2,2
14,3,4,15333.8125,8,122670.5,2,3
14,3,5,22577.375,8,180619.0,2,4
14,3,6,13324.725,8,106597.8,2,5
14,3,7,7576.65625,8,60613.25,2,6
14,3,8,5459.0375,8,43672.3,2,7
14,3,9,2587.55875,8,20700.47,2,8
14,3,10,1173.5923333333333,6,7041.554,2,9
14,4,1,15023.9625,8,120191.7,3,0
14,4,2,13062.0,8,104496.0,3,1
14,4,3,10759.6125,8,86076.9,3,2
14,4,4,9128.395,8,73027.16,3,3
14,4,5,12449.38375,8,99595.07,3,4
14,4,6,7917.74,8,63341.92,3,5
14,4,7,5172.05375,8,41376.43,3,6
14,4,8,4345.13625,8,34761.09,3,7
14,4,9,1960.0325,8,15680.26,3,8
14,4,10,984.093,7,6888.651,3,9
14,4,11,262.99285714285713,7,1840.95,3,10
14,5,1,8267.62,8,66140.96,4,0
14,5,2,6866.88,8,54935.04,4,1
14,5,3,6107.021428571429,7,42749.15,4,2
14,5,4,5046.128333333333,6,30276.77,4,3
14,5,5,8375.124285714284,7,58625.869999999995,4,4
14,5,6,5168.20875,8,41345.67,4,5
14,5,7,3852.0416666666665,6,23112.25,4,6
14,5,8,3224.2057142857143,7,22569.44,4,7
14,5,9,1663.6216666666667,6,9981.73,4,8
14,5,10,811.2951666666667,6,4867.771,4,9
14,5,11,189.3311666666667,6,1135.987,4,10
14,6,1,4965.755,8,39726.04,5,0
14,6,2,4595.545,8,36764.36,5,1
14,6,3,3930.1412499999997,8,31441.129999999997,5,2
14,6,4,3382.59,6,20295.54,5,3
14,6,5,5093.6016666666665,6,30561.61,5,4
14,6,6,3494.714285714286,7,24463.0,5,5
14,6,7,2362.485,6,14174.91,5,6
14,6,8,1866.8999999999999,6,11201.4,5,7
14,6,9,772.6854999999999,6,4636.112999999999,5,8
14,6,10,306.0544,5,1530.272,5,9
14,7,1,2744.9225,8,21959.38,6,0
14,7,2,2220.98125,8,17767.85,6,1
14,7,3,1895.2533333333333,6,11371.52,6,2
14,7,4,1473.0633333333335,6,8838.380000000001,6,3
14,7,5,1892.115,6,11352.69,6,4
14,7,6,957.9008,5,4789.504,6,5
14,7,7,537.8059999999999,5,2689.0299999999997,6,6
14,7,8,319.1974,5,1595.987,6,7
14,8,1,292.9393333333333,3,878.818,7,0
15,1,1,1519813.0,8,12158504.0,0,0
15,1,2,524391.1428571428,7,3670738.0,0,1
15,1,3,247132.42857142858,7,1729927.0,0,2
15,1,4,134710.575,4,538842.3,0,3
15,2,1,155388.625,8,1243109.0,1,0
15,2,2,114981.8125,8,919854.5,1,1
15,2,3,84250.1875,8,674001.5,1,2
15,2,4,58431.7875,8,467454.3,1,3
15,2,5,66865.35,8,534922.8,1,4
15,2,6,34290.525,8,274324.2,1,5
15,2,7,16138.1,3,48414.3,1,6
15,3,1,68215.7875,8,545726.3,2,0
15,3,2,51652.7875,8,413222.3,2,1
15,3,3,41167.825,8,329342.6,2,2
15,3,4,32542.0625,8,260336.5,2,3
15,3,5,41237.6625,8,329901.3,2,4
15,3,6,19630.2375,8,157041.9,2,5
15,3,7,8732.18375,8,69857.47,2,6
15,3,8,4727.005714285714,7,33089.04,2,7
15,3,9,869.5675,2,1739.135,2,8
15,4,1,37180.275,8,297442.2,3,0
15,4,2,28773.6625,8,230189.3,3,1
15,4,3,21756.575,8,174052.6,3,2
15,4,4,16850.825,8,134806.6,3,3
15,4,5,22526.4625,8,180211.7,3,4
15,4,6,11541.8875,8,92335.1,3,5
15,4,7,5592.675,8,44741.4,3,6
15,4,8,3204.7425,8,25637.94,3,7
15,4,9,864.222,7,6049.554,3,8
15,4,10,218.66600000000003,3,655.998,3,9
15,5,1,19685.925,8,157487.4,4,0
15,5,2,14530.875,8,116247.0,4,1
15,5,3,10584.27375,8,84674.19,4,2
15,5,4,8234.0925,8,65872.74,4,3
15,5,5,10548.53,8,84388.24,4,4
15,5,6,5963.92875,8,47711.43,4,5
15,5,7,3023.5975,8,24188.78,4,6
15,5,8,1700.83,7,11905.81,4,7
15,5,9,478.74916666666667,6,2872.495,4,8
15,5,10,270.137,2,540.274,4,9
15,6,1,7595.03125,8,60760.25,5,0
15,6,2,5722.0375,8,45776.3,5,1
15,6,3,4397.6975,8,35181.58,5,2
15,6,4,2905.13625,8,23241.09,5,3
15,6,5,3574.36,7,25020.52,5,4
15,6,6,1869.1285714285714,7,13083.9,5,5
15,6,7,742.9273333333334,6,4457.564,5,6
15,6,8,417.0756666666667,6,2502.454,5,7
15,7,1,1344.52,8,10756.16,6,0
15,7,2,1072.113625,8,8576.909,6,1
15,7,3,639.513,7,4476.591,6,2
15,7,4,389.9303333333333,6,2339.582,6,3
15,7,5,445.8775,6,2675.265,6,4
15,7,6,204.8595,2,409.719,6,5
16,1,1,1510753.625,8,12086029.0,0,0
16,1,2,423460.625,8,3387685.0,0,1
16,1,3,216175.0,8,1729400.0,0,2
16,1,4,122680.05,8,981440.4,0,3
16,1,5,109539.9,8,876319.2,0,4
16,2,1,158634.375,8,1269075.0,1,0
16,2,2,92111.85,8,736894.8,1,1
16,2,3,69204.5375,8,553636.3,1,2
16,2,4,49732.2375,8,397857.9,1,3
16,2,5,58431.3,8,467450.4,1,4
16,2,6,27566.5,8,220532.0,1,5
16,2,7,13040.425,8,104323.4,1,6
16,2,8,9597.6225,8,76780.98,1,7
16,3,1,53188.7875,8,425510.3,2,0
16,3,2,42821.375,8,342571.0,2,1
16,3,3,33562.2625,8,268498.1,2,2
16,3,4,26712.95,8,213703.6,2,3
16,3,5,35514.2,8,284113.6,2,4
16,3,6,18282.8625,8,146262.9,2,5
16,3,7,9728.56125,8,77828.49,2,6
16,3,8,5897.046249999999,8,47176.369999999995,2,7
16,3,9,2195.4825,8,17563.86,2,8
16,3,10,856.658,5,4283.29,2,9
16,4,1,27996.137499999997,8,223969.09999999998,3,0
16,4,2,22835.2875,8,182682.3,3,1
16,4,3,17872.475,8,142979.8,3,2
16,4,4,14499.675,8,115997.4,3,3
16,4,5,19850.0375,8,158800.3,3,4
16,4,6,11628.0875,8,93024.7,3,5
16,4,7,6720.081428571429,7,47040.57,3,6
16,4,8,4739.40375,8,37915.23,3,7
16,4,9,1780.2875,8,14242.3,3,8
16,4,10,797.9340000000001,6,4787.604,3,9
16,4,11,251.23299999999998,6,1507.398,3,10
16,5,1,14336.0875,8,114688.7,4,0
16,5,2,11762.325,8,94098.6,4,1
16,5,3,9138.925,8,73111.4,4,2
16,5,4,7383.17125,8,59065.37,4,3
16,5,5,9848.85375,8,78790.83,4,4
16,5,6,6231.375,8,49851.0,4,5
16,5,7,4010.4066666666663,6,24062.44,4,6
16,5,8,2992.4816666666666,6,17954.89,4,7
16,5,9,1422.8283333333331,6,8536.97,4,8
16,5,10,608.1576666666666,6,3648.946,4,9
16,5,11,180.5532,5,902.7660000000001,4,10
16,6,1,6924.36125,8,55394.89,5,0
16,6,2,5660.615,8,45284.92,5,1
16,6,3,4458.02875,8,35664.23,5,2
16,6,4,3878.5214285714287,7,27149.65,5,3
16,6,5,5418.5725,8,43348.58,5,4
16,6,6,3234.5333333333333,6,19407.2,5,5
16,6,7,1917.76,6,11506.56,5,6
16,6,8,1523.7633333333333,6,9142.58,5,7
16,6,9,621.7561666666667,6,3730.537,5,8
16,6,10,259.2298,5,1296.1490000000001,5,9
16,7,1,2506.5625,8,20052.5,6,0
16,7,2,2012.8125,8,16102.5,6,1
16,7,3,1421.3216666666667,6,8527.93,6,2
16,7,4,1122.95,6,6737.7,6,3
16,7,5,1448.3433333333332,6,8690.06,6,4
16,7,6,812.0965,6,4872.579,6,5
16,7,7,577.3416666666666,6,3464.0499999999997,6,6
16,7,8,273.55400000000003,3,820.662,6,7
18,1,1,9580191.666666666,6,57481150.0,0,0
18,1,2,2653037.1428571427,7,18571260.0,0,1
18,1,3,1056624.125,8,8452993.0,0,2
18,1,4,504406.625,8,4035253.0,0,3
18,1,5,489154.75,8,3913238.0,0,4
18,1,6,183334.125,8,1466673.0,0,5
18,2,1,762388.5,6,4574331.0,1,0
18,2,2,567140.0,8,4537120.0,1,1
18,2,3,225526.125,8,1804209.0,1,2
18,2,4,160210.25,8,1281682.0,1,3
18,2,5,200462.0,8,1603696.0,1,4
18,2,6,112729.3625,8,901834.9,1,5
18,2,7,62020.612499999996,8,496164.89999999997,1,6
18,2,8,45533.0625,8,364264.5,1,7
18,2,9,20203.257142857143,7,141422.8,1,8
18,2,10,11025.25,2,22050.5,1,9
18,3,1,241465.125,8,1931721.0,2,0
18,3,2,150382.57142857142,7,1052678.0,2,1
18,3,3,96781.6875,8,774253.5,2,2
18,3,4,82404.275,8,659234.2,2,3
18,3,5,113696.25,8,909570.0,2,4
18,3,6,68775.525,8,550204.2,2,5
18,3,7,41903.025,8,335224.2,2,6
18,3,8,32873.1375,8,262985.1,2,7
18,3,9,15696.887499999999,8,125575.09999999999,2,8
18,3,10,9182.06,8,73456.48,2,9
18,3,11,5795.432857142857,7,40568.03,2,10
18,4,1,69779.9875,8,558239.9,3,0
18,4,2,53727.02857142857,7,376089.2,3,1
18,4,3,50761.666666666664,6,304570.0,3,2
18,4,4,46775.5625,8,374204.5,3,3
18,4,5,64571.2,8,516569.6,3,4
18,4,6,42847.3875,8,342779.1,3,5
18,4,7,27170.0375,8,217360.3,3,6
18,4,8,24782.75,8,198262.0,3,7
18,4,9,13119.15125,8,104953.21,3,8
18,4,10,7749.7975,8,61998.38,3,9
18,4,11,4479.4175000000005,8,35835.340000000004,3,10
18,5,1,32768.6625,8,262149.3,4,0
18,5,2,25310.502857142856,7,177173.52,4,1
18,5,3,28765.983333333334,6,172595.9,4,2
18,5,4,25234.266666666666,6,151405.6,4,3
18,5,5,38645.049999999996,6,231870.3,4,4
18,5,6,27719.233333333334,6,166315.4,4,5
18,5,7,19386.850000000002,6,116321.1,4,6
18,5,8,16828.63625,8,134629.09,4,7
18,5,9,9428.97,8,75431.76,4,8
18,5,10,6071.80125,8,48574.41,4,9
18,5,11,3788.8625,8,30310.9,4,10
18,6,1,20694.242857142857,7,144859.7,5,0
18,6,2,19100.3,3,57300.899999999994,5,1
18,6,3,17936.2,3,53808.6,5,2
18,6,4,15417.460000000001,5,77087.3,5,3
18,6,5,22803.166666666668,6,136819.0,5,4
18,6,6,17380.75,6,104284.5,5,5
18,6,7,12694.550000000001,6,76167.3,5,6
18,6,8,11684.516666666668,6,70107.1,5,7
18,6,9,6483.272857142858,7,45382.91,5,8
18,6,10,4033.33,8,32266.64,5,9
18,6,11,2399.23375,8,19193.87,5,10
18,7,1,10295.775,8,82366.2,6,0
18,7,2,10347.916666666666,3,31043.75,6,1
18,7,3,8743.916666666666,3,26231.75,6,2
18,7,4,8662.6975,4,34650.79,6,3
18,7,5,13380.12,5,66900.6,6,4
18,7,6,9174.206666666667,6,55045.24,6,5
18,7,7,5746.420000000001,6,34478.520000000004,6,6
18,7,8,5361.298333333333,6,32167.79,6,7
18,7,9,2824.7033333333334,6,16948.22,6,8
18,7,10,1622.8933333333334,6,9737.36,6,9
18,7,11,653.1351999999999,5,3265.676,6,10
18,8,1,3528.9133333333334,6,21173.48,7,0
18,8,2,2963.0433333333335,3,8889.130000000001,7,1
18,8,3,2447.2433333333333,3,7341.73,7,2
18,8,4,1946.1166666666668,3,5838.35,7,3
18,8,5,2609.7766666666666,3,7829.33,7,4
18,8,6,1306.755,4,5227.02,7,5
18,8,7,927.2425000000001,4,3708.9700000000003,7,6
18,8,8,841.2436666666666,3,2523.7309999999998,7,7
18,8,9,406.273,1,406.273,7,8
19,2,1,265973.0,8,2127784.0,1,0
19,2,2,201181.33333333334,6,1207088.0,1,1
19,2,3,139723.75,8,1117790.0,1,2
19,2,4,104634.3,7,732440.1,1,3
19,2,5,129599.66666666667,6,777598.0,1,4
19,2,6,53385.85,4,213543.4,1,5
19,3,1,90102.6875,8,720821.5,2,0
19,3,2,68588.325,8,548706.6,2,1
19,3,3,65827.45,8,526619.6,2,2
19,3,4,49470.5625,8,395764.5,2,3
19,3,5,65973.8125,8,527790.5,2,4
19,3,6,39716.07142857143,7,278012.5,2,5
19,3,7,18433.05,6,110598.3,2,6
19,3,8,9490.528,5,47452.64,2,7
19,4,1,45834.475,8,366675.8,3,0
19,4,2,35190.1625,8,281521.3,3,1
19,4,3,31406.442857142858,7,219845.1,3,2
19,4,4,23772.085714285717,7,166404.6,3,3
19,4,5,33242.375,8,265939.0,3,4
19,4,6,20778.3125,8,166226.5,3,5
19,4,7,11858.744999999999,8,94869.95999999999,3,6
19,4,8,7793.424285714286,7,54553.97,3,7
19,4,9,1806.6966666666667,6,10840.18,3,8
19,4,10,420.42650000000003,2,840.8530000000001,3,9
19,5,1,24663.95,8,197311.6,4,0
19,5,2,17673.2,8,141385.6,4,1
19,5,3,15521.01,8,124168.08,4,2
19,5,4,12486.73625,8,99893.89,4,3
19,5,5,19648.085714285717,7,137536.6,4,4
19,5,6,9662.55875,8,77300.47,4,5
19,5,7,6239.965,6,37439.79,4,6
19,5,8,4004.342857142857,7,28030.4,4,7
19,5,9,1153.488,5,5767.4400000000005,4,8
19,6,1,13060.35,8,104482.8,5,0
19,6,2,10162.574285714287,7,71138.02,5,1
19,6,3,7087.1575,8,56697.26,5,2
19,6,4,6350.634,5,31753.170000000002,5,3
19,6,5,7528.954999999999,6,45173.729999999996,5,4
19,6,6,3877.565,6,23265.39,5,5
19,6,7,2022.3916666666667,6,12134.35,5,6
19,6,8,1163.5935,6,6981.561,5,7
19,6,9,296.31533333333334,3,888.946,5,8
19,7,1,3745.96375,8,29967.71,6,0
19,7,2,2468.0,5,12340.0,6,1
19,7,3,1812.4466666666667,3,5437.34,6,2
19,7,4,1250.5233333333333,3,3751.5699999999997,6,3
19,7,5,1087.88575,4,4351.543,6,4
19,7,6,501.4533333333333,3,1504.36,6,5
20,3,1,38614.875,8,308919.0,2,0
20,3,2,22076.466666666664,3,66229.4,2,1
20,3,3,20420.4,1,20420.4,2,2
20,3,4,20505.8,3,61517.4,2,3
20,3,5,13311.2,2,26622.4,2,4
20,4,1,16036.2625,8,128290.1,3,0
20,4,2,13486.977142857142,7,94408.84,3,1
20,4,3,10307.8875,4,41231.55,3,2
20,4,4,9114.310000000001,2,18228.620000000003,3,3
20,4,5,6504.1825,4,26016.73,3,4
20,5,1,7394.0737500000005,8,59152.590000000004,4,0
20,5,2,5024.185,6,30145.11,4,1
20,5,3,2968.3700000000003,3,8905.11,4,2
20,5,5,1160.0,1,1160.0,4,4
20,6,1,999.6303333333334,6,5997.782,5,0
20,6,2,534.2085,2,1068.417,5,1
