xq2_bin,z_bin,pt2_bin,m1_content,m1_error,m2_content,m2_error,m3_content,m3_error,ref_x,ref_y,ref_eyl,ref_eyh,pt2_center,z_center,scale_content,scale_acc,bin_width,scale_factor,m2_minus_m1,ref_minus_m1,ref_minus_m2
4,5,2,1.3862703321346939,0.03604268112646651,0.17328379151683676,0.004505335140808314,1.5737486976599397,0.025379497509256325,0.0735496,1.52506,0.0971934,0.0971934,0.07500000000000001,0.55,21695283.01592865,0.5515843854596052,0.005,1.671293454615197e-05,-1.212986540617857,0.13878966786530622,1.3517762084831633
4,5,3,1.1375185361808489,0.035519467918594096,0.1421898170226061,0.004439933489824261,1.3545805586028195,0.024069974626144526,0.124071,1.33031,0.078155,0.078155,0.125,0.55,21695283.01592865,0.5515843854596052,0.005,1.671293454615197e-05,-0.9953287191582427,0.19279146381915124,1.188120182977394
4,5,4,0.8409982586956927,0.020725398214425966,0.10512478233696158,0.002590674776803246,1.1782294112166112,0.02059396370424178,0.17435,1.15179,0.0628082,0.0628082,0.175,0.55,21695283.01592865,0.5515843854596052,0.005,1.671293454615197e-05,-0.7358734763587311,0.3107917413043074,1.0466652176630384
4,5,5,0.8613196176967729,0.024192403449083355,0.10766495221209661,0.0030240504311354194,0.9126171597677369,0.011538743267750803,0.247998,0.885517,0.0373774,0.0373774,0.25,0.55,21695283.01592865,0.5515843854596052,0.01,8.356467273075985e-06,-0.7536546654846763,0.0241973823032271,0.7778520477879034
4,5,6,0.5778008479249246,0.016136277320184193,0.07222510599061557,0.0020170346650230245,0.6044422802379766,0.00869029665932115,0.346476,0.587438,0.0263128,0.0263128,0.35,0.55,21695283.01592865,0.5515843854596052,0.01,8.356467273075985e-06,-0.505575741934309,0.009637152075075428,0.5152128940093844
4,5,7,0.37865027351638736,0.011576307420571173,0.04733128418954842,0.0014470384275713966,0.4021639154367083,0.0067181775386161964,0.445402,0.381021,0.0175574,0.0175574,0.45,0.55,21695283.01592865,0.5515843854596052,0.01,8.356467273075985e-06,-0.33131898932683895,0.0023707264836126396,0.3336897158104516
4,5,8,0.1783232988059409,0.0050797180266193565,0.022290412350742608,0.0006349647533274197,0.20633314172196784,0.003850244934272899,0.562779,0.191724,0.00832122,0.00832122,0.575,0.55,21695283.01592865,0.5515843854596052,0.015,5.570978182050658e-06,-0.15603288645519828,0.013400701194059117,0.1694335876492574
4,5,9,0.06830513344597527,0.002681115435405987,0.00853814168074691,0.00033513942942574836,0.07324778604386689,0.0022934968112747396,0.710625,0.0639704,0.00330438,0.00330438,0.7250000000000001,0.55,21695283.01592865,0.5515843854596052,0.015,5.570978182050658e-06,-0.059766991765228365,-0.004334733445975278,0.05543225831925309
4,5,10,0.016205111682890443,0.001247757464745475,0.0020256389603613054,0.00015596968309318442,0.015998132253369143,0.000994529678117464,0.86879,0.0132777,0.00144502,0.00144502,0.9,0.55,21695283.01592865,0.5515843854596052,0.02,4.178233636537993e-06,-0.014179472722529137,-0.0029274116828904434,0.011252061039638694
4,6,2,0.9387102647304414,0.033263254705260314,0.11733878309130517,0.004157906838157539,0.9819193831815556,0.015864415061451507,0.0732322,0.932985,0.04769,0.04769,0.07500000000000001,0.6499999999999999,21695283.01592865,0.5515843854596052,0.005,1.671293454615197e-05,-0.8213714816391362,-0.005725264730441437,0.8156462169086948
4,6,3,0.5590247926113626,0.029931752123920012,0.06987809907642033,0.0037414690154900015,0.8212902285522271,0.016183161586681795,0.123732,0.80462,0.0400059,0.0400059,0.125,0.6499999999999999,21695283.01592865,0.5515843854596052,0.005,1.671293454615197e-05,-0.4891466935349423,0.24559520738863738,0.7347419009235797
4,6,4,0.43655777260161743,0.015279068349891076,0.05456972157520218,0.0019098835437363845,0.6689493766735283,0.014827986530791653,0.174332,0.63472,0.0368168,0.0368168,0.175,0.6499999999999999,21695283.01592865,0.5515843854596052,0.005,1.671293454615197e-05,-0.38198805102641525,0.19816222739838252,0.5801502784247978
4,6,5,0.4476527937687442,0.014603092737729672,0.05595659922109302,0.0018253865922162093,0.5247538129483562,0.008539910020404386,0.247351,0.503517,0.0266445,0.0266445,0.25,0.6499999999999999,21695283.01592865,0.5515843854596052,0.01,8.356467273075985e-06,-0.39169619454765114,0.05586420623125582,0.44756040077890696
4,6,6,0.35999962430509325,0.017464529974667783,0.04499995303813667,0.0021830662468334725,0.33616023660766375,0.00602777231120143,0.346714,0.318579,0.018132,0.018132,0.35,0.6499999999999999,21695283.01592865,0.5515843854596052,0.01,8.356467273075985e-06,-0.3149996712669566,-0.041420624305093245,0.2735790469618633
4,6,7,0.16311065842616673,0.006412504799922811,0.02038883230327084,0.0008015630999903512,0.1870209910636296,0.00404548266854049,0.445078,0.171245,0.0104373,0.0104373,0.45,0.6499999999999999,21695283.01592865,0.5515843854596052,0.01,8.356467273075985e-06,-0.14272182612289588,0.008134341573833276,0.15085616769672916
4,6,8,0.057209996280535705,0.0016768421579837392,0.007151249535066963,0.0002096052697479674,0.0771023343952293,0.0020624741208683426,0.559694,0.0675499,0.00406043,0.00406043,0.575,0.6499999999999999,21695283.01592865,0.5515843854596052,0.015,5.570978182050658e-06,-0.050058746745468743,0.010339903719464291,0.060398650464933035
4,6,9,0.016469599995683815,0.0009489705451109194,0.0020586999994604773,0.00011862131813886493,0.021227656768573792,0.0011354004522875737,0.70564,0.0155131,0.00184169,0.00184169,0.7250000000000001,0.6499999999999999,21695283.01592865,0.5515843854596052,0.015,5.570978182050658e-06,-0.014410899996223338,-0.0009564999956838145,0.013454400000539523
4,6,10,0.0008333217394933537,0.00031053842335491174,0.00010416521743666922,3.881730291936397e-05,0.006718013529495801,0.002503476425317992,0.850584,0.00140694,0.00031124,0.00031124,0.9,0.6499999999999999,21695283.01592865,0.5515843854596052,0.02,4.178233636537993e-06,-0.0007291565220566846,0.0005736182605066462,0.0013027747825633308
4,7,2,0.36352368210801755,0.011571832642239896,0.045440460263502194,0.0014464790802799867,0.4176535131026934,0.008866824433212385,0.0725526,0.388263,0.0297009,0.0297009,0.07500000000000001,0.75,21695283.01592865,0.5515843854596052,0.005,1.671293454615197e-05,-0.3180832218445154,0.02473931789198247,0.34282253973649784
4,7,3,0.24248165888545553,0.01298556043817076,0.030310207360681938,0.0016231950547713448,0.31210187423875096,0.008732024967418189,0.123092,0.278437,0.0236765,0.0236765,0.125,0.75,21695283.01592865,0.5515843854596052,0.005,1.671293454615197e-05,-0.2121714515247736,0.03595534111454446,0.24812679263931806
4,7,4,0.11800309042476574,0.009379366945049542,0.014750386303095718,0.0011724208681311928,0.21654656870690228,0.007715957179046352,0.17309,0.181969,0.0165679,0.0165679,0.175,0.75,21695283.01592865,0.5515843854596052,0.005,1.671293454615197e-05,-0.10325270412167002,0.06396590957523425,0.16721861369690427
4,7,5,0.08160195886820425,0.004163816498304748,0.010200244858525529,0.0005204770622880935,0.12713898116408803,0.004130152721792428,0.243622,0.111263,0.00870789,0.00870789,0.25,0.75,21695283.01592865,0.5515843854596052,0.01,8.356467273075985e-06,-0.07140171400967872,0.029661041131795754,0.10106275514147448
4,7,6,0.04641771910843431,0.00424096654356276,0.005802214888554289,0.0005301208179453448,0.05162916951326078,0.0025416977261579423,0.343064,0.0417282,0.00450293,0.00450293,0.35,0.75,21695283.01592865,0.5515843854596052,0.01,8.356467273075985e-06,-0.04061550421988003,-0.004689519108434313,0.03592598511144571
4,7,7,0.006767865412944828,0.0007366558273796677,0.0008459831766181035,9.208197842245847e-05,0.013383294851246744,0.0014251480472522258,0.438781,0.0105416,0.00272632,0.00272632,0.45,0.75,21695283.01592865,0.5515843854596052,0.01,8.356467273075985e-06,-0.0059218822363267245,0.0037737345870551718,0.009695616823381896
4,7,8,,,0.0,0.0,0.0,0.0,,,,,0.575,0.75,21695283.01592865,0.5515843854596052,0.015,5.570978182050658e-06,,,
4,7,9,,,0.0,0.0,0.0,0.0,,,,,0.7250000000000001,0.75,21695283.01592865,0.5515843854596052,0.015,5.570978182050658e-06,,,
4,7,10,,,0.0,0.0,0.0,0.0,,,,,0.9,0.75,21695283.01592865,0.5515843854596052,0.02,4.178233636537993e-06,,,
5,2,2,15.74849755733302,0.7153892549905271,1.9685621946666276,0.08942365687381588,14.795823304509902,0.47910332269732336,0.0722569,14.1636,2.84932,2.84932,0.07500000000000001,0.25,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-13.779935362666391,-1.5848975573330186,12.195037805333373
5,2,3,13.099010800363054,0.6912680669298931,1.6373763500453817,0.08640850836623663,12.147645996225101,0.35956811567557334,0.124133,11.0121,1.75571,1.75571,0.125,0.25,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-11.461634450317671,-2.0869108003630537,9.374723649954618
5,2,4,6.77235073664974,0.281613298408365,0.8465438420812175,0.035201662301045634,8.303307337774722,0.3370400900753532,0.172796,7.99871,0.985596,0.985596,0.175,0.25,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-5.925806894568522,1.2263592633502602,7.152166157918782
5,2,5,4.902145525922363,0.2581875443759171,0.6127681907402954,0.03227344304698964,4.84603403243738,0.1680334094580892,0.239743,4.44084,0.52254,0.52254,0.25,0.25,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,-4.289377335182068,-0.46130552592236373,3.828071809259704
5,2,6,1.400255216420965,0.10413374303136397,0.17503190205262062,0.013016717878920496,2.854823355011504,0.19926827326579974,0.331244,2.19888,0.511625,0.511625,0.35,0.25,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,-1.2252233143683444,0.798624783579035,2.023848097947379
5,2,7,,,0.0,0.0,0.0,0.0,,,,,0.45,0.25,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,,,
5,2,8,,,0.0,0.0,0.0,0.0,,,,,0.575,0.25,23235702.1499211,0.529418895771262,0.015,5.419428642202771e-06,,,
5,2,9,,,0.0,0.0,0.0,0.0,,,,,0.7250000000000001,0.25,23235702.1499211,0.529418895771262,0.015,5.419428642202771e-06,,,
5,2,10,,,0.0,0.0,0.0,0.0,,,,,0.9,0.25,23235702.1499211,0.529418895771262,0.02,4.0645714816520775e-06,,,
5,3,2,6.136663410333908,0.10570213786792175,0.7670829262917385,0.013212767233490219,6.1847725106317055,0.10338282530148704,0.0720586,6.11145,0.506762,0.506762,0.07500000000000001,0.35,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-5.369580484042169,-0.025213410333908115,5.344367073708261
5,3,3,5.240838435056724,0.14901735613535524,0.6551048043820905,0.018627169516919406,5.343280230751633,0.09188628279032618,0.124027,5.27357,0.513307,0.513307,0.125,0.35,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-4.585733630674634,0.032731564943276226,4.61846519561791
5,3,4,4.28826710829224,0.0973734958948867,0.53603338853653,0.012171686986860837,4.292839858091315,0.0713186212148439,0.174189,4.20114,0.320869,0.320869,0.175,0.35,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-3.7522337197557105,-0.08712710829224068,3.66510661146347
5,3,5,3.0048083512269406,0.09388546668596119,0.37560104390336757,0.011735683335745149,2.7499205682847565,0.04022378339817091,0.243073,2.71595,0.180165,0.180165,0.25,0.35,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,-2.629207307323573,-0.2888583512269407,2.340348956096632
5,3,6,1.132825209413246,0.030776257644509402,0.14160315117665576,0.003847032205563675,1.4612319712009878,0.030823295706915093,0.342125,1.36866,0.0993747,0.0993747,0.35,0.35,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,-0.9912220582365903,0.23583479058675394,1.2270568488233442
5,3,7,0.5572280083043947,0.03878815843437272,0.06965350103804933,0.00484851980429659,0.63211379129929,0.024037633672803916,0.441096,0.600505,0.05844,0.05844,0.45,0.35,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,-0.4875745072663453,0.04327699169560528,0.5308514989619506
5,3,8,0.10272243114129305,0.006677503139802094,0.012840303892661628,0.0008346878924752617,0.20140581624028644,0.012759565483173639,0.551103,0.183574,0.0197556,0.0197556,0.575,0.35,23235702.1499211,0.529418895771262,0.015,5.419428642202771e-06,-0.08988212724863143,0.08085156885870694,0.17073369610733835
5,3,9,,,0.0,0.0,0.0,0.0,,,,,0.7250000000000001,0.35,23235702.1499211,0.529418895771262,0.015,5.419428642202771e-06,,,
5,3,10,,,0.0,0.0,0.0,0.0,,,,,0.9,0.35,23235702.1499211,0.529418895771262,0.02,4.0645714816520775e-06,,,
5,4,2,3.260835369121117,0.047326025039630314,0.4076044211401396,0.005915753129953789,3.41322756231498,0.04600080133704037,0.0731908,3.29993,0.188331,0.188331,0.07500000000000001,0.45,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-2.853230947980977,0.039094630878882874,2.89232557885986
5,4,3,2.6959902961738,0.04979410954245353,0.33699878702172503,0.006224263692806691,2.78034692115219,0.04506363569285989,0.123144,2.72168,0.157954,0.157954,0.125,0.45,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-2.358991509152075,0.025689703826200283,2.384681212978275
5,4,4,2.3618780674180355,0.058870080569136056,0.29523475842725444,0.007358760071142007,2.3418677931428014,0.03827527258173724,0.174034,2.24091,0.112476,0.112476,0.175,0.45,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-2.066643308990781,-0.12096806741803556,1.9456752415727454
5,4,5,1.5512995320184646,0.02752044910391627,0.19391244150230807,0.003440056137989534,1.540799058644187,0.020679772617680784,0.245833,1.5286,0.0608802,0.0608802,0.25,0.45,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,-1.3573870905161565,-0.02269953201846464,1.3346875584976918
5,4,6,0.9248359175271714,0.02675117503066749,0.11560448969089641,0.0033438968788334364,0.8784191298217741,0.014713718245491475,0.343589,0.854904,0.0456291,0.0456291,0.35,0.45,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,-0.809231427836275,-0.06993191752717143,0.7392995103091036
5,4,7,0.31197382100127596,0.010179219724131475,0.038996727625159495,0.0012724024655164344,0.41570461256015667,0.010411247510124086,0.442707,0.404839,0.0233598,0.0233598,0.45,0.45,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,-0.2729770933761165,0.09286517899872404,0.3658422723748405
5,4,8,0.10187567471960594,0.004522590725575347,0.012734459339950743,0.0005653238406969184,0.13379682090123968,0.004848913416370963,0.556032,0.125273,0.00810718,0.00810718,0.575,0.45,23235702.1499211,0.529418895771262,0.015,5.419428642202771e-06,-0.0891412153796552,0.023397325280394052,0.11253854066004926
5,4,9,0.002765856574304099,0.0004972604143831554,0.0003457320717880124,6.215755179789441e-05,0.006931718505177597,0.0012462212423792233,0.701197,0.0161267,0.00570168,0.00570168,0.7250000000000001,0.45,23235702.1499211,0.529418895771262,0.015,5.419428642202771e-06,-0.002420124502516087,0.013360843425695901,0.01578096792821199
5,4,10,,,0.0,0.0,0.0,0.0,,,,,0.9,0.45,23235702.1499211,0.529418895771262,0.02,4.0645714816520775e-06,,,
5,5,2,1.8015071533668112,0.031767351196231156,0.22518839417085143,0.0039709188995288944,1.9488612222755841,0.02700169902402413,0.073191,1.92213,0.0979883,0.0979883,0.07500000000000001,0.55,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-1.5763187591959598,0.12062284663318867,1.6969416058291484
5,5,3,1.4310166044910027,0.028469868824716447,0.17887707556137533,0.003558733603089556,1.5943033995659401,0.024280594368750543,0.123519,1.52924,0.0833388,0.0833388,0.125,0.55,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-1.2521395289296273,0.09822339550899728,1.3503629244386246
5,5,4,1.1391072890360097,0.027242923718840798,0.1423884111295012,0.0034053654648550998,1.255982889133336,0.022704883445797446,0.173712,1.18593,0.0627306,0.0627306,0.175,0.55,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-0.9967188779065085,0.046822710963990266,1.0435415888704986
5,5,5,0.8172795761365,0.016940912859430016,0.10215994701706248,0.0021176141074287524,0.8456424295181354,0.012690204253348583,0.245664,0.82425,0.0410553,0.0410553,0.25,0.55,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,-0.7151196291194376,0.006970423863499997,0.7220900529829376
5,5,6,0.46163984630091454,0.011820020978501882,0.05770498078761432,0.0014775026223127353,0.46381894919401934,0.008301437114544029,0.344228,0.44432,0.0212527,0.0212527,0.35,0.55,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,-0.4039348655133002,-0.017319846300914543,0.38661501921238567
5,5,7,0.209740337587949,0.00835785178795491,0.02621754219849362,0.0010447314734943639,0.202021343753145,0.005300103856708689,0.441823,0.183265,0.0106984,0.0106984,0.45,0.55,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,-0.18352279538945537,-0.026475337587948983,0.1570474578015064
5,5,8,0.03101497415235539,0.0014085733632156709,0.0038768717690444237,0.00017607167040195886,0.055035046692514585,0.002326546453510737,0.55222,0.0507955,0.00575257,0.00575257,0.575,0.55,23235702.1499211,0.529418895771262,0.015,5.419428642202771e-06,-0.027138102383310967,0.01978052584764461,0.04691862823095558
5,5,9,0.0024282229907877906,0.0004189974693538736,0.00030352787384847383,5.23746836692342e-05,0.0060293581734122475,0.0010416546517773451,0.692882,0.00529815,0.00144547,0.00144547,0.7250000000000001,0.55,23235702.1499211,0.529418895771262,0.015,5.419428642202771e-06,-0.002124695116939317,0.002869927009212209,0.004994622126151526
5,5,10,,,0.0,0.0,0.0,0.0,,,,,0.9,0.55,23235702.1499211,0.529418895771262,0.02,4.0645714816520775e-06,,,
5,6,2,0.879382061940906,0.019025732837241086,0.10992275774261323,0.002378216604655135,0.96426660748711,0.014924650463121794,0.0725034,0.918783,0.0424373,0.0424373,0.07500000000000001,0.6499999999999999,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-0.7694593041982927,0.03940093805909406,0.8088602422573867
5,6,3,0.6507747263352545,0.021128742766844007,0.08134684079190681,0.002641092845855501,0.7296504704530655,0.01417149007755112,0.123086,0.686399,0.0483727,0.0483727,0.125,0.6499999999999999,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-0.5694278855433477,0.03562427366474552,0.6050521592080932
5,6,4,0.42647038265536646,0.01666668403208864,0.05330879783192081,0.00208333550401108,0.5390153471260448,0.01257927102980402,0.173216,0.497082,0.0268867,0.0268867,0.175,0.6499999999999999,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-0.37316158482344564,0.07061161734463356,0.4437732021680792
5,6,5,0.26215238057037576,0.010394633370638865,0.03276904757129697,0.0012993291713298584,0.29888367737388905,0.006410716958722362,0.243668,0.271744,0.0136037,0.0136037,0.25,0.6499999999999999,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,-0.2293833329990788,0.00959161942962422,0.238974952428703
5,6,6,0.08299344002870145,0.003060830638952218,0.010374180003587684,0.00038260382986902714,0.11218536709296204,0.003552006454488934,0.341505,0.102143,0.00592283,0.00592283,0.35,0.6499999999999999,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,-0.07261926002511376,0.019149559971298552,0.09176881999641232
5,6,7,0.025336636821228938,0.0016156549636187178,0.003167079602653617,0.0002019568704523397,0.03440063955062374,0.0019306218981515872,0.43726,0.027484,0.00448125,0.00448125,0.45,0.6499999999999999,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,-0.02216955721857532,0.0021473631787710633,0.024316920397346384
5,6,8,,,0.0,0.0,0.0,0.0,0.539959,0.0035141,0.00154255,0.00154255,0.575,0.6499999999999999,23235702.1499211,0.529418895771262,0.015,5.419428642202771e-06,,,0.0035141
5,6,9,,,0.0,0.0,0.0,0.0,,,,,0.7250000000000001,0.6499999999999999,23235702.1499211,0.529418895771262,0.015,5.419428642202771e-06,,,
5,6,10,,,0.0,0.0,0.0,0.0,,,,,0.9,0.6499999999999999,23235702.1499211,0.529418895771262,0.02,4.0645714816520775e-06,,,
5,7,2,0.11467227954596015,0.006071563410304351,0.01433403494324502,0.0007589454262880438,0.1239982678253465,0.004687264429309103,0.070983,0.104805,0.0104827,0.0104827,0.07500000000000001,0.75,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-0.10033824460271513,-0.009867279545960159,0.09047096505675498
5,7,3,0.025295564317500397,0.0017338224464730674,0.0031619455396875496,0.0002167278058091334,0.061467425828020936,0.003988480040520546,0.120931,0.0585052,0.00943995,0.00943995,0.125,0.75,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-0.022133618777812846,0.0332096356824996,0.05534325446031245
5,7,4,0.014504753305140998,0.0014866983184057588,0.0018130941631426247,0.00018583728980071986,0.03952564045597474,0.0038480799257162193,0.172219,0.0253172,0.00574901,0.00574901,0.175,0.75,23235702.1499211,0.529418895771262,0.005,1.625828592660831e-05,-0.012691659141998372,0.010812446694859004,0.023504105836857376
5,7,5,0.0009761982053138415,0.00020808319133779955,0.00012202477566423019,2.601039891722494e-05,0.004322627490091865,0.0009213970259386464,0.234906,0.00506645,0.00196032,0.00196032,0.25,0.75,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,-0.0008541734296496113,0.0040902517946861585,0.00494442522433577
5,7,6,,,0.0,0.0,0.0,0.0,,,,,0.35,0.75,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,,,
5,7,7,,,0.0,0.0,0.0,0.0,,,,,0.45,0.75,23235702.1499211,0.529418895771262,0.01,8.129142963304155e-06,,,
5,7,8,,,0.0,0.0,0.0,0.0,,,,,0.575,0.75,23235702.1499211,0.529418895771262,0.015,5.419428642202771e-06,,,
5,7,9,,,0.0,0.0,0.0,0.0,,,,,0.7250000000000001,0.75,23235702.1499211,0.529418895771262,0.015,5.419428642202771e-06,,,
5,7,10,,,0.0,0.0,0.0,0.0,,,,,0.9,0.75,23235702.1499211,0.529418895771262,0.02,4.0645714816520775e-06,,,
6,2,2,8.123903707821638,1.092841977436531,1.0154879634777048,0.13660524717956637,16.135104083081053,2.152551879999121,0.0718862,15.3136,5.05835,5.05835,0.07500000000000001,0.25,13087552.619502762,0.5261460155360248,0.005,2.904459125298573e-05,-7.108415744343933,7.189696292178361,14.298112036522294
6,2,3,4.675045165508407,0.6035909766754838,0.5843806456885509,0.07544887208443547,13.557335352172185,1.7441667918811194,0.123896,11.3277,4.01849,4.01849,0.125,0.25,13087552.619502762,0.5261460155360248,0.005,2.904459125298573e-05,-4.090664519819856,6.652654834491593,10.74331935431145
6,2,4,1.3788865442367588,0.33110075316627563,0.17236081802959485,0.04138759414578445,1.919780938335027,0.4609813020902503,0.172599,5.06025,1.90057,1.90057,0.175,0.25,13087552.619502762,0.5261460155360248,0.005,2.904459125298573e-05,-1.206525726207164,3.681363455763241,4.887889181970405
6,2,5,0.40109120434911744,0.11768024586307162,0.05013640054363968,0.014710030732883952,1.3971237973338837,0.40991642346834106,0.234848,2.8161,1.12047,1.12047,0.25,0.25,13087552.619502762,0.5261460155360248,0.01,1.4522295626492865e-05,-0.3509548038054778,2.415008795650883,2.7659635994563603
6,2,6,,,0.0,0.0,0.0,0.0,,,,,0.35,0.25,13087552.619502762,0.5261460155360248,0.01,1.4522295626492865e-05,,,
6,2,7,,,0.0,0.0,0.0,0.0,,,,,0.45,0.25,13087552.619502762,0.5261460155360248,0.01,1.4522295626492865e-05,,,
6,2,8,,,0.0,0.0,0.0,0.0,,,,,0.575,0.25,13087552.619502762,0.5261460155360248,0.015,9.681530417661911e-06,,,
6,2,9,,,0.0,0.0,0.0,0.0,,,,,0.7250000000000001,0.25,13087552.619502762,0.5261460155360248,0.015,9.681530417661911e-06,,,
6,2,10,,,0.0,0.0,0.0,0.0,,,,,0.9,0.25,13087552.619502762,0.5261460155360248,0.02,7.261147813246433e-06,,,
6,3,2,7.287191723027386,0.3010888957701889,0.9108989653784231,0.03763611197127361,6.882954175073257,0.19829425551498192,0.0712174,6.65836,0.643477,0.643477,0.07500000000000001,0.35,13087552.619502762,0.5261460155360248,0.005,2.904459125298573e-05,-6.376292757648963,-0.6288317230273863,5.747461034621577
6,3,3,4.200250636069637,0.18155770419369086,0.5250313295087046,0.022694713024211357,6.105452588411505,0.1983975916064789,0.1237,5.71157,0.674567,0.674567,0.125,0.35,13087552.619502762,0.5261460155360248,0.005,2.904459125298573e-05,-3.675219306560932,1.5113193639303635,5.186538670491295
6,3,4,3.227712403485851,0.16064626627616552,0.40346405043573136,0.02008078328452069,4.561793164251705,0.17676809241264763,0.174125,4.47683,0.443193,0.443193,0.175,0.35,13087552.619502762,0.5261460155360248,0.005,2.904459125298573e-05,-2.8242483530501197,1.2491175965141488,4.073365949564268
6,3,5,1.8531972891547401,0.12068503586766809,0.2316496611443425,0.015085629483458507,2.6112913792511576,0.07621343746520344,0.241301,2.4622,0.219208,0.219208,0.25,0.35,13087552.619502762,0.5261460155360248,0.01,1.4522295626492865e-05,-1.6215476280103975,0.60900271084526,2.230550338855658
6,3,6,0.417110557166826,0.02493635323130425,0.05213881964585325,0.003117044153913031,0.8701042867572221,0.04711022523968745,0.335687,0.788293,0.11416,0.11416,0.35,0.35,13087552.619502762,0.5261460155360248,0.01,1.4522295626492865e-05,-0.3649717375209727,0.37118244283317403,0.7361541803541468
6,3,7,0.0332403556185213,0.00723904729296418,0.004155044452315163,0.0009048809116205225,0.15099724831666503,0.03288401105620962,0.430944,0.170875,0.0800921,0.0800921,0.45,0.35,13087552.619502762,0.5261460155360248,0.01,1.4522295626492865e-05,-0.02908531116620614,0.1376346443814787,0.16671995554768484
6,3,8,,,0.0,0.0,0.0,0.0,,,,,0.575,0.35,13087552.619502762,0.5261460155360248,0.015,9.681530417661911e-06,,,
6,3,9,,,0.0,0.0,0.0,0.0,,,,,0.7250000000000001,0.35,13087552.619502762,0.5261460155360248,0.015,9.681530417661911e-06,,,
6,3,10,,,0.0,0.0,0.0,0.0,,,,,0.9,0.35,13087552.619502762,0.5261460155360248,0.02,7.261147813246433e-06,,,
6,4,2,3.6455776515058065,0.08372376751921344,0.45569720643822575,0.01046547093990168,3.6313062277680688,0.08132753728538535,0.0725044,3.31528,0.294889,0.294889,0.07500000000000001,0.45,13087552.619502762,0.5261460155360248,0.005,2.904459125298573e-05,-3.1898804450675806,-0.3302976515058065,2.859582793561774
6,4,3,3.1519686106967146,0.09532252191044288,0.39399607633708933,0.01191531523880536,3.003513595800694,0.07885289044187196,0.122406,2.77422,0.269217,0.269217,0.125,0.45,13087552.619502762,0.5261460155360248,0.005,2.904459125298573e-05,-2.7579725343596255,-0.3777486106967145,2.3802239236629106
6,4,4,1.8599057151398737,0.11887615776662411,0.2324882143924842,0.014859519720828013,2.347148661148677,0.07057698606903612,0.173633,2.21721,0.190564,0.190564,0.175,0.45,13087552.619502762,0.5261460155360248,0.005,2.904459125298573e-05,-1.6274175007473894,0.35730428486012644,1.9847217856075159
6,4,5,0.976894994723699,0.03367045319583524,0.12211187434046238,0.004208806649479405,1.2773958186093977,0.03077183478592926,0.243916,1.27826,0.0967999,0.0967999,0.25,0.45,13087552.619502762,0.5261460155360248,0.01,1.4522295626492865e-05,-0.8547831203832367,0.30136500527630095,1.1561481256595376
6,4,6,0.37355390029547403,0.022022738049180902,0.046694237536934254,0.002752842256147613,0.42413741954574774,0.016155689672759755,0.33759,0.391274,0.0438034,0.0438034,0.35,0.45,13087552.619502762,0.5261460155360248,0.01,1.4522295626492865e-05,-0.3268596627585398,0.017720099704525982,0.34457976246306576
6,4,7,0.009005207019142935,0.0016669571272112012,0.0011256508773928669,0.00020836964090140017,0.03793358808749565,0.007021900206039129,0.430772,0.0494433,0.0125982,0.0125982,0.45,0.45,13087552.619502762,0.5261460155360248,0.01,1.4522295626492865e-05,-0.007879556141750068,0.04043809298085707,0.04831764912260714
