xq2_bin,z_bin,pt2_bin,m1_content,m1_error,m2_content,m2_error,m3_content,m3_error,ref_x,ref_y,ref_eyl,ref_eyh,pt2_center,z_center,scale_content,scale_acc,bin_width,scale_factor,m2_minus_m1,ref_minus_m1,ref_minus_m2
13,7,3,0.27067207626709255,0.016286304899389936,0.03383400953338657,0.002035788112423742,0.3239522072053743,0.008260932922498077,0.124103,0.309956,0.0394717,0.0394717,0.125,0.75,19445555.736416705,0.7702032427346662,0.005,1.3353782349730534e-05,-0.236838066733706,0.039283923732907455,0.27612199046661345
13,7,4,0.2131181071724524,0.007339677869597754,0.026639763396556552,0.0009174597336997193,0.30167834114586956,0.007473762680415452,0.174242,0.276105,0.0308539,0.0308539,0.175,0.75,19445555.736416705,0.7702032427346662,0.005,1.3353782349730534e-05,-0.18647834377589584,0.0629868928275476,0.24946523660344344
13,7,5,0.1528717867854672,0.004389930559609118,0.019108973348183404,0.0005487413199511397,0.21295313633351096,0.004343233667894972,0.247162,0.207488,0.0237585,0.0237585,0.25,0.75,19445555.736416705,0.7702032427346662,0.01,6.676891174865267e-06,-0.1337628134372838,0.054616213214532805,0.1883790266518166
13,7,6,0.10273545325104529,0.0041310989059118244,0.01284193165638066,0.0005163873632389781,0.1471709296498562,0.003563281200214653,0.347344,0.14282,0.0170399,0.0170399,0.35,0.75,19445555.736416705,0.7702032427346662,0.01,6.676891174865267e-06,-0.08989352159466463,0.040084546748954716,0.12997806834361933
13,7,7,0.07142671473866201,0.0022300750913000194,0.008928339342332751,0.0002787593864125024,0.10311370169732031,0.0026645448240245144,0.446195,0.0899032,0.0114489,0.0114489,0.45,0.75,19445555.736416705,0.7702032427346662,0.01,6.676891174865267e-06,-0.062498375396329256,0.018476485261337994,0.08097486065766725
13,7,8,0.03981460970945539,0.0012063966179991783,0.004976826213681924,0.0001507995772498973,0.05613282133039588,0.0015327734342012135,0.566114,0.0497039,0.00603462,0.00603462,0.575,0.75,19445555.736416705,0.7702032427346662,0.015,4.4512607832435124e-06,-0.03483778349577347,0.009889290290544611,0.04472707378631808
13,7,9,0.01861766729486379,0.00081091191454028,0.002327208411857974,0.000101363989317535,0.02539414008081443,0.0010306656137022507,0.711912,0.0198785,0.00261495,0.00261495,0.7250000000000001,0.75,19445555.736416705,0.7702032427346662,0.015,4.4512607832435124e-06,-0.016290458883005815,0.0012608327051362098,0.017551291588142025
13,7,10,0.005332356932986501,0.00039092207907306465,0.0006665446166233127,4.886525988413309e-05,0.0076774439569867025,0.0005201134523053893,0.874286,0.00590753,0.000928636,0.000928636,0.9,0.75,19445555.736416705,0.7702032427346662,0.02,3.3384455874326335e-06,-0.004665812316363188,0.0005751730670134989,0.005240985383376687
14,2,2,9.667935089835717,0.30282455876151854,1.2084918862294647,0.03785306984518982,9.210526700409574,0.1559985990979732,0.0741732,9.68856,1.23788,1.23788,0.07500000000000001,0.25,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-8.459443203606252,0.02062491016428325,8.480068113770535
14,2,3,7.174763175930553,0.1178413911783632,0.8968453969913192,0.0147301738972954,7.042496748243608,0.09512629248126545,0.124144,7.51975,0.719876,0.719876,0.125,0.25,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-6.277917778939234,0.3449868240694469,6.622904603008681
14,2,4,5.477163264158011,0.07629209147803315,0.6846454080197514,0.009536511434754143,5.5157401896239495,0.06789996089396898,0.173814,5.48402,0.407241,0.407241,0.175,0.25,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-4.79251785613826,0.006856735841989092,4.799374591980249
14,2,5,3.2327837012488656,0.040913712573036144,0.4040979626561082,0.005114214071629518,3.3016888429379674,0.03655735853951489,0.243233,3.39449,0.279021,0.279021,0.25,0.25,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-2.8286857385927573,0.16170629875113418,2.9903920373438915
14,2,6,1.816462231715041,0.03446179543907935,0.2270577789643801,0.00430772442988492,1.751480249441867,0.029919540760056266,0.341255,1.76189,0.121637,0.121637,0.35,0.25,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-1.5894044527506608,-0.054572231715041,1.5348322210356198
14,2,7,1.0586265844352305,0.03665412145560189,0.1323283230544038,0.004581765181950236,0.995954909137066,0.028802622138346123,0.439621,0.885431,0.0618333,0.0618333,0.45,0.25,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-0.9262982613808267,-0.17319558443523053,0.7531026769455962
14,2,8,0.44771036301435724,0.0439441721598149,0.05596379537679465,0.005493021519976863,0.4449197662785156,0.0280888645415845,0.542379,0.435584,0.0595857,0.0595857,0.575,0.25,12017118.329301102,0.8098811697545412,0.015,6.849945275460126e-06,-0.3917465676375626,-0.012126363014357211,0.3796202046232054
14,2,9,,,0.0,0.0,0.0,0.0,,,,,0.7250000000000001,0.25,12017118.329301102,0.8098811697545412,0.015,6.849945275460126e-06,,,
14,2,10,,,0.0,0.0,0.0,0.0,,,,,0.9,0.25,12017118.329301102,0.8098811697545412,0.02,5.137458956595095e-06,,,
14,3,2,4.211336454058752,0.08202586596271924,0.5264170567573441,0.010253233245339903,4.2939207719976284,0.05875178097883198,0.0741469,4.2849,0.392089,0.392089,0.07500000000000001,0.35,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-3.6849193973014076,0.0735635459412487,3.7584829432426563
14,3,3,3.4548397284499197,0.09785326161911663,0.43185496605623996,0.012231657702389579,3.3891612345295115,0.05174768609285795,0.124303,3.47605,0.215775,0.215775,0.125,0.35,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-3.02298476239368,0.02121027155008015,3.04419503394376
14,3,4,2.520863228539333,0.05530124572501587,0.31510790356741664,0.006912655715626984,2.750918401175346,0.036067760285541116,0.174402,2.80639,0.155729,0.155729,0.175,0.35,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-2.2057553249719164,0.28552677146066685,2.4912820964325832
14,3,5,1.8558432300067453,0.025804739556994156,0.23198040375084317,0.0032255924446242695,1.9090690671751402,0.01958116710465759,0.246298,1.93404,0.0982847,0.0982847,0.25,0.35,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-1.6238628262559023,0.07819676999325464,1.702059596249157
14,3,6,1.0952835238411713,0.01682706250465185,0.13691044048014644,0.002103382813081481,1.1214772668216098,0.013261637790793734,0.345496,1.10071,0.0582626,0.0582626,0.35,0.35,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-0.9583730833610249,0.005426476158828741,0.9637995595198536
14,3,7,0.6227960467989869,0.011623291397720911,0.07784950584987337,0.0014529114247151139,0.6235189162487167,0.009861827849240383,0.445158,0.605664,0.0373059,0.0373059,0.45,0.35,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-0.5449465409491135,-0.017132046798986944,0.5278144941501266
14,3,8,0.29915286186922313,0.006875400583625274,0.03739410773365289,0.0008594250729531593,0.2943221165136287,0.005822983973512479,0.563268,0.28157,0.0174228,0.0174228,0.575,0.35,12017118.329301102,0.8098811697545412,0.015,6.849945275460126e-06,-0.26175875413557026,-0.017582861869223143,0.2441758922663471
14,3,9,0.14179708973044233,0.005517225229953815,0.01772463621630529,0.0006896531537442269,0.12998452346803685,0.004314286861385094,0.709607,0.117525,0.0080456,0.0080456,0.7250000000000001,0.35,12017118.329301102,0.8098811697545412,0.015,6.849945275460126e-06,-0.12407245351413704,-0.02427208973044233,0.09980036378369471
14,3,10,0.036175725405465764,0.003421222255393698,0.0045219656756832205,0.00042765278192421227,0.03597808101956288,0.0028835739961340814,0.867343,0.0360823,0.00680231,0.00680231,0.9,0.35,12017118.329301102,0.8098811697545412,0.02,5.137458956595095e-06,-0.031653759729782543,-9.342540546576628e-05,0.03156033432431678
14,4,2,2.1473722889085303,0.0582770459189858,0.2684215361135663,0.007284630739873225,2.182339838010488,0.033798744069114595,0.0741696,2.12518,0.156064,0.156064,0.07500000000000001,0.45,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-1.878950752794964,-0.022192288908530422,1.8567584638864336
14,4,3,1.7688645330823467,0.04765953786727684,0.22110806663529334,0.005957442233409605,1.8258284677194028,0.028007392833648805,0.124387,1.82629,0.129714,0.129714,0.125,0.45,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-1.5477564664470533,0.05742546691765327,1.6051819333647066
14,4,4,1.5006959817713772,0.05466467319156729,0.18758699772142215,0.006833084148945909,1.532600362140836,0.023474070319565814,0.174499,1.54561,0.0871736,0.0871736,0.175,0.45,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-1.313108984049955,0.04491401822862273,1.3580230022785778
14,4,5,1.0233288629185902,0.026421254735525448,0.12791610786482377,0.003302656841940681,1.103702708694404,0.013408315871793667,0.247337,1.12317,0.0571715,0.0571715,0.25,0.45,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-0.8954127550537664,0.09984113708140985,0.9952538921351762
14,4,6,0.6508330131315514,0.01687560151064852,0.08135412664144392,0.002109450188831065,0.7216732131013245,0.009453903762159084,0.346848,0.70877,0.042005,0.042005,0.35,0.45,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-0.5694788864901075,0.057936986868448614,0.6274158733585561
14,4,7,0.4251394896951304,0.01332242505088834,0.0531424362118913,0.0016653031313610424,0.466241482832119,0.0071653771829541645,0.446199,0.452419,0.0214311,0.0214311,0.45,0.45,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-0.3719970534832391,0.027279510304869636,0.3992765637881087
14,4,8,0.23811139787655958,0.006715450729613803,0.029763924734569947,0.0008394313412017254,0.2488396570646073,0.004177262956607668,0.565172,0.237057,0.0124598,0.0124598,0.575,0.45,12017118.329301102,0.8098811697545412,0.015,6.849945275460126e-06,-0.20834747314198962,-0.0010543978765595874,0.20729307526543003
14,4,9,0.10740882872601912,0.0033007360707150626,0.01342610359075239,0.0004125920088393828,0.11441788850867238,0.002802911994416224,0.715638,0.103174,0.00664778,0.00664778,0.7250000000000001,0.45,12017118.329301102,0.8098811697545412,0.015,6.849945275460126e-06,-0.09398272513526673,-0.004234828726019116,0.08974789640924762
14,4,10,0.03539010226576159,0.0013933065966564176,0.004423762783220199,0.0001741633245820522,0.03634043636401805,0.00132821240716044,0.88189,0.0344349,0.00282232,0.00282232,0.9,0.45,12017118.329301102,0.8098811697545412,0.02,5.137458956595095e-06,-0.030966339482541395,-0.0009552022657615955,0.0300111372167798
14,5,2,1.1289069401590994,0.03723308913083046,0.14111336751988746,0.0046541361413538086,1.1854553275418915,0.021770697391374876,0.0736686,1.19586,0.0892809,0.0892809,0.07500000000000001,0.55,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-0.987793572639212,0.0669530598409005,1.0547466324801125
14,5,3,0.87848771118027,0.04062954700370147,0.10981096389753377,0.005078693375462684,1.035435590298389,0.018629886062049912,0.124238,1.02584,0.0669939,0.0669939,0.125,0.55,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-0.7686767472827363,0.14735228881973006,0.9160290361024663
14,5,4,0.6221821677372039,0.0166294064104661,0.07777277096715049,0.002078675801308263,0.865229090220851,0.01784435304391602,0.174375,0.844958,0.0632466,0.0632466,0.175,0.55,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-0.5444093967700534,0.22277583226279607,0.7671852290328495
14,5,5,0.6023754571629969,0.02136875173459385,0.07529693214537461,0.0026710939668242316,0.6813218330193602,0.009903715592314693,0.247499,0.677813,0.0410263,0.0410263,0.25,0.55,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-0.5270785250176223,0.0754375428370031,0.6025160678546254
14,5,6,0.4248231947503788,0.020798157891004993,0.05310289934379735,0.0025997697363756237,0.46223286656464224,0.007680153432602074,0.34729,0.460821,0.0262874,0.0262874,0.35,0.55,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-0.3717202954065814,0.035997805249621206,0.4077181006562026
14,5,7,0.23747635236782244,0.0042991217310298525,0.029684544045977805,0.0005373902163787316,0.33028974123922805,0.005683552347035271,0.446693,0.311271,0.0176565,0.0176565,0.45,0.55,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-0.20779180832184463,0.07379464763217758,0.2815864559540222
14,5,8,0.15459940719119342,0.005592142470179578,0.019324925898899174,0.0006990178087724475,0.18844779976342446,0.0034614093509454354,0.566422,0.181494,0.0108506,0.0108506,0.575,0.55,12017118.329301102,0.8098811697545412,0.015,6.849945275460126e-06,-0.13527448129229425,0.026894592808806572,0.16216907410110082
14,5,9,0.06837435466539069,0.0016872703594083415,0.008546794333173836,0.00021090879492604268,0.09445418752201727,0.002283123084767886,0.714825,0.0850794,0.00503361,0.00503361,0.7250000000000001,0.55,12017118.329301102,0.8098811697545412,0.015,6.849945275460126e-06,-0.05982756033221685,0.016705045334609314,0.07653260566682617
14,5,10,0.025007980991509617,0.0008638462417416153,0.003125997623938702,0.00010798078021770191,0.03419267261967339,0.0011539725344604996,0.88023,0.0293475,0.00214238,0.00214238,0.9,0.55,12017118.329301102,0.8098811697545412,0.02,5.137458956595095e-06,-0.021881983367570915,0.004339519008490382,0.026221502376061297
14,6,2,0.7555016430981989,0.022136620469716047,0.09443770538727486,0.002767077558714506,0.7488361953863565,0.01498606573068166,0.0735485,0.746814,0.0533997,0.0533997,0.07500000000000001,0.6499999999999999,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-0.661063937710924,-0.008687643098198916,0.6523762946127252
14,6,3,0.6461101130519216,0.028547759228030333,0.08076376413149021,0.003568469903503792,0.6474700694347193,0.014194775409486968,0.123981,0.628968,0.0509063,0.0509063,0.125,0.6499999999999999,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-0.5653463489204313,-0.017142113051921593,0.5482042358685097
14,6,4,0.4170696270205499,0.011417527988808435,0.05213370337756872,0.0014271909986010543,0.5728295529762134,0.012793021111358214,0.174194,0.551097,0.057159,0.057159,0.175,0.6499999999999999,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-0.36493592364298116,0.13402737297945005,0.4989632966224312
14,6,5,0.31401813682436874,0.0069355808216457655,0.03925226710304609,0.0008669476027057207,0.42886196481174704,0.0075754784542416045,0.247132,0.420824,0.0269587,0.0269587,0.25,0.6499999999999999,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-0.27476586972132266,0.10680586317563123,0.3815717328969539
14,6,6,0.25135563659603477,0.014107929613258718,0.031419454574504346,0.0017634912016573393,0.2991739879157328,0.005891569209368306,0.34698,0.285468,0.02121,0.02121,0.35,0.6499999999999999,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-0.21993618202153042,0.03411236340396523,0.25404854542549565
14,6,7,0.14564609996283007,0.003393459634105214,0.01820576249535376,0.0004241824542631517,0.19994141458769024,0.004394486399965482,0.446569,0.182322,0.0138738,0.0138738,0.45,0.6499999999999999,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-0.1274403374674763,0.036675900037169945,0.16411623750464627
14,6,8,0.07672895091957019,0.0018405906474970725,0.009591118864946275,0.00023007383093713406,0.10740276727527437,0.00246531345853533,0.563741,0.0936037,0.0070171,0.0070171,0.575,0.6499999999999999,12017118.329301102,0.8098811697545412,0.015,6.849945275460126e-06,-0.06713783205462391,0.01687474908042981,0.08401258113505372
14,6,9,0.03175707202772252,0.0011780364316396241,0.003969634003465315,0.00014725455395495302,0.0433969254353046,0.001542272378453945,0.711673,0.035277,0.00343416,0.00343416,0.7250000000000001,0.6499999999999999,12017118.329301102,0.8098811697545412,0.015,6.849945275460126e-06,-0.02778743802425721,0.00351992797227748,0.031307365996534685
14,6,10,0.007861703944111797,0.0005385199579155806,0.0009827129930139746,6.731499473944759e-05,0.010905693572508524,0.0007144934945806237,0.872056,0.00822467,0.00148408,0.00148408,0.9,0.6499999999999999,12017118.329301102,0.8098811697545412,0.02,5.137458956595095e-06,-0.006878990951097822,0.0003629660558882031,0.007241957006986025
14,7,2,0.3651265178299643,0.010368895600520182,0.04564081472874554,0.0012961119500650227,0.37236883333777016,0.00842630679311401,0.0731846,0.350642,0.043393,0.043393,0.07500000000000001,0.75,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-0.31948570310121877,-0.014484517829964294,0.30500118527125447
14,7,3,0.23368306380755577,0.008484373103921026,0.02921038297594447,0.0010605466379901283,0.2973860958594489,0.007988848947012099,0.123291,0.276981,0.0258552,0.0258552,0.125,0.75,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-0.2044726808316113,0.04329793619244421,0.2477706170240555
14,7,4,0.18162710709817295,0.007674934953400183,0.02270338838727162,0.0009593668691750229,0.24029435205583005,0.0074140681776789135,0.173472,0.212733,0.0213654,0.0213654,0.175,0.75,12017118.329301102,0.8098811697545412,0.005,2.054983582638038e-05,-0.15892371871090133,0.031105892901827054,0.19002961161272838
14,7,5,0.1166481895811716,0.003774401397299766,0.01458102369764645,0.00047180017466247077,0.159879583377249,0.004210488292645485,0.245259,0.143416,0.0135615,0.0135615,0.25,0.75,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-0.10206716588352514,0.02676781041882839,0.12883497630235355
14,7,6,0.04921181678241897,0.0019638918393669377,0.006151477097802371,0.00024548647992086726,0.07761961006474007,0.0028605292068706874,0.344031,0.0660749,0.00838826,0.00838826,0.35,0.75,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-0.043060339684616596,0.016863083217581037,0.05992342290219763
14,7,7,0.027629526375017702,0.0015849619981109253,0.003453690796877213,0.00019812024976386566,0.044562964369330375,0.0023778323640047676,0.443305,0.031807,0.00563735,0.00563735,0.45,0.75,12017118.329301102,0.8098811697545412,0.01,1.027491791319019e-05,-0.02417583557814049,0.0041774736249822995,0.02835330920312279
14,7,8,0.010932439687052339,0.0008654259408591215,0.0013665549608815424,0.00010817824260739018,0.017440364579217025,0.0012559884044383563,0.558168,0.010795,0.00191787,0.00191787,0.575,0.75,12017118.329301102,0.8098811697545412,0.015,6.849945275460126e-06,-0.009565884726170797,-0.00013743968705233825,0.009428445039118459
14,7,9,,,0.0,0.0,0.0,0.0,0.702333,0.0018897,0.00107221,0.00107221,0.7250000000000001,0.75,12017118.329301102,0.8098811697545412,0.015,6.849945275460126e-06,,,0.0018897
14,7,10,,,0.0,0.0,0.0,0.0,,,,,0.9,0.75,12017118.329301102,0.8098811697545412,0.02,5.137458956595095e-06,,,
15,2,2,9.671587141046242,0.1832146937614458,1.2089483926307802,0.022901836720180726,9.534924407492724,0.1621204627687971,,,,,0.07500000000000001,0.25,22482720.657891847,0.8460626052736252,0.005,1.0514258030918002e-05,-8.462638748415461,,
15,2,3,7.086621692359603,0.13065858893358837,0.8858277115449503,0.01633232361669855,7.095543990801946,0.11183512230518797,,,,,0.125,0.25,22482720.657891847,0.8460626052736252,0.005,1.0514258030918002e-05,-6.200793980814653,,
15,2,4,4.914935696007737,0.08438253108931208,0.6143669620009671,0.010547816386164012,5.002868995641595,0.07024052920779712,,,,,0.175,0.25,22482720.657891847,0.8460626052736252,0.005,1.0514258030918002e-05,-4.300568734006769,,
15,2,5,2.8121599706866487,0.05757719230538423,0.3515199963358311,0.007197149038173029,2.761320677015505,0.03874273584982728,,,,,0.25,0.25,22482720.657891847,0.8460626052736252,0.01,5.257129015459001e-06,-2.4606399743508174,,
15,2,6,1.4421591798085691,0.09935710760203137,0.18026989747607117,0.012419638450253921,1.2248511317346027,0.03301212525682805,,,,,0.35,0.25,22482720.657891847,0.8460626052736252,0.01,5.257129015459001e-06,-1.2618892823324979,,
15,2,7,0.2545199259359127,0.02551705134490506,0.03181499074198909,0.0031896314181131323,0.37921980466811994,0.030971508534801514,,,,,0.45,0.25,22482720.657891847,0.8460626052736252,0.01,5.257129015459001e-06,-0.22270493519392362,,
15,2,8,,,0.0,0.0,0.0,0.0,,,,,0.575,0.25,22482720.657891847,0.8460626052736252,0.015,3.5047526769726676e-06,,,
15,2,9,,,0.0,0.0,0.0,0.0,,,,,0.7250000000000001,0.25,22482720.657891847,0.8460626052736252,0.015,3.5047526769726676e-06,,,
15,2,10,,,0.0,0.0,0.0,0.0,,,,,0.9,0.25,22482720.657891847,0.8460626052736252,0.02,2.6285645077295006e-06,,,
15,3,2,4.344720858774011,0.05645638181752234,0.5430901073467513,0.007057047727190293,4.353568084994589,0.05446428420274074,,,,,0.07500000000000001,0.35,22482720.657891847,0.8460626052736252,0.005,1.0514258030918002e-05,-3.8016307514272594,,
15,3,3,3.462792907023779,0.04408828009720268,0.4328491133779723,0.005511035012150335,3.4752109092023216,0.04245412105856406,,,,,0.125,0.35,22482720.657891847,0.8460626052736252,0.005,1.0514258030918002e-05,-3.0299437936458067,,
15,3,4,2.7372454524976,0.041422443538540465,0.34215568156220005,0.005177805442317558,2.7342587018875593,0.03219802046666497,,,,,0.175,0.35,22482720.657891847,0.8460626052736252,0.005,1.0514258030918002e-05,-2.3950897709354,,
15,3,5,1.7343315892475342,0.019319913147475054,0.21679144865594177,0.0024149891434343818,1.7506656939311553,0.015993932451675012,,,,,0.25,0.35,22482720.657891847,0.8460626052736252,0.01,5.257129015459001e-06,-1.5175401405915925,,
15,3,6,0.8255891463457522,0.0129972219371256,0.10319864329321903,0.0016246527421407,0.8255771698862175,0.010108916509299307,,,,,0.35,0.35,22482720.657891847,0.8460626052736252,0.01,5.257129015459001e-06,-0.7223905030525332,,
15,3,7,0.36724997578064655,0.009773592888190892,0.04590624697258082,0.0012216991110238617,0.3554399948024893,0.00681050560307146,,,,,0.45,0.35,22482720.657891847,0.8460626052736252,0.01,5.257129015459001e-06,-0.3213437288080657,,
15,3,8,0.11596906208309128,0.005874761509380365,0.01449613276038641,0.0007343451886725456,0.11978460275428657,0.0034339234499470594,,,,,0.575,0.35,22482720.657891847,0.8460626052736252,0.015,3.5047526769726676e-06,-0.10147292932270487,,
15,3,9,0.006095226351449174,0.0007691083722388671,0.0007619032939311468,9.613854652985839e-05,0.012950106684993986,0.0016420249338244604,,,,,0.7250000000000001,0.35,22482720.657891847,0.8460626052736252,0.015,3.5047526769726676e-06,-0.005333323057518028,,
15,3,10,,,0.0,0.0,0.0,0.0,,,,,0.9,0.35,22482720.657891847,0.8460626052736252,0.02,2.6285645077295006e-06,,,
15,4,2,2.4202692023562165,0.03236539897379116,0.30253365029452706,0.004045674871723895,2.472490049333913,0.02475257803202784,,,,,0.07500000000000001,0.45,22482720.657891847,0.8460626052736252,0.005,1.0514258030918002e-05,-2.1177355520616894,,
15,4,3,1.8300317184685162,0.024572743632917223,0.22875396480856458,0.0030715929541146533,1.887445050606902,0.02010710273869111,,,,,0.125,0.45,22482720.657891847,0.8460626052736252,0.005,1.0514258030918002e-05,-1.6012777536599516,,
15,4,4,1.41739147612438,0.02109841026523498,0.1771739345155475,0.0026373012831543722,1.4587888312253583,0.01683271189082004,,,,,0.175,0.45,22482720.657891847,0.8460626052736252,0.005,1.0514258030918002e-05,-1.2402175416088326,,
15,4,5,0.9473958530430999,0.01293926398922136,0.11842448163038746,0.00161740799865267,0.950895790542287,0.008987601884077623,,,,,0.25,0.45,22482720.657891847,0.8460626052736252,0.01,5.257129015459001e-06,-0.8289713714127125,,
15,4,6,0.4854165717220253,0.008847330045333113,0.06067707146525317,0.001105916255666639,0.4823741914758047,0.006025510677132281,,,,,0.35,0.45,22482720.657891847,0.8460626052736252,0.01,5.257129015459001e-06,-0.4247395002567721,,
15,4,7,0.23521159493551608,0.005825658328627148,0.02940144936693951,0.0007282072910783935,0.2359975020467181,0.004007502892331679,,,,,0.45,0.45,22482720.657891847,0.8460626052736252,0.01,5.257129015459001e-06,-0.20581014556857657,,
15,4,8,0.08985459670608009,0.002824137820229752,0.01123182458826001,0.000353017227528719,0.0878604890631121,0.0019275503642176416,,,,,0.575,0.45,22482720.657891847,0.8460626052736252,0.015,3.5047526769726676e-06,-0.07862277211782008,,
15,4,9,0.021202206368597366,0.0012152806948225695,0.0026502757960746707,0.00015191008685282121,0.021026382315475926,0.0009417795243425239,,,,,0.7250000000000001,0.45,22482720.657891847,0.8460626052736252,0.015,3.5047526769726676e-06,-0.018551930572522694,,
15,4,10,0.0017243360025926062,0.00020012297793801687,0.00021554200032407577,2.501537224225211e-05,0.0031021675899271977,0.0003542167280599731,,,,,0.9,0.45,22482720.657891847,0.8460626052736252,0.02,2.6285645077295006e-06,-0.0015087940022685303,,
15,5,2,1.2222517829078665,0.01588162220343389,0.15278147286348331,0.0019852027754292366,1.2507766491428183,0.013754620825432341,,,,,0.07500000000000001,0.55,22482720.657891847,0.8460626052736252,0.005,1.0514258030918002e-05,-1.0694703100443832,,
15,5,3,0.8902863928785694,0.015332498736423412,0.11128579910982117,0.0019165623420529265,0.9377945192868122,0.01254840921060366,,,,,0.125,0.55,22482720.657891847,0.8460626052736252,0.005,1.0514258030918002e-05,-0.7790005937687482,,
15,5,4,0.6926030743424189,0.015046843055010837,0.08657538429280236,0.0018808553818763546,0.7541462030700532,0.010514395456394007,,,,,0.175,0.55,22482720.657891847,0.8460626052736252,0.005,1.0514258030918002e-05,-0.6060276900496165,,
15,5,5,0.44364036434596127,0.008576120971512866,0.05545504554324516,0.0010720151214391083,0.47330638609891745,0.006138356978928174,,,,,0.25,0.55,22482720.657891847,0.8460626052736252,0.01,5.257129015459001e-06,-0.3881853188027161,,
15,5,6,0.2508251525389932,0.006619764974344215,0.03135314406737415,0.0008274706217930269,0.25862387338416126,0.0037990086306943414,,,,,0.35,0.55,22482720.657891847,0.8460626052736252,0.01,5.257129015459001e-06,-0.21947200847161902,,
15,5,7,0.12716350010679128,0.00503375745939687,0.01589543751334891,0.0006292196824246089,0.12891615562074157,0.002534827892956872,,,,,0.45,0.55,22482720.657891847,0.8460626052736252,0.01,5.257129015459001e-06,-0.11126806259344238,,
15,5,8,0.04172694497975417,0.0019276286568671768,0.005215868122469271,0.00024095358210839707,0.0482511896707816,0.0012144110193846548,,,,,0.575,0.55,22482720.657891847,0.8460626052736252,0.015,3.5047526769726676e-06,-0.0365110768572849,,
15,5,9,0.010067395835734261,0.0004937480181090673,0.0012584244794667826,6.171850226363342e-05,0.01309051376714639,0.0006193629154408641,,,,,0.7250000000000001,0.55,22482720.657891847,0.8460626052736252,0.015,3.5047526769726676e-06,-0.008808971356267478,,
15,5,10,0.0014201409562874094,0.00023411400632234087,0.00017751761953592617,2.926425079029261e-05,0.0016202803779921057,0.0002473044436529706,,,,,0.9,0.55,22482720.657891847,0.8460626052736252,0.02,2.6285645077295006e-06,-0.0012426233367514832,,
15,6,2,0.48130342072397425,0.007981875609541776,0.06016292759049679,0.000997734451192722,0.48261189275911126,0.007220091135156636,,,,,0.07500000000000001,0.6499999999999999,22482720.657891847,0.8460626052736252,0.005,1.0514258030918002e-05,-0.42114049313347746,,
15,6,3,0.3699076658485475,0.008436083894842013,0.04623845823106844,0.001054510486855252,0.37228808759775717,0.006425112749882063,,,,,0.125,0.6499999999999999,22482720.657891847,0.8460626052736252,0.005,1.0514258030918002e-05,-0.3236692076174791,,
15,6,4,0.24436295820030743,0.00742673246913914,0.03054536977503843,0.0009283415586423925,0.2771118694731226,0.005591091863918541,,,,,0.175,0.6499999999999999,22482720.657891847,0.8460626052736252,0.005,1.0514258030918002e-05,-0.213817588425269,,
15,6,5,0.13153611531038695,0.003810648561160173,0.016442014413798365,0.0004763310701450216,0.16422703541555456,0.003137025106337478,,,,,0.25,0.6499999999999999,22482720.657891847,0.8460626052736252,0.01,5.257129015459001e-06,-0.11509410089658859,,
