xq2_bin,ybin,z_bin,pt2_bin,content,error
1,2,2,4,28274.4,261.621
1,2,2,5,42570,317.215
1,2,2,6,24198.7,206.96
1,2,2,7,11315.6,162.983
1,2,2,8,5605.11,105.152
1,2,2,9,1111.81,38.4617
1,2,2,10,108.007,11.0168
1,2,2,11,0,0
1,2,3,1,6672.8,159.39
1,2,3,2,12019.4,240.378
1,2,3,3,13970,189.662
1,2,3,4,14506.7,168.358
1,2,3,5,26040.3,214.027
1,2,3,6,20035.9,187.252
1,2,3,7,13728.6,141.275
1,2,3,8,12066.8,131.511
1,2,3,9,6018.33,88.7937
1,2,3,10,3067.78,63.0553
1,2,3,11,1011.49,34.5322
1,2,4,1,3135.53,109.91
1,2,4,2,5232.79,101.369
1,2,4,3,6367.4,106.435
1,2,4,4,6284.28,123.338
1,2,4,5,13250.1,168.32
1,2,4,6,11261.2,145.872
1,2,4,7,8778.85,123.722
1,2,4,8,9452.95,108.309
1,2,4,9,5605.76,84.5696
1,2,4,10,3875.84,67.3257
1,2,4,11,2642.58,54.9306
1,2,5,1,1944.21,57.4889
1,2,5,2,2918.41,67.8852
1,2,5,3,3180.31,69.7966
1,2,5,4,3365.43,80.1859
1,2,5,5,6989.81,112.667
1,2,5,6,6055.65,101.212
1,2,5,7,5356.4,92.2705
1,2,5,8,5930.51,93.6662
1,2,5,9,3826.23,75.336
1,2,5,10,3051.99,65.6293
1,2,5,11,2661.84,55.4256
1,2,6,1,1190.83,48.3957
1,2,6,2,1624.54,54.3947
1,2,6,3,1834.75,56.7658
1,2,6,4,1825.16,55.3681
1,2,6,5,3814.59,78.6844
1,2,6,6,3466.28,72.0393
1,2,6,7,3113.37,68.5434
1,2,6,8,3686.42,72.0157
1,2,6,9,2635.15,60.679
1,2,6,10,2101.15,53.0291
1,2,6,11,1880.84,50.4221
1,2,7,1,777.284,34.8286
1,2,7,2,1076.48,36.1064
1,2,7,3,1211.62,37.8232
1,2,7,4,1046.6,39.4585
1,2,7,5,2131.36,56.483
1,2,7,6,1878.29,51.7116
1,2,7,7,1758.41,49.6125
1,2,7,8,2071.59,53.3803
1,2,7,9,1365.13,43.3078
1,2,7,10,983.524,36.1412
1,2,7,11,475.881,23.2369
1,2,8,1,314.313,19.252
1,2,8,2,390.922,21.2755
1,2,8,3,396.602,21.0122
1,2,8,4,386.516,20.7501
1,2,8,5,598.266,28.4673
1,2,8,6,447.513,22.3115
1,2,8,7,262.225,17.1641
1,2,8,8,204.075,14.9528
1,2,8,9,48.3099,7.37617
1,2,8,10,0,0
1,2,8,11,0,0
2,3,1,1,8907.22,320.225
2,3,1,2,9906.34,360.585
2,3,1,3,8375.43,174.356
2,3,1,4,4929.89,117.96
2,3,1,5,3377.28,83.8882
2,3,1,6,189.515,18.3952
2,3,1,7,0,0
2,3,1,8,0,0
2,3,1,9,0,0
2,3,1,10,0,0
2,3,1,11,0,0
2,3,2,1,23437.8,386.218
2,3,2,2,26326.7,314.605
2,3,2,3,27894.3,283.793
2,3,2,4,23240.7,252.052
2,3,2,5,28587.4,311.81
2,3,2,6,13266.6,152.586
2,3,2,7,4946.57,86.8732
2,3,2,8,1865.01,50.9131
2,3,2,9,193.95,15.7516
2,3,2,10,0,0
2,3,2,11,0,0
2,3,3,1,12688.3,208.872
2,3,3,2,14670.3,191.695
2,3,3,3,15887.8,161.829
2,3,3,4,15576.2,170.219
2,3,3,5,25858.9,222.029
2,3,3,6,17304.3,172.296
2,3,3,7,10392.9,123.841
2,3,3,8,8124.57,105.823
2,3,3,9,3126.11,62.3696
2,3,3,10,1181.82,37.6507
2,3,3,11,245.108,16.4395
2,3,4,1,7394.79,163.242
2,3,4,2,7893.37,123.094
2,3,4,3,7747.98,114.984
2,3,4,4,7805.92,109.101
2,3,4,5,14777.6,171.125
2,3,4,6,11796.4,124.785
2,3,4,7,8680.06,104.027
2,3,4,8,7999.36,100.517
2,3,4,9,4331.33,71.3851
2,3,4,10,2514.34,59.7045
2,3,4,11,1352.94,39.1643
2,3,5,1,4969.18,89.2508
2,3,5,2,4557.68,97.1712
2,3,5,3,4188.95,91.8286
2,3,5,4,4056.09,86.9427
2,3,5,5,7769.19,116.107
2,3,5,6,7109.21,93.3723
2,3,5,7,5643.65,82.2225
2,3,5,8,5632.35,89.5345
2,3,5,9,3510.53,64.6464
2,3,5,10,2582.25,54.3858
2,3,5,11,1646.45,42.4689
2,3,6,1,3329.36,77.1652
2,3,6,2,2987.05,70.2553
2,3,6,3,2633.12,65.2367
2,3,6,4,2335.22,60.6528
2,3,6,5,4474.36,83.5782
2,3,6,6,3791.35,75.1428
2,3,6,7,3364.66,68.5336
2,3,6,8,3912.67,71.2819
2,3,6,9,2460.49,56.6103
2,3,6,10,1854.15,44.9102
2,3,6,11,1019.17,35.4275
2,3,7,1,2364.19,59.5197
2,3,7,2,2021.97,48.8798
2,3,7,3,1743.72,49.3532
2,3,7,4,1480.91,41.0674
2,3,7,5,2590.07,59.3117
2,3,7,6,2138.62,53.07
2,3,7,7,1793.31,48.7032
2,3,7,8,1781.08,43.9082
2,3,7,9,881.497,30.6204
2,3,7,10,388.103,20.4055
2,3,7,11,88.4661,9.74427
2,3,8,1,863.153,31.1552
2,3,8,2,549.288,24.7294
2,3,8,3,381.185,20.8426
2,3,8,4,306.888,18.5823
2,3,8,5,351.36,20.052
2,3,8,6,203.71,14.6347
2,3,8,7,64.7046,8.39125
2,3,8,8,31.8388,6.10996
2,3,8,9,0,0
2,3,8,10,0,0
2,3,8,11,0,0
3,4,1,1,2009.32,129.693
3,4,1,2,2135.42,100.446
3,4,1,3,1559.76,64.4127
3,4,1,4,839.126,50.4227
3,4,1,5,325.7,26.1069
3,4,1,6,0,0
3,4,1,7,0,0
3,4,1,8,0,0
3,4,1,9,0,0
3,4,1,10,0,0
3,4,1,11,0,0
3,4,2,1,18483.8,332.473
3,4,2,2,16982.1,249.818
3,4,2,3,16318.4,204.643
3,4,2,4,11280.2,215.016
3,4,2,5,12233.2,152.63
3,4,2,6,4296.3,80.1282
3,4,2,7,1193.57,40.1404
3,4,2,8,262.841,17.8036
3,4,2,9,0,0
3,4,2,10,0,0
3,4,2,11,0,0
3,4,3,1,15790.7,213.391
3,4,3,2,13604.8,197.768
3,4,3,3,12867.8,148.929
3,4,3,4,12233.7,189.211
3,4,3,5,18375.2,174.004
3,4,3,6,10180.5,124.502
3,4,3,7,5002.38,83.8989
3,4,3,8,3093.06,65.3251
3,4,3,9,907.422,33.6339
3,4,3,10,205.587,15.157
3,4,3,11,18.2376,4.58569
3,4,4,1,10025.1,145.19
3,4,4,2,8391.74,120.895
3,4,4,3,7011.47,100.203
3,4,4,4,6917.88,100.595
3,4,4,5,12615.1,130.207
3,4,4,6,9048.45,125.234
3,4,4,7,5847.62,87.4274
3,4,4,8,4817.58,77.5909
3,4,4,9,1972.69,47.6166
3,4,4,10,931.041,31.9133
3,4,4,11,267.24,17.2488
3,4,5,1,6891.45,123.084
3,4,5,2,4912.38,82.152
3,4,5,3,4047.28,74.4342
3,4,5,4,3810.09,84.2136
3,4,5,5,6837.69,106.923
3,4,5,6,5916.98,94.4241
3,4,5,7,4375.71,78.9717
3,4,5,8,4384.45,71.7949
3,4,5,9,2302.32,50.7586
3,4,5,10,1291.33,37.7034
3,4,5,11,423.277,21.2042
3,4,6,1,5274.75,93.4752
3,4,6,2,3274.93,73.2225
3,4,6,3,2756.6,57.2587
3,4,6,4,2230.75,51.3798
3,4,6,5,4201.62,69.6955
3,4,6,6,3442.01,68.444
3,4,6,7,2774.38,55.568
3,4,6,8,3037.76,58.5041
3,4,6,9,1375.8,41.2346
3,4,6,10,666.938,26.6995
3,4,6,11,112.732,10.9893
3,4,7,1,3705.95,70.795
3,4,7,2,2216.97,54.3374
3,4,7,3,1680.48,43.6251
3,4,7,4,1249,40.9405
3,4,7,5,1958.2,49.8622
3,4,7,6,1414.44,42.5286
3,4,7,7,966.658,32.144
3,4,7,8,575.206,24.9044
3,4,7,9,133.416,12.021
3,4,7,10,20.1131,4.82652
3,4,7,11,0,0
3,4,8,1,512.56,23.7058
3,4,8,2,246.193,16.61
3,4,8,3,140.54,12.1747
3,4,8,4,67.0293,8.49522
3,4,8,5,33.6394,6.16636
3,4,8,6,0,0
3,4,8,7,0,0
3,4,8,8,0,0
3,4,8,9,0,0
3,4,8,10,0,0
3,4,8,11,0,0
4,5,1,1,272.449,45.2997
4,5,1,2,213.109,24.7823
4,5,1,3,100.663,18.9458
4,5,1,4,88.9087,11.6707
4,5,1,5,0,0
4,5,1,6,0,0
4,5,1,7,0,0
4,5,1,8,0,0
4,5,1,9,0,0
4,5,1,10,0,0
4,5,1,11,0,0
4,5,2,1,14004.8,289.541
4,5,2,2,10564.9,292.032
4,5,2,3,8229.55,200.389
4,5,2,4,5679.98,102.849
4,5,2,5,4919.85,90.5858
4,5,2,6,1390.91,46.3298
4,5,2,7,213.599,17.1525
4,5,2,8,0,0
4,5,2,9,0,0
4,5,2,10,0,0
4,5,2,11,0,0
4,5,3,1,18688.9,259.213
4,5,3,2,14536.7,200.054
4,5,3,3,11562.3,145.393
4,5,3,4,10070.6,127.972
4,5,3,5,12794.5,143.026
4,5,3,6,5734.21,91.6838
4,5,3,7,2563.41,57.6219
4,5,3,8,1259.65,39.4688
4,5,3,9,249.645,16.5787
4,5,3,10,0,0
4,5,3,11,0,0
4,5,4,1,13833.2,174.684
4,5,4,2,10256.6,132.358
4,5,4,3,7971.41,112.833
4,5,4,4,6987.9,100.236
4,5,4,5,11946.9,125.189
4,5,4,6,7333.55,95.6309
4,5,4,7,3860.62,68.0778
4,5,4,8,2559.95,54.999
4,5,4,9,958.261,32.8708
4,5,4,10,286.351,17.4446
4,5,4,11,36.129,6.29763
4,5,5,1,10141.4,147.148
4,5,5,2,6054.27,89.2038
4,5,5,3,4852.45,83.5833
4,5,5,4,4266.04,76.5691
4,5,5,5,7604.04,96.575
4,5,5,6,5824.12,91.928
4,5,5,7,3962.12,74.3761
4,5,5,8,3121.89,58.9748
4,5,5,9,1132.53,34.577
4,5,5,10,323.203,18.5897
4,5,5,11,16.2511,4.38488
4,5,6,1,7926.45,112.339
4,5,6,2,4493.8,72.8654
4,5,6,3,3237.09,62.5501
4,5,6,4,2582.82,54.2234
4,5,6,5,4472.45,71.1788
4,5,6,6,3435.04,67.4204
4,5,6,7,2288.43,50.1329
4,5,6,8,1443.64,42.0382
4,5,6,9,399.831,20.4468
4,5,6,10,55.2053,7.86496
4,5,6,11,0,0
4,5,7,1,4647.45,72.0295
4,5,7,2,2397.15,55.8723
4,5,7,3,1384.4,41.9072
4,5,7,4,877.437,31.2262
4,5,7,5,1087.8,34.7792
4,5,7,6,475.372,23.0017
4,5,7,7,150.532,12.7079
4,5,7,8,39.3416,6.52998
4,5,7,9,0,0
4,5,7,10,0,0
4,5,7,11,0,0
4,5,8,1,99.2122,10.3182
4,5,8,2,0,0
4,5,8,3,0,0
4,5,8,4,0,0
4,5,8,5,0,0
4,5,8,6,0,0
4,5,8,7,0,0
4,5,8,8,0,0
4,5,8,9,0,0
4,5,8,10,0,0
4,5,8,11,0,0
5,6,1,1,0,0
5,6,1,2,0,0
5,6,1,3,0,0
5,6,1,4,0,0
5,6,1,5,0,0
5,6,1,6,0,0
5,6,1,7,0,0
5,6,1,8,0,0
5,6,1,9,0,0
5,6,1,10,0,0
5,6,1,11,0,0
5,6,2,1,6040.4,168.35
5,6,2,2,3112.87,164.065
5,6,2,3,2409.85,71.6257
5,6,2,4,1644.71,55.5295
5,6,2,5,1207.37,46.2452
5,6,2,6,253.627,16.7267
5,6,2,7,0,0
5,6,2,8,0,0
5,6,2,9,0,0
5,6,2,10,0,0
5,6,2,11,0,0
5,6,3,1,17226,260.763
5,6,3,2,9785.04,168.713
5,6,3,3,6471.37,109.283
5,6,3,4,5537.51,104.154
5,6,3,5,6877.65,102.25
5,6,3,6,2676.37,58.9427
5,6,3,7,851.295,33.4498
5,6,3,8,299.387,18.6683
5,6,3,9,0,0
5,6,3,10,0,0
5,6,3,11,0,0
5,6,4,1,17284.1,174.699
5,6,4,2,10405.3,145.581
5,6,4,3,6651.72,107.097
5,6,4,4,5099.5,87.8418
5,6,4,5,7406.15,118.012
5,6,4,6,4372.79,75.5751
5,6,4,7,1876.83,47.5522
5,6,4,8,833.898,31.4491
5,6,4,9,125.724,11.64
5,6,4,10,0,0
5,6,4,11,0,0
5,6,5,1,13836.7,168.823
5,6,5,2,7606.76,104.592
5,6,5,3,5327.18,82.2158
5,6,5,4,3743.54,67.4249
5,6,5,5,5480.72,93.8337
5,6,5,6,3440.42,70.2833
5,6,5,7,1585.27,42.1798
5,6,5,8,663.912,27.5667
5,6,5,9,71.9858,8.84175
5,6,5,10,0,0
5,6,5,11,0,0
5,6,6,1,10120.1,124.851
5,6,6,2,4974.01,86.883
5,6,6,3,3039.11,60.3893
5,6,6,4,2076.19,48.4777
5,6,6,5,2376.6,56.9659
5,6,6,6,1114.75,35.4184
5,6,6,7,378.558,20.5839
5,6,6,8,76.2583,9.26635
5,6,6,9,0,0
5,6,6,10,0,0
5,6,6,11,0,0
5,6,7,1,1868.34,50.4382
5,6,7,2,776.123,29.31
5,6,7,3,323.63,18.506
5,6,7,4,133.44,11.9704
5,6,7,5,61.1734,8.2832
5,6,7,6,0,0
5,6,7,7,0,0
5,6,7,8,0,0
5,6,7,9,0,0
5,6,7,10,0,0
5,6,7,11,0,0
5,6,8,1,0,0
5,6,8,2,0,0
5,6,8,3,0,0
5,6,8,4,0,0
5,6,8,5,0,0
5,6,8,6,0,0
5,6,8,7,0,0
5,6,8,8,0,0
5,6,8,9,0,0
5,6,8,10,0,0
5,6,8,11,0,0
6,7,1,1,0,0
6,7,1,2,0,0
6,7,1,3,0,0
6,7,1,4,0,0
6,7,1,5,0,0
6,7,1,6,0,0
6,7,1,7,0,0
6,7,1,8,0,0
6,7,1,9,0,0
6,7,1,10,0,0
6,7,1,11,0,0
6,7,2,1,450.352,52.4636
6,7,2,2,200.951,21.8193
6,7,2,3,153.37,19.9487
6,7,2,4,82.108,11.9614
6,7,2,5,64.6414,9.24795
6,7,2,6,0,0
6,7,2,7,0,0
6,7,2,8,0,0
6,7,2,9,0,0
6,7,2,10,0,0
6,7,2,11,0,0
6,7,3,1,5285.89,130.688
6,7,3,2,2558.36,79.0748
6,7,3,3,1464.12,49.6562
6,7,3,4,1270.94,63.6347
6,7,3,5,1576.81,48.4339
6,7,3,6,408.347,21.5862
6,7,3,7,57.8724,8.16908
6,7,3,8,0,0
6,7,3,9,0,0
6,7,3,10,0,0
6,7,3,11,0,0
6,7,4,1,8266.29,172.73
6,7,4,2,3539.49,85.1046
6,7,4,3,2060.3,53.929
6,7,4,4,1508.89,45.9151
6,7,4,5,2224.27,55.071
6,7,4,6,795.658,30.9641
6,7,4,7,90.4143,10.4142
6,7,4,8,0,0
6,7,4,9,0,0
6,7,4,10,0,0
6,7,4,11,0,0
6,7,5,1,7938.61,128.649
6,7,5,2,3397.74,65.563
6,7,5,3,1597.94,53.4056
6,7,5,4,836.71,31.8736
6,7,5,5,763.763,30.2104
6,7,5,6,162.787,13.8873
6,7,5,7,0,0
6,7,5,8,0,0
6,7,5,9,0,0
6,7,5,10,0,0
6,7,5,11,0,0
6,7,6,1,2885.29,67.337
6,7,6,2,955.741,38.3862
6,7,6,3,310.118,19.6116
6,7,6,4,101.962,10.5752
6,7,6,5,36.9606,6.40232
6,7,6,6,0,0
6,7,6,7,0,0
6,7,6,8,0,0
6,7,6,9,0,0
6,7,6,10,0,0
6,7,6,11,0,0
6,7,7,1,0,0
6,7,7,2,0,0
6,7,7,3,0,0
6,7,7,4,0,0
6,7,7,5,0,0
6,7,7,6,0,0
6,7,7,7,0,0
6,7,7,8,0,0
6,7,7,9,0,0
6,7,7,10,0,0
6,7,7,11,0,0
6,7,8,1,0,0
6,7,8,2,0,0
6,7,8,3,0,0
6,7,8,4,0,0
6,7,8,5,0,0
6,7,8,6,0,0
6,7,8,7,0,0
6,7,8,8,0,0
6,7,8,9,0,0
6,7,8,10,0,0
6,7,8,11,0,0
7,8,1,1,0,0
7,8,1,2,0,0
7,8,1,3,0,0
7,8,1,4,0,0
7,8,1,5,0,0
7,8,1,6,0,0
7,8,1,7,0,0
7,8,1,8,0,0
7,8,1,9,0,0
7,8,1,10,0,0
7,8,1,11,0,0
7,8,2,1,0,0
7,8,2,2,0,0
7,8,2,3,0,0
7,8,2,4,0,0
7,8,2,5,0,0
7,8,2,6,0,0
7,8,2,7,0,0
7,8,2,8,0,0
7,8,2,9,0,0
7,8,2,10,0,0
7,8,2,11,0,0
7,8,3,1,1197.72,62.6482
7,8,3,2,711.805,36.8795
7,8,3,3,317.173,26.2036
7,8,3,4,280.112,19.732
7,8,3,5,217.706,17.4694
7,8,3,6,0,0
7,8,3,7,0,0
7,8,3,8,0,0
7,8,3,9,0,0
7,8,3,10,0,0
7,8,3,11,0,0
7,8,4,1,2974.26,76.5635
7,8,4,2,1133.23,43.7617
7,8,4,3,634.636,32.6683
7,8,4,4,376.08,23.5622
7,8,4,5,217.507,16.1623
7,8,4,6,0,0
7,8,4,7,0,0
7,8,4,8,0,0
7,8,4,9,0,0
7,8,4,10,0,0
7,8,4,11,0,0
7,8,5,1,2625.65,61.916
7,8,5,2,513.18,27.1236
7,8,5,3,145.858,13.2295
7,8,5,4,29.3225,6.13321
7,8,5,5,0,0
7,8,5,6,0,0
7,8,5,7,0,0
7,8,5,8,0,0
7,8,5,9,0,0
7,8,5,10,0,0
7,8,5,11,0,0
7,8,6,1,99.5512,10.3261
7,8,6,2,0,0
7,8,6,3,0,0
7,8,6,4,0,0
7,8,6,5,0,0
7,8,6,6,0,0
7,8,6,7,0,0
7,8,6,8,0,0
7,8,6,9,0,0
7,8,6,10,0,0
7,8,6,11,0,0
7,8,7,1,0,0
7,8,7,2,0,0
7,8,7,3,0,0
7,8,7,4,0,0
7,8,7,5,0,0
7,8,7,6,0,0
7,8,7,7,0,0
7,8,7,8,0,0
7,8,7,9,0,0
7,8,7,10,0,0
7,8,7,11,0,0
7,8,8,1,0,0
7,8,8,2,0,0
7,8,8,3,0,0
7,8,8,4,0,0
7,8,8,5,0,0
7,8,8,6,0,0
7,8,8,7,0,0
7,8,8,8,0,0
7,8,8,9,0,0
7,8,8,10,0,0
7,8,8,11,0,0
8,9,1,1,16242.6,468.026
8,9,1,2,20202,530.75
8,9,1,3,17690.1,288.863
8,9,1,4,11920.2,186.734
8,9,1,5,8768.83,141.643
8,9,1,6,776.791,36.2856
8,9,1,7,0,0
8,9,1,8,0,0
8,9,1,9,0,0
8,9,1,10,0,0
8,9,1,11,0,0
8,9,2,1,22993.3,376.192
8,9,2,2,29454,366.49
8,9,2,3,32584,335.79
8,9,2,4,28451.4,283.524
8,9,2,5,41161.2,294.431
8,9,2,6,21443.5,195.401
8,9,2,7,9228.13,122.073
8,9,2,8,3982.88,77.5019
8,9,2,9,683.298,29.8732
8,9,2,10,26.3787,5.38395
8,9,2,11,0,0
8,9,3,1,9629.14,148.625
8,9,3,2,13749.5,202.744
8,9,3,3,14860.7,182.961
8,9,3,4,15075.4,183.263
8,9,3,5,26994.2,216.661
8,9,3,6,19503.5,184.756
8,9,3,7,13310.5,139.816
8,9,3,8,11046.6,124.767
8,9,3,9,4987.57,81.6229
8,9,3,10,2376.96,55.1401
8,9,3,11,642.972,27.1005
8,9,4,1,5006.7,139.955
8,9,4,2,6867.41,117.618
8,9,4,3,7215.13,140.643
8,9,4,4,7587.8,137.149
8,9,4,5,14048.4,175.046
8,9,4,6,11659.1,148.818
8,9,4,7,8648.42,122.187
8,9,4,8,8702.38,117.857
8,9,4,9,5254.99,79.2037
8,9,4,10,3525.21,65.7118
8,9,4,11,2206.92,50.7593
8,9,5,1,3256.4,90.9701
8,9,5,2,3770.12,91.5593
8,9,5,3,3946.32,91.1531
8,9,5,4,3934.08,87.254
8,9,5,5,7573.77,116.592
8,9,5,6,6673.74,106.514
8,9,5,7,5502.27,92.6982
8,9,5,8,6043.78,94.2777
8,9,5,9,3710.21,72.4423
8,9,5,10,2827.57,57.9099
8,9,5,11,2447.11,53.5315
8,9,6,1,2324.79,57.5877
8,9,6,2,2524.93,67.4777
8,9,6,3,2516.19,66.0796
8,9,6,4,2301.14,62.671
8,9,6,5,4412.9,85.4299
8,9,6,6,4001.63,78.0264
8,9,6,7,3288.9,69.7805
8,9,6,8,3888.49,74.3243
8,9,6,9,2816.07,57.1818
8,9,6,10,2191.97,53.6498
8,9,6,11,1676.01,45.8822
8,9,7,1,1509.47,48.6935
8,9,7,2,1606.41,50.9405
8,9,7,3,1418.73,46.5039
8,9,7,4,1399.54,45.3839
8,9,7,5,2536.48,61.0954
8,9,7,6,2238.52,56.5861
8,9,7,7,1896.96,52.113
8,9,7,8,2095.12,53.3
8,9,7,9,1246.55,40.6581
8,9,7,10,737.557,30.8949
8,9,7,11,239.427,16.0051
8,9,8,1,581.907,29.2208
8,9,8,2,539.945,24.9932
8,9,8,3,473.615,23.3445
8,9,8,4,412.058,23.6405
8,9,8,5,621.87,26.4584
8,9,8,6,337.731,19.2169
8,9,8,7,196.605,14.6662
8,9,8,8,83.6058,9.55426
8,9,8,9,0,0
8,9,8,10,0,0
8,9,8,11,0,0
9,10,1,1,9936.78,370.285
9,10,1,2,10163.9,229.601
9,10,1,3,8246.92,170.263
9,10,1,4,4805.23,167.311
9,10,1,5,2728.26,75.6596
9,10,1,6,71.3994,11.2659
9,10,1,7,0,0
9,10,1,8,0,0
9,10,1,9,0,0
9,10,1,10,0,0
9,10,1,11,0,0
9,10,2,1,28405.7,429.663
9,10,2,2,28645.8,336.255
9,10,2,3,27593.6,395.384
9,10,2,4,23245.8,237.373
9,10,2,5,28589,254.641
9,10,2,6,12003.4,142.916
9,10,2,7,3886.24,94.4927
9,10,2,8,1424.97,44.0916
9,10,2,9,83.8881,9.63537
9,10,2,10,0,0
9,10,2,11,0,0
9,10,3,1,17758.6,234.665
9,10,3,2,18286.7,211.328
9,10,3,3,17939.1,172.636
9,10,3,4,17030.6,170.615
9,10,3,5,27562.8,227.64
9,10,3,6,17221.9,193.504
9,10,3,7,9923.06,139.641
9,10,3,8,7212.42,99.8112
9,10,3,9,2494.52,55.4935
9,10,3,10,861.762,31.9918
9,10,3,11,154.804,12.8961
9,10,4,1,10937.9,152.587
9,10,4,2,9735.02,130.32
9,10,4,3,9498.34,128.199
9,10,4,4,8905.55,120.049
9,10,4,5,15821.5,149.792
9,10,4,6,12376.4,151.95
9,10,4,7,8827.9,105.458
9,10,4,8,7944.77,98.2824
9,10,4,9,3920.24,69.5013
9,10,4,10,2157.21,51.089
9,10,4,11,889.063,32.1229
9,10,5,1,7519.08,132.866
9,10,5,2,6088.79,116.919
9,10,5,3,5355.33,106.04
9,10,5,4,5056.43,97.6196
9,10,5,5,8792.97,127.3
9,10,5,6,7372.28,109.189
9,10,5,7,5896.86,95.5315
9,10,5,8,6135.89,93.5603
9,10,5,9,3533.3,69.9721
9,10,5,10,2469.3,51.9647
9,10,5,11,1352.75,41.6001
9,10,6,1,5250.63,97.1056
9,10,6,2,4084.66,85.839
9,10,6,3,3369.81,65.1326
9,10,6,4,3008.03,70.8654
9,10,6,5,5457.32,90.3125
9,10,6,6,4546.77,80.1556
9,10,6,7,3765.34,71.0685
9,10,6,8,4008.66,73.3215
9,10,6,9,2478.04,57.2266
9,10,6,10,1498.8,43.6151
9,10,6,11,625.84,25.9217
9,10,7,1,3869.49,76.0301
9,10,7,2,2907.02,58.4028
9,10,7,3,2237.88,51.0581
9,10,7,4,1907.15,46.834
9,10,7,5,2998.48,63.2899
9,10,7,6,2300.22,55.2944
9,10,7,7,1681.5,43.0054
9,10,7,8,1356.98,41.4777
9,10,7,9,488.151,22.7655
9,10,7,10,176.993,13.8843
9,10,7,11,22.3807,4.94596
9,10,8,1,810.624,30.4981
9,10,8,2,495.519,24.5001
9,10,8,3,310.191,17.9829
9,10,8,4,188.839,14.4774
9,10,8,5,178.827,14.4866
9,10,8,6,65.6781,8.54204
9,10,8,7,0,0
9,10,8,8,0,0
9,10,8,9,0,0
9,10,8,10,0,0
9,10,8,11,0,0
10,11,1,1,2868.14,157.874
10,11,1,2,2598.36,112.227
10,11,1,3,1710.39,71.0915
10,11,1,4,773.09,42.3353
10,11,1,5,236.64,20.9186
10,11,1,6,0,0
10,11,1,7,0,0
10,11,1,8,0,0
10,11,1,9,0,0
10,11,1,10,0,0
10,11,1,11,0,0
10,11,2,1,30816.3,460.335
10,11,2,2,24330.4,340.28
10,11,2,3,20341.9,236.533
10,11,2,4,14683.3,191.5
10,11,2,5,14673.3,214.745
10,11,2,6,4372.05,80.3744
10,11,2,7,977,36.1079
10,11,2,8,124.396,12.7927
10,11,2,9,0,0
10,11,2,10,0,0
10,11,2,11,0,0
10,11,3,1,29442.3,323.674
10,11,3,2,24196.4,267.441
10,11,3,3,20296.1,207.927
10,11,3,4,17140.7,178.881
10,11,3,5,24047.9,242.574
10,11,3,6,12517.5,137.643
10,11,3,7,5845.57,87.2801
10,11,3,8,3244.91,63.1958
10,11,3,9,776.802,30.2502
10,11,3,10,150.289,12.8869
10,11,3,11,0,0
10,11,4,1,21845,225.14
10,11,4,2,15002.4,178.3
10,11,4,3,12877.5,158.608
10,11,4,4,11491.9,128.885
10,11,4,5,18136.6,189.082
10,11,4,6,12333.5,145.561
10,11,4,7,7447.2,98.2867
10,11,4,8,5567.16,83.5432
10,11,4,9,2107.52,49.9002
10,11,4,10,783.037,29.7874
10,11,4,11,159.222,13.1275
10,11,5,1,15028.4,184.976
10,11,5,2,9636.89,142.904
10,11,5,3,7737.79,106.123
10,11,5,4,7002.51,95.2702
10,11,5,5,11505.9,139.251
10,11,5,6,8782.22,116.85
10,11,5,7,6377.75,93.9724
10,11,5,8,5590.32,79.2715
10,11,5,9,2319.6,50.7748
10,11,5,10,931.306,31.6945
10,11,5,11,178.463,13.846
10,11,6,1,11153.8,136.794
10,11,6,2,7206.72,107.21
10,11,6,3,5179.7,89.3988
10,11,6,4,4338.79,79.9297
10,11,6,5,7193.51,100.699
10,11,6,6,5321.73,84.9771
10,11,6,7,3534.73,68.6382
10,11,6,8,2750.14,59.9336
10,11,6,9,956.487,32.8016
10,11,6,10,308.837,18.0655
10,11,6,11,0,0
10,11,7,1,6549.69,94.4945
10,11,7,2,3722.66,73.0497
10,11,7,3,2404.91,57.1611
10,11,7,4,1680.01,43.5183
10,11,7,5,2040.07,48.0637
10,11,7,6,1005.59,33.702
10,11,7,7,414.014,21.2988
10,11,7,8,226.076,15.7196
10,11,7,9,27.4489,5.53768
10,11,7,10,0,0
10,11,7,11,0,0
10,11,8,1,221.231,15.464
10,11,8,2,94.4876,10.3677
10,11,8,3,34.1135,6.0943
10,11,8,4,0,0
10,11,8,5,0,0
10,11,8,6,0,0
10,11,8,7,0,0
10,11,8,8,0,0
10,11,8,9,0,0
10,11,8,10,0,0
10,11,8,11,0,0
11,12,1,1,58.9586,27.6238
11,12,1,2,0,0
11,12,1,3,0,0
11,12,1,4,0,0
11,12,1,5,0,0
11,12,1,6,0,0
11,12,1,7,0,0
11,12,1,8,0,0
11,12,1,9,0,0
11,12,1,10,0,0
11,12,1,11,0,0
11,12,2,1,11440.8,281.079
11,12,2,2,6283.28,148.307
11,12,2,3,4486.47,100.581
11,12,2,4,3480.83,81.5905
11,12,2,5,2698.73,67.9595
11,12,2,6,469.225,25.8384
11,12,2,7,0,0
11,12,2,8,0,0
11,12,2,9,0,0
11,12,2,10,0,0
11,12,2,11,0,0
11,12,3,1,18798.3,245.378
11,12,3,2,12509.8,178.653
11,12,3,3,8370.54,136.027
11,12,3,4,6596.5,102.308
