xq2_bin,ybin,z_bin,pt2_bin,content,error
11,12,3,5,8729.19,116.362
11,12,3,6,3872.12,73.6827
11,12,3,7,1371.32,43.2447
11,12,3,8,477.584,23.3999
11,12,3,9,26.1344,6.64837
11,12,3,10,0,0
11,12,3,11,0,0
11,12,4,1,16694,197.173
11,12,4,2,10085.6,136.834
11,12,4,3,7622.83,112.043
11,12,4,4,5795.85,90.4574
11,12,4,5,8206.78,103.523
11,12,4,6,4815.07,76.841
