xq2_bin,z_bin_phiavg,pt2_bin_phiavg,phi_nonzero_mean,phi_nonzero_count,phi_nonzero_sum,z_bin0,pt2_bin0,z_bin_spec,pt2_bin_spec,content,error,_merge,diff(phiavg - spec),ratio(phiavg/spec),abs_rel_diff
2,6.0,3.0,7292.762,5.0,36463.81,5.0,2.0,5.0,2.0,2323.92,100.528,both,4968.842,3.1381295397431925,2.1381295397431925
2,6.0,4.0,5335.716,5.0,26678.58,5.0,3.0,5.0,3.0,1907.97,130.311,both,3427.746,2.796540826113618,1.7965408261136182
2,6.0,5.0,8971.071666666665,6.0,53826.42999999999,5.0,4.0,5.0,4.0,3446.99,140.375,both,5524.081666666665,2.602581285894843,1.6025812858948432
2,6.0,6.0,6129.211666666667,6.0,36775.270000000004,5.0,5.0,5.0,5.0,3025.35,123.241,both,3103.861666666667,2.025951267346478,1.025951267346478
2,6.0,7.0,4879.428333333333,6.0,29276.57,5.0,6.0,5.0,6.0,2370.63,99.4267,both,2508.798333333333,2.05828338177334,1.05828338177334
2,6.0,8.0,4765.541666666667,6.0,28593.25,5.0,7.0,5.0,7.0,2637.29,147.365,both,2128.251666666667,1.8069843159708137,0.8069843159708137
2,6.0,9.0,2615.186666666667,6.0,15691.12,5.0,8.0,5.0,8.0,1197.12,51.3738,both,1418.066666666667,2.184565178650985,1.184565178650985
2,6.0,10.0,1762.9871428571428,7.0,12340.91,5.0,9.0,5.0,9.0,570.182,32.0185,both,1192.8051428571428,3.091972638310474,2.091972638310474
2,6.0,11.0,883.4638749999999,8.0,7067.710999999999,5.0,10.0,5.0,10.0,89.3148,19.3442,both,794.1490749999999,9.891573121140055,8.891573121140055
2,7.0,1.0,4751.16375,8.0,38009.31,6.0,0.0,6.0,0.0,3268.06,207.779,both,1483.1037499999998,1.453817784863191,0.45381778486319096
2,7.0,2.0,4830.38,5.0,24151.9,6.0,1.0,6.0,1.0,1930.35,129.342,both,2900.03,2.502333773667988,1.5023337736679878
2,7.0,3.0,4847.245,4.0,19388.98,6.0,2.0,6.0,2.0,1409.87,89.8355,both,3437.375,3.438079397391249,2.438079397391249
2,7.0,4.0,3258.55,4.0,13034.2,6.0,3.0,6.0,3.0,1116.57,54.3922,both,2141.9800000000005,2.918357111511146,1.9183571115111462
2,7.0,5.0,5234.2699999999995,5.0,26171.35,6.0,4.0,6.0,4.0,1719.27,55.8747,both,3514.9999999999995,3.0444723632704576,2.0444723632704576
2,7.0,6.0,3675.6279999999997,5.0,18378.14,6.0,5.0,6.0,5.0,1233.15,77.2786,both,2442.4779999999996,2.980681993269269,1.9806819932692692
2,7.0,7.0,2684.9416666666666,6.0,16109.65,6.0,6.0,6.0,6.0,777.288,63.526,both,1907.6536666666666,3.4542430433335736,2.4542430433335736
2,7.0,8.0,2232.366666666667,6.0,13394.2,6.0,7.0,6.0,7.0,478.466,41.2553,both,1753.900666666667,4.665674607321454,3.665674607321454
2,7.0,9.0,1014.4441666666667,6.0,6086.665,6.0,8.0,6.0,8.0,109.976,20.0585,both,904.4681666666667,9.224232256734803,8.224232256734803
2,7.0,10.0,466.8392,5.0,2334.196,6.0,9.0,6.0,9.0,0.0,0.0,both,466.8392,,
2,7.0,11.0,156.127,2.0,312.254,6.0,10.0,6.0,10.0,0.0,0.0,both,156.127,,
2,8.0,1.0,1749.31,8.0,13994.48,7.0,0.0,7.0,0.0,387.732,54.2317,both,1361.578,4.511647220244911,3.511647220244911
2,8.0,2.0,1141.8266666666666,3.0,3425.48,7.0,1.0,7.0,1.0,209.995,40.2124,both,931.8316666666666,5.437399303158012,4.437399303158012
2,8.0,3.0,992.2353333333334,3.0,2976.706,7.0,2.0,7.0,2.0,118.285,23.8924,both,873.9503333333334,8.388513618238436,7.388513618238437
2,8.0,4.0,825.8283333333334,3.0,2477.485,7.0,3.0,7.0,3.0,55.4997,19.528,both,770.3286333333334,14.879870221520719,13.879870221520719
2,8.0,5.0,1168.151,5.0,5840.755,7.0,4.0,7.0,4.0,0.0,0.0,both,1168.151,,
2,8.0,6.0,750.145,3.0,2250.435,7.0,5.0,7.0,5.0,0.0,0.0,both,750.145,,
2,8.0,7.0,267.594,1.0,267.594,7.0,6.0,7.0,6.0,0.0,0.0,both,267.594,,
2,,,,,,,,7.0,7.0,0.0,0.0,right_only,,,
2,,,,,,,,7.0,8.0,0.0,0.0,right_only,,,
2,,,,,,,,7.0,9.0,0.0,0.0,right_only,,,
2,,,,,,,,7.0,10.0,0.0,0.0,right_only,,,
3,1.0,1.0,1227598.3333333333,6.0,7365590.0,0.0,0.0,0.0,0.0,271.837,117.475,both,1227326.4963333332,4515.935407370348,4514.935407370348
3,1.0,2.0,639302.25,8.0,5114418.0,0.0,1.0,0.0,1.0,203.228,79.1433,both,639099.022,3145.739022181983,3144.739022181983
3,1.0,3.0,335793.5714285714,7.0,2350555.0,0.0,2.0,0.0,2.0,55.1551,61.8078,both,335738.41632857145,6088.16902568523,6087.169025685231
3,1.0,4.0,216687.5,4.0,866750.0,0.0,3.0,0.0,3.0,62.634,32.4188,both,216624.866,3459.5826547881343,3458.5826547881343
3,1.0,5.0,171943.4,5.0,859717.0,0.0,4.0,0.0,4.0,0.0,0.0,both,171943.4,,
3,,,,,,,,0.0,5.0,0.0,0.0,right_only,,,
3,,,,,,,,0.0,6.0,0.0,0.0,right_only,,,
3,,,,,,,,0.0,7.0,0.0,0.0,right_only,,,
3,,,,,,,,0.0,8.0,0.0,0.0,right_only,,,
3,,,,,,,,0.0,9.0,0.0,0.0,right_only,,,
3,,,,,,,,0.0,10.0,0.0,0.0,right_only,,,
3,2.0,1.0,121036.3625,8.0,968290.9,1.0,0.0,1.0,0.0,13605.8,2681.93,both,107430.5625,8.895938680562702,7.895938680562701
3,2.0,2.0,95834.2375,8.0,766673.9,1.0,1.0,1.0,1.0,9310.2,1322.57,both,86524.0375,10.29346711134025,9.29346711134025
3,2.0,3.0,68450.4,8.0,547603.2,1.0,2.0,1.0,2.0,7753.27,867.911,both,60697.12999999999,8.828584584310876,7.828584584310876
3,2.0,4.0,49894.45,8.0,399155.6,1.0,3.0,1.0,3.0,5083.91,496.747,both,44810.53999999999,9.814188292082275,8.814188292082275
3,2.0,5.0,65157.2,8.0,521257.6,1.0,4.0,1.0,4.0,4325.03,364.144,both,60832.17,15.06514405680423,14.06514405680423
3,2.0,6.0,37438.9875,8.0,299511.9,1.0,5.0,1.0,5.0,1262.99,94.9011,both,36175.997500000005,29.64313850465958,28.643138504659582
3,2.0,7.0,19382.333333333332,6.0,116294.0,1.0,6.0,1.0,6.0,182.291,33.7612,both,19200.04233333333,106.32633170772738,105.32633170772738
3,2.0,8.0,16196.6,3.0,48589.8,1.0,7.0,1.0,7.0,0.0,0.0,both,16196.6,,
3,,,,,,,,1.0,8.0,0.0,0.0,right_only,,,
3,,,,,,,,1.0,9.0,0.0,0.0,right_only,,,
3,,,,,,,,1.0,10.0,0.0,0.0,right_only,,,
3,3.0,1.0,49261.9375,8.0,394095.5,2.0,0.0,2.0,0.0,16232.1,1231.66,both,33029.8375,3.034846846680343,2.034846846680343
3,3.0,2.0,37260.85,8.0,298086.8,2.0,1.0,2.0,1.0,12309.4,729.853,both,24951.449999999997,3.0270240629112712,2.027024062911271
3,3.0,3.0,30701.975,8.0,245615.8,2.0,2.0,2.0,2.0,9837.66,525.497,both,20864.315,3.1208615666733754,2.1208615666733754
3,3.0,4.0,26059.9125,8.0,208479.3,2.0,3.0,2.0,3.0,8624.57,329.653,both,17435.3425,3.021589772011822,2.021589772011822
3,3.0,5.0,33916.7875,8.0,271334.3,2.0,4.0,2.0,4.0,11037.2,345.534,both,22879.587499999998,3.072952152719892,2.072952152719892
3,3.0,6.0,20598.8125,8.0,164790.5,2.0,5.0,2.0,5.0,4988.81,248.635,both,15610.002499999999,4.129003209182149,3.1290032091821494
3,3.0,7.0,12029.245,8.0,96233.96,2.0,6.0,2.0,6.0,2152.16,135.618,both,9877.085000000001,5.589382294996655,4.589382294996655
3,3.0,8.0,9393.50375,8.0,75148.03,2.0,7.0,2.0,7.0,1089.4,52.0189,both,8304.10375,8.622639755828896,7.622639755828896
3,3.0,9.0,4627.107142857143,7.0,32389.75,2.0,8.0,2.0,8.0,221.145,29.7539,both,4405.962142857143,20.923408364906024,19.923408364906024
3,3.0,10.0,1929.852,5.0,9649.26,2.0,9.0,2.0,9.0,0.0,0.0,both,1929.852,,
3,,,,,,,,2.0,10.0,0.0,0.0,right_only,,,
3,4.0,1.0,21893.0625,8.0,175144.5,3.0,0.0,3.0,0.0,11531.1,639.367,both,10361.9625,1.8986100632203344,0.8986100632203345
3,4.0,2.0,18601.175,8.0,148809.4,3.0,1.0,3.0,1.0,8562.42,440.814,both,10038.755,2.1724202970655493,1.172420297065549
3,4.0,3.0,15160.733333333332,6.0,90964.4,3.0,2.0,3.0,2.0,6671.89,276.395,both,8488.84333333333,2.2723296297351023,1.272329629735102
3,4.0,4.0,13671.9,7.0,95703.3,3.0,3.0,3.0,3.0,5915.45,258.367,both,7756.45,2.3112189267088725,1.3112189267088725
3,4.0,5.0,19400.0375,8.0,155200.3,3.0,4.0,3.0,4.0,10046.4,307.049,both,9353.637499999999,1.9310437071985984,0.9310437071985984
3,4.0,6.0,12806.5625,8.0,102452.5,3.0,5.0,3.0,5.0,6261.69,299.355,both,6544.8725,2.0452246118859287,1.0452246118859287
3,4.0,7.0,8187.18125,8.0,65497.45,3.0,6.0,3.0,6.0,3262.24,128.359,both,4924.94125,2.5096808481288932,1.509680848128893
3,4.0,8.0,6959.33375,8.0,55674.67,3.0,7.0,3.0,7.0,2179.48,82.361,both,4779.85375,3.1931165920311266,2.1931165920311266
3,4.0,9.0,3394.4375,8.0,27155.5,3.0,8.0,3.0,8.0,811.52,46.1124,both,2582.9175,4.182814348383281,3.182814348383281
3,4.0,10.0,1909.2350000000001,8.0,15273.880000000001,3.0,9.0,3.0,9.0,227.786,43.4515,both,1681.449,8.38170475797459,7.381704757974591
3,4.0,11.0,480.2966,5.0,2401.483,3.0,10.0,3.0,10.0,0.0,0.0,both,480.2966,,
3,5.0,1.0,12201.95,8.0,97615.6,4.0,0.0,4.0,0.0,8638.57,375.207,both,3563.380000000001,1.4124965127330102,0.41249651273301036
3,5.0,2.0,9531.285,8.0,76250.28,4.0,1.0,4.0,1.0,5138.62,280.863,both,4392.665,1.8548335934550522,0.8548335934550522
3,5.0,3.0,7776.124285714286,7.0,54432.87,4.0,2.0,4.0,2.0,4148.42,187.581,both,3627.704285714286,1.8744785450157617,0.8744785450157616
3,5.0,4.0,7749.993333333333,6.0,46499.96,4.0,3.0,4.0,3.0,3655.89,202.574,both,4094.103333333333,2.119865021467641,1.1198650214676407
3,5.0,5.0,11539.95,8.0,92319.6,4.0,4.0,4.0,4.0,6384.74,237.098,both,5155.210000000001,1.8074267707064033,0.8074267707064032
3,5.0,6.0,8389.57,7.0,58726.99,4.0,5.0,4.0,5.0,5048.92,169.374,both,3340.6499999999996,1.6616563542302116,0.6616563542302115
3,5.0,7.0,5798.620000000001,7.0,40590.340000000004,4.0,6.0,4.0,6.0,3391.31,153.87,both,2407.310000000001,1.7098466374350918,0.7098466374350917
3,5.0,8.0,5381.910000000001,7.0,37673.37,4.0,7.0,4.0,7.0,2660.15,92.2146,both,2721.7600000000007,2.0231603481006712,1.0231603481006712
3,5.0,9.0,2826.9742857142855,7.0,19788.82,4.0,8.0,4.0,8.0,947.974,77.7261,both,1879.0002857142854,2.9821221739354513,1.982122173935451
3,5.0,10.0,1526.4557142857143,7.0,10685.19,4.0,9.0,4.0,9.0,280.992,33.4448,both,1245.4637142857143,5.432381399775489,4.4323813997754895
3,5.0,11.0,473.637625,8.0,3789.101,4.0,10.0,4.0,10.0,0.0,0.0,both,473.637625,,
3,6.0,1.0,7291.6849999999995,8.0,58333.479999999996,5.0,0.0,5.0,0.0,6767.3,224.877,both,524.3849999999993,1.0774880676192868,0.07748806761928675
3,6.0,2.0,6438.943333333334,6.0,38633.66,5.0,1.0,5.0,1.0,3797.59,147.642,both,2641.3533333333335,1.6955340975021878,0.6955340975021878
3,6.0,3.0,5470.1575,4.0,21880.63,5.0,2.0,5.0,2.0,2764.36,119.227,both,2705.7975,1.9788151687913296,0.9788151687913297
3,6.0,4.0,4839.144,5.0,24195.72,5.0,3.0,5.0,3.0,2124.7,96.4059,both,2714.4440000000004,2.277565773991623,1.2775657739916226
3,6.0,5.0,7622.294999999999,6.0,45733.77,5.0,4.0,5.0,4.0,3800.28,134.789,both,3822.014999999999,2.0057193154188635,1.0057193154188635
3,6.0,6.0,5387.401666666667,6.0,32324.41,5.0,5.0,5.0,5.0,3054.0,144.135,both,2333.4016666666666,1.7640476970093866,0.7640476970093866
3,6.0,7.0,3605.0833333333335,6.0,21630.5,5.0,6.0,5.0,6.0,1949.95,110.058,both,1655.1333333333334,1.8488080890963017,0.8488080890963017
3,6.0,8.0,3394.3716666666664,6.0,20366.23,5.0,7.0,5.0,7.0,1250.06,66.6546,both,2144.3116666666665,2.715366995717539,1.7153669957175388
3,6.0,9.0,1474.8183333333334,6.0,8848.91,5.0,8.0,5.0,8.0,342.038,35.413,both,1132.7803333333334,4.311855212968539,3.3118552129685397
3,6.0,10.0,690.1491666666667,6.0,4140.895,5.0,9.0,5.0,9.0,40.578,5.99378,both,649.5711666666667,17.00796408562932,16.00796408562932
3,6.0,11.0,180.85699999999997,3.0,542.5709999999999,5.0,10.0,5.0,10.0,0.0,0.0,both,180.85699999999997,,
3,7.0,1.0,4374.535,8.0,34996.28,6.0,0.0,6.0,0.0,3959.79,191.49,both,414.7449999999999,1.1047391402069302,0.10473914020693013
3,7.0,2.0,3581.2166666666667,6.0,21487.3,6.0,1.0,6.0,1.0,2046.75,115.404,both,1534.4666666666667,1.74970888807459,0.7497088880745898
3,7.0,3.0,3078.2799999999997,5.0,15391.4,6.0,2.0,6.0,2.0,1170.9,85.8401,both,1907.3799999999997,2.628986249893244,1.6289862498932441
3,7.0,4.0,2714.7175,4.0,10858.87,6.0,3.0,6.0,3.0,703.522,65.1433,both,2011.1955000000003,3.8587528179644703,2.8587528179644703
3,7.0,5.0,3804.4440000000004,5.0,19022.22,6.0,4.0,6.0,4.0,906.204,70.6317,both,2898.2400000000007,4.198220268283963,3.1982202682839636
3,7.0,6.0,2249.8766666666666,6.0,13499.26,6.0,5.0,6.0,5.0,392.385,28.2231,both,1857.4916666666666,5.733849832859733,4.733849832859733
3,7.0,7.0,1304.2016666666666,6.0,7825.21,6.0,6.0,6.0,6.0,125.79,30.701,both,1178.4116666666666,10.368087023345787,9.368087023345787
3,7.0,8.0,784.9768333333333,6.0,4709.861,6.0,7.0,6.0,7.0,0.0,0.0,both,784.9768333333333,,
3,7.0,9.0,207.28833333333333,3.0,621.865,6.0,8.0,6.0,8.0,0.0,0.0,both,207.28833333333333,,
3,,,,,,,,6.0,9.0,0.0,0.0,right_only,,,
3,,,,,,,,6.0,10.0,0.0,0.0,right_only,,,
3,8.0,1.0,760.875875,8.0,6087.007,7.0,0.0,7.0,0.0,83.9914,14.5341,both,676.884475,9.058973597296866,8.058973597296866
3,8.0,2.0,500.04125,4.0,2000.165,7.0,1.0,7.0,1.0,0.0,0.0,both,500.04125,,
3,8.0,3.0,335.1773333333333,3.0,1005.5319999999999,7.0,2.0,7.0,2.0,0.0,0.0,both,335.1773333333333,,
3,8.0,4.0,184.737,2.0,369.474,7.0,3.0,7.0,3.0,0.0,0.0,both,184.737,,
3,8.0,5.0,114.957,2.0,229.914,7.0,4.0,7.0,4.0,0.0,0.0,both,114.957,,
3,,,,,,,,7.0,5.0,0.0,0.0,right_only,,,
3,,,,,,,,7.0,6.0,0.0,0.0,right_only,,,
3,,,,,,,,7.0,7.0,0.0,0.0,right_only,,,
3,,,,,,,,7.0,8.0,0.0,0.0,right_only,,,
3,,,,,,,,7.0,9.0,0.0,0.0,right_only,,,
3,,,,,,,,7.0,10.0,0.0,0.0,right_only,,,
4,1.0,1.0,2324080.0,5.0,11620400.0,0.0,0.0,0.0,0.0,0.0,0.0,both,2324080.0,,
4,1.0,2.0,1751775.25,4.0,7007101.0,0.0,1.0,0.0,1.0,0.0,0.0,both,1751775.25,,
4,,,,,,,,0.0,2.0,0.0,0.0,right_only,,,
4,1.0,4.0,213763.5,2.0,427527.0,0.0,3.0,0.0,3.0,0.0,0.0,both,213763.5,,
4,,,,,,,,0.0,4.0,0.0,0.0,right_only,,,
4,,,,,,,,0.0,5.0,0.0,0.0,right_only,,,
4,,,,,,,,0.0,6.0,0.0,0.0,right_only,,,
4,,,,,,,,0.0,7.0,0.0,0.0,right_only,,,
4,,,,,,,,0.0,8.0,0.0,0.0,right_only,,,
4,,,,,,,,0.0,9.0,0.0,0.0,right_only,,,
4,,,,,,,,0.0,10.0,0.0,0.0,right_only,,,
4,2.0,1.0,128070.75,8.0,1024566.0,1.0,0.0,1.0,0.0,6199.35,1164.71,both,121871.4,20.65873841612427,19.65873841612427
4,2.0,2.0,106722.5875,8.0,853780.7,1.0,1.0,1.0,1.0,2667.86,469.671,both,104054.7275,40.00306893914973,39.00306893914973
4,2.0,3.0,79917.8625,8.0,639342.9,1.0,2.0,1.0,2.0,2144.06,298.878,both,77773.8025,37.274079316810166,36.274079316810166
4,2.0,4.0,57160.2875,8.0,457282.3,1.0,3.0,1.0,3.0,1487.07,159.558,both,55673.2175,38.43819557922627,37.43819557922627
4,2.0,5.0,73902.2875,8.0,591218.3,1.0,4.0,1.0,4.0,1090.56,109.546,both,72811.72750000001,67.76544848518193,66.76544848518193
4,2.0,6.0,40615.98333333333,6.0,243695.9,1.0,5.0,1.0,5.0,200.709,51.7506,both,40415.27433333333,202.36254145720088,201.36254145720085
4,2.0,7.0,18220.6,4.0,72882.4,1.0,6.0,1.0,6.0,0.0,0.0,both,18220.6,,
4,,,,,,,,1.0,7.0,0.0,0.0,right_only,,,
4,,,,,,,,1.0,8.0,0.0,0.0,right_only,,,
4,,,,,,,,1.0,9.0,0.0,0.0,right_only,,,
4,,,,,,,,1.0,10.0,0.0,0.0,right_only,,,
4,3.0,1.0,52377.175,8.0,419017.4,2.0,0.0,2.0,0.0,15305.0,1820.39,both,37072.175,3.422226396602418,2.422226396602418
4,3.0,2.0,43822.8,8.0,350582.4,2.0,1.0,2.0,1.0,8539.04,640.09,both,35283.76,5.132052315014334,4.132052315014334
4,3.0,3.0,36414.5375,8.0,291316.3,2.0,2.0,2.0,2.0,5594.5,464.307,both,30820.0375,6.5089887389400305,5.5089887389400305
4,3.0,4.0,27677.6625,8.0,221421.3,2.0,3.0,2.0,3.0,4888.67,325.762,both,22788.9925,5.661593541801758,4.661593541801758
4,3.0,5.0,37605.425,8.0,300843.4,2.0,4.0,2.0,4.0,5967.48,343.839,both,31637.945000000003,6.301726189279227,5.301726189279227
4,3.0,6.0,22175.2,8.0,177401.6,2.0,5.0,2.0,5.0,2337.77,156.762,both,19837.43,9.485620912236875,8.485620912236875
4,3.0,7.0,13215.7125,8.0,105725.7,2.0,6.0,2.0,6.0,746.134,60.7986,both,12469.5785,17.71225074852506,16.71225074852506
4,3.0,8.0,8063.143333333333,6.0,48378.86,2.0,7.0,2.0,7.0,262.453,32.0941,both,7800.690333333334,30.722237251368185,29.72223725136819
4,3.0,9.0,2884.044,5.0,14420.22,2.0,8.0,2.0,8.0,0.0,0.0,both,2884.044,,
4,,,,,,,,2.0,9.0,0.0,0.0,right_only,,,
4,,,,,,,,2.0,10.0,0.0,0.0,right_only,,,
4,4.0,1.0,25559.875,8.0,204479.0,3.0,0.0,3.0,0.0,14666.1,510.447,both,10893.775,1.7427860849169172,0.7427860849169172
4,4.0,2.0,20594.5125,8.0,164756.1,3.0,1.0,3.0,1.0,8944.76,321.45,both,11649.7525,2.302410852834509,1.3024108528345086
4,4.0,3.0,16840.8875,8.0,134727.1,3.0,2.0,3.0,2.0,5709.97,320.841,both,11130.9175,2.949382833885292,1.9493828338852917
4,4.0,4.0,14408.25,8.0,115266.0,3.0,3.0,3.0,3.0,4344.85,203.504,both,10063.4,3.31616741659666,2.31616741659666
4,4.0,5.0,21570.175,8.0,172561.4,3.0,4.0,3.0,4.0,6559.72,209.803,both,15010.454999999998,3.288276786204289,2.288276786204289
4,4.0,6.0,13656.71375,8.0,109253.71,3.0,5.0,3.0,5.0,3776.0,152.073,both,9880.71375,3.6167144465042376,2.6167144465042376
4,4.0,7.0,8127.7375,8.0,65021.9,3.0,6.0,3.0,6.0,1631.21,77.6062,both,6496.5275,4.982643252554852,3.982643252554852
4,4.0,8.0,6887.9925,8.0,55103.94,3.0,7.0,3.0,7.0,703.381,39.7808,both,6184.6115,9.792690590163796,8.792690590163796
4,4.0,9.0,2458.32,6.0,14749.92,3.0,8.0,3.0,8.0,101.869,35.9724,both,2356.451,24.132169747420708,23.132169747420708
4,4.0,10.0,728.4713333333334,6.0,4370.828,3.0,9.0,3.0,9.0,0.0,0.0,both,728.4713333333334,,
4,,,,,,,,3.0,10.0,0.0,0.0,right_only,,,
4,5.0,1.0,13812.2625,8.0,110498.1,4.0,0.0,4.0,0.0,11994.6,386.157,both,1817.6625000000004,1.1515400680306138,0.1515400680306138
4,5.0,2.0,10368.2375,8.0,82945.9,4.0,1.0,4.0,1.0,6477.2,255.116,both,3891.0374999999995,1.6007283239671461,0.6007283239671463
4,5.0,3.0,8507.7775,8.0,68062.22,4.0,2.0,4.0,2.0,4476.89,193.321,both,4030.8875,1.9003767124052633,0.9003767124052634
4,5.0,4.0,8386.703333333333,6.0,50320.22,4.0,3.0,4.0,3.0,3178.54,138.042,both,5208.163333333333,2.63853949716956,1.63853949716956
4,5.0,5.0,12884.0375,8.0,103072.3,4.0,4.0,4.0,4.0,4688.92,171.568,both,8195.1175,2.7477622778806206,1.7477622778806208
4,5.0,6.0,8643.0275,8.0,69144.22,4.0,5.0,4.0,5.0,3031.76,100.32,both,5611.2675,2.8508283967068633,1.8508283967068633
4,5.0,7.0,5664.03,8.0,45312.24,4.0,6.0,4.0,6.0,1340.57,63.887,both,4323.46,4.225090819576748,3.2250908195767476
4,5.0,8.0,4572.762857142857,7.0,32009.34,4.0,7.0,4.0,7.0,560.177,61.2907,both,4012.5858571428566,8.16306784666785,7.16306784666785
4,5.0,9.0,1751.5557142857142,7.0,12260.89,4.0,8.0,4.0,8.0,63.9325,16.938,both,1687.6232142857143,27.39695325985554,26.39695325985554
4,5.0,10.0,646.4091666666667,6.0,3878.455,4.0,9.0,4.0,9.0,0.0,0.0,both,646.4091666666667,,
4,,,,,,,,4.0,10.0,0.0,0.0,right_only,,,
4,6.0,1.0,8544.77875,8.0,68358.23,5.0,0.0,5.0,0.0,8818.16,394.746,both,-273.38125000000036,0.9689979258711567,0.031002074128843246
4,6.0,2.0,7020.84,8.0,56166.72,5.0,1.0,5.0,1.0,4247.31,141.631,both,2773.5299999999997,1.6530086101556043,0.6530086101556043
4,6.0,3.0,5574.77,6.0,33448.62,5.0,2.0,5.0,2.0,2568.18,128.641,both,3006.5900000000006,2.1707084394396032,1.1707084394396035
4,6.0,4.0,5224.192,5.0,26120.96,5.0,3.0,5.0,3.0,1761.24,78.2009,both,3462.952,2.9662010855987826,1.9662010855987828
4,6.0,5.0,7652.8099999999995,7.0,53569.67,5.0,4.0,5.0,4.0,2045.86,83.9407,both,5606.95,3.740632301330492,2.740632301330492
4,6.0,6.0,5385.04375,8.0,43080.35,5.0,5.0,5.0,5.0,971.096,46.9264,both,4413.947749999999,5.545325848319837,4.545325848319836
4,6.0,7.0,2788.4385714285713,7.0,19519.07,5.0,6.0,5.0,6.0,311.785,52.9946,both,2476.6535714285715,8.943466078960089,7.943466078960089
4,6.0,8.0,1711.5516666666665,6.0,10269.31,5.0,7.0,5.0,7.0,68.5408,21.9234,both,1643.0108666666665,24.971282311654758,23.971282311654758
4,6.0,9.0,492.72016666666667,6.0,2956.321,5.0,8.0,5.0,8.0,0.0,0.0,both,492.72016666666667,,
4,6.0,10.0,199.443,1.0,199.443,5.0,9.0,5.0,9.0,0.0,0.0,both,199.443,,
4,,,,,,,,5.0,10.0,0.0,0.0,right_only,,,
4,7.0,1.0,3894.1575000000003,8.0,31153.260000000002,6.0,0.0,6.0,0.0,1659.65,102.968,both,2234.5075,2.3463727291898895,1.3463727291898895
4,7.0,2.0,3107.292857142857,7.0,21751.05,6.0,1.0,6.0,1.0,647.01,53.0708,both,2460.282857142857,4.8025422437719,3.8025422437719003
4,7.0,3.0,2418.1066666666666,6.0,14508.64,6.0,2.0,6.0,2.0,278.845,46.7434,both,2139.2616666666663,8.671866688183997,7.671866688183995
4,7.0,4.0,1765.1475,4.0,7060.59,6.0,3.0,6.0,3.0,110.831,25.6035,both,1654.3165000000001,15.92647815141973,14.92647815141973
4,7.0,5.0,1953.0260000000003,5.0,9765.130000000001,6.0,4.0,6.0,4.0,49.536,17.6044,both,1903.4900000000002,39.426396963824295,38.426396963824295
4,7.0,6.0,925.7835,6.0,5554.701,6.0,5.0,6.0,5.0,0.0,0.0,both,925.7835,,
4,7.0,7.0,269.96566666666666,3.0,809.897,6.0,6.0,6.0,6.0,0.0,0.0,both,269.96566666666666,,
4,,,,,,,,6.0,7.0,0.0,0.0,right_only,,,
4,,,,,,,,6.0,8.0,0.0,0.0,right_only,,,
4,,,,,,,,6.0,9.0,0.0,0.0,right_only,,,
4,,,,,,,,6.0,10.0,0.0,0.0,right_only,,,
4,8.0,1.0,111.5111,2.0,223.0222,7.0,0.0,7.0,0.0,0.0,0.0,both,111.5111,,
4,,,,,,,,7.0,1.0,0.0,0.0,right_only,,,
4,,,,,,,,7.0,2.0,0.0,0.0,right_only,,,
4,,,,,,,,7.0,3.0,0.0,0.0,right_only,,,
4,,,,,,,,7.0,4.0,0.0,0.0,right_only,,,
4,,,,,,,,7.0,5.0,0.0,0.0,right_only,,,
4,,,,,,,,7.0,6.0,0.0,0.0,right_only,,,
4,,,,,,,,7.0,7.0,0.0,0.0,right_only,,,
4,,,,,,,,7.0,8.0,0.0,0.0,right_only,,,
4,,,,,,,,7.0,9.0,0.0,0.0,right_only,,,
4,,,,,,,,7.0,10.0,0.0,0.0,right_only,,,
5,,,,,,,,0.0,0.0,0.0,0.0,right_only,,,
5,,,,,,,,0.0,1.0,0.0,0.0,right_only,,,
5,,,,,,,,0.0,2.0,0.0,0.0,right_only,,,
5,,,,,,,,0.0,3.0,0.0,0.0,right_only,,,
5,,,,,,,,0.0,4.0,0.0,0.0,right_only,,,
5,,,,,,,,0.0,5.0,0.0,0.0,right_only,,,
5,,,,,,,,0.0,6.0,0.0,0.0,right_only,,,
5,,,,,,,,0.0,7.0,0.0,0.0,right_only,,,
5,,,,,,,,0.0,8.0,0.0,0.0,right_only,,,
5,,,,,,,,0.0,9.0,0.0,0.0,right_only,,,
5,,,,,,,,0.0,10.0,0.0,0.0,right_only,,,
5,2.0,1.0,155008.125,8.0,1240065.0,1.0,0.0,1.0,0.0,498.054,137.298,both,154510.071,311.2275476153188,310.2275476153188
5,2.0,2.0,121080.5125,8.0,968644.1,1.0,1.0,1.0,1.0,168.462,52.8072,both,120912.0505,718.7407991119659,717.7407991119659
5,2.0,3.0,100710.3875,8.0,805683.1,1.0,2.0,1.0,2.0,118.481,48.8389,both,100591.9065,850.0129767642069,849.0129767642069
5,2.0,4.0,69424.65000000001,6.0,416547.9,1.0,3.0,1.0,3.0,65.2509,22.4688,both,69359.39910000001,1063.9646349705522,1062.9646349705522
5,2.0,5.0,100505.51666666666,6.0,603033.1,1.0,4.0,1.0,4.0,50.8801,17.3266,both,100454.63656666667,1975.3403917576159,1974.3403917576159
5,2.0,6.0,43062.8,4.0,172251.2,1.0,5.0,1.0,5.0,0.0,0.0,both,43062.8,,
