xq2_bin,ybin,z_bin,pt2_bin,nphi,content,error
13,14,3,2,8,35999.73408287931,1035.4938353532953
13,14,3,3,8,27645.309182642755,744.8734740768275
13,14,3,4,8,23572.089959383098,504.6245547835765
13,14,3,5,8,31853.20974017952,427.9519600917202
13,14,3,6,8,19009.25480291826,252.65170858757008
13,14,3,7,8,10762.635930535791,158.77061113648156
13,14,3,8,8,8496.225896057378,116.55770878448376
13,14,3,9,8,4184.874650121681,81.80412973343566
13,14,3,10,8,2224.000038424094,69.10380447643446
13,14,3,11,8,993.9726551240798,78.66419188669622
13,14,4,1,8,18599.048642771828,595.6534005349503
13,14,4,2,8,17182.215220330807,708.9085268133033
13,14,4,3,8,12921.116792465242,698.2242895036213
13,14,4,4,8,9304.450645967132,165.29229834917155
13,14,4,5,8,14262.86445583951,353.9808500957481
13,14,4,6,8,11723.169553584825,437.7991710761962
13,14,4,7,8,7656.648455595733,314.42252692176424
13,14,4,8,8,6579.371256260938,163.39552969871673
13,14,4,9,8,3437.303728953487,74.82736252233978
13,14,4,10,8,2000.9263810547268,48.41032211033282
13,14,4,11,8,1072.440159024196,31.716576710914566
13,14,5,1,8,11210.575032867364,286.37131040892854
13,14,5,2,8,7207.9292909734195,227.95416731691463
13,14,5,3,8,6229.384771619968,169.6419192038929
13,14,5,4,8,5350.270094167902,154.44775958292996
13,14,5,5,8,8048.18316370657,129.53895707196733
13,14,5,6,8,5768.454462340729,85.97381932277233
13,14,5,7,8,4158.330524347727,66.69868874353567
13,14,5,8,8,3857.7239521293986,61.81436690809089
13,14,5,9,8,2436.400246702438,95.77316654974152
13,14,5,10,8,1606.4329733963373,49.18717333330286
13,14,5,11,8,968.4884795714104,31.88965246627431
13,14,6,1,8,6402.723754200384,150.4717304071904
13,14,6,2,8,4725.954418425382,181.74505435096805
13,14,6,3,8,3503.229033882645,109.73868012682846
13,14,6,4,8,3235.009673515865,91.49953463440697
13,14,6,5,8,5054.603430762048,118.98610802530986
13,14,6,6,8,3787.865052898623,77.98413895979955
13,14,6,7,8,2826.565780831181,55.90375881874453
13,14,6,8,8,2690.8915335590254,49.05869810424472
13,14,6,9,8,1511.832118651611,34.196871606006184
13,14,6,10,8,1024.436345429113,27.40096500434775
13,14,6,11,8,429.5778312840913,16.96082351054514
13,14,7,1,8,3850.0067822120714,100.17923330191908
13,14,7,2,8,3184.1404170891437,137.35924721272357
13,14,7,3,8,2533.664893382758,152.450299031931
13,14,7,4,8,1994.9226892329957,68.7041101668272
13,14,7,5,8,2861.9566872855316,82.18515257772084
13,14,7,6,8,1923.3399676668832,77.33949074726357
13,14,7,7,8,1337.200069389017,41.74987716766666
13,14,7,8,8,1118.0711389494115,33.877947079077614
13,14,7,9,8,522.8200559757365,22.771972763113155
13,14,7,10,8,199.6571755227875,14.63712934788671
13,14,7,11,8,0.0,0.0
13,14,8,1,8,981.4757919978454,48.5109777200998
13,14,8,2,8,538.60700698158,29.62154265796262
13,14,8,3,8,326.63250921299425,25.44689285813022
13,14,8,4,8,224.81734272066154,15.383425030185515
13,14,8,5,8,297.06505495084514,28.254036003875616
13,14,8,6,8,0.0,0.0
13,14,8,7,8,0.0,0.0
13,14,8,8,8,0.0,0.0
13,14,8,9,8,0.0,0.0
13,14,8,10,8,0.0,0.0
13,14,8,11,8,0.0,0.0
14,15,1,1,8,615420.5427366125,23298.540313276808
14,15,1,2,8,304456.9770647484,17015.002826321357
14,15,1,3,8,177089.83110309154,4768.575220839166
14,15,1,4,8,93051.3978415694,3565.6525387896977
14,15,1,5,8,90123.02668787108,5383.011034185223
14,15,1,6,8,0.0,0.0
14,15,1,7,8,0.0,0.0
14,15,1,8,8,0.0,0.0
14,15,1,9,8,0.0,0.0
14,15,1,10,8,0.0,0.0
14,15,1,11,8,0.0,0.0
14,15,2,1,8,75065.34327131846,1731.477412786375
14,15,2,2,8,58807.860872449935,1842.013248426871
14,15,2,3,8,43642.46043464807,716.8025098471044
14,15,2,4,8,33316.34441287621,464.0675242043474
14,15,2,5,8,39328.58306705854,497.7377060175112
14,15,2,6,8,22098.257220420215,419.2466028711507
14,15,2,7,8,12878.771798705113,445.91744874852003
14,15,2,8,8,8169.962404996795,801.9073582464326
14,15,2,9,8,0.0,0.0
14,15,2,10,8,0.0,0.0
14,15,2,11,8,0.0,0.0
14,15,3,1,8,31050.558467533046,604.0450140911925
14,15,3,2,8,25616.606439335552,498.9447765892879
14,15,3,3,8,21015.008085945683,595.2192419312406
14,15,3,4,8,15333.840436958824,336.38496064056244
14,15,3,5,8,22577.34861833238,313.92877995487333
14,15,3,6,8,13324.723529361807,204.7104250225991
14,15,3,7,8,7576.65477306985,141.40370142032688
14,15,3,8,8,5459.037441892709,125.4645166337376
14,15,3,9,8,2587.558805732895,100.6800968490805
14,15,3,10,8,880.1949979334142,83.24208242583093
14,15,3,11,8,0.0,0.0
14,15,4,1,8,15023.980849546924,269.01839949661735
14,15,4,2,8,13061.97958861483,354.4860796659868
14,15,4,3,8,10759.602582880538,289.90218139659663
14,15,4,4,8,9128.39398359629,332.51283400396295
14,15,4,5,8,12449.355697588047,321.429024527872
14,15,4,6,8,7917.739813474075,205.3009285965299
14,15,4,7,8,5172.054576092614,162.0745922673745
14,15,4,8,8,4345.133214596468,122.5457003589476
14,15,4,9,8,1960.0307813919767,60.23289124914477
14,15,4,10,8,861.0799269824424,33.90067464353638
14,15,4,11,8,230.1186918846341,17.755388121206394
14,15,5,1,8,8267.618631444888,142.12152513175178
14,15,5,2,8,6866.8853956845915,226.4804536968207
14,15,5,3,8,5343.6419066942835,247.14033816966204
14,15,5,4,8,3784.5932991499367,101.15291522863704
14,15,5,5,8,7328.227123713942,259.9625602259339
14,15,5,6,8,5168.206674977687,253.02097382580828
14,15,5,7,8,2889.0298002158197,52.301168818961486
14,15,5,8,8,2821.1796038912257,102.04721069475883
14,15,5,9,8,1247.7171699155988,30.789851078317625
14,15,5,10,8,608.4715518604337,21.01832464843034
14,15,5,11,8,141.9985590475887,10.29519620633777
14,15,6,1,8,4965.756960612136,89.44579953747927
14,15,6,2,8,4595.545491708631,134.65205182624055
14,15,6,3,8,3930.1415745527065,173.64955777032782
14,15,6,4,8,2536.9401399617645,69.45023846706019
14,15,6,5,8,3820.2025003680947,84.37513662204509
14,15,6,6,8,3057.87888915106,171.63068518469603
14,15,6,7,8,1771.864519908478,41.28329373012482
14,15,6,8,8,1400.1745239201223,33.587688906270785
14,15,6,9,8,579.5132433665561,21.49718691658622
14,15,6,10,8,191.28386257031588,13.102780052974149
14,15,6,11,8,0.0,0.0
14,15,7,1,8,2744.923249352367,54.26863049908416
14,15,7,2,8,2220.981963766114,63.071645000743445
14,15,7,3,8,1421.4411843838827,51.608521204275306
14,15,7,4,8,1104.7965822737458,46.684892146119125
14,15,7,5,8,1419.0890692108007,45.91765877339109
14,15,7,6,8,598.6886853768003,23.891819087501386
14,15,7,7,8,336.12831032388266,19.281930175766497
14,15,7,8,8,199.4986683729014,15.792570342851915
14,15,7,9,8,0.0,0.0
14,15,7,10,8,0.0,0.0
14,15,7,11,8,0.0,0.0
14,15,8,1,8,109.8524459897434,13.534087857989231
14,15,8,2,8,0.0,0.0
14,15,8,3,8,0.0,0.0
14,15,8,4,8,0.0,0.0
14,15,8,5,8,0.0,0.0
14,15,8,6,8,0.0,0.0
14,15,8,7,8,0.0,0.0
14,15,8,8,8,0.0,0.0
14,15,8,9,8,0.0,0.0
14,15,8,10,8,0.0,0.0
14,15,8,11,8,0.0,0.0
15,16,1,1,8,1519810.552021943,163712.40642807566
15,16,1,2,8,458841.7796345687,29177.631683298496
15,16,1,3,8,216241.36978716988,12602.988726220816
15,16,1,4,8,67355.19657276847,6125.96789696382
15,16,1,5,8,0.0,0.0
15,16,1,6,8,0.0,0.0
15,16,1,7,8,0.0,0.0
15,16,1,8,8,0.0,0.0
15,16,1,9,8,0.0,0.0
15,16,1,10,8,0.0,0.0
15,16,1,11,8,0.0,0.0
15,16,2,1,8,155388.6381199691,2601.294679490654
15,16,2,2,8,114981.80747284043,2178.1695534612213
15,16,2,3,8,84250.14004222688,1553.3500860138743
15,16,2,4,8,58431.79425446595,1003.1916997991991
15,16,2,5,8,66865.39274614697,1369.0265194194867
15,16,2,6,8,34290.559913209916,2362.437447080526
15,16,2,7,8,6051.780477221429,606.7249650396196
