xq2_bin,ybin,z_bin,pt2_bin,nphi,content,error
10,11,2,2,8,909234.9736511488,25818.724358324856
10,11,2,3,8,703406.8623030258,9563.584653772941
10,11,2,4,8,531378.6813798582,7914.671456691293
10,11,2,5,8,657205.0237077957,9570.47779552955
10,11,2,6,8,384707.07523678214,12176.344468251567
10,11,2,7,6,148852.60592206064,5817.844505298055
10,11,2,8,1,26243.0440323385,4306.109788434785
10,11,3,1,8,501342.8615655585,6885.885661782863
10,11,3,2,8,389481.31901697343,4973.850062295134
10,11,3,3,8,331860.8775987111,6807.3040559646915
10,11,3,4,8,262599.1035574771,3612.8876544864233
10,11,3,5,8,357334.10244870605,3709.4810401896048
10,11,3,6,8,207050.7491705653,2650.6779899124467
10,11,3,7,8,120296.23271525998,2291.468715354057
10,11,3,8,8,97496.35784114768,2900.782189325793
10,11,3,9,6,25444.389954098053,1014.3727525494226
10,11,3,10,1,1543.4291591644035,356.27468508560105
10,11,4,1,8,242756.08398261527,2827.04188908171
10,11,4,2,8,197043.07561083694,3312.2717185410534
10,11,4,3,8,162969.69483365913,2737.999522321757
10,11,4,4,8,139375.99370099205,3004.060352136354
10,11,4,5,8,197060.65399162986,3065.0100977579145
10,11,4,6,8,126821.50200490764,1881.7986511812117
10,11,4,7,8,78791.2439039483,1491.1790913969162
10,11,4,8,8,66750.73824374743,1262.1083466695425
10,11,4,9,8,29623.40558733331,816.8530551586189
10,11,4,10,8,13575.451429698036,773.1468029657319
10,11,4,11,4,1058.2756510078539,105.80672016323166
10,11,5,1,8,128772.06040382666,1687.1924850378798
10,11,5,2,8,105888.35892271437,2286.644626235417
10,11,5,3,8,86311.11969503171,2309.0327649827614
10,11,5,4,8,78801.44887232492,2170.606648104959
10,11,5,5,8,123983.33563567443,2894.022129758976
10,11,5,6,8,81680.38767684827,1957.6080650013307
10,11,5,7,8,53510.79940646677,1499.8310338116407
10,11,5,8,7,41004.95442586659,1040.435978266946
10,11,5,9,6,14892.31338978991,335.07681482667374
10,11,5,10,7,6386.9007113774505,268.19670871840094
10,11,5,11,5,1011.9286472989879,91.05883298177835
10,11,6,1,8,79790.10815256469,950.9629484870733
10,11,6,2,8,69635.9641372446,1570.272357162488
10,11,6,3,7,51124.51863859591,1405.306337054582
10,11,6,4,6,39140.407372833084,1095.6450468921882
10,11,6,5,6,59387.40071711977,1132.239591233596
10,11,6,6,8,50413.183403557254,1941.5137195364864
10,11,6,7,8,30423.73528204124,1353.880644061882
10,11,6,8,7,18529.84889760149,900.9182510127382
10,11,6,9,6,5387.4261583193775,191.28675040204286
10,11,6,10,6,2067.696656483803,130.6752142964956
10,11,7,1,8,39512.77900295208,557.2439531236752
10,11,7,2,8,30219.59865998442,715.5453556855607
10,11,7,3,7,21140.19552194004,1001.4187480583995
10,11,7,4,6,13794.434151703801,600.1434890603343
10,11,7,5,6,16019.347888988998,613.8012541492608
10,11,7,6,6,7925.915389514362,413.9692568826593
10,11,7,7,5,2808.054789206714,161.92321357578552
10,11,7,8,4,1300.9034040029267,106.19156716670456
10,11,8,1,6,1844.4610420789634,154.37317523918335
10,11,8,2,1,165.80639326107655,50.903975117086404
11,12,2,1,8,749957.6265298147,18463.51394927792
11,12,2,2,8,570507.6441678454,18001.618682987464
11,12,2,3,8,478024.6313893337,15157.466985862791
11,12,2,4,8,450617.6893125168,29198.520586733786
11,12,2,5,6,331602.28947099776,9693.095252479274
11,12,2,6,5,139363.29378094836,10532.209620318004
11,12,3,1,8,315496.9146765552,4961.623282513871
11,12,3,2,8,258403.1767849736,4082.8304064024514
11,12,3,3,8,209644.88869940033,4553.853290286397
11,12,3,4,8,184562.8575326666,3781.2238877231844
11,12,3,5,8,239317.59553345977,4604.716483115761
11,12,3,6,7,120945.54747647466,5493.115621937771
11,12,3,7,6,49268.414106409444,1809.4507941484062
11,12,3,8,6,26248.350103270022,1848.027002623374
11,12,4,1,8,168062.71295384289,2061.19346275838
11,12,4,2,8,133327.58943797875,2243.5906817793066
11,12,4,3,8,117440.68551943022,2101.5444665753253
11,12,4,4,8,94332.01983778967,2038.4577302954474
11,12,4,5,8,131853.1907568449,2503.4139846432445
11,12,4,6,8,78919.68259363537,1637.590083885158
11,12,4,7,8,45907.39106837185,1641.3958686038904
11,12,4,8,6,16773.471110076083,690.432787737692
11,12,4,9,3,1501.6026341238128,142.90177805395604
11,12,5,1,8,97464.90205933909,1115.3905235312402
11,12,5,2,8,76762.44589241831,1405.5513863247286
11,12,5,3,8,65486.447374795964,1535.3102255859274
11,12,5,4,8,49654.03659624233,1206.586424670589
11,12,5,5,8,75328.11572746691,1528.5456706550508
11,12,5,6,8,43476.697316477446,1120.1777457894061
11,12,5,7,8,22513.287264781233,830.8701643721103
11,12,5,8,6,8117.432167919146,332.1138061757138
11,12,5,9,5,1450.7520370250038,278.3168493797179
11,12,6,1,8,51276.4296831758,651.7292547375857
11,12,6,2,8,41135.42170405471,798.9640886997076
11,12,6,3,8,32382.892436362057,994.1248558277243
11,12,6,4,7,20897.57424029783,739.9385126896606
11,12,6,5,7,25254.516681572197,981.4342868818422
11,12,6,6,7,11027.780256964194,536.5162969311649
11,12,6,7,6,3016.654755695054,176.97844537205074
11,12,6,8,3,719.5181015436453,104.82035987661263
11,12,7,1,8,10196.391620819511,256.0462520159678
11,12,7,2,8,6785.565504616006,313.61677110371437
11,12,7,3,5,2687.8753689053965,209.99858389251423
11,12,7,4,4,957.9292725612099,106.99104701415955
11,12,7,5,2,408.51013587674885,59.634651326379384
12,13,2,1,8,985152.4817828116,40840.23310626899
12,13,2,2,8,807542.8967578093,56734.2441800553
12,13,2,3,6,433793.16113940626,20691.54872693894
12,13,2,4,5,270373.9779174464,21604.28092707334
12,13,2,5,4,180446.13414227765,8486.768642515979
12,13,3,1,8,463945.4058832775,7846.868917059858
12,13,3,2,8,336545.66850555106,6324.479816070114
12,13,3,3,8,264513.13899068756,6945.445742360462
12,13,3,4,8,252296.08878274175,16766.04134697009
12,13,3,5,6,180455.50552783313,3956.4971155077583
12,13,3,6,6,62257.46107515588,2943.9700057693813
12,13,3,7,3,8939.54178115101,830.0219011961718
12,13,4,1,8,243363.07992428288,2887.785473977882
12,13,4,2,8,183901.8444012166,2821.17441202059
12,13,4,3,8,140322.46871945792,2336.156197731229
12,13,4,4,8,96796.70339894544,2144.745699600761
12,13,4,5,8,112357.57728259206,3286.5640169654134
12,13,4,6,6,28765.18050820191,960.0506910109096
12,13,4,7,5,6563.757610240415,485.7974185171699
12,13,4,8,1,227.83923225081986,64.34924348000683
12,13,5,1,8,126912.07987925874,1221.2775054409115
12,13,5,2,8,82888.37284868026,1226.8497774680607
12,13,5,3,8,56779.440068181044,1208.8783122399707
12,13,5,4,8,33707.246771419355,997.3012316971017
12,13,5,5,8,33948.36361992136,930.9558876858848
12,13,5,6,6,9030.789529904616,589.901282121251
12,13,5,7,3,1099.9217183670648,117.6588586366285
12,13,6,1,8,28190.655231292738,463.17974987043215
12,13,6,2,8,17149.04474163163,457.83203859261573
12,13,6,3,8,10693.73184716325,580.6699416026605
12,13,6,4,5,3258.4691552435947,246.7113732865903
12,13,6,5,5,2303.313088699451,194.32644670742764
12,13,7,1,2,524.9774811155345,97.86324738173106
13,14,1,1,6,6909928.682268732,226632.43382187886
13,14,1,2,8,3903976.142253047,112007.97712562786
13,14,1,3,8,2212799.5451645795,37967.39848029192
13,14,1,4,8,1171111.1211385303,22662.875463633118
13,14,1,5,8,1219450.4128680066,25459.016816672764
13,14,1,6,3,204366.60760360362,41175.174767645745
13,14,2,1,8,1341080.0221551782,30747.272872594716
13,14,2,2,8,630604.9962343879,21575.38140061128
13,14,2,3,8,474027.2655306885,7025.395808304134
13,14,2,4,8,360828.562078946,4086.6477934753175
13,14,2,5,8,443643.46858309384,4116.221347113246
13,14,2,6,8,240222.39678574316,2846.3243769006403
13,14,2,7,8,130293.93784504494,2169.9928091658967
13,14,2,8,8,109038.72987310993,2724.346543005799
13,14,2,9,7,45963.791375297056,4254.7364130724845
13,14,3,1,8,346546.8141851697,7829.724117977283
13,14,3,2,8,287997.8726630345,8283.950682826362
13,14,3,3,8,221162.47346114204,5958.98779261462
13,14,3,4,8,188576.71967506479,4036.996438268612
13,14,3,5,8,254825.67792143617,3423.6156807337616
13,14,3,6,8,152074.0384233461,2021.2136687005607
13,14,3,7,8,86101.08744428633,1270.1648890918525
13,14,3,8,8,67969.80716845902,932.4616702758701
13,14,3,9,8,33478.99720097345,654.4330378674853
13,14,3,10,8,17792.00030739275,552.8304358114757
13,14,3,11,6,7951.781240992638,629.3135350935697
13,14,4,1,8,148792.38914217462,4765.227204279602
13,14,4,2,8,137457.72176264646,5671.268214506426
13,14,4,3,8,103368.93433972193,5585.794316028971
13,14,4,4,6,74435.60516773706,1322.3383867933726
13,14,4,5,7,114102.91564671608,2831.846800765985
13,14,4,6,8,93785.3564286786,3502.3933686095697
13,14,4,7,8,61253.187644765865,2515.380215374114
13,14,4,8,8,52634.970050087504,1307.1642375897338
13,14,4,9,8,27498.429831627895,598.6189001787183
13,14,4,10,8,16007.411048437814,387.28257688266257
13,14,4,11,8,8579.521272193568,253.73261368731653
13,14,5,1,8,89684.60026293891,2290.9704832714283
13,14,5,2,6,57663.434327787356,1823.633338535317
13,14,5,3,6,49835.078172959744,1357.1353536311433
13,14,5,4,6,42802.16075334322,1235.5820766634397
13,14,5,5,6,64385.46530965256,1036.3116565757389
13,14,5,6,6,46147.63569872583,687.7905545821786
13,14,5,7,6,33266.64419478182,533.5895099482854
13,14,5,8,6,30861.79161703519,494.5149352647271
13,14,5,9,7,19491.201973619503,766.1853323979321
13,14,5,10,7,12851.463787170698,393.49738666642287
13,14,5,11,8,7747.907836571283,255.11721973019448
13,14,6,1,8,51221.79003360307,1203.7738432575231
13,14,6,2,7,37807.635347403055,1453.9604348077444
13,14,6,3,6,28025.83227106116,877.9094410146276
13,14,6,4,6,25880.07738812692,731.9962770752558
13,14,6,5,6,40436.82744609639,951.8888642024789
13,14,6,6,6,30302.920423188985,623.8731116783964
13,14,6,7,6,22612.52624664945,447.2300705499563
13,14,6,8,6,21527.132268472204,392.46958483395775
13,14,6,9,6,12094.656949212887,273.57497284804947
13,14,6,10,6,8195.490763432905,219.20772003478203
13,14,6,11,6,3436.6226502727304,135.6865880843611
13,14,7,1,8,30800.05425769657,801.4338664153527
13,14,7,2,7,25473.12333671315,1098.8739777017886
13,14,7,3,7,20269.319147062062,1219.602392255448
13,14,7,4,6,15959.381513863966,549.6328813346177
13,14,7,5,6,22895.653498284253,657.4812206217667
13,14,7,6,6,15386.719741335066,618.7159259781085
13,14,7,7,6,10697.600555112136,333.9990173413333
13,14,7,8,6,8944.569111595292,271.0235766326209
13,14,7,9,6,4182.560447805892,182.17578210490524
13,14,7,10,5,1597.2574041823,117.09703478309366
13,14,8,1,7,7851.806335982763,388.0878217607984
13,14,8,2,5,4308.85605585264,236.97234126370097
13,14,8,3,4,2613.060073703954,203.57514286504173
13,14,8,4,3,1798.5387417652923,123.06740024148412
13,14,8,5,4,2376.520439606761,226.03228803100492
14,15,1,1,6,4923364.3418929,186388.32250621446
14,15,1,2,7,2435655.8165179873,136120.02261057086
14,15,1,3,8,1416718.6488247323,38148.60176671333
14,15,1,4,8,744411.1827325552,28525.22031031758
14,15,1,5,7,720984.2135029687,43064.088273481786
14,15,2,1,8,600522.7461705477,13851.819302291
14,15,2,2,8,470462.8869795995,14736.105987414969
14,15,2,3,8,349139.68347718456,5734.420078776835
14,15,2,4,8,266530.7553030097,3712.5401936347794
14,15,2,5,8,314628.66453646834,3981.9016481400895
14,15,2,6,8,176786.05776336172,3353.9728229692055
14,15,2,7,8,103030.1743896409,3567.3395899881602
14,15,2,8,6,65359.69923997437,6415.258865971461
14,15,3,1,8,248404.46774026437,4832.36011272954
14,15,3,2,8,204932.85151468441,3991.5582127143034
14,15,3,3,8,168120.06468756546,4761.753935449925
14,15,3,4,8,122670.7234956706,2691.0796851244995
14,15,3,5,8,180618.78894665904,2511.4302396389867
14,15,3,6,8,106597.78823489445,1637.683400180793
14,15,3,7,8,60613.2381845588,1131.229611362615
14,15,3,8,8,43672.29953514167,1003.7161330699008
14,15,3,9,8,20700.47044586316,805.440774792644
14,15,3,10,6,7041.559983467314,665.9366594066474
14,15,4,1,8,120191.8467963754,2152.147195972939
14,15,4,2,8,104495.83670891864,2835.8886373278942
14,15,4,3,8,86076.8206630443,2319.217451172773
14,15,4,4,8,73027.15186877032,2660.1026720317036
14,15,4,5,8,99594.84558070438,2571.432196222976
14,15,4,6,8,63341.9185077926,1642.4074287722392
14,15,4,7,8,41376.436608740914,1296.596738138996
14,15,4,8,8,34761.06571677174,980.3656028715808
14,15,4,9,8,15680.246251135814,481.86312999315817
14,15,4,10,7,6888.639415859539,271.205397148291
14,15,4,11,7,1840.9495350770728,142.04310496965115
14,15,5,1,8,66140.9490515591,1136.9722010540142
14,15,5,2,8,54935.08316547673,1811.8436295745655
14,15,5,3,7,42749.13525355427,1977.1227053572964
14,15,5,4,6,30276.746393199493,809.2233218290962
14,15,5,5,7,58625.81698971154,2079.7004818074706
14,15,5,6,8,41345.653399821495,2024.1677906064663
14,15,5,7,6,23112.238401726558,418.4093505516919
14,15,5,8,7,22569.436831129806,816.3776855580705
14,15,5,9,6,9981.73735932479,246.318808626541
14,15,5,10,6,4867.7724148834695,168.14659718744272
14,15,5,11,6,1135.9884723807097,82.36156965070217
14,15,6,1,8,39726.05568489709,715.5663962998342
14,15,6,2,8,36764.36393366905,1077.2164146099244
14,15,6,3,8,31441.132596421652,1389.1964621626225
14,15,6,4,6,20295.521119694116,555.6019077364815
14,15,6,5,6,30561.620002944757,675.0010929763607
14,15,6,6,7,24463.03111320848,1373.0454814775683
14,15,6,7,6,14174.916159267825,330.26634984099854
14,15,6,8,6,11201.396191360978,268.7015112501663
14,15,6,9,6,4636.105946932449,171.97749533268976
14,15,6,10,5,1530.270900562527,104.82224042379318
14,15,7,1,8,21959.385994818935,434.1490439926733
14,15,7,2,8,17767.85571012891,504.57316000594756
14,15,7,3,6,11371.529475071062,412.86816963420245
14,15,7,4,6,8838.372658189966,373.479137168953
14,15,7,5,6,11352.712553686406,367.3412701871287
14,15,7,6,5,4789.509483014403,191.13455270001106
14,15,7,7,5,2689.0264825910613,154.25544140613198
14,15,7,8,5,1595.9893469832111,126.34056274281532
14,15,8,1,3,878.8195679179472,108.27270286391385
15,16,1,1,8,12158484.416175544,1309699.2514246053
15,16,1,2,7,3670734.23707655,233421.05346638797
15,16,1,3,7,1729930.958297359,100823.90980976653
15,16,1,4,4,538841.5725821478,49007.74317571056
15,16,2,1,8,1243109.1049597529,20810.35743592523
15,16,2,2,8,919854.4597827235,17425.35642768977
15,16,2,3,8,674001.120337815,12426.800688110994
15,16,2,4,8,467454.3540357276,8025.533598393593
15,16,2,5,8,534923.1419691758,10952.212155355894
15,16,2,6,8,274324.4793056793,18899.499576644208
15,16,2,7,3,48414.24381777143,4853.799720316957
15,16,3,1,8,545725.9915130589,5974.42080832299
15,16,3,2,8,413221.8218345049,5369.506973436253
15,16,3,3,8,329342.58383626916,4193.189853963791
15,16,3,4,8,260336.53011448975,3939.644948481815
15,16,3,5,8,329900.89916903235,3674.9931551353084
15,16,3,6,8,157041.82718705255,2472.304160484981
15,16,3,7,8,69857.5162794596,1859.1122377729125
15,16,3,8,7,33089.085813399804,1676.2271266612918
15,16,3,9,2,1739.13166298345,219.44726008546968
15,16,4,1,8,297442.33672017354,2467.521275792774
15,16,4,2,8,230189.2530351856,3078.238985444162
15,16,4,3,8,174052.38801322586,2337.087748908115
15,16,4,4,8,134806.60945892986,2006.6475640214883
15,16,4,5,8,180211.64218287353,2461.2795218021924
15,16,4,6,8,92334.91708014389,1682.9204722419486
15,16,4,7,8,44741.453794239766,1108.1444475675492
15,16,4,8,8,25637.927976046118,805.8023148923546
15,16,4,9,7,6049.5585060545245,346.7521981814431
15,16,4,10,3,655.9991194897674,76.13394206211775
15,16,5,1,8,157487.2089535353,1332.1648824722438
15,16,5,2,8,116247.07890121576,1510.484349607241
15,16,5,3,8,84674.20052471722,1458.257795399066
15,16,5,4,8,65872.7484436624,1431.0893846017866
15,16,5,5,8,84388.33497169308,1631.3316538920974
15,16,5,6,8,47711.431810294576,1259.1977398458885
15,16,5,7,8,24188.772946765625,957.5107334430469
15,16,5,8,7,11905.81727889485,550.0041898911459
15,16,5,9,6,2872.4982227362952,140.87956087547857
15,16,5,10,2,540.2724384778738,89.06534560362138
15,16,6,1,8,60760.248362756356,736.5793937335559
15,16,6,2,8,45776.26108363174,759.1477768636116
15,16,6,3,8,35181.52824106132,802.3470481735417
15,16,6,4,8,23241.103412312972,706.3486978634393
15,16,6,5,7,25020.522593909078,724.8535369694488
15,16,6,6,7,13083.9022079465,586.3234424639414
15,16,6,7,6,4457.561290379893,182.65710379100628
15,16,6,8,6,2502.4526009731753,136.86243168249857
15,16,7,1,8,10756.166097342646,272.0714596636652
15,16,7,2,8,8576.907890377835,295.60978387590336
15,16,7,3,7,4476.594333135021,249.06025293925356
15,16,7,4,6,2339.5810013550813,188.36678509098988
15,16,7,5,6,2675.263831885894,207.3179891023464
15,16,7,6,2,409.7188730662483,68.30047343479531
16,17,1,1,8,12086016.991635073,888504.1231921918
16,17,1,2,8,3387687.2914480986,105418.64396541758
16,17,1,3,8,1729401.4417207963,40565.58451117598
16,17,1,4,8,981440.4271790648,25174.141087226617
16,17,1,5,8,876321.1413854036,40624.82114141036
16,17,2,1,8,1269074.396310064,22830.440396446127
16,17,2,2,8,736894.5692727544,13586.359469720344
16,17,2,3,8,553636.1854902215,8223.259122959822
16,17,2,4,8,397857.6751822571,4675.728733243062
16,17,2,5,8,467450.24398924387,4324.422166871229
16,17,2,6,8,220531.9680236897,3302.057968886887
16,17,2,7,8,104323.41546586902,2924.595136437828
16,17,2,8,8,76780.92187938877,3949.6248758955408
16,17,3,1,8,425509.7497008691,6207.536389016326
16,17,3,2,8,342570.87427027454,4836.782136912488
16,17,3,3,8,268498.38300546224,4124.08421718904
16,17,3,4,8,213703.53397798177,3595.132727504616
16,17,3,5,8,284113.4633825119,3615.3644822945057
16,17,3,6,8,146262.76836898818,1983.9791417484696
16,17,3,7,8,77828.45277948598,1249.6624291709522
16,17,3,8,8,47176.34376934214,888.6717940896501
16,17,3,9,8,17563.85272847463,566.0086188639525
16,17,3,10,5,4283.289444972413,303.4416827017798
16,17,4,1,8,223969.02848270044,2656.1139687388336
16,17,4,2,8,182682.24502750157,3641.72859040626
16,17,4,3,8,142979.8036464426,2919.598809738422
16,17,4,4,8,115997.31914711338,2617.697385204125
16,17,4,5,8,158800.4777227831,3166.35038278539
16,17,4,6,8,93024.59607819076,2451.1960336108095
16,17,4,7,7,47040.60545267911,1490.3947929701787
16,17,4,8,8,37915.24949187949,1327.5603004300706
16,17,4,9,8,14242.294961715234,674.8759713786105
16,17,4,10,6,4787.611531729811,167.46186623259257
16,17,4,11,6,1507.398047830066,96.57942814364709
16,17,5,1,8,114688.62129788226,1530.6077921400313
16,17,5,2,8,94098.58802946977,1620.094118985933
16,17,5,3,8,73111.43307515013,1806.4022332035324
16,17,5,4,8,59065.387022648356,1841.4007989255279
16,17,5,5,8,78790.79035028483,3107.9331257286467
16,17,5,6,8,49850.998880188825,2290.8888352955887
16,17,5,7,6,24062.447861884924,440.03455112796166
16,17,5,8,6,17954.885281869836,344.01409942841667
16,17,5,9,6,8536.970914822352,227.02005435023693
16,17,5,10,6,3648.9448585651858,141.61029532815962
16,17,5,11,5,902.7674583980711,66.37763823652169
16,17,6,1,8,55394.865908017244,860.8179298841978
16,17,6,2,8,45284.892108676155,966.1007488236309
16,17,6,3,8,35664.181279683704,1068.4084364374376
16,17,6,4,7,27149.648945183486,898.0391913919697
16,17,6,5,8,43348.54309167926,2626.447741275734
16,17,6,6,6,19407.201106506116,442.78257645732276
16,17,6,7,6,11506.584363800046,312.21708099977576
16,17,6,8,6,9142.587003269777,251.67247484712863
16,17,6,9,6,3730.5366080955605,151.395070746309
16,17,6,10,5,1296.1486481207608,95.82126594810507
16,17,7,1,8,20052.519750113795,466.0794504817954
16,17,7,2,8,16102.512470288335,542.9916459678216
16,17,7,3,6,8527.915426351608,394.7165321784212
16,17,7,4,6,6737.704245836344,279.09628218638613
16,17,7,5,6,8690.056642100915,311.9477993503253
16,17,7,6,6,4872.579663325708,237.81908494987937
16,17,7,7,6,3464.0461348402046,363.2634429884226
16,17,7,8,3,820.660498636061,76.89867515041917
18,19,1,1,6,57481106.930858485,2159534.208859265
18,19,1,2,7,18571277.916332975,579918.3443342492
18,19,1,3,8,8452985.487034118,289046.36641134665
18,19,1,4,8,4035247.1452840855,85242.48499470037
18,19,1,5,8,3913241.0239332467,63831.22263234553
18,19,1,6,8,1466672.3353088829,57704.07066630666
18,19,2,1,6,4574333.087887302,69770.46766849638
18,19,2,2,8,4537126.389818671,98171.03791496182
18,19,2,3,8,1804206.1243941388,33256.332116471596
18,19,2,4,8,1281680.6579598547,22520.99953526742
18,19,2,5,8,1603695.1435516311,14318.974435451653
18,19,2,6,8,901835.2924668237,8217.407478582454
18,19,2,7,8,496164.54303651635,7358.759937716451
18,19,2,8,8,364264.63126721815,6772.516371286404
18,19,2,9,7,141422.7373703112,5329.304262197367
18,19,2,10,2,22050.560497683342,3394.3634600052037
18,19,3,1,8,1931716.3191637257,40978.765654079885
18,19,3,2,7,1052678.0626576424,66779.45951040865
18,19,3,3,8,774252.2032506034,13920.550787726948
18,19,3,4,8,659233.7851469812,9978.217069929608
18,19,3,5,8,909569.7192783148,11533.678100297533
18,19,3,6,8,550204.2707511142,5919.390782886272
18,19,3,7,8,335224.01175182965,3662.477400973536
18,19,3,8,8,262985.37095783633,3015.4438081683716
18,19,3,9,8,125575.17247911876,1935.5300336471419
18,19,3,10,8,73456.45905229748,1567.9316788102842
18,19,3,11,7,40568.06626338668,1447.9721171076144
18,19,4,1,8,558240.0229319982,15996.02769579249
18,19,4,2,7,376089.5736121767,11503.726272764898
18,19,4,3,6,304569.8084230559,8386.980720268857
18,19,4,4,8,374205.00295689306,24616.86135993599
18,19,4,5,8,516569.17921284586,10773.344514063312
18,19,4,6,8,342778.9510965092,6889.011825805086
18,19,4,7,8,217360.34189497406,3685.3556132907815
18,19,4,8,8,198261.82599294814,2559.002456378518
18,19,4,9,8,104953.15640956906,1563.0560130343094
18,19,4,10,8,61998.389727490416,1155.1675678353508
18,19,4,11,8,35835.30635224021,814.9220300972046
18,19,5,1,8,262149.07931982714,11402.697056136856
18,19,5,2,7,177173.59965653298,12380.754145416684
18,19,5,3,6,172595.6762313788,7515.321759008951
18,19,5,4,6,151405.49248875683,4536.342602958357
18,19,5,5,6,231870.17798788258,3837.705454452909
18,19,5,6,6,166315.29070080933,2591.8964241837757
18,19,5,7,6,116321.00292098525,1770.415773561841
18,19,5,8,8,134629.03923059205,3429.813434206844
18,19,5,9,8,75431.75202789003,1654.3757921081171
18,19,5,10,8,48574.369212127,981.7308243294138
18,19,5,11,8,30310.92006047533,677.4468682624133
18,19,6,1,7,144859.5229371225,5233.6539967328445
18,19,6,2,3,57300.93392702931,1402.9002416719693
18,19,6,3,3,53808.624475533186,1458.5952776642093
18,19,6,4,5,77087.30126696499,3704.2041202636483
18,19,6,5,6,136818.8410983252,3515.357512397372
18,19,6,6,6,104284.66502579088,2317.7976593132807
18,19,6,7,6,76167.15981044126,1631.379309539382
18,19,6,8,6,70107.13686748708,1268.426007154778
18,19,6,9,7,45382.92287708433,1677.194962005697
18,19,6,10,8,32266.60534172099,1084.620947938299
18,19,6,11,8,19193.884315144536,573.4646853280597
18,19,7,1,8,82366.17479551112,3282.439493470254
18,19,7,2,3,31043.71700584908,889.3203216131051
18,19,7,3,3,26231.72585818886,852.1427685949668
18,19,7,4,4,34650.74607480409,3542.364852104634
18,19,7,5,5,66900.53902836515,2178.199752770108
18,19,7,6,6,55045.21267667184,1901.647403330451
18,19,7,7,6,34478.573196201905,1152.6796132435231
18,19,7,8,6,32167.79035560529,922.5475341609181
18,19,7,9,6,16948.220425163592,595.0077686382272
18,19,7,10,6,9737.357276484367,418.354866722237
18,19,7,11,5,3265.6802206779594,189.37987969433502
18,19,8,1,6,21173.482252451337,1735.7219868519182
18,19,8,2,3,8889.113880812572,456.056351869998
18,19,8,3,3,7341.746876647505,420.92012345790755
18,19,8,4,3,5838.3490402851385,444.83615699944744
18,19,8,5,3,7829.340739816071,507.4191873307556
18,19,8,6,4,5227.0235625310725,553.6863089753228
18,19,8,7,4,3708.964240767139,312.5589678160222
18,19,8,8,3,2523.7277769294924,354.0369593053477
18,19,8,9,1,406.27215319497543,118.93527614691426
19,20,2,1,8,2127782.824327714,173681.34926756908
19,20,2,2,6,1207090.6940188324,65839.33276691551
19,20,2,3,8,1117789.1953080432,40006.566137961316
19,20,2,4,7,732440.2300847975,36489.120463655585
19,20,2,5,6,777597.3379406475,30943.909964287333
19,20,2,6,4,213543.09011538344,13580.91596678063
19,20,3,1,8,720821.7142223655,17004.62081286468
19,20,3,2,8,548707.0000595083,16759.18795427716
19,20,3,3,8,526619.5811291367,20332.49253509393
19,20,3,4,8,395764.5361026125,9229.087697672101
19,20,3,5,8,527791.1628973021,12016.059421547096
19,20,3,6,7,278012.5383988026,14146.510382742315
19,20,3,7,6,110598.32299897865,4641.2731211163855
19,20,3,8,5,47452.63403018267,4544.887294160315
19,20,4,1,8,366675.3376915589,7220.2388433363985
19,20,4,2,8,281521.07600133144,5972.501495697459
19,20,4,3,7,219844.878278666,6422.528528193641
19,20,4,4,7,166404.4153166245,5142.464663724354
19,20,4,5,8,265938.6412399553,5340.830810699935
19,20,4,6,8,166226.61106834537,4207.241108998551
19,20,4,7,8,94869.95310960815,3994.4781021306762
19,20,4,8,7,54553.985109047455,3857.757235841992
19,20,4,9,6,10840.180429418173,780.3851054863072
19,20,4,10,2,840.8544201698413,169.0713015576029
19,20,5,1,8,197311.6274441092,3786.491006619204
19,20,5,2,8,141385.5314423922,4176.791254328072
19,20,5,3,8,124167.96995879964,4149.020312373179
19,20,5,4,8,99893.88643733157,4900.760887883846
19,20,5,5,7,137536.55846605328,4025.2400421389916
19,20,5,6,8,77300.50321026635,2533.760858825322
19,20,5,7,6,37439.76387569192,1134.7283432094166
19,20,5,8,7,28030.403931923367,1334.015216171272
19,20,5,9,5,5767.443791665597,481.97952920198054
19,20,6,1,8,104482.8133238726,2008.6201416595857
19,20,6,2,7,71138.06695781268,2928.5135228337745
19,20,6,3,8,56697.221760595385,3238.0219167367977
19,20,6,4,5,31753.216269338314,1825.9125844048453
19,20,6,5,6,45173.788064863256,1715.498827151443
19,20,6,6,6,23265.389529424152,950.339818272379
19,20,6,7,6,12134.367315294568,620.0963067905662
19,20,6,8,6,6981.556197653974,375.60905143435946
19,20,6,9,3,888.9460831763136,138.57252827539605
19,20,7,1,8,29967.687292727565,854.908412894168
19,20,7,2,5,12340.008347820862,770.1286740929544
19,20,7,3,3,5437.329486120549,301.81219969333927
19,20,7,4,3,3751.5674453464903,266.68892004417734
19,20,7,5,4,4351.542432187079,351.1283367480356
19,20,7,6,3,1504.3610428396664,133.91007282337233
20,21,3,1,8,308918.9029296951,20729.076862539776
20,21,3,2,3,66229.50837197423,8156.266081807974
20,21,3,3,1,20420.384860535687,3055.457527054552
20,21,3,4,3,61517.20130610104,6791.617792610226
20,21,3,5,2,26622.37601321061,4512.25640473433
20,21,4,1,8,128290.24188944882,4944.388932485347
20,21,4,2,7,94408.86503581489,4982.297143287413
20,21,4,3,4,41231.53693768625,3596.551316403147
20,21,4,4,2,18228.650450863875,1353.5647714786799
20,21,4,5,4,26016.755330090455,2436.907945546695
20,21,5,1,8,59152.583546410235,1983.1361924719718
