xq2_bin,z_bin,pt2_bin,rec_A,phi_bin_count_x_A,recerr_A,gen_A,phi_bin_count_y_A,generr_A,eff_A,efferr_A,rec_B,phi_bin_count_x_B,recerr_B,gen_B,phi_bin_count_y_B,generr_B,eff_B,efferr_B,acceptance_scale,eff_A_divAcc,efferr_A_divAcc,eff_ratio_AdivAcc_over_B,eff_ratio_A_over_B,eff_ratio_err_noacc,eff_ratio_err,z_plot,pt2_plot
2,4,2,48256.702,8,265.8133369926348,2227048.0,8,264.2057261335757,0.021668460670807275,0.0001193844856277647,48256.702,8,265.8133369926348,728515.0,8,264.2057261335757,0.06623981935855816,0.00036566005915653174,0.5982545044870187,0.036219469319979776,0.0001995546790410421,0.5467929965799376,0.3271213732259026,0.0025513111815244145,0.004264591678606868,4,2
2,4,3,46889.452900000004,8,243.52434184128086,1802708.0,8,249.68407832247573,0.02601056460613699,0.00013513609783346984,46889.452900000004,8,243.52434184128086,589921.0,8,249.68407832247573,0.07948429179500306,0.0004141769402044804,0.5982545044870187,0.043477423757034804,0.00022588396212635975,0.5469939125729003,0.32724157212371613,0.0024079502861577423,0.004024959725497547,4,3
2,4,4,44462.2074,8,231.24439416501667,1449879.0,8,229.4973436355323,0.030666150347718673,0.00015956605015038066,44462.2074,8,231.24439416501667,474322.0,8,229.4973436355323,0.09373844645620485,0.0004896313168717124,0.5982545044870187,0.05125937225330844,0.00026671934595327905,0.5468340279914615,0.32714592045267227,0.002411984139461332,0.0040317024299374405,4,4
2,4,5,80880.515,8,314.8083631147527,2086132.0,8,305.57458793502445,0.03877056437464168,0.00015101211770401186,80880.515,8,314.8083631147527,681740.0,8,305.57458793502445,0.11863835919852143,0.0004648236886760785,0.5982545044870187,0.06480613866482463,0.00025242119628250724,0.5462494517172343,0.32679619506339963,0.001805436176592363,0.003017839670326358,4,5
2,4,6,60060.94,8,260.35477478984325,1315081.0,8,260.0068675043796,0.04567090544232637,0.0001981820412724026,60060.94,8,260.35477478984325,429983.0,8,260.0068675043796,0.13968212696781035,0.0006113629848686794,0.5982545044870187,0.07634026171100458,0.0003312671108800701,0.5465284884199761,0.32696313002773214,0.002015177441321787,0.0033684283631925647,4,6
2,4,7,41679.885,8,214.1323619881404,825716.0,8,210.77883183363076,0.05047726458007354,0.0002596492269119018,41679.885,8,214.1323619881404,270263.0,8,210.77883183363076,0.15421972301054898,0.0008013883013591708,0.5982545044870187,0.08437423237348785,0.00043401131953789716,0.5471040326516243,0.3273074519568472,0.0023932013889397855,0.004000306510005918,4,7
2,4,8,38161.363,8,204.58313695461317,697437.0,8,200.1439314150444,0.05471657368335778,0.00029375561091602077,38161.363,8,204.58313695461317,228712.0,8,200.1439314150444,0.16685334831578577,0.0009063397366124548,0.5982545044870187,0.09146036222539643,0.0004910211435313896,0.5481481980948865,0.32793212863670845,0.0025045260785499734,0.004186389002950363,4,8
2,4,9,20103.043,8,146.4311276716805,351166.0,8,142.52087711907333,0.05724655291229789,0.000417632253054432,20103.043,8,146.4311276716805,115351.0,8,142.52087711907333,0.1742771454083623,0.001287572298835889,0.5982545044870187,0.09568929691784722,0.0006980845943024472,0.5490639446361725,0.3284799781300012,0.0034105872717341223,0.005700896936260557,4,9
2,4,10,12775.967,8,115.99516502626305,220842.0,8,111.19982458740661,0.05785116508635133,0.0005260476485300083,12775.967,8,115.99516502626305,73303.0,8,111.19982458740661,0.17428982442737678,0.0016043429617174857,0.5982545044870187,0.09669992394951808,0.0008793041165332719,0.5548225449605125,0.33192508671357807,0.004294774804860382,0.007178842403439977,4,10
2,4,11,7384.885,8,87.65535950961583,135925.0,8,81.22421950434489,0.05433058672061799,0.0006456970622516913,7384.885,8,87.65535950961583,46891.0,8,81.22421950434489,0.157490456590817,0.0018891439532150351,0.5982545044870187,0.09081517366460028,0.0010793016306753142,0.5766392175784418,0.3449770093801729,0.00582521683394754,0.009737021268134787,4,11
2,5,1,34032.963,8,216.94859577948412,1573751.0,8,220.10361279742776,0.021625379745588726,0.0001378876356311171,34032.963,8,216.94859577948412,508113.0,8,220.10361279742776,0.06697912275419052,0.0004279538479572533,0.5982545044870187,0.03614745828638883,0.00023048323848284387,0.5396824682080101,0.3228674675981143,0.0029144008078753605,0.00487150666817687,5,1
2,5,2,29854.731,8,194.78746348037544,1300973.0,8,194.70678523376273,0.022948001995429575,0.0001497638328038831,29854.731,8,194.78746348037544,422443.0,8,194.70678523376273,0.07067161960311805,0.0004622467092548135,0.5982545044870187,0.038358260277716834,0.00025033465135761927,0.5427675280845616,0.3247131185658734,0.003000273153687364,0.005015044819863057,5,2
2,5,3,27207.1227,8,180.44341142052707,1071979.0,8,180.1111238517699,0.025380275826298836,0.00016838138186853362,27207.1227,8,180.44341142052707,348408.0,8,180.1111238517699,0.07808983347110285,0.0005194792624780172,0.5982545044870187,0.042423877523599246,0.00028145443219506467,0.5432701753589756,0.3250138295619597,0.00305353821813059,0.0051040789417020555,5,3
2,5,4,25124.214,8,167.38102508871785,878192.0,8,168.13580462962076,0.02860902171734655,0.00019067598961518156,25124.214,8,167.38102508871785,285828.0,8,168.13580462962076,0.08789976489357236,0.0005878788185001971,0.5982545044870187,0.04782082124375768,0.0003187205247684332,0.5440381018272161,0.3254732450306994,0.0030731103104364344,0.005136794269642004,5,4
2,5,5,47222.442500000005,8,229.03220212343962,1303741.0,8,230.69149670482352,0.0362207236713427,0.00017578995718278484,47222.442500000005,8,229.03220212343962,425778.0,8,230.69149670482352,0.11090860143079258,0.0005412606704353061,0.5982545044870187,0.060544004933821005,0.0002938380837324715,0.5458909782718765,0.32658173670997537,0.0022477567445777957,0.0037571915091640885,5,5
2,5,6,37640.9703,8,202.66344961284065,861163.0,8,203.12824059915943,0.043709460694432996,0.00023556265349482968,37640.9703,8,202.66344961284065,281837.0,8,203.12824059915943,0.13355581524072424,0.0007254943718474128,0.5982545044870187,0.07306164912525356,0.00039374990364145446,0.5470495537282707,0.3272748596955513,0.0025042955020336145,0.004186003587521595,5,6
2,5,7,27956.370000000003,8,175.15282937957355,565586.0,8,171.97043557272977,0.0494290346649316,0.0003100482909153011,27956.370000000003,8,175.15282937957355,184954.0,8,171.97043557272977,0.15115309752695266,0.000957379439759449,0.5982545044870187,0.08262208523998525,0.0005182548373474533,0.546611922559196,0.32701304487734845,0.0029150597075510726,0.004872608038364258,5,7
2,5,8,27003.1848,8,170.72271006080268,500435.0,8,169.18743834618928,0.05395942490033671,0.00034163602781203515,27003.1848,8,170.72271006080268,164203.0,8,169.18743834618928,0.16445000883053293,0.0010534217764249859,0.5982545044870187,0.09019476576545786,0.0005710546686229726,0.54846312509721,0.32812053513443307,0.002955259271898601,0.004939802792513241,5,8
2,5,9,15214.984,8,126.98915665355055,259168.0,8,123.19491675020524,0.058707031732312634,0.0004907818226757785,15214.984,8,126.98915665355055,85492.0,8,123.19491675020524,0.1779696813736958,0.0015073685822093283,0.5982545044870187,0.09813053022083262,0.0008203562513860317,0.5513890313416973,0.3298709717249043,0.003925667640582116,0.006561868922237756,5,9
2,5,10,10200.41,8,103.62855465686086,159375.0,8,98.62001413455587,0.0640025725490196,0.0006514233989723896,10200.41,8,103.62855465686086,53175.0,8,98.62001413455587,0.19182717442407146,0.0019810286428170627,0.5982545044870187,0.10698218244741753,0.0010888733709259093,0.5577008719886188,0.33364705882352935,0.004837806863939831,0.008086536461748957,5,10
2,5,11,6608.122,8,83.29534965116599,87416.0,8,76.09182711415201,0.07559396449162625,0.0009551308994207807,6608.122,8,83.29534965116599,30437.0,8,76.09182711415201,0.2171081906889641,0.002789952663136274,0.5982545044870187,0.1263575350033433,0.0015965293905137756,0.5820026163101649,0.34818568683078616,0.0062748762402398866,0.01048864019105107,5,11
2,6,1,21947.549,8,167.66428460343008,835599.0,8,172.72379026966726,0.026265647756878598,0.00020072504991772207,21947.549,8,167.66428460343008,269782.0,8,172.72379026966726,0.08135290345538249,0.0006236593644745682,0.5982545044870187,0.043903802745957475,0.00033551782462521774,0.5396709998191552,0.3228606065828226,0.003494821888080793,0.005841697574976848,6,1
2,6,2,17940.93,8,143.35656677466855,701231.0,8,144.52480569902178,0.025584907113347814,0.00020450357497381604,17940.93,8,143.35656677466855,227050.0,8,144.52480569902178,0.07901752917859503,0.0006333878619728007,0.5982545044870187,0.04276592473847888,0.0003418337403897533,0.5412207289071207,0.3237877389904325,0.00366528662547817,0.00612663439721364,6,2
2,6,3,15429.110999999999,8,132.9461363540137,583787.0,8,134.6864131047746,0.02642935008830275,0.00022781217038535958,15429.110999999999,8,132.9461363540137,190068.0,8,134.6864131047746,0.08117679462087253,0.0007018275426608514,0.5982545044870187,0.0441774360077154,0.00038079474316821094,0.5442126190623977,0.3255776507527574,0.003974797806255331,0.006643991439167808,6,3
2,6,4,13405.734649999999,8,120.48216615200815,485418.0,8,122.8571287744769,0.02761688822828984,0.0002483013224192627,13405.734649999999,8,120.48216615200815,158245.0,8,122.8571287744769,0.08471505987550948,0.0007642002685750457,0.5982545044870187,0.04616244093635419,0.00041504296341599966,0.5449142219127372,0.32599738781833393,0.004151984680777073,0.006940164511318218,6,4
2,6,5,23954.406,8,162.4768579344763,735210.0,8,165.67024469185768,0.0325817195087118,0.00022111573111518426,23954.406,8,162.4768579344763,240711.0,8,165.67024469185768,0.09951521118685892,0.0006784533248520648,0.5982545044870187,0.054461302446271474,0.00036960144797368956,0.5472661093389022,0.3274044150650835,0.0031494873670880877,0.005264460766222993,6,5
2,6,6,19921.239999999998,8,150.41053782152366,496577.0,8,146.15816661551963,0.040117121815952006,0.0003031247552679303,19921.239999999998,8,150.41053782152366,163379.0,8,146.15816661551963,0.12193268412709099,0.0009270631454762556,0.5982545044870187,0.06705694903267126,0.0005066819438791333,0.54995056914172,0.3290104052342336,0.003526705782894848,0.005894992442921711,6,6
2,6,7,15398.259,8,127.90518536677862,331098.0,8,128.7862822140231,0.04650665059891633,0.00038672943324341157,15398.259,8,127.90518536677862,109352.0,8,128.7862822140231,0.1408136933938108,0.0011813629672308085,0.5982545044870187,0.07773723432102543,0.0006464296220803518,0.5520573493063582,0.33027079595769226,0.0039012968794002543,0.0065211324781339905,6,7
2,6,8,15978.95,8,129.57644035541338,293532.0,8,127.72276637451915,0.05443682460515378,0.000442073926463859,15978.95,8,129.57644035541338,98145.0,8,127.72276637451915,0.16280961842172298,0.0013371479872724555,0.5982545044870187,0.09099275341325072,0.0007389395702802459,0.5588905268333333,0.3343587751931646,0.003861822387926829,0.006455149704619777,6,8
2,6,9,9117.863000000001,8,97.62173697758097,151314.0,8,92.64996017376154,0.06025789418031379,0.0006462141421748667,9117.863000000001,8,97.62173697758097,50852.0,8,92.64996017376154,0.17930195469204754,0.0019473198953681263,0.5982545044870187,0.10072284241634374,0.00108016594497516,0.5617498291601783,0.3360693656898899,0.005129424768265877,0.008573984365841374,6,9
2,6,10,5750.321800000001,8,77.64410606016467,88155.0,8,74.41292436689073,0.06522967273552266,0.0008824874385410565,5750.321800000001,8,77.64410606016467,30349.0,8,74.41292436689073,0.18947318857293488,0.00260021262130287,0.5982545044870187,0.1090333165003993,0.0014751037090773886,0.5754551201761644,0.344268617775509,0.00663432526778716,0.011089469812644122,6,10
2,6,11,2943.9184999999998,8,55.829706388348484,37411.0,8,49.70795505649473,0.07869125390927802,0.001495992265926986,2943.9184999999998,8,55.829706388348484,13921.0,8,49.70795505649473,0.21147320594784855,0.004080935616192175,0.5982545044870187,0.13153474536184712,0.002500595072342572,0.6219924872860013,0.3721098072759349,0.010080082437460846,0.016849154267721142,6,11
2,7,1,11405.730000000001,8,115.07873040501447,355778.0,8,117.47451697644898,0.03205855898903249,0.00032362972968877964,11405.730000000001,8,115.07873040501447,116031.0,8,117.47451697644898,0.09829898906326759,0.0009967737507917498,0.5982545044870187,0.05358682425052784,0.0005409566117120677,0.5451411531408331,0.3261331504477511,0.004666465875961851,0.007800134960894567,7,1
2,7,2,8594.0253,8,97.05071418028875,293572.0,8,98.4561292387838,0.029273995135775888,0.000330731481483451,8594.0253,8,97.05071418028875,95838.0,8,98.4561292387838,0.08967241908220121,0.001016835378955094,0.5982545044870187,0.04893234387073653,0.0005528273987122607,0.5456788650463535,0.32645483901734496,0.005225552675162221,0.00873466498951469,7,2
2,7,3,6997.5547,8,86.91885877058039,244908.0,8,90.52067541883733,0.02857217689908047,0.0003550612088467222,6997.5547,8,86.91885877058039,80885.0,8,90.52067541883733,0.08651239043085862,0.0010789507221855,0.5982545044870187,0.04775923404635301,0.0005934952535813737,0.552050796521714,0.330266875724762,0.005814642528011458,0.009719346004753113,7,3
2,7,4,5869.4387,8,78.88960751851666,201948.0,8,80.98033761370719,0.029064109077584326,0.0003908169880816447,5869.4387,8,78.88960751851666,67051.0,8,80.98033761370719,0.0875369300979851,0.0011813016125991256,0.5982545044870187,0.04858151315133972,0.0006532620902148593,0.5549830579728995,0.33202111434626735,0.006325211340489569,0.010572776791564998,7,4
2,7,5,9950.778,8,104.96827068162074,301085.0,8,104.21542101149379,0.033049730142650745,0.00034882097652962367,9950.778,8,104.96827068162074,101081.0,8,104.21542101149379,0.09844360463390746,0.0010434051948701446,0.5982545044870187,0.05524359598594193,0.000583064521726794,0.5611699834781759,0.3357224703987246,0.005021661320932364,0.008393854594104987,7,5
2,7,6,7814.725,8,90.72239036864053,197373.0,8,89.63419021751689,0.03959368809310291,0.0004600010086151578,7814.725,8,90.72239036864053,66471.0,8,89.63419021751689,0.11756593100750704,0.0013740181462955161,0.5982545044870187,0.06618201416979391,0.0007689052153641398,0.5629353129995452,0.33677858673678773,0.005549900510626342,0.009276821936151036,7,6
2,7,7,5834.2970000000005,8,78.51510426064529,125586.0,8,74.46888216120878,0.046456587517716946,0.0006257965531222484,5834.2970000000005,8,78.51510426064529,43189.0,8,74.46888216120878,0.13508756859385493,0.001832803322963569,0.5982545044870187,0.07765355240835466,0.001046037344355386,0.5748386266527791,0.34389979774815665,0.006574998716693238,0.010990303737589168,7,7
2,7,8,5295.5650000000005,8,74.57369612571178,100437.0,8,70.21208128349423,0.052725240698149094,0.0007434065603763711,5295.5650000000005,8,74.57369612571178,35550.0,8,70.21208128349423,0.14896104078762307,0.0021182432001335652,0.5982545044870187,0.08813179057190561,0.0012426259306042586,0.591643225006443,0.35395322440933125,0.007088008046549165,0.011847813920978119,7,8
2,7,9,2377.2400000000002,8,52.35468873262451,40209.0,8,45.24467374973545,0.059122087094929,0.0013037623438424423,2377.2400000000002,8,52.35468873262451,14890.0,8,45.24467374973545,0.15965345869711217,0.0035494061027932945,0.5982545044870187,0.09882430746697682,0.002179277103747628,0.618992587279065,0.3703151035837748,0.011595957347400742,0.019382983764315905,7,9
2,7,10,941.4597,8,31.772240446649334,15219.0,8,28.19868604852538,0.06186081214271634,0.002090813502802602,941.4597,8,31.772240446649334,6054.0,8,28.19868604852538,0.1555103567888999,0.005297891223619407,0.5982545044870187,0.10340216693522386,0.0034948562645514855,0.6649214179065182,0.39779223339246994,0.019089731692538935,0.031909047987708314,7,10
2,7,11,72.6823,8,9.672789195061577,2575.0,8,10.114018741662486,0.028226135922330097,0.0037580586628244168,72.6823,8,9.672789195061577,1106.0,8,10.114018741662486,0.06571636528028933,0.008766363405016995,0.5982545044870187,0.04718081637602207,0.006281705586231757,0.7179462250352617,0.4295145631067961,0.08095101947556411,0.13531200996969783,7,11
2,8,1,2261.9024,8,50.509219348096245,69589.0,8,51.768724163379765,0.032503734785670146,0.0007262245489478812,2261.9024,8,50.509219348096245,23889.0,8,51.768724163379765,0.09468384612164595,0.0021242623226131424,0.5982545044870187,0.054330948688035216,0.001213905693147421,0.5738143401804044,0.34328701375217346,0.010869490418139185,0.018168672925345332,8,1
2,8,2,1612.7646,8,41.892160738764716,52438.0,8,41.55502621588031,0.030755646668446546,0.0007992610643353795,1612.7646,8,41.892160738764716,18364.0,8,41.55502621588031,0.0878220758004792,0.002289850888419102,0.5982545044870187,0.051408967985654176,0.001335988376753998,0.5853763705431985,0.3502040504977307,0.012892021028411369,0.02154939232670852,8,2
2,8,3,1046.9815999999998,8,33.73995020172526,37728.0,8,33.29756456657003,0.027750784563189138,0.0008946300108511225,1046.9815999999998,8,33.73995020172526,13450.0,8,33.29756456657003,0.07784249814126393,0.0025159378102532267,0.5982545044870187,0.0463862525982724,0.0014954003758287369,0.5958988175597011,0.3564991518235793,0.016274208704756044,0.027202818503992015,8,3
2,8,4,740.287,8,28.42764430567542,26991.0,8,26.287743446328747,0.027427179430180432,0.0010535654859785402,740.287,8,28.42764430567542,10104.0,8,26.287743446328747,0.07326672604908947,0.002819953970347245,0.5982545044870187,0.04584533710063451,0.0017610656970847784,0.6257320283414555,0.3743470045570746,0.020356241358517307,0.03402605614473733,8,4
2,8,5,896.0310000000001,8,30.97286557433942,29951.0,8,29.9800861487438,0.029916563720743885,0.0010345513981006107,896.0310000000001,8,30.97286557433942,11371.0,8,29.9800861487438,0.07879966581655089,0.002731758897304186,0.5982545044870187,0.050006416159617956,0.0017292830899580116,0.6346018811302463,0.37965343394210543,0.01859011926211411,0.031073931115745555,8,5
2,8,6,245.34730000000002,8,16.235586267073945,12013.0,8,14.232596099447212,0.02042348289353201,0.0013517179883440358,245.34730000000002,8,16.235586267073945,4812.0,8,14.232596099447212,0.050986554447215296,0.0033773473793968552,0.5982545044870187,0.03413845234820989,0.002259436373994517,0.6695579397025604,0.4005660534421044,0.03750830107778725,0.06269622843867971,8,6
2,8,7,30.8976,8,5.82967,3870.0,8,6.79786,0.007983875968992249,0.0015064399566279186,30.8976,8,5.82967,1681.0,8,6.79786,0.01838048780487805,0.0034687738598746017,0.5982545044870187,0.013345283502442042,0.002518058694634712,0.7260570907644953,0.4343669250645995,0.1159178319524853,0.193760065462241,8,7
2,8,8,0.0,8,0.0,1099.0,8,0.0,0.0,,0.0,8,0.0,502.0,8,0.0,0.0,,0.5982545044870187,0.0,,,,,,8,8
2,8,9,0.0,8,0.0,39.0,8,0.0,0.0,,0.0,8,0.0,19.0,8,0.0,0.0,,0.5982545044870187,0.0,,,,,,8,9
2,8,10,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.5982545044870187,,,,,,,8,10
2,8,11,0.0,8,0.0,0.0,8,0.0,,,0.0,8,0.0,0.0,8,0.0,,,0.5982545044870187,,,,,,,8,11
3,1,1,10269.376,8,256.4837315982439,93667700.0,8,262.3288717204799,0.00010963625668186579,2.7382302886777924e-06,10269.376,8,256.4837315982439,27230080.0,8,262.3288717204799,0.000377133522927586,9.419133204120959e-06,0.5741155744828406,0.00019096548074074701,4.769475712524211e-06,0.5063603979257357,0.2907093907504935,0.010268094209595888,0.01788506472559174,1,1
3,1,2,8957.533,8,153.79700003579393,38881860.0,8,143.00798020491723,0.0002303782020716087,3.955495019131826e-06,8957.533,8,153.79700003579393,11303880.0,8,143.00798020491723,0.0007924299444084685,1.3605685993353942e-05,0.5741155744828406,0.00040127495631716984,6.8897190651810985e-06,0.5063854024556237,0.2907237462405348,0.007059192344425199,0.01229576875837948,1,2
3,1,3,5877.282,8,94.52269326040175,19268570.0,8,90.75462255141609,0.00030501910624400254,4.905537739119102e-06,5877.282,8,94.52269326040175,5619435.0,8,90.75462255141609,0.001045884862090228,1.6820684093464793e-05,0.5741155744828406,0.0005312851972684449,8.544512563586133e-06,0.5079767539675999,0.29163736592803724,0.006633119813703061,0.011553631548278636,1,3
3,1,4,2972.1405999999997,8,61.376365863796465,10466300.0,8,59.451980199821776,0.0002839724257856167,5.864189654964177e-06,2972.1405999999997,8,61.376365863796465,3060987.0,8,59.451980199821776,0.0009709745908754267,2.0051177287097622e-05,0.5741155744828406,0.0004946258878996919,1.0214301641697493e-05,0.5094117730246053,0.2924612327183436,0.008541127952761239,0.0148770183781463,1,4
3,1,5,1157.8082,8,37.043591113195276,9601220.0,8,39.95856076427803,0.00012058969589281361,3.858217125177199e-06,1157.8082,8,37.043591113195276,2817713.0,8,39.95856076427803,0.00041090352353131775,1.3146688378830467e-05,0.5741155744828406,0.0002100442859461529,6.720279498866853e-06,0.5111766483310383,0.293474475118787,0.013278891314974414,0.02312929992699806,1,5
3,1,6,0.0,8,0.0,3456843.0,8,4.95307,0.0,,0.0,8,0.0,1026026.0,8,4.95307,0.0,,0.5741155744828406,0.0,,,,,,1,6
3,1,7,0.0,8,0.0,1228940.0,8,0.0,0.0,,0.0,8,0.0,374433.0,8,0.0,0.0,,0.5741155744828406,0.0,,,,,,1,7
3,1,8,0.0,8,0.0,460380.0,8,0.0,0.0,,0.0,8,0.0,149762.0,8,0.0,0.0,,0.5741155744828406,0.0,,,,,,1,8
3,1,9,0.0,8,0.0,55395.0,8,0.0,0.0,,0.0,8,0.0,20184.0,8,0.0,0.0,,0.5741155744828406,0.0,,,,,,1,9
3,1,10,0.0,8,0.0,3268.0,8,0.0,0.0,,0.0,8,0.0,1300.0,8,0.0,0.0,,0.5741155744828406,0.0,,,,,,1,10
3,1,11,0.0,8,0.0,3.0,8,0.0,0.0,,0.0,8,0.0,0.0,8,0.0,,,0.5741155744828406,0.0,,,,,,1,11
3,2,1,101664.38,8,652.1389105318053,9650710.0,8,685.9129191486336,0.010534393842525577,6.757833770048271e-05,101664.38,8,652.1389105318053,2752251.0,8,685.9129191486336,0.03693862950726515,0.00023712623271519425,0.5741155744828406,0.01834890797382546,0.00011770859510536153,0.4967403560604913,0.2851863748884797,0.002588166497790199,0.004508093165947644,2,1
3,2,2,85849.137,8,458.7395437217071,7342621.0,8,448.81718921744744,0.011691892717872814,6.248035353438085e-05,85849.137,8,458.7395437217071,2098665.0,8,448.81718921744744,0.040906546304436395,0.0002187613495446112,0.5741155744828406,0.020365050588297996,0.0001088288775141882,0.49784331428853396,0.28581960038520304,0.002160853293231642,0.0037637949382894266,2,2
3,2,3,78076.1,8,378.3244990291403,5471145.0,8,344.75240679464446,0.014270522897857763,6.915490023066064e-05,78076.1,8,378.3244990291403,1562364.0,8,344.75240679464446,0.0499730536545901,0.00024239970457631474,0.5741155744828406,0.02485653330466179,0.0001204546668028557,0.4973987276516707,0.2855643562727729,0.0019579821566871225,0.003410432051857955,2,3
3,2,4,55864.66,8,271.58412390045925,4027623.0,8,267.7928328204659,0.013870379625898453,6.74366799209147e-05,55864.66,8,271.58412390045925,1150473.0,8,267.7928328204659,0.048557993103706044,0.00023633344710381003,0.5741155744828406,0.024159559925530323,0.00011746185422971884,0.4975403302589624,0.2856456525350064,0.0019650738808409496,0.003422784484833171,2,4
3,2,5,59945.69,8,284.6955303293854,5166360.0,8,272.41153159502994,0.011603080311863672,5.5109027660550774e-05,59945.69,8,284.6955303293854,1476278.0,8,272.41153159502994,0.040605963104510125,0.00019299233690938143,0.5741155744828406,0.0202103562898736,9.598943158821743e-05,0.4977189246283097,0.28574818634396365,0.0019199874158659478,0.0033442524488130447,2,5
3,2,6,22299.058,8,159.65876158557663,2909091.0,8,159.52538845506692,0.0076653009479593455,5.488430723055511e-05,22299.058,8,159.65876158557663,831533.0,8,159.52538845506692,0.026816804624711227,0.00019207423398713347,0.5741155744828406,0.013351494522447325,9.55980113934281e-05,0.49787790563772655,0.28583945981751685,0.002894861038622679,0.0050422966512106045,2,6
3,2,7,6395.5621,8,83.49441386404243,1693457.0,8,84.91669136512621,0.0037766309389609537,4.93044876594858e-05,6395.5621,8,83.49441386404243,484580.0,8,84.91669136512621,0.013198155309752775,0.0001723181629125197,0.5741155744828406,0.006578171899208478,8.587902828432925e-05,0.49841600926968477,0.28614839349330984,0.005283310964038803,0.009202521580777483,2,7
3,2,8,1172.6085,8,35.606713025087,1291652.0,8,45.8499513257866,0.0009078362438179943,2.7566819355717667e-05,1172.6085,8,35.606713025087,374573.0,8,45.8499513257866,0.003130520619478713,9.50602481340063e-05,0.5741155744828406,0.001581277854438572,4.80161496760468e-05,0.5051165753707391,0.2899952928497769,0.012453364663410817,0.021691389707775694,2,8
3,2,9,0.0,8,0.0,480583.0,8,5.812375519114367,0.0,,0.0,8,0.0,147370.0,8,5.812375519114367,0.0,,0.5741155744828406,0.0,,,,,,2,9
3,2,10,0.0,8,0.0,150902.0,8,0.0,0.0,,0.0,8,0.0,50641.0,8,0.0,0.0,,0.5741155744828406,0.0,,,,,,2,10
3,2,11,0.0,8,0.0,16812.0,8,0.0,0.0,,0.0,8,0.0,6349.0,8,0.0,0.0,,0.5741155744828406,0.0,,,,,,2,11
3,3,1,92449.18,8,504.82995163603357,4668074.0,8,517.7958194485158,0.019804566080143544,0.00010816754278055018,92449.18,8,504.82995163603357,1329536.0,8,517.7958194485158,0.06953492045345143,0.000380668347738992,0.5741155744828406,0.034495782661850556,0.0001884072608167559,0.4960929334052086,0.2848146794588089,0.0022024987753241853,0.00383633343740619,3,1
3,3,2,79561.064,8,391.3902825508702,3719910.0,8,380.42918487418916,0.021387900244898398,0.00010523772047907287,79561.064,8,391.3902825508702,1058460.0,8,380.42918487418916,0.07516681216106419,0.00037075894783495186,0.5741155744828406,0.0372536492572327,0.00018330406830344273,0.4956129997558922,0.28453914207601794,0.00198240352281395,0.0034529694210084544,3,2
3,3,3,71511.95,8,325.1997101878014,2931159.0,8,315.4839034602875,0.024397158257194507,0.00011097684692994955,71511.95,8,325.1997101878014,834071.0,8,315.4839034602875,0.0857384443290799,0.0003912409148893574,0.5741155744828406,0.042495203651584094,0.00019330053365982408,0.49563768020422316,0.28455331150579,0.0018334143805507292,0.0031934587076866126,3,3
3,3,4,65469.25,8,284.63738857750224,2283250.0,8,283.31922769579194,0.02867371071936932,0.00012471402410779654,65469.25,8,284.63738857750224,650089.0,8,283.31922769579194,0.10070813380937071,0.0004400380416532676,0.5741155744828406,0.049944143642503346,0.00021722808028703643,0.495929591318235,0.28472090222270885,0.0017553558564218045,0.00305749562359986,3,4
3,3,5,97414.19,8,353.64297567689647,3127649.0,8,341.3180046524648,0.031146138841027238,0.0001131209809817689,97414.19,8,353.64297567689647,887783.0,8,341.3180046524648,0.10972747844912552,0.0004005715245149704,0.5741155744828406,0.05425064259767464,0.00019703520686347432,0.49441255157273684,0.28384994607770886,0.0014617007719641521,0.0025460043881945582,3,5
3,3,6,53674.23,8,248.62751209946578,1845791.0,8,244.2100155394123,0.029079256535544926,0.00013475464408701187,53674.23,8,248.62751209946578,524585.0,8,244.2100155394123,0.10231750812547062,0.00047633833808655027,0.5741155744828406,0.05065052722483504,0.00023471692822198378,0.49503284582266177,0.2842060666673529,0.001866868246655191,0.0032517289717089695,3,6
3,3,7,28490.719999999998,8,176.77622685960915,1097910.0,8,173.61751717856697,0.025949959468444587,0.00016106386685389666,28490.719999999998,8,176.77622685960915,312400.0,8,173.61751717856697,0.09119948783610754,0.0005681303696415468,0.5741155744828406,0.04519988765645338,0.00028054258412860844,0.4956155865445323,0.2845406271916642,0.0025021841399235317,0.004358328272451905,3,7
3,3,8,19485.568,8,144.47417764102346,901826.0,8,140.17403381981984,0.021606793328203002,0.00016023703090382684,19485.568,8,144.47417764102346,258475.0,8,140.17403381981984,0.07538666408743593,0.0005604415190004716,0.5741155744828406,0.03763491932380733,0.0002791023933607223,0.49922515844655385,0.28661293863783033,0.003009647371079266,0.00524223258320476,3,8
3,3,9,6053.8659,8,79.83610358741525,435812.0,8,76.3048649666743,0.013891003230750874,0.0001832054636977527,6053.8659,8,79.83610358741525,127026.0,8,76.3048649666743,0.047658478579188514,0.0006291537522389207,0.5741155744828406,0.024195482317761186,0.0003191090293322611,0.5076847402410966,0.2914697162996888,0.005439002353396416,0.009473706332206426,3,9
