xq2_center,xq2_bin,iy,z_bin,pt2_bin,z_label,pt2_label,rootfile,source,npoints,p0,p1,p2,chi2,ndf,status
5.000000,5,6,3,6,0.30–0.40,0.30–0.40,measData_times_truth_over_meas.root,file2,6,57666.87892,-9479.88886,5173.108442,2.530185067,3,0
5.000000,5,6,3,7,0.30–0.40,0.40–0.50,measData_times_truth_over_meas.root,file1,6,31920.05212,-11933.23667,5537.681413,9.580918953,3,0
5.000000,5,6,3,7,0.30–0.40,0.40–0.50,measData_times_truth_over_meas.root,file2,6,28014.70279,-10639.65938,4760.500668,8.195262834,3,0
5.000000,5,6,4,1,0.40–0.50,0.00–0.05,measData_times_truth_over_meas.root,file1,8,73479.20634,-7109.737672,676.5759861,18.3194852,5,0
5.000000,5,6,4,1,0.40–0.50,0.00–0.05,measData_times_truth_over_meas.root,file2,8,73479.20634,-7109.737672,676.5759861,18.3194852,5,0
5.000000,5,6,4,2,0.40–0.50,0.05–0.10,measData_times_truth_over_meas.root,file1,8,58207.798,-5699.962386,3556.796499,12.66867954,5,0
5.000000,5,6,4,2,0.40–0.50,0.05–0.10,measData_times_truth_over_meas.root,file2,8,58207.798,-5699.962386,3556.796499,12.66867954,5,0
5.000000,5,6,4,3,0.40–0.50,0.10–0.15,measData_times_truth_over_meas.root,file1,8,47396.29323,-5345.16285,3373.406327,4.445471245,5,0
5.000000,5,6,4,3,0.40–0.50,0.10–0.15,measData_times_truth_over_meas.root,file2,8,47396.29323,-5345.16285,3373.406327,4.445471245,5,0
5.000000,5,6,4,4,0.40–0.50,0.15–0.20,measData_times_truth_over_meas.root,file1,8,42411.83179,591.2183138,5225.294419,9.477809831,5,0
5.000000,5,6,4,4,0.40–0.50,0.15–0.20,measData_times_truth_over_meas.root,file2,8,42411.83179,591.2183138,5225.294419,9.477809831,5,0
5.000000,5,6,4,5,0.40–0.50,0.20–0.30,measData_times_truth_over_meas.root,file1,8,54678.16868,-545.447126,3504.37166,9.260912301,5,0
5.000000,5,6,4,5,0.40–0.50,0.20–0.30,measData_times_truth_over_meas.root,file2,8,54635.31002,-491.7721546,3520.575136,9.486339039,5,0
5.000000,5,6,4,6,0.40–0.50,0.30–0.40,measData_times_truth_over_meas.root,file1,8,33241.3375,-5383.861383,868.910086,8.522711969,5,0
5.000000,5,6,4,6,0.40–0.50,0.30–0.40,measData_times_truth_over_meas.root,file2,8,31909.30702,-5301.560913,803.6852096,10.30283801,5,0
5.000000,5,6,4,7,0.40–0.50,0.40–0.50,measData_times_truth_over_meas.root,file1,6,18223.3406,-2253.121651,460.6443816,0.938222616,3,0
5.000000,5,6,4,7,0.40–0.50,0.40–0.50,measData_times_truth_over_meas.root,file2,6,14739.18255,-2206.430774,-139.3228533,1.507402325,3,0
5.000000,5,6,4,8,0.40–0.50,0.50–0.65,measData_times_truth_over_meas.root,file1,6,13219.61738,-3317.623282,454.8724667,14.55330941,3,0
5.000000,5,6,4,8,0.40–0.50,0.50–0.65,measData_times_truth_over_meas.root,file2,6,6931.257227,-1866.358191,-303.3753298,6.663175415,3,0
5.000000,5,6,5,1,0.50–0.60,0.00–0.05,measData_times_truth_over_meas.root,file1,8,39746.15477,-2520.442636,2113.71854,13.99848454,5,0
5.000000,5,6,5,1,0.50–0.60,0.00–0.05,measData_times_truth_over_meas.root,file2,8,39746.15477,-2520.442636,2113.71854,13.99848454,5,0
5.000000,5,6,5,2,0.50–0.60,0.05–0.10,measData_times_truth_over_meas.root,file1,8,31520.49165,-4993.506548,180.2505994,33.88608553,5,0
5.000000,5,6,5,2,0.50–0.60,0.05–0.10,measData_times_truth_over_meas.root,file2,8,31518.35384,-4993.820541,179.9808995,33.88159821,5,0
5.000000,5,6,5,3,0.50–0.60,0.10–0.15,measData_times_truth_over_meas.root,file1,8,25162.01285,-4751.399826,690.3487791,13.0710219,5,0
5.000000,5,6,5,3,0.50–0.60,0.10–0.15,measData_times_truth_over_meas.root,file2,8,25132.26042,-4721.522196,653.7077257,12.60009499,5,0
5.000000,5,6,5,4,0.50–0.60,0.15–0.20,measData_times_truth_over_meas.root,file1,8,20377.44193,-3761.037189,429.0587287,11.61696114,5,0
5.000000,5,6,5,4,0.50–0.60,0.15–0.20,measData_times_truth_over_meas.root,file2,8,20041.0568,-3767.724697,400.1799295,12.77162838,5,0
5.000000,5,6,5,5,0.50–0.60,0.20–0.30,measData_times_truth_over_meas.root,file1,8,31397.04194,-1722.04189,1946.129474,7.00981588,5,0
5.000000,5,6,5,5,0.50–0.60,0.20–0.30,measData_times_truth_over_meas.root,file2,8,28902.78487,-2273.971814,1334.244561,5.31943078,5,0
5.000000,5,6,5,6,0.50–0.60,0.30–0.40,measData_times_truth_over_meas.root,file1,8,20951.58047,-2110.650761,1754.332011,8.662586143,5,0
5.000000,5,6,5,6,0.50–0.60,0.30–0.40,measData_times_truth_over_meas.root,file2,8,16118.95029,-1642.436085,1248.610814,13.32100936,5,0
5.000000,5,6,5,7,0.50–0.60,0.40–0.50,measData_times_truth_over_meas.root,file1,8,12476.12518,-2784.029895,240.7069168,10.30001482,5,0
5.000000,5,6,5,7,0.50–0.60,0.40–0.50,measData_times_truth_over_meas.root,file2,8,6804.83096,-1368.822118,262.6538444,8.282297598,5,0
5.000000,5,6,5,8,0.50–0.60,0.50–0.65,measData_times_truth_over_meas.root,file1,7,12060.87662,-3042.805461,2462.645478,5.646928397,4,0
5.000000,5,6,5,9,0.50–0.60,0.65–0.80,measData_times_truth_over_meas.root,file1,6,3936.198701,83.23056508,236.9715701,8.874511836,3,0
5.000000,5,6,6,1,0.60–0.70,0.00–0.05,measData_times_truth_over_meas.root,file1,8,22290.40971,-1373.540545,332.2189344,4.61602512,5,0
5.000000,5,6,6,1,0.60–0.70,0.00–0.05,measData_times_truth_over_meas.root,file2,8,20661.89011,-1346.937866,373.5783911,4.972031094,5,0
5.000000,5,6,6,2,0.60–0.70,0.05–0.10,measData_times_truth_over_meas.root,file1,8,18421.75028,-1367.509693,-248.8304301,67.03224272,5,0
5.000000,5,6,6,2,0.60–0.70,0.05–0.10,measData_times_truth_over_meas.root,file2,8,15759.42668,-1287.18517,-11.70955276,51.07024277,5,0
5.000000,5,6,6,3,0.60–0.70,0.10–0.15,measData_times_truth_over_meas.root,file1,8,14779.13086,-2480.514747,-723.8346872,11.07069034,5,0
5.000000,5,6,6,3,0.60–0.70,0.10–0.15,measData_times_truth_over_meas.root,file2,8,11325.61418,-2059.953292,-777.3401454,7.98957828,5,0
5.000000,5,6,6,4,0.60–0.70,0.15–0.20,measData_times_truth_over_meas.root,file1,8,11962.13964,-3664.994737,-1659.139742,5.224361133,5,0
5.000000,5,6,6,4,0.60–0.70,0.15–0.20,measData_times_truth_over_meas.root,file2,7,7840.54581,-2647.498468,-1335.106181,6.963818423,4,0
5.000000,5,6,6,5,0.60–0.70,0.20–0.30,measData_times_truth_over_meas.root,file1,8,18383.0263,-2879.281766,845.6477334,10.96557139,5,0
5.000000,5,6,6,5,0.60–0.70,0.20–0.30,measData_times_truth_over_meas.root,file2,8,8771.518624,-1840.89025,-51.77863401,5.732470487,5,0
5.000000,5,6,6,6,0.60–0.70,0.30–0.40,measData_times_truth_over_meas.root,file1,8,13353.40921,-933.1299128,870.3167856,13.51922865,5,0
5.000000,5,6,6,6,0.60–0.70,0.30–0.40,measData_times_truth_over_meas.root,file2,6,3525.89889,-72.14902171,304.9732946,9.317237769,3,0
5.000000,5,6,6,7,0.60–0.70,0.40–0.50,measData_times_truth_over_meas.root,file1,8,9496.397113,-1467.220459,1011.480015,10.83425604,5,0
5.000000,5,6,6,7,0.60–0.70,0.40–0.50,measData_times_truth_over_meas.root,file2,6,1114.063478,-101.0775943,132.6827903,2.861327773,3,0
5.000000,5,6,6,8,0.60–0.70,0.50–0.65,measData_times_truth_over_meas.root,file1,7,8410.131105,-2591.235427,1375.272561,10.19753982,4,0
5.000000,5,6,6,9,0.60–0.70,0.65–0.80,measData_times_truth_over_meas.root,file1,6,4647.409384,-1814.02299,883.4126681,5.035846141,3,0
5.000000,5,6,7,1,0.70–0.80,0.00–0.05,measData_times_truth_over_meas.root,file1,8,12120.52012,-32.23887161,-321.2653781,1.942316719,5,0
5.000000,5,6,7,1,0.70–0.80,0.00–0.05,measData_times_truth_over_meas.root,file2,8,3148.652289,54.47672449,110.7430916,8.085476554,5,0
5.000000,5,6,7,2,0.70–0.80,0.05–0.10,measData_times_truth_over_meas.root,file1,8,10737.64197,-412.2018237,-643.2161281,5.891897771,5,0
5.000000,5,6,7,2,0.70–0.80,0.05–0.10,measData_times_truth_over_meas.root,file2,7,2061.903292,83.27623093,-141.9793324,1.22313977,4,0
5.000000,5,6,7,3,0.70–0.80,0.10–0.15,measData_times_truth_over_meas.root,file1,7,9431.965188,494.6694406,-642.0507032,5.899704874,4,0
5.000000,5,6,7,4,0.70–0.80,0.15–0.20,measData_times_truth_over_meas.root,file1,8,8250.868453,-790.3177599,-1001.840921,15.09015944,5,0
5.000000,5,6,7,5,0.70–0.80,0.20–0.30,measData_times_truth_over_meas.root,file1,8,10941.21077,-2413.701289,-628.8183108,7.58570455,5,0
5.000000,5,6,7,6,0.70–0.80,0.30–0.40,measData_times_truth_over_meas.root,file1,7,8857.111785,-683.683199,147.2755245,6.631166296,4,0
5.000000,5,6,7,7,0.70–0.80,0.40–0.50,measData_times_truth_over_meas.root,file1,8,5876.910624,-533.3704226,-211.3327522,11.85115023,5,0
5.000000,5,6,7,8,0.70–0.80,0.50–0.65,measData_times_truth_over_meas.root,file1,8,6661.818083,-1196.687712,-487.6236191,10.14155879,5,0
5.000000,5,6,7,9,0.70–0.80,0.65–0.80,measData_times_truth_over_meas.root,file1,7,2895.296529,-484.051501,-766.03031,21.92144689,4,0
5.000000,5,6,8,1,0.80–1.00,0.00–0.05,measData_times_truth_over_meas.root,file1,8,12399.46593,255.6897979,-1165.158704,13.78165492,5,0
5.000000,5,6,8,2,0.80–1.00,0.05–0.10,measData_times_truth_over_meas.root,file1,8,12078.97657,594.0321302,-2486.442331,11.11747624,5,0
5.000000,5,6,8,3,0.80–1.00,0.10–0.15,measData_times_truth_over_meas.root,file1,8,11467.28248,848.3658636,-2746.587706,10.0788878,5,0
5.000000,5,6,8,4,0.80–1.00,0.15–0.20,measData_times_truth_over_meas.root,file1,7,11414.92662,1665.514932,-2432.05434,15.60690789,4,0
5.000000,5,6,8,5,0.80–1.00,0.20–0.30,measData_times_truth_over_meas.root,file1,8,12344.05914,-1790.642633,-2826.09702,37.44673588,5,0
5.000000,5,6,8,7,0.80–1.00,0.40–0.50,measData_times_truth_over_meas.root,file1,6,7049.008906,-2859.968896,-1944.718703,8.194491134,3,0
5.000000,5,6,8,8,0.80–1.00,0.50–0.65,measData_times_truth_over_meas.root,file1,6,2026.967178,-6187.301404,-6053.091165,4.392953181,3,0
6.000000,6,7,2,1,0.20–0.30,0.00–0.05,measData_times_truth_over_meas.root,file1,6,263538.6598,2871.30428,72044.72202,10.55952384,3,0
6.000000,6,7,2,1,0.20–0.30,0.00–0.05,measData_times_truth_over_meas.root,file2,6,263538.6598,2871.30428,72044.72202,10.55952384,3,0
6.000000,6,7,3,1,0.30–0.40,0.00–0.05,measData_times_truth_over_meas.root,file1,8,91923.95297,2736.080782,11606.09012,22.67342357,5,0
6.000000,6,7,3,1,0.30–0.40,0.00–0.05,measData_times_truth_over_meas.root,file2,8,91923.95297,2736.080782,11606.09012,22.67342357,5,0
6.000000,6,7,3,2,0.30–0.40,0.05–0.10,measData_times_truth_over_meas.root,file1,8,75551.01518,-9550.278487,6658.224561,1.830846404,5,0
6.000000,6,7,3,2,0.30–0.40,0.05–0.10,measData_times_truth_over_meas.root,file2,8,75551.01518,-9550.278487,6658.224561,1.830846404,5,0
6.000000,6,7,3,3,0.30–0.40,0.10–0.15,measData_times_truth_over_meas.root,file1,6,53259.58845,3118.758084,-18103.55854,8.310513753,3,0
6.000000,6,7,3,3,0.30–0.40,0.10–0.15,measData_times_truth_over_meas.root,file2,6,53259.48764,3118.91238,-18103.61763,8.310359682,3,0
6.000000,6,7,3,4,0.30–0.40,0.15–0.20,measData_times_truth_over_meas.root,file1,6,39840.02356,11178.43705,-8104.405103,4.002177011,3,0
6.000000,6,7,3,4,0.30–0.40,0.15–0.20,measData_times_truth_over_meas.root,file2,6,39681.5318,11094.73738,-8038.217976,3.902631897,3,0
6.000000,6,7,4,1,0.40–0.50,0.00–0.05,measData_times_truth_over_meas.root,file1,8,50395.80625,-1228.197563,2686.173093,5.074000038,5,0
6.000000,6,7,4,1,0.40–0.50,0.00–0.05,measData_times_truth_over_meas.root,file2,8,50395.63266,-1228.525699,2685.938465,5.07376972,5,0
6.000000,6,7,4,2,0.40–0.50,0.05–0.10,measData_times_truth_over_meas.root,file1,8,37491.81479,-2862.939669,3322.572796,10.60805723,5,0
6.000000,6,7,4,2,0.40–0.50,0.05–0.10,measData_times_truth_over_meas.root,file2,8,37467.78542,-2850.503468,3307.156297,10.5686064,5,0
6.000000,6,7,4,3,0.40–0.50,0.10–0.15,measData_times_truth_over_meas.root,file1,8,33099.86971,-3876.551162,2796.837726,9.022749429,5,0
6.000000,6,7,4,3,0.40–0.50,0.10–0.15,measData_times_truth_over_meas.root,file2,8,32457.98365,-3893.66567,2713.494906,9.155868165,5,0
6.000000,6,7,4,4,0.40–0.50,0.15–0.20,measData_times_truth_over_meas.root,file1,7,18728.71333,7272.603592,-10153.73594,11.16436657,4,0
6.000000,6,7,4,4,0.40–0.50,0.15–0.20,measData_times_truth_over_meas.root,file2,7,17442.35059,6298.241016,-8912.852512,10.9761684,4,0
6.000000,6,7,4,5,0.40–0.50,0.20–0.30,measData_times_truth_over_meas.root,file1,6,34700.52976,4288.319742,201.891989,4.340189556,3,0
6.000000,6,7,4,5,0.40–0.50,0.20–0.30,measData_times_truth_over_meas.root,file2,6,25519.82917,1690.382743,890.2286728,5.962256856,3,0
6.000000,6,7,4,6,0.40–0.50,0.30–0.40,measData_times_truth_over_meas.root,file1,6,30760.60723,-14224.56091,6245.85188,4.912443479,3,0
6.000000,6,7,4,6,0.40–0.50,0.30–0.40,measData_times_truth_over_meas.root,file2,6,13159.77941,-7439.726329,4153.834172,8.725582536,3,0
6.000000,6,7,5,1,0.50–0.60,0.00–0.05,measData_times_truth_over_meas.root,file1,8,28177.69403,-1163.37688,1062.485048,10.12109736,5,0
6.000000,6,7,5,1,0.50–0.60,0.00–0.05,measData_times_truth_over_meas.root,file2,8,26676.85822,-1495.013463,818.96428,9.333359538,5,0
6.000000,6,7,5,2,0.50–0.60,0.05–0.10,measData_times_truth_over_meas.root,file1,8,21735.59094,-2571.555336,923.3721117,7.76037485,5,0
6.000000,6,7,5,2,0.50–0.60,0.05–0.10,measData_times_truth_over_meas.root,file2,8,18508.14218,-2366.672186,803.7108776,8.202066189,5,0
6.000000,6,7,5,3,0.50–0.60,0.10–0.15,measData_times_truth_over_meas.root,file1,8,17429.5766,-2757.92031,481.3952178,5.792311372,5,0
6.000000,6,7,5,3,0.50–0.60,0.10–0.15,measData_times_truth_over_meas.root,file2,8,11995.75888,-2002.035734,728.594119,5.44682173,5,0
6.000000,6,7,5,4,0.50–0.60,0.15–0.20,measData_times_truth_over_meas.root,file1,8,14865.14735,-808.4365959,-1177.207908,1.374800422,5,0
6.000000,6,7,5,4,0.50–0.60,0.15–0.20,measData_times_truth_over_meas.root,file2,8,7958.001849,-1055.262123,-1101.951282,1.023398709,5,0
6.000000,6,7,5,5,0.50–0.60,0.20–0.30,measData_times_truth_over_meas.root,file1,7,19624.5771,2755.922495,-161.2606193,11.61916217,4,0
6.000000,6,7,5,5,0.50–0.60,0.20–0.30,measData_times_truth_over_meas.root,file2,7,6378.430714,1148.485301,190.4987344,2.583395827,4,0
6.000000,6,7,5,6,0.50–0.60,0.30–0.40,measData_times_truth_over_meas.root,file1,6,13765.85221,-790.5602934,958.0058105,3.153235625,3,0
6.000000,6,7,6,1,0.60–0.70,0.00–0.05,measData_times_truth_over_meas.root,file1,8,15242.44814,-1052.500337,-187.3390146,3.006516691,5,0
6.000000,6,7,6,1,0.60–0.70,0.00–0.05,measData_times_truth_over_meas.root,file2,8,6066.153252,-456.5345095,-131.4282909,3.778975767,5,0
6.000000,6,7,6,2,0.60–0.70,0.05–0.10,measData_times_truth_over_meas.root,file1,8,12244.82436,-1389.196882,154.5232633,19.09184209,5,0
6.000000,6,7,6,2,0.60–0.70,0.05–0.10,measData_times_truth_over_meas.root,file2,8,3149.2414,-342.7223084,-212.8053779,1.106044195,5,0
6.000000,6,7,6,3,0.60–0.70,0.10–0.15,measData_times_truth_over_meas.root,file1,8,10287.27741,-1488.782653,1141.556331,12.60719557,5,0
6.000000,6,7,6,4,0.60–0.70,0.15–0.20,measData_times_truth_over_meas.root,file1,8,8558.319883,-2079.953778,1136.61456,10.45449634,5,0
6.000000,6,7,6,5,0.60–0.70,0.20–0.30,measData_times_truth_over_meas.root,file1,8,13790.6253,-3487.318499,1377.804334,12.76453446,5,0
6.000000,6,7,6,6,0.60–0.70,0.30–0.40,measData_times_truth_over_meas.root,file1,8,10934.72578,-2552.937318,1328.483916,8.131657698,5,0
6.000000,6,7,6,7,0.60–0.70,0.40–0.50,measData_times_truth_over_meas.root,file1,6,7742.941156,-3756.762724,1311.231707,0.7776089119,3,0
6.000000,6,7,7,1,0.70–0.80,0.00–0.05,measData_times_truth_over_meas.root,file1,8,8953.68569,-280.8860968,445.543443,14.89544986,5,0
6.000000,6,7,7,2,0.70–0.80,0.05–0.10,measData_times_truth_over_meas.root,file1,8,8113.623867,-367.0685601,-526.0345175,1.956639278,5,0
6.000000,6,7,7,3,0.70–0.80,0.10–0.15,measData_times_truth_over_meas.root,file1,7,7877.230192,-244.5283632,-610.7160047,5.001501923,4,0
6.000000,6,7,7,4,0.70–0.80,0.15–0.20,measData_times_truth_over_meas.root,file1,7,7068.040153,-2195.57844,-262.0259247,10.55938007,4,0
6.000000,6,7,7,5,0.70–0.80,0.20–0.30,measData_times_truth_over_meas.root,file1,7,11239.04502,-4908.000814,-241.6219036,7.377991041,4,0
6.000000,6,7,7,6,0.70–0.80,0.30–0.40,measData_times_truth_over_meas.root,file1,7,6178.480738,-3422.432635,393.5804531,6.091629245,4,0
6.000000,6,7,8,1,0.80–1.00,0.00–0.05,measData_times_truth_over_meas.root,file1,8,11514.02401,-348.9278818,-1046.769439,11.11302117,5,0
6.000000,6,7,8,2,0.80–1.00,0.05–0.10,measData_times_truth_over_meas.root,file1,8,10742.33972,-443.1846083,-1493.940458,2.216824966,5,0
6.000000,6,7,8,3,0.80–1.00,0.10–0.15,measData_times_truth_over_meas.root,file1,8,9249.48133,-1222.039159,-2127.771087,6.439158106,5,0
6.000000,6,7,8,4,0.80–1.00,0.15–0.20,measData_times_truth_over_meas.root,file1,8,7661.487983,-2063.353626,-1066.093384,15.081996,5,0
6.000000,6,7,8,5,0.80–1.00,0.20–0.30,measData_times_truth_over_meas.root,file1,8,13109.8959,-4025.787702,-2264.905266,3.664071842,5,0
6.000000,6,7,8,6,0.80–1.00,0.30–0.40,measData_times_truth_over_meas.root,file1,7,10227.76709,-4117.151289,-601.1515191,18.07873032,4,0
7.000000,7,8,3,1,0.30–0.40,0.00–0.05,measData_times_truth_over_meas.root,file1,8,48265.12467,-10845.33384,8456.953007,3.790849098,5,0
7.000000,7,8,3,1,0.30–0.40,0.00–0.05,measData_times_truth_over_meas.root,file2,8,48265.12467,-10845.33384,8456.953007,3.790849098,5,0
7.000000,7,8,3,2,0.30–0.40,0.05–0.10,measData_times_truth_over_meas.root,file1,6,53995.32565,-21427.23273,3931.832624,7.646100133,3,0
7.000000,7,8,3,2,0.30–0.40,0.05–0.10,measData_times_truth_over_meas.root,file2,6,53995.32565,-21427.23273,3931.832624,7.646100133,3,0
7.000000,7,8,4,1,0.40–0.50,0.00–0.05,measData_times_truth_over_meas.root,file1,8,25786.1604,-2526.143707,1456.827559,7.080479929,5,0
7.000000,7,8,4,1,0.40–0.50,0.00–0.05,measData_times_truth_over_meas.root,file2,8,25806.57683,-2494.956811,1468.568549,7.070615566,5,0
7.000000,7,8,4,2,0.40–0.50,0.05–0.10,measData_times_truth_over_meas.root,file1,7,22235.10762,-7419.926879,5727.639922,9.691883907,4,0
7.000000,7,8,4,2,0.40–0.50,0.05–0.10,measData_times_truth_over_meas.root,file2,7,21593.03115,-6976.722115,5250.887691,10.53959563,4,0
7.000000,7,8,4,3,0.40–0.50,0.10–0.15,measData_times_truth_over_meas.root,file1,6,13226.87041,3966.417281,-3376.327167,4.540890352,3,0
7.000000,7,8,4,3,0.40–0.50,0.10–0.15,measData_times_truth_over_meas.root,file2,6,11963.12668,2195.576766,-2136.83179,4.673430685,3,0
7.000000,7,8,5,1,0.50–0.60,0.00–0.05,measData_times_truth_over_meas.root,file1,8,13376.14956,-1322.042914,78.25369531,11.85806118,5,0
7.000000,7,8,5,1,0.50–0.60,0.00–0.05,measData_times_truth_over_meas.root,file2,8,9409.911179,-845.2852423,18.84778357,9.825122365,5,0
7.000000,7,8,5,2,0.50–0.60,0.05–0.10,measData_times_truth_over_meas.root,file1,8,11223.75406,-2227.582842,2071.783086,14.45159262,5,0
7.000000,7,8,5,2,0.50–0.60,0.05–0.10,measData_times_truth_over_meas.root,file2,8,5239.410206,-1358.539965,607.0504294,8.974027065,5,0
7.000000,7,8,5,3,0.50–0.60,0.10–0.15,measData_times_truth_over_meas.root,file1,6,8011.112302,-533.3084726,-591.935641,0.9738384962,3,0
7.000000,7,8,6,1,0.60–0.70,0.00–0.05,measData_times_truth_over_meas.root,file1,8,6815.142994,-140.1456093,11.08110584,7.767503323,5,0
7.000000,7,8,6,2,0.60–0.70,0.05–0.10,measData_times_truth_over_meas.root,file1,8,6063.489265,-772.5206827,-79.41946095,4.380529008,5,0
7.000000,7,8,6,3,0.60–0.70,0.10–0.15,measData_times_truth_over_meas.root,file1,8,5711.595957,-2254.745706,594.511508,8.696356419,5,0
7.000000,7,8,6,5,0.60–0.70,0.20–0.30,measData_times_truth_over_meas.root,file1,6,6833.941436,-352.8134683,913.1582329,6.3071275,3,0
7.000000,7,8,7,1,0.70–0.80,0.00–0.05,measData_times_truth_over_meas.root,file1,8,5343.608288,103.1162563,-81.87632001,11.58238022,5,0
7.000000,7,8,7,2,0.70–0.80,0.05–0.10,measData_times_truth_over_meas.root,file1,8,4952.126313,-788.084873,207.2320048,4.784004493,5,0
7.000000,7,8,7,3,0.70–0.80,0.10–0.15,measData_times_truth_over_meas.root,file1,8,4318.070325,-510.2104723,-272.7428045,7.922364197,5,0
7.000000,7,8,7,4,0.70–0.80,0.15–0.20,measData_times_truth_over_meas.root,file1,6,3816.804895,-2616.309393,933.3901807,2.071497311,3,0
7.000000,7,8,8,1,0.80–1.00,0.00–0.05,measData_times_truth_over_meas.root,file1,8,5805.175252,-9.616309553,-324.5252732,6.388744269,5,0
7.000000,7,8,8,2,0.80–1.00,0.05–0.10,measData_times_truth_over_meas.root,file1,8,5282.551276,-352.784392,-1112.416386,5.709993873,5,0
7.000000,7,8,8,3,0.80–1.00,0.10–0.15,measData_times_truth_over_meas.root,file1,8,4595.296975,-731.0440846,-1281.93454,0.9098925401,5,0
7.000000,7,8,8,4,0.80–1.00,0.15–0.20,measData_times_truth_over_meas.root,file1,8,3389.282025,-588.8091276,-822.059277,3.048564861,5,0
7.000000,7,8,8,5,0.80–1.00,0.20–0.30,measData_times_truth_over_meas.root,file1,6,5429.051733,-839.7873164,-1197.566606,5.825499499,3,0
8.000000,8,9,1,1,0.00–0.20,0.00–0.05,measData_times_truth_over_meas.root,file1,6,2565508.07,273769.2098,-492224.4833,0.2915765562,3,0
8.000000,8,9,1,1,0.00–0.20,0.00–0.05,measData_times_truth_over_meas.root,file2,6,2565423.718,273769.5072,-492203.6967,0.2915475182,3,0
8.000000,8,9,1,2,0.00–0.20,0.05–0.10,measData_times_truth_over_meas.root,file1,8,1061479.649,-70188.19442,17042.92542,12.28104869,5,0
8.000000,8,9,1,2,0.00–0.20,0.05–0.10,measData_times_truth_over_meas.root,file2,8,1061401.884,-70180.19771,17042.92298,12.28225752,5,0
8.000000,8,9,1,3,0.00–0.20,0.10–0.15,measData_times_truth_over_meas.root,file1,8,520285.313,-41722.28103,30097.79778,34.16084801,5,0
8.000000,8,9,1,3,0.00–0.20,0.10–0.15,measData_times_truth_over_meas.root,file2,8,520211.3528,-41716.10237,30094.72771,34.16249992,5,0
8.000000,8,9,1,4,0.00–0.20,0.15–0.20,measData_times_truth_over_meas.root,file1,8,292818.4259,-63610.34037,3101.457045,29.2238171,5,0
8.000000,8,9,1,4,0.00–0.20,0.15–0.20,measData_times_truth_over_meas.root,file2,8,292750.5684,-63593.68147,3102.329112,29.21891491,5,0
8.000000,8,9,1,5,0.00–0.20,0.20–0.30,measData_times_truth_over_meas.root,file1,8,281441.8636,-57363.05129,2767.691643,17.48715962,5,0
8.000000,8,9,1,5,0.00–0.20,0.20–0.30,measData_times_truth_over_meas.root,file2,8,281309.3785,-57340.51464,2770.913613,17.48901586,5,0
8.000000,8,9,1,6,0.00–0.20,0.30–0.40,measData_times_truth_over_meas.root,file1,8,123220.8331,-6300.60027,2130.083323,3.312178584,5,0
8.000000,8,9,1,6,0.00–0.20,0.30–0.40,measData_times_truth_over_meas.root,file2,8,123080.162,-6289.9693,2125.832466,3.312365694,5,0
8.000000,8,9,2,1,0.20–0.30,0.00–0.05,measData_times_truth_over_meas.root,file1,6,179753.3249,2437.137844,-19954.11091,418.9784257,3,0
8.000000,8,9,2,1,0.20–0.30,0.00–0.05,measData_times_truth_over_meas.root,file2,6,179753.3249,2437.137844,-19954.11091,418.9784257,3,0
8.000000,8,9,2,2,0.20–0.30,0.05–0.10,measData_times_truth_over_meas.root,file1,8,138458.2276,-19728.52981,4192.174258,39.27804745,5,0
8.000000,8,9,2,2,0.20–0.30,0.05–0.10,measData_times_truth_over_meas.root,file2,8,138458.2276,-19728.52981,4192.174258,39.27804745,5,0
8.000000,8,9,2,3,0.20–0.30,0.10–0.15,measData_times_truth_over_meas.root,file1,8,113633.3742,-65.82025092,4897.24094,5.957413109,5,0
8.000000,8,9,2,3,0.20–0.30,0.10–0.15,measData_times_truth_over_meas.root,file2,8,113633.3742,-65.82025092,4897.24094,5.957413109,5,0
8.000000,8,9,2,4,0.20–0.30,0.15–0.20,measData_times_truth_over_meas.root,file1,8,79164.09336,-9017.020163,-834.8289536,12.80353456,5,0
8.000000,8,9,2,4,0.20–0.30,0.15–0.20,measData_times_truth_over_meas.root,file2,8,79164.09336,-9017.020163,-834.8289536,12.80353456,5,0
8.000000,8,9,2,5,0.20–0.30,0.20–0.30,measData_times_truth_over_meas.root,file1,8,102794.3608,-17075.95918,2985.650545,23.08532197,5,0
8.000000,8,9,2,5,0.20–0.30,0.20–0.30,measData_times_truth_over_meas.root,file2,8,102794.3608,-17075.95918,2985.650545,23.08532197,5,0
8.000000,8,9,2,6,0.20–0.30,0.30–0.40,measData_times_truth_over_meas.root,file1,8,56638.92046,-10724.35595,3982.0351,23.95237926,5,0
8.000000,8,9,2,6,0.20–0.30,0.30–0.40,measData_times_truth_over_meas.root,file2,8,56638.92046,-10724.35595,3982.0351,23.95237926,5,0
8.000000,8,9,2,7,0.20–0.30,0.40–0.50,measData_times_truth_over_meas.root,file1,8,31938.16341,-8912.885855,3491.631159,4.888468253,5,0
8.000000,8,9,2,7,0.20–0.30,0.40–0.50,measData_times_truth_over_meas.root,file2,8,31938.16341,-8912.885855,3491.631159,4.888468253,5,0
8.000000,8,9,2,8,0.20–0.30,0.50–0.65,measData_times_truth_over_meas.root,file1,8,23120.2975,-6447.897657,4211.233739,10.55575708,5,0
