xq2_center,xq2_bin,iy,z_bin,pt2_bin,z_label,pt2_label,rootfile,source,npoints,p0,p1,p2,chi2,ndf,status
10.000000,10,11,6,2,0.60–0.70,0.05–0.10,measData_times_truth_over_meas.root,file2,8,14221.84366,-99.68226947,547.3108751,3.717710502,5,0
10.000000,10,11,6,3,0.60–0.70,0.10–0.15,measData_times_truth_over_meas.root,file1,7,12087.42948,-188.0518508,486.3974924,11.11506113,4,0
10.000000,10,11,6,3,0.60–0.70,0.10–0.15,measData_times_truth_over_meas.root,file2,7,12078.98536,-186.0030016,475.6857321,10.59350568,4,0
10.000000,10,11,6,4,0.60–0.70,0.15–0.20,measData_times_truth_over_meas.root,file1,6,10570.97135,-542.0797898,53.76084213,4.083831347,3,0
10.000000,10,11,6,4,0.60–0.70,0.15–0.20,measData_times_truth_over_meas.root,file2,6,10514.57231,-586.5028605,112.4280316,3.451825861,3,0
10.000000,10,11,6,5,0.60–0.70,0.20–0.30,measData_times_truth_over_meas.root,file1,6,15804.63312,-1427.795936,-794.8736246,8.483109214,3,0
10.000000,10,11,6,5,0.60–0.70,0.20–0.30,measData_times_truth_over_meas.root,file2,6,15335.80251,-1523.312686,-923.884564,7.827395071,3,0
10.000000,10,11,6,6,0.60–0.70,0.30–0.40,measData_times_truth_over_meas.root,file1,8,10865.80536,-857.1944789,389.5224174,3.754117092,5,0
10.000000,10,11,6,6,0.60–0.70,0.30–0.40,measData_times_truth_over_meas.root,file2,8,9750.824325,-1138.711852,137.1356027,6.305504327,5,0
10.000000,10,11,6,7,0.60–0.70,0.40–0.50,measData_times_truth_over_meas.root,file1,8,7433.111153,-48.64637337,680.697654,17.89629277,5,0
10.000000,10,11,6,7,0.60–0.70,0.40–0.50,measData_times_truth_over_meas.root,file2,8,5830.796981,-67.58711543,351.625736,8.510661219,5,0
10.000000,10,11,6,8,0.60–0.70,0.50–0.65,measData_times_truth_over_meas.root,file1,8,6453.413084,-1366.08219,-264.2174468,18.30425268,5,0
10.000000,10,11,6,8,0.60–0.70,0.50–0.65,measData_times_truth_over_meas.root,file2,7,3963.7426,-661.625747,26.08693315,5.118810426,4,0
10.000000,10,11,6,9,0.60–0.70,0.65–0.80,measData_times_truth_over_meas.root,file1,7,4225.434982,-167.0442168,879.3468067,6.647013389,4,0
10.000000,10,11,6,9,0.60–0.70,0.65–0.80,measData_times_truth_over_meas.root,file2,6,1411.367808,-148.0282949,332.5286229,4.759346921,3,0
10.000000,10,11,6,10,0.60–0.70,0.80–1.00,measData_times_truth_over_meas.root,file1,6,2799.696086,-319.253447,680.3261045,3.184904138,3,0
10.000000,10,11,6,10,0.60–0.70,0.80–1.00,measData_times_truth_over_meas.root,file2,6,520.0034845,-84.18877048,190.7837619,3.428872279,3,0
10.000000,10,11,6,11,0.60–0.70,1.00–1.50,measData_times_truth_over_meas.root,file1,6,1297.422108,-299.2799343,-15.57353177,2.921391855,3,0
10.000000,10,11,7,1,0.70–0.80,0.00–0.05,measData_times_truth_over_meas.root,file1,8,9562.371788,-90.06356012,-262.1699156,4.989370486,5,0
10.000000,10,11,7,1,0.70–0.80,0.00–0.05,measData_times_truth_over_meas.root,file2,8,7991.833329,-300.5362501,-268.0534368,4.072273319,5,0
10.000000,10,11,7,2,0.70–0.80,0.05–0.10,measData_times_truth_over_meas.root,file1,8,7797.787786,-384.561507,-400.0291574,9.325569221,5,0
10.000000,10,11,7,2,0.70–0.80,0.05–0.10,measData_times_truth_over_meas.root,file2,8,6002.262091,-362.8488449,-333.240901,6.703841763,5,0
10.000000,10,11,7,3,0.70–0.80,0.10–0.15,measData_times_truth_over_meas.root,file1,8,6880.607401,236.6667838,-80.40616643,10.69102057,5,0
10.000000,10,11,7,3,0.70–0.80,0.10–0.15,measData_times_truth_over_meas.root,file2,7,4633.780388,72.01562589,199.5548128,6.041293934,4,0
10.000000,10,11,7,4,0.70–0.80,0.15–0.20,measData_times_truth_over_meas.root,file1,7,5742.796207,-418.6930027,-543.7917516,11.8534638,4,0
10.000000,10,11,7,4,0.70–0.80,0.15–0.20,measData_times_truth_over_meas.root,file2,6,3454.870274,-300.4064876,-371.2372313,1.652906989,3,0
10.000000,10,11,7,5,0.70–0.80,0.20–0.30,measData_times_truth_over_meas.root,file1,6,8289.673634,-1404.964038,-1381.861703,3.014458918,3,0
10.000000,10,11,7,5,0.70–0.80,0.20–0.30,measData_times_truth_over_meas.root,file2,6,3724.941795,-1221.262525,-552.0480146,0.8740595597,3,0
10.000000,10,11,7,6,0.70–0.80,0.30–0.40,measData_times_truth_over_meas.root,file1,6,6501.619985,-81.12476136,-165.3173058,7.112725804,3,0
10.000000,10,11,7,6,0.70–0.80,0.30–0.40,measData_times_truth_over_meas.root,file2,6,1972.614619,-130.6675688,-14.43784886,3.210553159,3,0
10.000000,10,11,7,7,0.70–0.80,0.40–0.50,measData_times_truth_over_meas.root,file1,6,4660.514781,-6.635133872,-109.4282525,4.392576242,3,0
10.000000,10,11,7,8,0.70–0.80,0.50–0.65,measData_times_truth_over_meas.root,file1,6,4244.994124,-1162.226875,-651.8861224,1.48470869,3,0
10.000000,10,11,7,9,0.70–0.80,0.65–0.80,measData_times_truth_over_meas.root,file1,7,2873.062011,-34.49321999,156.9509862,6.331437302,4,0
10.000000,10,11,7,10,0.70–0.80,0.80–1.00,measData_times_truth_over_meas.root,file1,6,1802.670452,-88.39697908,-181.6553303,7.094050632,3,0
10.000000,10,11,7,11,0.70–0.80,1.00–1.50,measData_times_truth_over_meas.root,file1,6,1121.868667,62.58690799,11.57365073,6.860129912,3,0
10.000000,10,11,8,1,0.80–1.00,0.00–0.05,measData_times_truth_over_meas.root,file1,8,7614.204308,180.6797092,-310.8053329,5.064565825,5,0
10.000000,10,11,8,1,0.80–1.00,0.00–0.05,measData_times_truth_over_meas.root,file2,6,396.7634121,-104.9695652,-39.30375314,0.558273339,3,0
10.000000,10,11,8,2,0.80–1.00,0.05–0.10,measData_times_truth_over_meas.root,file1,8,7569.604664,981.2545193,-993.6001762,10.6654981,5,0
10.000000,10,11,8,3,0.80–1.00,0.10–0.15,measData_times_truth_over_meas.root,file1,8,7019.592526,1464.095425,-409.7714082,16.88991451,5,0
10.000000,10,11,8,4,0.80–1.00,0.15–0.20,measData_times_truth_over_meas.root,file1,8,6447.299302,1167.805187,-1256.761919,13.30088806,5,0
10.000000,10,11,8,5,0.80–1.00,0.20–0.30,measData_times_truth_over_meas.root,file1,8,9921.568783,2121.33628,-899.1012544,16.51597813,5,0
10.000000,10,11,8,6,0.80–1.00,0.30–0.40,measData_times_truth_over_meas.root,file1,6,5649.758449,-322.115987,-1686.244131,26.09646981,3,0
10.000000,10,11,8,7,0.80–1.00,0.40–0.50,measData_times_truth_over_meas.root,file1,6,3945.173427,-95.46910679,-1024.905142,7.89441363,3,0
10.000000,10,11,8,8,0.80–1.00,0.50–0.65,measData_times_truth_over_meas.root,file1,7,3417.679907,97.36231359,-794.1192286,11.18072697,4,0
10.000000,10,11,8,9,0.80–1.00,0.65–0.80,measData_times_truth_over_meas.root,file1,6,2001.597154,700.0126586,-240.1632389,3.841299191,3,0
10.000000,10,11,8,10,0.80–1.00,0.80–1.00,measData_times_truth_over_meas.root,file1,6,960.8454507,-136.9813421,-584.5648237,15.45787672,3,0
10.000000,10,11,8,11,0.80–1.00,1.00–1.50,measData_times_truth_over_meas.root,file1,6,272.4539893,25.43495684,-52.69075848,43.19939433,3,0
11.000000,11,12,2,1,0.20–0.30,0.00–0.05,measData_times_truth_over_meas.root,file1,8,158669.4774,-11787.71037,37903.77359,37.22972171,5,0
11.000000,11,12,2,1,0.20–0.30,0.00–0.05,measData_times_truth_over_meas.root,file2,8,158669.4774,-11787.71037,37903.77359,37.22972171,5,0
11.000000,11,12,2,2,0.20–0.30,0.05–0.10,measData_times_truth_over_meas.root,file1,8,120195.4879,-4241.642661,9708.306564,10.40565055,5,0
11.000000,11,12,2,2,0.20–0.30,0.05–0.10,measData_times_truth_over_meas.root,file2,8,120195.4879,-4241.642661,9708.306564,10.40565055,5,0
11.000000,11,12,2,3,0.20–0.30,0.10–0.15,measData_times_truth_over_meas.root,file1,8,102449.1533,-6440.144938,6092.518769,7.943103069,5,0
11.000000,11,12,2,3,0.20–0.30,0.10–0.15,measData_times_truth_over_meas.root,file2,8,102449.1533,-6440.144938,6092.518769,7.943103069,5,0
11.000000,11,12,2,4,0.20–0.30,0.15–0.20,measData_times_truth_over_meas.root,file1,8,95012.54768,-20901.38364,14978.1591,2.920063936,5,0
11.000000,11,12,2,4,0.20–0.30,0.15–0.20,measData_times_truth_over_meas.root,file2,8,95012.54768,-20901.38364,14978.1591,2.920063936,5,0
11.000000,11,12,2,5,0.20–0.30,0.20–0.30,measData_times_truth_over_meas.root,file1,6,110573.872,-45304.44022,5529.925586,1.931846976,3,0
11.000000,11,12,2,5,0.20–0.30,0.20–0.30,measData_times_truth_over_meas.root,file2,6,110571.0925,-45303.43713,5530.175535,1.930426314,3,0
11.000000,11,12,3,1,0.30–0.40,0.00–0.05,measData_times_truth_over_meas.root,file1,8,66742.62686,-5342.527733,4179.441817,18.61156598,5,0
11.000000,11,12,3,1,0.30–0.40,0.00–0.05,measData_times_truth_over_meas.root,file2,8,66742.62686,-5342.527733,4179.441817,18.61156598,5,0
11.000000,11,12,3,2,0.30–0.40,0.05–0.10,measData_times_truth_over_meas.root,file1,8,55988.23295,-2711.872059,1012.866783,10.31946077,5,0
11.000000,11,12,3,2,0.30–0.40,0.05–0.10,measData_times_truth_over_meas.root,file2,8,55988.23295,-2711.872059,1012.866783,10.31946077,5,0
11.000000,11,12,3,3,0.30–0.40,0.10–0.15,measData_times_truth_over_meas.root,file1,8,45415.76496,-5776.630448,105.9985568,15.57933307,5,0
11.000000,11,12,3,3,0.30–0.40,0.10–0.15,measData_times_truth_over_meas.root,file2,8,45415.76496,-5776.630448,105.9985568,15.57933307,5,0
11.000000,11,12,3,4,0.30–0.40,0.15–0.20,measData_times_truth_over_meas.root,file1,8,39411.4304,-2019.25917,3345.199168,25.31202666,5,0
11.000000,11,12,3,4,0.30–0.40,0.15–0.20,measData_times_truth_over_meas.root,file2,8,39411.4304,-2019.25917,3345.199168,25.31202666,5,0
11.000000,11,12,3,5,0.30–0.40,0.20–0.30,measData_times_truth_over_meas.root,file1,8,50902.81088,-4522.582738,-145.3341081,18.8341603,5,0
11.000000,11,12,3,5,0.30–0.40,0.20–0.30,measData_times_truth_over_meas.root,file2,8,50902.81088,-4522.582738,-145.3341081,18.8341603,5,0
11.000000,11,12,3,6,0.30–0.40,0.30–0.40,measData_times_truth_over_meas.root,file1,7,27814.72096,-1637.536326,-380.3304624,8.333030725,4,0
11.000000,11,12,3,6,0.30–0.40,0.30–0.40,measData_times_truth_over_meas.root,file2,7,27780.23034,-1634.208192,-406.8248416,8.329734783,4,0
11.000000,11,12,3,7,0.30–0.40,0.40–0.50,measData_times_truth_over_meas.root,file1,6,16189.14613,-4590.4906,1912.351806,2.304561601,3,0
11.000000,11,12,3,7,0.30–0.40,0.40–0.50,measData_times_truth_over_meas.root,file2,6,15456.29881,-4475.793207,1898.458531,2.765044263,3,0
11.000000,11,12,3,8,0.30–0.40,0.50–0.65,measData_times_truth_over_meas.root,file1,6,11130.51518,-3658.442501,866.1766703,1.35064373,3,0
11.000000,11,12,3,8,0.30–0.40,0.50–0.65,measData_times_truth_over_meas.root,file2,6,8220.666005,-2659.485168,785.3640952,1.237171623,3,0
11.000000,11,12,4,1,0.40–0.50,0.00–0.05,measData_times_truth_over_meas.root,file1,8,35817.77278,-2663.839441,461.1793312,5.125315922,5,0
11.000000,11,12,4,1,0.40–0.50,0.00–0.05,measData_times_truth_over_meas.root,file2,8,35817.77278,-2663.839441,461.1793312,5.125315922,5,0
11.000000,11,12,4,2,0.40–0.50,0.05–0.10,measData_times_truth_over_meas.root,file1,8,28692.65743,-3380.520086,1436.565619,6.364812043,5,0
11.000000,11,12,4,2,0.40–0.50,0.05–0.10,measData_times_truth_over_meas.root,file2,8,28692.65743,-3380.520086,1436.565619,6.364812043,5,0
11.000000,11,12,4,3,0.40–0.50,0.10–0.15,measData_times_truth_over_meas.root,file1,8,25463.18333,-2209.336859,463.3792259,2.745410575,5,0
11.000000,11,12,4,3,0.40–0.50,0.10–0.15,measData_times_truth_over_meas.root,file2,8,25463.18333,-2209.336859,463.3792259,2.745410575,5,0
11.000000,11,12,4,4,0.40–0.50,0.15–0.20,measData_times_truth_over_meas.root,file1,8,20440.48771,-1329.437242,1143.463228,21.06832371,5,0
11.000000,11,12,4,4,0.40–0.50,0.15–0.20,measData_times_truth_over_meas.root,file2,8,20440.48771,-1329.437242,1143.463228,21.06832371,5,0
11.000000,11,12,4,5,0.40–0.50,0.20–0.30,measData_times_truth_over_meas.root,file1,8,28995.23917,-437.5218499,1699.812745,18.04614565,5,0
11.000000,11,12,4,5,0.40–0.50,0.20–0.30,measData_times_truth_over_meas.root,file2,8,28995.067,-437.5960934,1699.833624,18.0453562,5,0
11.000000,11,12,4,6,0.40–0.50,0.30–0.40,measData_times_truth_over_meas.root,file1,8,17221.16351,-2229.428886,1117.387456,3.457819839,5,0
11.000000,11,12,4,6,0.40–0.50,0.30–0.40,measData_times_truth_over_meas.root,file2,8,17078.15787,-2147.225789,1169.667915,3.458015268,5,0
11.000000,11,12,4,7,0.40–0.50,0.40–0.50,measData_times_truth_over_meas.root,file1,8,10632.35556,-1590.299988,879.7976606,9.516417363,5,0
11.000000,11,12,4,7,0.40–0.50,0.40–0.50,measData_times_truth_over_meas.root,file2,8,9594.062553,-1467.456773,676.193603,11.32085588,5,0
11.000000,11,12,4,8,0.40–0.50,0.50–0.65,measData_times_truth_over_meas.root,file1,6,7657.366875,-1657.168019,677.4105736,4.1292458,3,0
11.000000,11,12,4,8,0.40–0.50,0.50–0.65,measData_times_truth_over_meas.root,file2,6,5016.244775,-1155.752832,432.2436904,2.671862348,3,0
11.000000,11,12,4,9,0.40–0.50,0.65–0.80,measData_times_truth_over_meas.root,file1,6,2404.280514,-67.3757283,-26.28590809,0.6171309898,3,0
11.000000,11,12,5,1,0.50–0.60,0.00–0.05,measData_times_truth_over_meas.root,file1,8,20743.33621,-1203.474788,257.4561145,9.667888745,5,0
11.000000,11,12,5,1,0.50–0.60,0.00–0.05,measData_times_truth_over_meas.root,file2,8,20743.33621,-1203.474788,257.4561145,9.667888745,5,0
11.000000,11,12,5,2,0.50–0.60,0.05–0.10,measData_times_truth_over_meas.root,file1,8,16587.0408,-1636.076012,7.140831287,8.591981142,5,0
11.000000,11,12,5,2,0.50–0.60,0.05–0.10,measData_times_truth_over_meas.root,file2,8,16587.0408,-1636.076012,7.140831287,8.591981142,5,0
11.000000,11,12,5,3,0.50–0.60,0.10–0.15,measData_times_truth_over_meas.root,file1,8,13801.70208,-2023.162495,178.145315,3.874739776,5,0
11.000000,11,12,5,3,0.50–0.60,0.10–0.15,measData_times_truth_over_meas.root,file2,8,13799.29768,-2024.807411,176.5303963,3.884674685,5,0
11.000000,11,12,5,4,0.50–0.60,0.15–0.20,measData_times_truth_over_meas.root,file1,8,10917.74,-878.1189445,558.9802035,4.540672068,5,0
11.000000,11,12,5,4,0.50–0.60,0.15–0.20,measData_times_truth_over_meas.root,file2,8,10903.58025,-855.8739136,554.9752596,4.727340388,5,0
11.000000,11,12,5,5,0.50–0.60,0.20–0.30,measData_times_truth_over_meas.root,file1,8,16422.17051,-1467.77198,312.658492,9.929775666,5,0
11.000000,11,12,5,5,0.50–0.60,0.20–0.30,measData_times_truth_over_meas.root,file2,8,15934.49328,-1608.124833,156.4357583,10.37391588,5,0
11.000000,11,12,5,6,0.50–0.60,0.30–0.40,measData_times_truth_over_meas.root,file1,8,10948.28905,-1352.076539,333.7657845,2.096016157,5,0
11.000000,11,12,5,6,0.50–0.60,0.30–0.40,measData_times_truth_over_meas.root,file2,8,9338.928734,-1416.14902,120.6360947,0.9040080897,5,0
11.000000,11,12,5,7,0.50–0.60,0.40–0.50,measData_times_truth_over_meas.root,file1,8,7421.856205,-903.698467,1182.167209,2.697153801,5,0
11.000000,11,12,5,7,0.50–0.60,0.40–0.50,measData_times_truth_over_meas.root,file2,8,4849.890187,-459.0119175,843.9354908,1.316776343,5,0
11.000000,11,12,5,8,0.50–0.60,0.50–0.65,measData_times_truth_over_meas.root,file1,8,5557.601859,-1671.689102,582.159531,25.08145302,5,0
11.000000,11,12,5,8,0.50–0.60,0.50–0.65,measData_times_truth_over_meas.root,file2,6,2318.879905,-262.8054884,595.8062786,4.784474945,3,0
11.000000,11,12,5,9,0.50–0.60,0.65–0.80,measData_times_truth_over_meas.root,file1,6,2778.502071,-991.9956593,644.9735613,1.897444484,3,0
11.000000,11,12,5,10,0.50–0.60,0.80–1.00,measData_times_truth_over_meas.root,file1,6,1269.385214,-145.5756206,-83.60364543,10.59921841,3,0
11.000000,11,12,6,1,0.60–0.70,0.00–0.05,measData_times_truth_over_meas.root,file1,8,11138.82511,-278.416889,-381.4199049,6.209843976,5,0
11.000000,11,12,6,1,0.60–0.70,0.00–0.05,measData_times_truth_over_meas.root,file2,8,10765.54023,-325.5361074,-443.9840978,5.490898873,5,0
11.000000,11,12,6,2,0.60–0.70,0.05–0.10,measData_times_truth_over_meas.root,file1,8,9594.788995,-494.0641439,-68.09969087,23.35035183,5,0
11.000000,11,12,6,2,0.60–0.70,0.05–0.10,measData_times_truth_over_meas.root,file2,8,8788.75436,-384.9885338,-84.79666957,12.2982671,5,0
11.000000,11,12,6,3,0.60–0.70,0.10–0.15,measData_times_truth_over_meas.root,file1,8,8346.956082,-589.5594681,92.71712375,14.01314651,5,0
11.000000,11,12,6,3,0.60–0.70,0.10–0.15,measData_times_truth_over_meas.root,file2,8,6876.283569,-681.0292841,20.71041302,6.020072834,5,0
11.000000,11,12,6,4,0.60–0.70,0.15–0.20,measData_times_truth_over_meas.root,file1,8,6587.058936,-1389.125533,-160.0592554,8.664373192,5,0
11.000000,11,12,6,4,0.60–0.70,0.15–0.20,measData_times_truth_over_meas.root,file2,7,4799.052455,-1142.2242,-227.0863698,9.942265028,4,0
11.000000,11,12,6,5,0.60–0.70,0.20–0.30,measData_times_truth_over_meas.root,file1,7,9927.561376,-338.5693868,624.6619768,16.50647642,4,0
11.000000,11,12,6,5,0.60–0.70,0.20–0.30,measData_times_truth_over_meas.root,file2,7,5881.149826,-192.2053434,590.023792,11.18589249,4,0
11.000000,11,12,6,6,0.60–0.70,0.30–0.40,measData_times_truth_over_meas.root,file1,8,6680.456191,-552.2399323,184.5903259,26.38406914,5,0
11.000000,11,12,6,6,0.60–0.70,0.30–0.40,measData_times_truth_over_meas.root,file2,7,2439.438498,-187.9045689,67.48254963,5.332780141,4,0
11.000000,11,12,6,7,0.60–0.70,0.40–0.50,measData_times_truth_over_meas.root,file1,8,5020.973568,-192.0501696,493.8807706,7.245398055,5,0
11.000000,11,12,6,7,0.60–0.70,0.40–0.50,measData_times_truth_over_meas.root,file2,6,838.1115231,12.81500585,110.1145125,1.140698294,3,0
11.000000,11,12,6,8,0.60–0.70,0.50–0.65,measData_times_truth_over_meas.root,file1,8,4488.137448,-14.52213667,718.3124596,12.11533445,5,0
11.000000,11,12,6,9,0.60–0.70,0.65–0.80,measData_times_truth_over_meas.root,file1,6,1896.694303,-561.3319394,-367.4567169,26.55135473,3,0
11.000000,11,12,7,1,0.70–0.80,0.00–0.05,measData_times_truth_over_meas.root,file1,8,6221.888508,191.2586151,297.6823362,10.60588029,5,0
11.000000,11,12,7,1,0.70–0.80,0.00–0.05,measData_times_truth_over_meas.root,file2,8,2070.675176,-53.15694021,102.5180075,6.943720889,5,0
11.000000,11,12,7,2,0.70–0.80,0.05–0.10,measData_times_truth_over_meas.root,file1,8,5461.659397,95.61775295,-137.5214841,13.29797282,5,0
11.000000,11,12,7,2,0.70–0.80,0.05–0.10,measData_times_truth_over_meas.root,file2,8,1256.964465,-51.71744818,-120.3146583,30.24046824,5,0
11.000000,11,12,7,3,0.70–0.80,0.10–0.15,measData_times_truth_over_meas.root,file1,7,4914.733509,178.438949,-339.4503027,0.4621562381,4,0
11.000000,11,12,7,4,0.70–0.80,0.15–0.20,measData_times_truth_over_meas.root,file1,7,4496.760477,339.5165171,-187.3958851,8.118095798,4,0
11.000000,11,12,7,5,0.70–0.80,0.20–0.30,measData_times_truth_over_meas.root,file1,8,6298.128281,-658.617169,-506.7528403,20.29765476,5,0
11.000000,11,12,7,6,0.70–0.80,0.30–0.40,measData_times_truth_over_meas.root,file1,7,4536.561545,-312.2897608,-414.4770555,7.835227246,4,0
11.000000,11,12,7,7,0.70–0.80,0.40–0.50,measData_times_truth_over_meas.root,file1,8,3467.538063,281.8446246,-332.4164947,9.888547242,5,0
11.000000,11,12,7,8,0.70–0.80,0.50–0.65,measData_times_truth_over_meas.root,file1,8,3181.11443,258.5800968,86.77172852,20.62679199,5,0
11.000000,11,12,7,9,0.70–0.80,0.65–0.80,measData_times_truth_over_meas.root,file1,6,1218.740094,-55.45055492,-216.1275077,4.562632326,3,0
11.000000,11,12,8,1,0.80–1.00,0.00–0.05,measData_times_truth_over_meas.root,file1,8,5938.738597,173.1399076,-459.925368,13.85567787,5,0
11.000000,11,12,8,2,0.80–1.00,0.05–0.10,measData_times_truth_over_meas.root,file1,8,5664.530526,358.9096921,-890.6215577,10.28248182,5,0
11.000000,11,12,8,3,0.80–1.00,0.10–0.15,measData_times_truth_over_meas.root,file1,8,5224.705614,410.5434774,-1005.612172,18.59896519,5,0
11.000000,11,12,8,4,0.80–1.00,0.15–0.20,measData_times_truth_over_meas.root,file1,8,4680.415362,261.717861,-940.1703416,49.42048436,5,0
11.000000,11,12,8,5,0.80–1.00,0.20–0.30,measData_times_truth_over_meas.root,file1,8,6386.705823,1161.433514,-971.597599,18.21929183,5,0
11.000000,11,12,8,6,0.80–1.00,0.30–0.40,measData_times_truth_over_meas.root,file1,7,4206.656724,428.8768961,-578.3374534,69.72392206,4,0
11.000000,11,12,8,7,0.80–1.00,0.40–0.50,measData_times_truth_over_meas.root,file1,6,2466.785093,909.3370145,-30.06816462,43.23264726,3,0
11.000000,11,12,8,8,0.80–1.00,0.50–0.65,measData_times_truth_over_meas.root,file1,7,1563.33693,461.7128282,-124.4796256,140.7855441,4,0
12.000000,12,13,2,1,0.20–0.30,0.00–0.05,measData_times_truth_over_meas.root,file1,8,211829.9558,-15649.43923,31068.66904,17.18907139,5,0
12.000000,12,13,2,1,0.20–0.30,0.00–0.05,measData_times_truth_over_meas.root,file2,8,211829.9558,-15649.43923,31068.66904,17.18907139,5,0
12.000000,12,13,2,2,0.20–0.30,0.05–0.10,measData_times_truth_over_meas.root,file1,8,172997.0157,-31395.66648,21990.85334,15.67436093,5,0
12.000000,12,13,2,2,0.20–0.30,0.05–0.10,measData_times_truth_over_meas.root,file2,8,172997.0157,-31395.66648,21990.85334,15.67436093,5,0
12.000000,12,13,2,3,0.20–0.30,0.10–0.15,measData_times_truth_over_meas.root,file1,6,141334.4357,-18962.18935,3110.232503,11.11814011,3,0
12.000000,12,13,2,3,0.20–0.30,0.10–0.15,measData_times_truth_over_meas.root,file2,6,141334.4357,-18962.18935,3110.232503,11.11814011,3,0
12.000000,12,13,3,1,0.30–0.40,0.00–0.05,measData_times_truth_over_meas.root,file1,8,99927.21244,-6196.050953,5734.690812,1.298299505,5,0
12.000000,12,13,3,1,0.30–0.40,0.00–0.05,measData_times_truth_over_meas.root,file2,8,99927.21244,-6196.050953,5734.690812,1.298299505,5,0
12.000000,12,13,3,2,0.30–0.40,0.05–0.10,measData_times_truth_over_meas.root,file1,8,74222.41458,1024.746847,1366.842333,5.911100707,5,0
12.000000,12,13,3,2,0.30–0.40,0.05–0.10,measData_times_truth_over_meas.root,file2,8,74222.41458,1024.746847,1366.842333,5.911100707,5,0
12.000000,12,13,3,3,0.30–0.40,0.10–0.15,measData_times_truth_over_meas.root,file1,8,58086.84876,3811.880578,-742.620892,6.917297723,5,0
12.000000,12,13,3,3,0.30–0.40,0.10–0.15,measData_times_truth_over_meas.root,file2,8,58060.27177,3773.799907,-784.5395538,7.006043786,5,0
12.000000,12,13,3,4,0.30–0.40,0.15–0.20,measData_times_truth_over_meas.root,file1,8,49535.64323,4575.431388,-1389.257482,26.39348689,5,0
12.000000,12,13,3,4,0.30–0.40,0.15–0.20,measData_times_truth_over_meas.root,file2,8,49105.56539,4279.668076,-915.444248,26.53712345,5,0
12.000000,12,13,3,5,0.30–0.40,0.20–0.30,measData_times_truth_over_meas.root,file1,6,59716.69772,5333.42307,-6828.594057,13.06691928,3,0
12.000000,12,13,3,5,0.30–0.40,0.20–0.30,measData_times_truth_over_meas.root,file2,6,49872.93995,3126.871849,-6333.741658,10.32280154,3,0
12.000000,12,13,3,6,0.30–0.40,0.30–0.40,measData_times_truth_over_meas.root,file1,6,42520.10064,-14300.52274,7023.832731,3.79429173,3,0
12.000000,12,13,3,6,0.30–0.40,0.30–0.40,measData_times_truth_over_meas.root,file2,6,23909.53714,-10873.43651,5133.207386,2.096089112,3,0
12.000000,12,13,4,1,0.40–0.50,0.00–0.05,measData_times_truth_over_meas.root,file1,8,52906.10784,-928.5677586,827.4420159,8.014911019,5,0
12.000000,12,13,4,1,0.40–0.50,0.00–0.05,measData_times_truth_over_meas.root,file2,8,52917.24242,-1378.223892,328.3648446,10.13218136,5,0
12.000000,12,13,4,2,0.40–0.50,0.05–0.10,measData_times_truth_over_meas.root,file1,8,39909.6363,-4849.289384,-829.2762755,20.73812707,5,0
12.000000,12,13,4,2,0.40–0.50,0.05–0.10,measData_times_truth_over_meas.root,file2,8,39675.07701,-4727.316377,-722.4482241,21.18529547,5,0
12.000000,12,13,4,3,0.40–0.50,0.10–0.15,measData_times_truth_over_meas.root,file1,8,32571.97207,91.01348064,981.8632053,6.060433787,5,0
12.000000,12,13,4,3,0.40–0.50,0.10–0.15,measData_times_truth_over_meas.root,file2,8,30682.81302,-597.941861,823.202424,5.063693977,5,0
12.000000,12,13,4,4,0.40–0.50,0.15–0.20,measData_times_truth_over_meas.root,file1,8,24445.12615,3135.55843,-1437.079078,11.968711,5,0
12.000000,12,13,4,4,0.40–0.50,0.15–0.20,measData_times_truth_over_meas.root,file2,8,20895.85794,2198.186643,-1460.4138,13.58293423,5,0
12.000000,12,13,4,5,0.40–0.50,0.20–0.30,measData_times_truth_over_meas.root,file1,8,35980.41368,3160.506187,-538.429659,13.83721573,5,0
12.000000,12,13,4,5,0.40–0.50,0.20–0.30,measData_times_truth_over_meas.root,file2,8,23422.05638,392.5863925,-652.4855296,14.93045819,5,0
12.000000,12,13,4,6,0.40–0.50,0.30–0.40,measData_times_truth_over_meas.root,file1,6,19531.95957,4801.606659,-2439.823513,2.460395966,3,0
12.000000,12,13,4,6,0.40–0.50,0.30–0.40,measData_times_truth_over_meas.root,file2,6,7460.700788,1149.441677,-919.6233838,0.4019982651,3,0
12.000000,12,13,4,7,0.40–0.50,0.40–0.50,measData_times_truth_over_meas.root,file1,6,13105.24255,-144.5376031,1940.108646,4.826470175,3,0
12.000000,12,13,5,1,0.50–0.60,0.00–0.05,measData_times_truth_over_meas.root,file1,8,30683.94757,-1701.89374,-47.21713764,25.00527243,5,0
12.000000,12,13,5,1,0.50–0.60,0.00–0.05,measData_times_truth_over_meas.root,file2,8,27169.47862,-1699.788658,291.521854,17.20208025,5,0
12.000000,12,13,5,2,0.50–0.60,0.05–0.10,measData_times_truth_over_meas.root,file1,8,23670.52572,-1779.398314,401.0326839,10.4635485,5,0
12.000000,12,13,5,2,0.50–0.60,0.05–0.10,measData_times_truth_over_meas.root,file2,8,18028.18588,-1847.040646,331.5188799,8.03742178,5,0
