xq2_bin,z_bin,pt2_bin,phi_content_sum,phi_bin_count,z0,pt20
18,8,2,0.0,8,7,1
18,8,3,0.0,8,7,2
18,8,4,0.0,8,7,3
18,8,5,0.0,8,7,4
18,8,6,0.0,8,7,5
18,8,7,0.0,8,7,6
18,8,8,0.0,8,7,7
18,8,9,0.0,8,7,8
18,8,10,0.0,8,7,9
18,8,11,0.0,8,7,10
19,1,1,0.0,8,0,0
19,1,2,0.0,8,0,1
19,1,3,0.0,8,0,2
19,1,4,0.0,8,0,3
19,1,5,0.0,8,0,4
19,1,6,0.0,8,0,5
19,1,7,0.0,8,0,6
19,1,8,0.0,8,0,7
19,1,9,0.0,8,0,8
19,1,10,0.0,8,0,9
19,1,11,0.0,8,0,10
19,2,1,0.0,8,1,0
19,2,2,0.0,8,1,1
19,2,3,0.0,8,1,2
19,2,4,0.0,8,1,3
19,2,5,0.0,8,1,4
19,2,6,0.0,8,1,5
19,2,7,0.0,8,1,6
19,2,8,0.0,8,1,7
19,2,9,0.0,8,1,8
19,2,10,0.0,8,1,9
19,2,11,0.0,8,1,10
19,3,1,519.7216,8,2,0
19,3,2,113.5673,8,2,1
19,3,3,54.435,8,2,2
19,3,4,124.0716,8,2,3
19,3,5,57.3192,8,2,4
19,3,6,0.0,8,2,5
19,3,7,0.0,8,2,6
19,3,8,0.0,8,2,7
19,3,9,0.0,8,2,8
19,3,10,0.0,8,2,9
19,3,11,0.0,8,2,10
19,4,1,1210.468,8,3,0
19,4,2,589.8812,8,3,1
19,4,3,224.2519,8,3,2
19,4,4,230.3038,8,3,3
19,4,5,267.9193,8,3,4
19,4,6,0.0,8,3,5
19,4,7,0.0,8,3,6
19,4,8,0.0,8,3,7
19,4,9,0.0,8,3,8
19,4,10,0.0,8,3,9
19,4,11,0.0,8,3,10
19,5,1,1320.4456,8,4,0
19,5,2,364.4317,8,4,1
19,5,3,73.617,8,4,2
19,5,4,0.0,8,4,3
19,5,5,22.2024,8,4,4
19,5,6,0.0,8,4,5
19,5,7,0.0,8,4,6
19,5,8,0.0,8,4,7
19,5,9,0.0,8,4,8
19,5,10,0.0,8,4,9
19,5,11,0.0,8,4,10
19,6,1,315.6078,8,5,0
19,6,2,46.7441,8,5,1
19,6,3,0.0,8,5,2
19,6,4,0.0,8,5,3
19,6,5,0.0,8,5,4
19,6,6,0.0,8,5,5
19,6,7,0.0,8,5,6
19,6,8,0.0,8,5,7
19,6,9,0.0,8,5,8
19,6,10,0.0,8,5,9
19,6,11,0.0,8,5,10
19,7,1,0.0,8,6,0
19,7,2,0.0,8,6,1
19,7,3,0.0,8,6,2
19,7,4,0.0,8,6,3
19,7,5,0.0,8,6,4
19,7,6,0.0,8,6,5
19,7,7,0.0,8,6,6
19,7,8,0.0,8,6,7
19,7,9,0.0,8,6,8
19,7,10,0.0,8,6,9
19,7,11,0.0,8,6,10
19,8,1,0.0,8,7,0
19,8,2,0.0,8,7,1
19,8,3,0.0,8,7,2
19,8,4,0.0,8,7,3
19,8,5,0.0,8,7,4
19,8,6,0.0,8,7,5
19,8,7,0.0,8,7,6
19,8,8,0.0,8,7,7
19,8,9,0.0,8,7,8
19,8,10,0.0,8,7,9
19,8,11,0.0,8,7,10
