xq2_bin,z0,pt20,phi_content_sum,phi_bin_count,spec_content,nophi_content,ratio(phi/spec),ratio(phi/nophi),ratio(nophi/spec)
1,3,0,7453.659000000001,8.0,5772.21,3135.53,1.2913007323018395,2.3771607989717847,0.5432113523243264
1,3,1,7924.9699,8.0,6535.61,5232.79,1.2125830488661349,1.5144826947001504,0.8006582400112614
1,3,1,7924.9699,8.0,6535.61,5232.79,1.2125830488661349,1.5144826947001504,0.8006582400112614
1,3,2,7707.950000000001,8.0,6474.55,6367.4,1.190499725849673,1.210533341709332,0.9834505872995034
1,3,2,7707.950000000001,8.0,6474.55,6367.4,1.190499725849673,1.210533341709332,0.9834505872995034
1,3,3,7782.43,8.0,6513.28,6284.28,1.1948557408863123,1.2383964431884003,0.9648410631816842
1,3,3,7782.43,8.0,6513.28,6284.28,1.1948557408863123,1.2383964431884003,0.9648410631816842
1,3,4,14926.1955,8.0,12607.1,13250.1,1.1839515431780505,1.1264968188919329,1.0510030062425142
1,3,4,14926.1955,8.0,12607.1,13250.1,1.1839515431780505,1.1264968188919329,1.0510030062425142
1,3,5,11779.2665,8.0,10041.7,11261.2,1.17303509365944,1.0460045554647817,1.121443580270273
1,3,5,11779.2665,8.0,10041.7,11261.2,1.17303509365944,1.0460045554647817,1.121443580270273
1,3,6,8703.3266,8.0,7263.16,8778.85,1.1982837497728263,0.9913971192126532,1.2086818960342331
1,3,6,8703.3266,8.0,7263.16,8778.85,1.1982837497728263,0.9913971192126532,1.2086818960342331
1,3,7,8007.195000000001,8.0,6800.69,9452.95,1.1774092040660582,0.8470577967724361,1.3899986619004838
1,3,7,8007.195000000001,8.0,6800.69,9452.95,1.1774092040660582,0.8470577967724361,1.3899986619004838
1,3,8,4334.377,8.0,3599.57,5605.76,1.2041374386385042,0.7732006008105948,1.5573415713543561
1,3,8,4334.377,8.0,3599.57,5605.76,1.2041374386385042,0.7732006008105948,1.5573415713543561
1,3,9,2568.6499,8.0,2224.12,3875.84,1.1549061651349748,0.6627337299785336,1.742639785623078
1,3,9,2568.6499,8.0,2224.12,3875.84,1.1549061651349748,0.6627337299785336,1.742639785623078
1,3,10,1352.4286,8.0,1137.86,2642.58,1.1885720563162427,0.5117834086385274,2.322412247552423
1,3,10,1352.4286,8.0,1137.86,2642.58,1.1885720563162427,0.5117834086385274,2.322412247552423
1,4,0,4944.4519,8.0,4069.5,1944.21,1.215002309866077,2.543167610494751,0.47775156653151496
1,4,0,4944.4519,8.0,4069.5,1944.21,1.215002309866077,2.543167610494751,0.47775156653151496
1,4,1,4585.2837,8.0,3813.55,2918.41,1.202366220450761,1.5711581648911566,0.7652738262249085
1,4,1,4585.2837,8.0,3813.55,2918.41,1.202366220450761,1.5711581648911566,0.7652738262249085
1,4,2,4168.0779999999995,8.0,3636.6,3180.31,1.1461469504482207,1.3105885904204306,0.8745284056536325
1,4,2,4168.0779999999995,8.0,3636.6,3180.31,1.1461469504482207,1.3105885904204306,0.8745284056536325
1,4,3,4137.505,8.0,3471.39,3365.43,1.191887111502885,1.229413477623959,0.9694762040565883
1,4,3,4137.505,8.0,3471.39,3365.43,1.191887111502885,1.229413477623959,0.9694762040565883
1,4,4,7871.021,8.0,6657.32,6989.81,1.1823107496710388,1.126070808791655,1.0499435208161845
1,4,4,7871.021,8.0,6657.32,6989.81,1.1823107496710388,1.126070808791655,1.0499435208161845
1,4,5,7006.32,8.0,5959.39,6055.65,1.17567737637577,1.1569889276956231,1.0161526599198911
1,4,5,7006.32,8.0,5959.39,6055.65,1.17567737637577,1.1569889276956231,1.0161526599198911
1,4,6,5604.332,8.0,4736.44,5356.4,1.1832371992466917,1.0462870584721082,1.1308915556831713
1,4,6,5604.332,8.0,4736.44,5356.4,1.1832371992466917,1.0462870584721082,1.1308915556831713
1,4,7,5684.037,8.0,4968.57,5930.51,1.1439985750427186,0.9584398306385117,1.1936050010365156
1,4,7,5684.037,8.0,4968.57,5930.51,1.1439985750427186,0.9584398306385117,1.1936050010365156
1,4,8,3478.6724999999997,8.0,3014.83,3826.23,1.1538536169535263,0.9091645039634313,1.2691362365373835
1,4,8,3478.6724999999997,8.0,3014.83,3826.23,1.1538536169535263,0.9091645039634313,1.2691362365373835
1,4,9,2599.3293,8.0,2216.8,3051.99,1.1725592295200287,0.851683426223546,1.3767547816672678
1,4,9,2599.3293,8.0,2216.8,3051.99,1.1725592295200287,0.851683426223546,1.3767547816672678
1,4,10,1648.3736,8.0,1378.93,2661.84,1.1954004916855823,0.6192609623418387,1.9303662985068133
1,4,10,1648.3736,8.0,1378.93,2661.84,1.1954004916855823,0.6192609623418387,1.9303662985068133
1,5,0,3418.9117,8.0,2824.13,1190.83,1.2106070542078444,2.871032557124023,0.4216626005176815
1,5,0,3418.9117,8.0,2824.13,1190.83,1.2106070542078444,2.871032557124023,0.4216626005176815
1,5,1,3068.6237,8.0,2538.9,1624.54,1.2086429949978337,1.8889185246285103,0.6398597817952656
1,5,1,3068.6237,8.0,2538.9,1624.54,1.2086429949978337,1.8889185246285103,0.6398597817952656
1,5,2,2720.5582,8.0,2292.91,1834.75,1.1865089340619563,1.482795040196212,0.800184045601441
1,5,2,2720.5582,8.0,2292.91,1834.75,1.1865089340619563,1.482795040196212,0.800184045601441
1,5,3,2359.3169,8.0,1993.38,1825.16,1.183576086847465,1.292663054197988,0.9156106713220761
1,5,3,2359.3169,8.0,1993.38,1825.16,1.183576086847465,1.292663054197988,0.9156106713220761
1,5,4,4541.6611,8.0,3860.31,3814.59,1.1765016540122426,1.190602686002952,0.9881563915851318
1,5,4,4541.6611,8.0,3860.31,3814.59,1.1765016540122426,1.190602686002952,0.9881563915851318
1,5,5,3873.19,8.0,3369.0,3466.28,1.1496556841792818,1.1173909782244942,1.028875037102998
1,5,5,3873.19,8.0,3369.0,3466.28,1.1496556841792818,1.1173909782244942,1.028875037102998
1,5,6,3447.3529999999996,8.0,2949.37,3113.37,1.1688438547893278,1.1072737901373753,1.0556050953254423
1,5,6,3447.3529999999996,8.0,2949.37,3113.37,1.1688438547893278,1.1072737901373753,1.0556050953254423
1,5,7,3980.401,8.0,3333.32,3686.42,1.194125076500306,1.079747017431546,1.105930423721695
1,5,7,3980.401,8.0,3333.32,3686.42,1.194125076500306,1.079747017431546,1.105930423721695
1,5,8,2491.797,8.0,2123.2,2635.15,1.1736044649585533,0.9455996812325674,1.2411218914845519
1,5,8,2491.797,8.0,2123.2,2635.15,1.1736044649585533,0.9455996812325674,1.2411218914845519
1,5,9,1850.1744999999999,8.0,1577.79,2101.15,1.1726367260535304,0.8805532684482307,1.3317044727118312
1,5,9,1850.1744999999999,8.0,1577.79,2101.15,1.1726367260535304,0.8805532684482307,1.3317044727118312
1,5,10,1044.1417000000001,8.0,872.904,1880.84,1.1961701401299571,0.555146477105974,2.15469284136629
1,5,10,1044.1417000000001,8.0,872.904,1880.84,1.1961701401299571,0.555146477105974,2.15469284136629
1,6,0,2421.2875,8.0,2091.94,777.284,1.157436398749486,3.1150615476453907,0.3715613258506458
1,6,0,2421.2875,8.0,2091.94,777.284,1.157436398749486,3.1150615476453907,0.3715613258506458
1,6,1,2013.1151,8.0,1724.26,1076.48,1.1675240972939116,1.8700905729785968,0.6243141985547424
1,6,1,2013.1151,8.0,1724.26,1076.48,1.1675240972939116,1.8700905729785968,0.6243141985547424
1,6,2,1756.5013999999999,8.0,1544.11,1211.62,1.1375493973874917,1.4497131113715522,0.7846720764712358
1,6,2,1756.5013999999999,8.0,1544.11,1211.62,1.1375493973874917,1.4497131113715522,0.7846720764712358
1,6,3,1467.0448999999999,8.0,1293.52,1046.6,1.134149375347888,1.4017245365946875,0.8091100253571649
1,6,3,1467.0448999999999,8.0,1293.52,1046.6,1.134149375347888,1.4017245365946875,0.8091100253571649
1,6,4,2662.132,8.0,2265.46,2131.36,1.1750955655805002,1.2490297274979356,0.9408067235793173
1,6,4,2662.132,8.0,2265.46,2131.36,1.1750955655805002,1.2490297274979356,0.9408067235793173
