xq2_bin,z_bin0,pt2_bin0,phi_content_sum,phi_error_sum,phi_bin_count,z_bin,pt2_bin,spec_content,spec_error,_merge,diff_phi_minus_spec,ratio_phi_over_spec
0,5,7,15888.08,129.54603138811316,8,5.0,7.0,16891.1,1227.23,both,-1003.0199999999986,0.9406184321921013
0,5,8,9894.3433,102.1199964670015,8,5.0,8.0,10819.4,780.634,both,-925.0566999999992,0.9145001848531342
0,5,9,7488.1293,88.68222987804322,8,5.0,9.0,8479.17,608.041,both,-991.0407000000005,0.8831205530730012
0,5,10,5917.782999999999,78.76949101333587,8,5.0,10.0,7034.58,477.66,both,-1116.7970000000005,0.8412418367550016
0,6,0,3861.4071,68.76448709382846,8,6.0,0.0,3968.91,295.632,both,-107.50289999999995,0.9729137470993295
0,6,1,4926.2549,77.93855519362481,8,6.0,1.0,5164.1,587.527,both,-237.84510000000046,0.9539425843806277
0,6,2,4719.5372,72.18158998437275,8,6.0,2.0,5139.85,474.418,both,-420.3128000000006,0.9182246952732083
0,6,3,4505.6491,70.58161019625508,8,6.0,3.0,4982.16,418.141,both,-476.5109000000002,0.904356564221141
0,6,4,8370.875,96.8391819165156,8,6.0,4.0,8952.72,802.38,both,-581.8449999999993,0.9350091368880072
0,6,5,7271.241,88.4959289044417,8,6.0,5.0,7674.34,691.113,both,-403.09900000000016,0.9474744407988178
0,6,6,6240.896000000001,82.74350030763746,8,6.0,6.0,6750.1,568.802,both,-509.2039999999997,0.9245634879483268
0,6,7,6917.662,85.85034121819203,8,6.0,7.0,7577.43,639.045,both,-659.768,0.9129298456072837
0,6,8,4188.545,66.59104684580352,8,6.0,8.0,4755.85,388.529,both,-567.3050000000003,0.8807142782047372
0,6,9,2784.656,54.12165256650983,8,6.0,9.0,3319.33,378.435,both,-534.674,0.8389211075729138
0,6,10,1211.1478,35.80660735048212,8,6.0,10.0,1607.01,136.564,both,-395.86220000000003,0.7536653785601832
0,7,0,1087.3052,35.52800917508888,8,7.0,0.0,1261.01,201.099,both,-173.70479999999998,0.8622494666973299
0,7,1,1315.096,38.6283087622601,8,7.0,1.0,1506.1,183.562,both,-191.0039999999999,0.8731797357413187
0,7,2,1291.837,37.4492459371347,8,7.0,2.0,1486.47,152.591,both,-194.63300000000004,0.8690636205237913
0,7,3,1067.974,33.83177574269048,8,7.0,3.0,1241.7,132.573,both,-173.7260000000001,0.8600901989208343
0,7,4,1766.1247,43.884723487023365,8,7.0,4.0,2041.74,217.323,both,-275.61529999999993,0.8650095996551961
0,7,5,1246.6606,36.846071288213345,8,7.0,5.0,1497.73,194.461,both,-251.0694000000001,0.8323667149619758
0,7,6,670.851,27.090612761338566,8,7.0,6.0,808.729,109.858,both,-137.87800000000004,0.8295127292331547
0,7,7,433.9355,21.85898879734376,8,7.0,7.0,611.775,83.4162,both,-177.8395,0.7093057087981692
0,7,8,23.865,5.14335,8,7.0,8.0,124.367,28.084,both,-100.50200000000001,0.19189173977019625
0,7,9,0.0,0.0,8,7.0,9.0,0.0,0.0,both,0.0,
0,7,10,0.0,0.0,8,7.0,10.0,0.0,0.0,both,0.0,
1,0,0,49806.657999999996,602.0953612247814,8,0.0,0.0,54118.1,10683.3,both,-4311.442000000003,0.9203327167805225
1,0,1,52410.564,413.3330454185825,8,0.0,1.0,56273.3,9149.8,both,-3862.7360000000044,0.9313575709972579
1,0,2,41433.355,272.19084566153214,8,0.0,2.0,44475.8,5313.26,both,-3042.4449999999997,0.9315932484632092
1,0,3,25653.57,190.32382573584948,8,0.0,3.0,27548.8,2628.4,both,-1895.2299999999996,0.9312046259728192
1,0,4,17969.314,152.5392718489242,8,0.0,4.0,20389.4,1960.44,both,-2420.086000000003,0.8813066593425994
