xq2_bin,z_bin,pt2_bin,phi_content_sum,phi_bin_count,phi_error_sum,z_bin0,pt2_bin0
5,4,1,64783.5,8,355.78759051665924,3,0
5,4,2,29119.329999999998,8,195.8974699417019,3,1
5,4,3,14062.389,8,129.48850978700773,3,2
5,4,4,9134.6188,8,100.34690399564751,3,3
5,4,5,12470.085,8,116.16276569585455,3,4
5,4,6,3917.9300000000003,8,64.71138984838758,3,5
5,4,7,398.06189,8,20.842826435618083,3,6
5,4,8,0.0,8,0.0,3,7
5,4,9,0.0,8,0.0,3,8
5,4,10,0.0,8,0.0,3,9
5,4,11,0.0,8,0.0,3,10
5,5,1,58367.340000000004,8,304.94235665103986,4,0
5,5,2,23403.26,8,169.94257440067807,4,1
5,5,3,11062.298999999999,8,110.8170106060437,4,2
5,5,4,5380.219,8,76.7739241001787,4,3
5,5,5,4536.839,8,69.73466437561738,4,4
5,5,6,852.8205,8,29.863057446885772,4,5
5,5,7,0.0,8,0.0,4,6
5,5,8,0.0,8,0.0,4,7
5,5,9,0.0,8,0.0,4,8
5,5,10,0.0,8,0.0,4,9
5,5,11,0.0,8,0.0,4,10
5,6,1,20128.19,8,159.25747480212664,5,0
5,6,2,6172.547,8,83.598146576225,5,1
5,6,3,1786.2671,8,44.08661789449152,5,2
5,6,4,445.18059999999997,8,22.573597990424567,5,3
5,6,5,46.3412,8,8.703707638529686,5,4
5,6,6,0.0,8,0.0,5,5
5,6,7,0.0,8,0.0,5,6
5,6,8,0.0,8,0.0,5,7
5,6,9,0.0,8,0.0,5,8
5,6,10,0.0,8,0.0,5,9
5,6,11,0.0,8,0.0,5,10
5,7,1,0.0,8,0.0,6,0
5,7,2,0.0,8,0.0,6,1
5,7,3,0.0,8,0.0,6,2
5,7,4,0.0,8,0.0,6,3
5,7,5,0.0,8,0.0,6,4
5,7,6,0.0,8,0.0,6,5
5,7,7,0.0,8,0.0,6,6
5,7,8,0.0,8,0.0,6,7
5,7,9,0.0,8,0.0,6,8
5,7,10,0.0,8,0.0,6,9
5,7,11,0.0,8,0.0,6,10
5,8,1,0.0,8,0.0,7,0
5,8,2,0.0,8,0.0,7,1
