ixq2,ipt,point,x,y,exl,exh,eyl,eyh
1,6,2,0.446158,0.291537,0,0,0.0200528,0.0200528
1,6,3,0.544594,0.19111,0,0,0.0138311,0.0138311
1,6,4,0.645406,0.117419,0,0,0.012289,0.012289
1,6,5,0.742184,0.0702254,0,0,0.01067,0.01067
1,7,0,0.271817,0.284716,0,0,0.0210433,0.0210433
1,7,1,0.347556,0.220614,0,0,0.0123561,0.0123561
1,7,2,0.445959,0.17313,0,0,0.0100277,0.0100277
1,7,3,0.54565,0.113928,0,0,0.00804718,0.00804718
1,7,4,0.641918,0.0780944,0,0,0.00765792,0.00765792
1,7,5,0.740836,0.0481845,0,0,0.00652251,0.00652251
1,8,0,0.283774,0.116855,0,0,0.011679,0.011679
1,8,1,0.348973,0.104665,0,0,0.00666011,0.00666011
1,8,2,0.447394,0.0852304,0,0,0.00519362,0.00519362
1,8,3,0.545386,0.0665389,0,0,0.00490544,0.00490544
1,8,4,0.645262,0.0487873,0,0,0.00541362,0.00541362
1,8,5,0.738068,0.027795,0,0,0.00399117,0.00399117
1,9,0,0.354444,0.0421172,0,0,0.00248748,0.00248748
1,9,1,0.447512,0.0412375,0,0,0.00288247,0.00288247
1,9,2,0.547108,0.0327785,0,0,0.00274187,0.00274187
1,9,3,0.64561,0.0272545,0,0,0.00255473,0.00255473
1,9,4,0.735495,0.0121888,0,0,0.00263858,0.00263858
2,0,0,0.247982,6.91134,0,0,1.35074,1.35074
2,0,1,0.44645,1.40461,0,0,0.145361,0.145361
2,0,2,0.547401,0.772572,0,0,0.0969436,0.0969436
2,0,3,0.645774,0.428355,0,0,0.0441833,0.0441833
2,0,4,0.742065,0.251869,0,0,0.0330169,0.0330169
2,1,0,0.247055,5.69315,0,0,0.795631,0.795631
2,1,1,0.345632,2.45794,0,0,0.264052,0.264052
2,1,2,0.445477,1.24012,0,0,0.103293,0.103293
2,1,3,0.546505,0.695453,0,0,0.0602523,0.0602523
2,1,4,0.646432,0.411266,0,0,0.0385648,0.0385648
2,1,5,0.743429,0.224279,0,0,0.0301213,0.0301213
2,2,0,0.248476,4.41106,0,0,0.390115,0.390115
2,2,1,0.345368,2.12531,0,0,0.172937,0.172937
2,2,2,0.44539,1.06449,0,0,0.0734313,0.0734313
2,2,3,0.545473,0.584274,0,0,0.0556326,0.0556326
2,2,4,0.644643,0.35441,0,0,0.0309656,0.0309656
2,2,5,0.744618,0.220204,0,0,0.0219841,0.0219841
2,3,0,0.251089,3.38593,0,0,0.276952,0.276952
2,3,1,0.345288,1.6696,0,0,0.100149,0.100149
2,3,2,0.445387,0.930355,0,0,0.0740754,0.0740754
2,3,3,0.545318,0.488123,0,0,0.0391853,0.0391853
