ixq2,ipt,point,x,y,exl,exh,eyl,eyh
10,2,2,0.447078,1.24529,0,0,0.0772554,0.0772554
10,2,3,0.545931,0.691904,0,0,0.0410351,0.0410351
10,2,4,0.644386,0.417183,0,0,0.0292787,0.0292787
10,2,5,0.73375,0.162847,0,0,0.0162676,0.0162676
10,3,0,0.25889,3.74781,0,0,0.351031,0.351031
10,3,1,0.348903,1.87077,0,0,0.104421,0.104421
10,3,2,0.447308,1.03897,0,0,0.0574234,0.0574234
10,3,3,0.545808,0.591882,0,0,0.0394864,0.0394864
10,3,4,0.644022,0.36289,0,0,0.0229943,0.0229943
10,3,5,0.730416,0.114711,0,0,0.0106517,0.0106517
10,4,0,0.263339,2.3083,0,0,0.210058,0.210058
10,4,1,0.350683,1.305,0,0,0.06981,0.06981
10,4,2,0.447371,0.764563,0,0,0.0348005,0.0348005
10,4,3,0.545988,0.457099,0,0,0.0227397,0.0227397
10,4,4,0.642523,0.282604,0,0,0.0215895,0.0215895
10,4,5,0.727898,0.0708384,0,0,0.00696158,0.00696158
10,5,0,0.272874,1.16769,0,0,0.0898178,0.0898178
10,5,1,0.352977,0.713635,0,0,0.0438118,0.0438118
10,5,2,0.449021,0.468937,0,0,0.0233003,0.0233003
10,5,3,0.545598,0.300218,0,0,0.0156798,0.0156798
10,5,4,0.641381,0.176943,0,0,0.0104027,0.0104027
10,5,5,0.722898,0.0277913,0,0,0.00320748,0.00320748
10,6,0,0.283632,0.577444,0,0,0.0721748,0.0721748
10,6,1,0.353815,0.38681,0,0,0.0252656,0.0252656
10,6,2,0.450074,0.28446,0,0,0.0136545,0.0136545
10,6,3,0.54643,0.206681,0,0,0.0115562,0.0115562
10,6,4,0.638991,0.100489,0,0,0.00786804,0.00786804
10,6,5,0.720294,0.0108476,0,0,0.00193147,0.00193147
10,7,0,0.288981,0.21735,0,0,0.104508,0.104508
10,7,1,0.359741,0.173448,0,0,0.0123447,0.0123447
10,7,2,0.450422,0.146712,0,0,0.00729127,0.00729127
10,7,3,0.547343,0.107803,0,0,0.00496123,0.00496123
10,7,4,0.63712,0.044711,0,0,0.00282756,0.00282756
10,7,5,0.716609,0.00416504,0,0,0.0016799,0.0016799
10,8,0,0.370197,0.0700322,0,0,0.00629827,0.00629827
10,8,1,0.449776,0.056459,0,0,0.00360513,0.00360513
10,8,2,0.545698,0.0406266,0,0,0.00287086,0.00287086
10,8,3,0.632764,0.0139228,0,0,0.00194594,0.00194594
10,9,0,0.379908,0.0179331,0,0,0.0053795,0.0053795
10,9,1,0.449545,0.0165212,0,0,0.00165091,0.00165091
10,9,2,0.543834,0.0109844,0,0,0.00110464,0.00110464
10,9,3,0.630396,0.00316846,0,0,0.000492571,0.000492571
11,0,0,0.265487,8.94831,0,0,2.62691,2.62691
11,0,1,0.351257,3.68811,0,0,0.486444,0.486444
11,0,2,0.449439,1.91328,0,0,0.116448,0.116448
11,0,3,0.546769,1.16267,0,0,0.0566742,0.0566742
11,0,4,0.643002,0.592659,0,0,0.0340556,0.0340556
11,0,5,0.720275,0.108678,0,0,0.011931,0.011931
11,1,0,0.265879,6.58433,0,0,1.28059,1.28059
11,1,1,0.351912,3.00867,0,0,0.236279,0.236279
11,1,2,0.448699,1.56472,0,0,0.105669,0.105669
11,1,3,0.546608,0.942335,0,0,0.053573,0.053573
11,1,4,0.642212,0.481435,0,0,0.032975,0.032975
11,1,5,0.719227,0.0591515,0,0,0.00879572,0.00879572
11,2,0,0.266296,5.03211,0,0,0.834537,0.834537
11,2,1,0.353058,2.48866,0,0,0.190851,0.190851
11,2,2,0.448085,1.38744,0,0,0.0844569,0.0844569
11,2,3,0.546356,0.786036,0,0,0.0486652,0.0486652
11,2,4,0.640916,0.392829,0,0,0.0352695,0.0352695
11,2,5,0.718103,0.0336935,0,0,0.0092965,0.0092965
11,3,0,0.267711,4.15824,0,0,0.475008,0.475008
11,3,1,0.351959,1.94434,0,0,0.11804,0.11804
11,3,2,0.449206,1.10632,0,0,0.0604766,0.0604766
11,3,3,0.545991,0.584245,0,0,0.0493086,0.0493086
11,3,4,0.638368,0.285186,0,0,0.0238071,0.0238071
11,3,5,0.712041,0.0147834,0,0,0.00376942,0.00376942
11,4,0,0.273042,2.2514,0,0,0.274648,0.274648
11,4,1,0.353384,1.32642,0,0,0.0793422,0.0793422
11,4,2,0.448919,0.77584,0,0,0.0355991,0.0355991
11,4,3,0.54564,0.420406,0,0,0.0289426,0.0289426
11,4,4,0.635144,0.155833,0,0,0.0104837,0.0104837
11,4,5,0.710577,0.0036073,0,0,0.00140478,0.00140478
11,5,0,0.285311,0.995986,0,0,0.241499,0.241499
11,5,1,0.357015,0.689826,0,0,0.0508306,0.0508306
11,5,2,0.45005,0.433164,0,0,0.022753,0.022753
11,5,3,0.545232,0.24984,0,0,0.0115335,0.0115335
11,5,4,0.630588,0.0621886,0,0,0.00463202,0.00463202
11,6,0,0.363151,0.306816,0,0,0.0276594,0.0276594
11,6,1,0.451665,0.247389,0,0,0.0221756,0.0221756
11,6,2,0.543748,0.113823,0,0,0.00954063,0.00954063
11,6,3,0.627168,0.0184708,0,0,0.00280081,0.00280081
11,7,0,0.371309,0.115512,0,0,0.0239838,0.0239838
11,7,1,0.449341,0.0742329,0,0,0.00696771,0.00696771
11,7,2,0.541503,0.0321527,0,0,0.00258166,0.00258166
11,7,3,0.618437,0.00291026,0,0,0.00108845,0.00108845
11,8,0,0.449304,0.0124741,0,0,0.00499348,0.00499348
11,8,1,0.536077,0.00471246,0,0,0.00101028,0.00101028
12,0,0,0.276074,8.46855,0,0,2.79764,2.79764
12,0,1,0.354035,4.11531,0,0,0.813216,0.813216
12,0,2,0.449899,2.16662,0,0,0.159424,0.159424
12,0,3,0.544571,1.09266,0,0,0.0559443,0.0559443
12,0,4,0.632572,0.245246,0,0,0.0188048,0.0188048
12,0,5,0.710246,0.0048503,0,0,0.00390842,0.00390842
12,1,0,0.276855,6.26143,0,0,1.31915,1.31915
12,1,1,0.354694,3.02327,0,0,0.301822,0.301822
12,1,2,0.449049,1.62505,0,0,0.0920727,0.0920727
12,1,3,0.545216,0.746198,0,0,0.0509043,0.0509043
12,1,4,0.629379,0.136305,0,0,0.0107047,0.0107047
12,2,0,0.275078,4.63604,0,0,0.887714,0.887714
12,2,1,0.355048,2.36715,0,0,0.242762,0.242762
12,2,2,0.448211,1.22996,0,0,0.0931326,0.0931326
12,2,3,0.544491,0.508795,0,0,0.0311674,0.0311674
12,2,4,0.625841,0.0868478,0,0,0.0109259,0.0109259
12,3,0,0.276412,3.02379,0,0,0.48943,0.48943
12,3,1,0.353662,2.00542,0,0,0.189689,0.189689
12,3,2,0.448304,0.863678,0,0,0.0693868,0.0693868
12,3,3,0.54194,0.286944,0,0,0.0256413,0.0256413
12,3,4,0.624476,0.0340198,0,0,0.00678908,0.00678908
12,4,0,0.280439,1.61226,0,0,0.331075,0.331075
12,4,1,0.355058,1.0884,0,0,0.0870151,0.0870151
12,4,2,0.446842,0.505855,0,0,0.0298737,0.0298737
12,4,3,0.539591,0.143562,0,0,0.0153237,0.0153237
12,4,4,0.61723,0.0110055,0,0,0.00336422,0.00336422
12,5,0,0.360798,0.3453,0,0,0.0334768,0.0334768
12,5,1,0.446067,0.170541,0,0,0.0140709,0.0140709
12,5,2,0.536663,0.0390677,0,0,0.00549252,0.00549252
12,6,0,0.370706,0.079752,0,0,0.02,0.02
12,6,1,0.444836,0.0387114,0,0,0.00567857,0.00567857
12,6,2,0.529691,0.00743189,0,0,0.00399849,0.00399849
12,7,0,0.442692,0.00294878,0,0,0.0013082,0.0013082
13,0,0,0.246445,7.39525,0,0,1.45152,1.45152
13,0,1,0.447651,1.56112,0,0,0.172808,0.172808
13,0,2,0.546873,0.878888,0,0,0.102597,0.102597
13,0,3,0.645225,0.48535,0,0,0.0581732,0.0581732
13,0,4,0.743819,0.2896,0,0,0.0489818,0.0489818
13,1,0,0.345298,2.80725,0,0,0.359681,0.359681
13,1,1,0.44615,1.40709,0,0,0.104059,0.104059
13,1,2,0.54696,0.744016,0,0,0.0767064,0.0767064
13,1,3,0.645419,0.449062,0,0,0.0359051,0.0359051
13,1,4,0.74213,0.255181,0,0,0.0397346,0.0397346
13,2,0,0.246231,4.85101,0,0,0.363799,0.363799
13,2,1,0.345554,2.31546,0,0,0.199898,0.199898
13,2,2,0.446105,1.15828,0,0,0.0728609,0.0728609
13,2,3,0.546413,0.643214,0,0,0.0533452,0.0533452
13,2,4,0.644611,0.37746,0,0,0.0340428,0.0340428
13,2,5,0.742783,0.220409,0,0,0.0317809,0.0317809
13,3,0,0.248109,3.60846,0,0,0.22993,0.22993
13,3,1,0.345631,1.87713,0,0,0.13523,0.13523
13,3,2,0.445726,1.00836,0,0,0.0796684,0.0796684
13,3,3,0.545796,0.570638,0,0,0.0523739,0.0523739
13,3,4,0.644673,0.359267,0,0,0.0278497,0.0278497
13,3,5,0.741552,0.209457,0,0,0.0326084,0.0326084
13,4,0,0.25014,2.26413,0,0,0.110402,0.110402
13,4,1,0.346405,1.31011,0,0,0.077246,0.077246
13,4,2,0.446427,0.716536,0,0,0.0461298,0.0461298
13,4,3,0.545408,0.42287,0,0,0.0311426,0.0311426
13,4,4,0.643535,0.272609,0,0,0.0206633,0.0206633
13,4,5,0.741629,0.147607,0,0,0.0182356,0.0182356
13,5,0,0.256812,1.18805,0,0,0.0854507,0.0854507
13,5,1,0.346851,0.78826,0,0,0.0541819,0.0541819
13,5,2,0.446563,0.486386,0,0,0.0297738,0.0297738
13,5,3,0.545603,0.31179,0,0,0.0198954,0.0198954
13,5,4,0.644148,0.210245,0,0,0.0183137,0.0183137
13,5,5,0.737914,0.10536,0,0,0.01296,0.01296
13,6,0,0.268489,0.61051,0,0,0.0468851,0.0468851
13,6,1,0.34817,0.452949,0,0,0.0272955,0.0272955
13,6,2,0.447268,0.321896,0,0,0.0198549,0.0198549
13,6,3,0.545806,0.213483,0,0,0.0131559,0.0131559
13,6,4,0.645597,0.141338,0,0,0.0132575,0.0132575
13,6,5,0.736501,0.0642821,0,0,0.00960142,0.00960142
13,7,0,0.280621,0.281287,0,0,0.0237091,0.0237091
13,7,1,0.348899,0.221973,0,0,0.0133575,0.0133575
13,7,2,0.446952,0.184183,0,0,0.0124786,0.0124786
13,7,3,0.546159,0.13329,0,0,0.00839037,0.00839037
13,7,4,0.644784,0.090635,0,0,0.00807278,0.00807278
13,7,5,0.732186,0.035342,0,0,0.00517151,0.00517151
13,8,0,0.290459,0.134441,0,0,0.0431629,0.0431629
13,8,1,0.353405,0.102613,0,0,0.00642273,0.00642273
13,8,2,0.447409,0.0926797,0,0,0.00649383,0.00649383
13,8,3,0.545598,0.0731125,0,0,0.00495836,0.00495836
13,8,4,0.644027,0.0477262,0,0,0.00383271,0.00383271
13,8,5,0.72748,0.0154806,0,0,0.00353244,0.00353244
13,9,0,0.363584,0.0370918,0,0,0.00341496,0.00341496
13,9,1,0.447533,0.0388306,0,0,0.00284779,0.00284779
13,9,2,0.548771,0.0355907,0,0,0.00292375,0.00292375
13,9,3,0.641874,0.0231422,0,0,0.00322735,0.00322735
13,9,4,0.71854,0.00379637,0,0,0.000888196,0.000888196
14,0,0,0.448197,1.74035,0,0,0.136847,0.136847
14,0,1,0.546818,0.933958,0,0,0.0904447,0.0904447
14,0,2,0.645426,0.587292,0,0,0.0491124,0.0491124
14,0,3,0.738026,0.315959,0,0,0.0446361,0.0446361
14,1,0,0.250325,6.62024,0,0,0.872315,0.872315
14,1,1,0.347334,2.99574,0,0,0.293352,0.293352
14,1,2,0.447369,1.46906,0,0,0.131769,0.131769
14,1,3,0.547391,0.82837,0,0,0.070241,0.070241
14,1,4,0.644797,0.535265,0,0,0.0405762,0.0405762
14,1,5,0.736162,0.261372,0,0,0.0338437,0.0338437
14,2,0,0.250449,5.13127,0,0,0.545492,0.545492
14,2,1,0.346968,2.40173,0,0,0.172476,0.172476
14,2,2,0.446047,1.2386,0,0,0.0935977,0.0935977
14,2,3,0.54633,0.723858,0,0,0.0591647,0.0591647
14,2,4,0.64419,0.425896,0,0,0.0411822,0.0411822
14,2,5,0.736451,0.195998,0,0,0.025399,0.025399
14,3,0,0.252542,3.84392,0,0,0.331164,0.331164
14,3,1,0.348078,1.8961,0,0,0.123086,0.123086
14,3,2,0.446743,1.05464,0,0,0.0677068,0.0677068
14,3,3,0.545582,0.570291,0,0,0.0498593,0.0498593
14,3,4,0.644019,0.38787,0,0,0.0400199,0.0400199
14,3,5,0.733272,0.153559,0,0,0.0283074,0.0283074
14,4,0,0.256472,2.3253,0,0,0.210074,0.210074
14,4,1,0.348776,1.33514,0,0,0.0753672,0.0753672
14,4,2,0.447038,0.776621,0,0,0.04262,0.04262
14,4,3,0.545796,0.467796,0,0,0.031457,0.031457
14,4,4,0.643541,0.294259,0,0,0.0215811,0.0215811
14,4,5,0.730792,0.0987612,0,0,0.0100757,0.0100757
14,5,0,0.267509,1.22933,0,0,0.106123,0.106123
14,5,1,0.350696,0.757935,0,0,0.0377321,0.0377321
14,5,2,0.446818,0.493076,0,0,0.0306228,0.0306228
14,5,3,0.545836,0.316655,0,0,0.0205549,0.0205549
14,5,4,0.641316,0.201877,0,0,0.0171124,0.0171124
14,5,5,0.727677,0.0500668,0,0,0.0104327,0.0104327
14,6,0,0.278316,0.593722,0,0,0.0561236,0.0561236
14,6,1,0.350993,0.405262,0,0,0.035999,0.035999
14,6,2,0.449008,0.316314,0,0,0.018152,0.018152
14,6,3,0.546588,0.216045,0,0,0.0145924,0.0145924
14,6,4,0.640523,0.127975,0,0,0.0108148,0.0108148
14,6,5,0.722937,0.0242379,0,0,0.00639411,0.00639411
14,7,0,0.286617,0.322393,0,0,0.0695958,0.0695958
14,7,1,0.354784,0.195425,0,0,0.0155851,0.0155851
14,7,2,0.44861,0.167888,0,0,0.0101687,0.0101687
14,7,3,0.545674,0.125174,0,0,0.00824478,0.00824478
14,7,4,0.638648,0.0680944,0,0,0.0060304,0.0060304
14,7,5,0.719632,0.00754851,0,0,0.00190125,0.00190125
14,8,0,0.364138,0.0831148,0,0,0.00756436,0.00756436
14,8,1,0.449271,0.0733347,0,0,0.00515733,0.00515733
14,8,2,0.546289,0.0569024,0,0,0.00373789,0.00373789
14,8,3,0.637211,0.0283167,0,0,0.00453066,0.00453066
14,9,0,0.375539,0.0242065,0,0,0.00560025,0.00560025
14,9,1,0.44848,0.0231214,0,0,0.00234894,0.00234894
14,9,2,0.543647,0.0204692,0,0,0.00197758,0.00197758
14,9,3,0.630072,0.00526545,0,0,0.0014469,0.0014469
15,0,0,0.258255,8.98428,0,0,2.9339,2.9339
15,0,1,0.350405,3.94713,0,0,0.42047,0.42047
15,0,2,0.448763,2.18051,0,0,0.126388,0.126388
15,0,3,0.545396,1.15417,0,0,0.0736622,0.0736622
15,0,4,0.639644,0.455342,0,0,0.0326071,0.0326071
15,0,5,0.725604,0.075086,0,0,0.00858618,0.00858618
15,1,0,0.258913,6.83225,0,0,1.14825,1.14825
15,1,1,0.349755,2.97773,0,0,0.211512,0.211512
15,1,2,0.447853,1.73188,0,0,0.11384,0.11384
15,1,3,0.545558,0.89644,0,0,0.0466434,0.0466434
15,1,4,0.640257,0.343027,0,0,0.0259704,0.0259704
15,1,5,0.725134,0.05863,0,0,0.0070791,0.0070791
15,2,0,0.258761,4.8768,0,0,0.60992,0.60992
15,2,1,0.35108,2.53722,0,0,0.129853,0.129853
15,2,2,0.447244,1.2843,0,0,0.0833649,0.0833649
15,2,3,0.545604,0.652942,0,0,0.0366361,0.0366361
15,2,4,0.639215,0.254715,0,0,0.0212102,0.0212102
15,2,5,0.722059,0.0340675,0,0,0.00623653,0.00623653
15,3,0,0.260279,3.46363,0,0,0.366963,0.366963
15,3,1,0.351226,1.88548,0,0,0.107414,0.107414
15,3,2,0.44745,1.05139,0,0,0.0732078,0.0732078
15,3,3,0.54469,0.508229,0,0,0.0333626,0.0333626
15,3,4,0.638622,0.178494,0,0,0.0144746,0.0144746
15,3,5,0.721212,0.0182051,0,0,0.00429371,0.00429371
15,4,0,0.267258,1.94512,0,0,0.198799,0.198799
15,4,1,0.351501,1.21647,0,0,0.0478247,0.0478247
15,4,2,0.44785,0.658728,0,0,0.0328558,0.0328558
15,4,3,0.544212,0.318509,0,0,0.0230575,0.0230575
15,4,4,0.637122,0.11237,0,0,0.00973611,0.00973611
15,4,5,0.716319,0.0087354,0,0,0.00188505,0.00188505
15,5,0,0.279488,0.832766,0,0,0.0827674,0.0827674
15,5,1,0.354068,0.564038,0,0,0.0371161,0.0371161
15,5,2,0.448568,0.328888,0,0,0.0143192,0.0143192
15,5,3,0.543702,0.17259,0,0,0.0121788,0.0121788
15,5,4,0.634149,0.0491376,0,0,0.00549562,0.00549562
15,5,5,0.714592,0.00174015,0,0,0.000789479,0.000789479
15,6,0,0.287429,0.299398,0,0,0.0798069,0.0798069
15,6,1,0.357264,0.245295,0,0,0.0133569,0.0133569
15,6,2,0.448874,0.160049,0,0,0.0102668,0.0102668
15,6,3,0.5439,0.0851962,0,0,0.00779731,0.00779731
15,6,4,0.629956,0.020583,0,0,0.00245259,0.00245259
15,7,0,0.364773,0.0797911,0,0,0.0070134,0.0070134
15,7,1,0.448111,0.0552146,0,0,0.00410524,0.00410524
15,7,2,0.540508,0.0316634,0,0,0.00254232,0.00254232
15,7,3,0.626077,0.00767511,0,0,0.00200109,0.00200109
15,8,0,0.377442,0.0161039,0,0,0.00364331,0.00364331
15,8,1,0.450914,0.0139428,0,0,0.00219974,0.00219974
15,8,2,0.539813,0.00702789,0,0,0.00102773,0.00102773
15,8,3,0.62119,0.000829633,0,0,0.000467388,0.000467388
15,9,0,0.450234,0.00187349,0,0,0.000498502,0.000498502
15,9,1,0.535588,0.00138561,0,0,0.000697914,0.000697914
16,0,0,0.249417,9.13661,0,0,2.40067,2.40067
16,0,1,0.447738,2.20574,0,0,0.176127,0.176127
16,0,2,0.545362,1.15504,0,0,0.128853,0.128853
16,0,3,0.641089,0.538486,0,0,0.0578549,0.0578549
16,0,4,0.733268,0.187911,0,0,0.0224156,0.0224156
16,1,0,0.347354,3.35228,0,0,0.369125,0.369125
16,1,1,0.446451,1.79493,0,0,0.151832,0.151832
16,1,2,0.545043,0.967651,0,0,0.0935736,0.0935736
16,1,3,0.642099,0.445809,0,0,0.0397307,0.0397307
16,1,4,0.732558,0.147282,0,0,0.0212212,0.0212212
16,2,0,0.25021,5.46405,0,0,0.460948,0.460948
16,2,1,0.348395,2.66329,0,0,0.196567,0.196567
16,2,2,0.446548,1.464,0,0,0.110785,0.110785
16,2,3,0.545201,0.737565,0,0,0.0623513,0.0623513
16,2,4,0.641217,0.333096,0,0,0.0298735,0.0298735
16,2,5,0.733059,0.102294,0,0,0.0213779,0.0213779
16,3,0,0.251379,4.0131,0,0,0.252933,0.252933
16,3,1,0.347847,2.10024,0,0,0.158929,0.158929
16,3,2,0.4462,1.17268,0,0,0.0958973,0.0958973
16,3,3,0.545036,0.60889,0,0,0.0492112,0.0492112
16,3,4,0.641032,0.28245,0,0,0.0226527,0.0226527
16,3,5,0.73119,0.0816363,0,0,0.0135964,0.0135964
16,4,0,0.256868,2.32906,0,0,0.179372,0.179372
16,4,1,0.348535,1.40909,0,0,0.0797756,0.0797756
16,4,2,0.446543,0.793546,0,0,0.041124,0.041124
16,4,3,0.54475,0.428052,0,0,0.0305832,0.0305832
16,4,4,0.640141,0.205364,0,0,0.0196807,0.0196807
16,4,5,0.730903,0.0482197,0,0,0.00695869,0.00695869
16,5,0,0.266692,1.06195,0,0,0.0748865,0.0748865
16,5,1,0.349163,0.707986,0,0,0.0356895,0.0356895
16,5,2,0.446693,0.463699,0,0,0.025624,0.025624
16,5,3,0.544093,0.252836,0,0,0.015064,0.015064
16,5,4,0.641358,0.126736,0,0,0.0109284,0.0109284
16,5,5,0.728832,0.0264613,0,0,0.00468797,0.00468797
16,6,0,0.277444,0.464333,0,0,0.0411189,0.0411189
16,6,1,0.350189,0.378619,0,0,0.0196612,0.0196612
16,6,2,0.447419,0.262437,0,0,0.0163716,0.0163716
16,6,3,0.54452,0.164886,0,0,0.00993815,0.00993815
16,6,4,0.640543,0.0715522,0,0,0.00723599,0.00723599
16,6,5,0.721,0.0111219,0,0,0.00328351,0.00328351
16,7,0,0.286862,0.185672,0,0,0.0291478,0.0291478
16,7,1,0.353831,0.154419,0,0,0.0131297,0.0131297
16,7,2,0.448069,0.125383,0,0,0.00869603,0.00869603
16,7,3,0.543761,0.0810299,0,0,0.00523107,0.00523107
16,7,4,0.638891,0.037271,0,0,0.00498228,0.00498228
16,7,5,0.718059,0.00382066,0,0,0.00171008,0.00171008
16,8,0,0.36277,0.0500798,0,0,0.00418581,0.00418581
16,8,1,0.448324,0.0468752,0,0,0.00391798,0.00391798
16,8,2,0.54256,0.0345677,0,0,0.00345111,0.00345111
16,8,3,0.638372,0.0132381,0,0,0.00163566,0.00163566
16,9,0,0.374944,0.014513,0,0,0.00298705,0.00298705
16,9,1,0.447861,0.0133139,0,0,0.0015831,0.0015831
16,9,2,0.544244,0.0101812,0,0,0.00103511,0.00103511
16,9,3,0.63236,0.0044794,0,0,0.000936426,0.000936426
